REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_4658_lociStitched	chr11	118887837	118902071	3	8681	21399.3956	2264.6294	458	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	MIR3656	1.0604	458	1
3_MACS_peak_19557_lociStitched	chr5	151127574	151138931	3	8662	15510.2549	1753.5208	459	ATOX1	G3BP1	ATOX1	ATOX1	0.5571999999999999	459	1
5_MACS_peak_4381_lociStitched	chr11	78127359	78139859	5	8660	13258.75	2113.75	460	GAB2		GAB2	NONE	NONE	460	1
5_MACS_peak_1483_lociStitched	chr1	155210100	155233155	5	8659	16511.991	5392.5645	461	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.6335000000000001	461	1
1_MACS_peak_1895_lociStitched	chr1	197740021	197748678	1	8658	26859.2082	2140.8761	462	DENND1B		DENND1B	DENND1B	0.06970000000000001	462	1
3_MACS_peak_20914_lociStitched	chr6	117859154	117871549	3	8653	14835.5755	1856.771	463	DCBLD1		GOPC	GOPC	NONE	463	1
1_MACS_peak_9809_lociStitched	chr17	38016512	38025163	1	8652	29473.0919	1815.8449	464	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.5797	464	1
2_MACS_peak_17244_lociStitched	chr3	186780208	186792454	2	8646	50261.2578	3648.0834	465	ST6GAL1		ST6GAL1	ST6GAL1	0.5822	465	1
1_MACS_peak_17768_lociStitched	chr4	69434544	69443188	1	8645	21160.512	1500.5984	466		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.17479999999999998	466	1
3_MACS_peak_17038_lociStitched	chr3	169656870	169668200	3	8640	23680.833	2420.088	467	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.8374	467	1
1_MACS_peak_1473_lociStitched	chr1	154970859	154979497	1	8639	20117.902	2206.1452	468	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	2.3039	468	1
1_MACS_peak_3872_lociStitched	chr11	35159664	35168294	1	8631	21537.891	2063.433	469	CD44		CD44	CD44	0.3012	469	1
3_MACS_peak_9290_lociStitched	chr17	2294295	2305828	3	8630	30236.0661	1984.8293	470	MNT	LOC284009	MNT	MNT	1.0516	470	1
2_MACS_peak_24397_lociStitched	chr9	123630282	123641352	2	8614	19833.012	2492.964	471	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.5641	471	1
2_MACS_peak_24442_lociStitched	chr9	127622928	127636160	2	8611	25328.6944	2233.5616	472	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.8516	472	1
3_MACS_peak_13874_lociStitched	chr2	219148505	219160680	3	8607	17830.2875	2319.3375	473	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.6655	473	1
2_MACS_peak_6215_lociStitched	chr13	30944106	30957497	2	8595	14687.2488	1506.4875	474	LOC100188949		LOC100188949	LOC100188949	0.2839	474	1
3_MACS_peak_2443_lociStitched	chr1	249111510	249121690	3	8592	23587.06	2948.128	475	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	0.8165999999999999	475	1
4_MACS_peak_11285_lociStitched	chr19	9928587	9946973	4	8567	17023.5974	2645.7454	476	UBL5,PIN1,FBXL12	ZNF846	UBL5	UBL5	0.7361	476	1
2_MACS_peak_21994_lociStitched	chr7	90352519	90367497	2	8566	10872.5302	2128.3738	477	CDK14		CDK14	CDK14	0.0552	477	1
4_MACS_peak_8140_lociStitched	chr15	90573913	90591524	4	8565	18516.2054	2904.0539	478	ZNF710		ZNF710	ZNF710	0.43179999999999996	478	1
2_MACS_peak_17681_lociStitched	chr4	48194955	48206537	2	8545	21362.999	1996.7368	479	TEC		TXK	TXK	NONE	479	1
2_MACS_peak_9922_lociStitched	chr17	42287223	42299764	2	8533	21165.4457	1847.2893	480	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	0.9117000000000001	480	1
2_MACS_peak_16118_lociStitched	chr3	46246184	46257087	2	8530	40380.3508	2575.2886	481	CCR1	CCR3	CCR1	CCR1	1.9233000000000002	481	1
4_MACS_peak_5020_lociStitched	chr12	13242523	13255772	4	8528	17125.6574	2403.3686	482	GSG1	KIAA1467	GSG1	GSG1	0.318	482	1
1_MACS_peak_262_lociStitched	chr1	23850425	23858951	1	8527	43508.178	1748.6826	483	E2F2	ASAP3,ID3	E2F2	E2F2	1.2371	483	1
2_MACS_peak_10044_lociStitched	chr17	47816380	47827540	2	8526	16548.048	2153.88	484	FAM117A	MYST2,SLC35B1	FAM117A	SLC35B1	0.9364999999999999	484	1
4_MACS_peak_5553_lociStitched	chr12	69195701	69209865	4	8525	25415.8816	1868.2316	485	MDM2		MDM2	MDM2	0.5158	485	1
4_MACS_peak_4681_lociStitched	chr11	120195666	120216541	4	8511	13547.875	3404.7125	486	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.04640000000000001	486	1
3_MACS_peak_6440_lociStitched	chr13	77898885	77914234	3	8508	22426.4239	2750.5408	487	MYCBP2		MYCBP2	MYCBP2	0.037300000000000014	487	1
3_MACS_peak_24123_lociStitched	chr9	93671144	93688454	3	8497	30282.114	2901.156	488			SYK	SYK	NONE	488	1
3_MACS_peak_24372_lociStitched	chr9	117369602	117380452	3	8494	15557.815	2117.92	489	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.4487	489	1
2_MACS_peak_24499_lociStitched	chr9	130731777	130744209	2	8463	23854.5216	1994.0928	490	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.6976	490	1
1_MACS_peak_1583_lociStitched	chr1	160676731	160685187	1	8457	16761.4832	2635.7352	491	CD48	SLAMF7	CD48	CD48	0.6112000000000001	491	1
2_MACS_peak_4708_lociStitched	chr11	122929583	122941670	2	8450	29060.7741	1800.963	492	HSPA8	LOC341056	HSPA8	HSPA8	1.7615	492	1
2_MACS_peak_19727_lociStitched	chr5	173696782	173709856	2	8446	27753.4872	2270.9538	493			HMP19	HMP19	NONE	493	1
3_MACS_peak_22952_lociStitched	chr8	38812242	38823533	3	8443	18300.4528	1910.4372	494	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.2439	494	1
3_MACS_peak_2502_lociStitched	chr10	5930310	5947588	3	8425	16203.3084	2833.592	495	FBXO18,ANKRD16		FBXO18	FBXO18	0.229	495	1
1_MACS_peak_14238_lociStitched	chr20	9489877	9498293	1	8417	20652.864	1628.496	496	C20orf103		C20orf103	C20orf103	0.7451	496	1
3_MACS_peak_5153_lociStitched	chr12	31243675	31255185	3	8413	15866.535	1937.133	497	DDX11		DDX11	DDX11	0.767	497	1
5_MACS_peak_13152_lociStitched	chr2	112687940	112711973	5	8407	10043.3907	3376.6365	498	MERTK	ANAPC1	MERTK	MERTK	0.08639999999999999	498	1
3_MACS_peak_9606_lociStitched	chr17	27219434	27230895	3	8398	21719.7411	2239.4794	499	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.5996999999999999	499	1
4_MACS_peak_15093_lociStitched	chr21	44843855	44860601	4	8386	15806.5494	3203.5098	500	SIK1	C21orf125,C21orf84	SIK1	SIK1	0.8277000000000001	500	1
4_MACS_peak_22363_lociStitched	chr7	128162803	128178083	4	8374	23156.84	2979.6	501		METTL2B	METTL2B	METTL2B	0.6453	501	1
1_MACS_peak_1121_lociStitched	chr1	111172858	111181225	1	8368	24614.8773	1118.6679	502		KCNA2,KCNA3	KCNA2	KCNA3	0.37529999999999997	502	1
3_MACS_peak_9399_lociStitched	chr17	7475021	7488434	3	8358	23749.0578	2761.7367	503	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	1.0010000000000001	503	1
3_MACS_peak_5254_lociStitched	chr12	46776248	46785573	3	8357	16520.17	1629.0775	504		SLC38A2	SLC38A2	SLC38A2	0.48760000000000003	504	1
3_MACS_peak_21555_lociStitched	chr7	29706287	29726153	3	8356	13375.7778	2666.0172	505	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.38530000000000003	505	1
2_MACS_peak_4608_lociStitched	chr11	115091070	115102375	2	8354	66191.9055	2052.988	506	CADM1		CADM1	CADM1	0.2801	506	1
2_MACS_peak_24559_lociStitched	chr9	132645979	132657863	2	8348	42122.838	2069.0044	507	FNBP1	USP20,C9orf78	USP20	C9orf78	0.32180000000000003	507	1
2_MACS_peak_12748_lociStitched	chr2	70310274	70323273	2	8346	78303.3762	2523.1059	508	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	6.335999999999999	508	1
5_MACS_peak_16132_lociStitched	chr3	46421750	46438725	5	8341	10801.1925	2984.205	509		CCR2,CCR5,CCRL2	CCRL2	CCR2	0.7015	509	1
1_MACS_peak_12882_lociStitched	chr2	86220343	86228679	1	8337	35637.2336	1903.9424	510		LOC90784	LOC90784	LOC90784	0.025999999999999995	510	1
3_MACS_peak_12333_lociStitched	chr2	27374985	27389162	3	8336	12348.167	2110.9553	511	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	1.0909	511	1
2_MACS_peak_1422_lociStitched	chr1	152006491	152021692	2	8330	35504.9757	4016.1042	512	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.3980000000000001	512	1
3_MACS_peak_25325_lociStitched	chrX	119435329	119445416	3	8320	13033.4127	948.178	513	FAM70A		FAM70A	FAM70A	0.20720000000000002	513	1
2_MACS_peak_6623_lociStitched	chr13	115039471	115048792	2	8317	43497.3786	1487.6316	514	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	1.1996	514	1
3_MACS_peak_4954_lociStitched	chr12	9587682	9601973	3	8300	19657.2705	2700.999	515	DDX12		DDX12	DDX12	0.6459999999999999	515	1
1_MACS_peak_4016_lociStitched	chr11	60604847	60613145	1	8299	20925.0666	1877.8374	516	CCDC86	ZP1,GPR44	CCDC86	CCDC86	1.0254	516	1
2_MACS_peak_22902_lociStitched	chr8	33410212	33425405	2	8298	38426.1356	2594.9644	517	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.2368	517	1
2_MACS_peak_13137_lociStitched	chr2	112231681	112241905	2	8285	12957.8976	1540.7568	518	LOC541471		LOC541471	LOC541471	0.4538	518	1
1_MACS_peak_21771_lociStitched	chr7	55597709	55605991	1	8283	73155.7342	1692.8408	519	VOPP1		VOPP1	VOPP1	1.3921000000000001	519	1
2_MACS_peak_10271_lociStitched	chr17	66230387	66245168	2	8279	47145.4776	2628.0618	520	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	AMZ2	0.6449	520	1
4_MACS_peak_13899_lociStitched	chr2	220109380	220120343	4	8269	12705.0207	1956.8955	521	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	ATG9A	0.4023	521	1
3_MACS_peak_15254_lociStitched	chr22	23088019	23101919	3	8256	17031.67	2446.4	522			MIR650	MIR650	0.9409000000000001	522	1
3_MACS_peak_10234_lociStitched	chr17	62970447	62986157	3	8256	49915.383	3022.604	523	AMZ2P1		AMZ2P1	AMZ2P1	0.7812	523	1
1_MACS_peak_12706_lociStitched	chr2	66659776	66668030	1	8255	16505.5238	1068.0676	524	MEIS1		MEIS1	MEIS1	0.0907	524	1
3_MACS_peak_1805_lociStitched	chr1	183438744	183451214	3	8238	30143.731	3262.152	525	SMG7		SMG7	SMG7	0.28080000000000005	525	1
3_MACS_peak_2298_lociStitched	chr1	230238442	230248547	3	8237	22493.73	2701.0665	526	GALNT2		GALNT2	GALNT2	0.3192	526	1
2_MACS_peak_5438_lociStitched	chr12	57071173	57083774	2	8235	33823.6042	1948.1146	527	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	PTGES3	0.927	527	1
1_MACS_peak_2904_lociStitched	chr10	63804065	63812289	1	8225	25131.7216	1816.6816	528	ARID5B		ARID5B	ARID5B	0.2263	528	1
3_MACS_peak_18163_lociStitched	chr4	129724238	129741566	3	8224	21027.528	2512.56	529	PHF17		PHF17	PHF17	0.3073	529	1
2_MACS_peak_21470_lociStitched	chr7	20476413	20489750	2	8221	19666.7402	1959.2053	530			ITGB8	ITGB8	NONE	530	1
1_MACS_peak_3986_lociStitched	chr11	58339987	58348205	1	8219	56934.304	1520.33	531	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.9908000000000001	531	1
3_MACS_peak_20223_lociStitched	chr6	31618863	31634945	3	8217	27471.2724	2574.7282	532	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	0.8577	532	1
2_MACS_peak_4212_lociStitched	chr11	67034088	67046665	2	8216	27591.4226	2151.9247	533	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.5491	533	1
2_MACS_peak_14091_lociStitched	chr2	241499321	241509445	2	8214	18607.912	969.8792	534	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	0.6446999999999999	534	1
3_MACS_peak_17115_lociStitched	chr3	178230620	178241196	3	8210	24482.3824	2637.6544	535		KCNMB2	KCNMB2	NONE	NONE	535	1
4_MACS_peak_18461_lociStitched	chr4	186225270	186240301	4	8210	17428.4445	2502.6615	536	SNX25		LRP2BP	LRP2BP	0.12049999999999998	536	1
3_MACS_peak_9050_lociStitched	chr16	71876740	71888558	3	8209	16194.2054	1942.8792	537	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.35529999999999995	537	1
3_MACS_peak_10511_lociStitched	chr17	79868301	79886564	3	8207	13191.3649	2381.4952	538	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	ARHGDIA	1.1315000000000002	538	1
3_MACS_peak_15326_lociStitched	chr22	27053174	27071115	3	8191	18599.4347	3272.4384	539	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	0.8851	539	1
4_MACS_peak_13852_lociStitched	chr2	216765032	216784236	4	8191	10479.6228	2844.1124	540			LOC646324	LOC646324	NONE	540	1
4_MACS_peak_9025_lociStitched	chr16	70461334	70473909	4	8189	10962.885	1760.5	541	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.3209	541	1
3_MACS_peak_18538_lociStitched	chr5	1511759	1525065	3	8183	16020.424	1625.9932	542	LPCAT1		LPCAT1	LPCAT1	0.4691	542	1
2_MACS_peak_11335_lociStitched	chr19	11199543	11207909	2	8175	19635.8386	1704.1542	543	LDLR		LDLR	LDLR	0.3524	543	1
3_MACS_peak_9816_lociStitched	chr17	38251588	38261087	3	8167	12185.3172	2054.6337	544	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	MSL1	0.6236	544	1
2_MACS_peak_20142_lociStitched	chr6	27774643	27784023	2	8162	14178.808	1889.132	545	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	1.7548	545	1
3_MACS_peak_22166_lociStitched	chr7	104576402	104586846	3	8153	56889.5124	2179.6628	546		LOC723809	LOC723809	LOC723809	0.17290000000000003	546	1
3_MACS_peak_17474_lociStitched	chr4	9599312	9610860	3	8149	22970.1268	1786.4756	547		MIR548I2	MIR548I2	NONE	NONE	547	1
1_MACS_peak_23478_lociStitched	chr8	126441057	126449193	1	8137	20631.2688	1725.6456	548	TRIB1		TRIB1	TRIB1	1.0371000000000001	548	1
2_MACS_peak_3388_lociStitched	chr10	112172711	112185200	2	8120	17038.7427	2450.3418	549			DUSP5	DUSP5	1.1218000000000001	549	1
1_MACS_peak_20263_lociStitched	chr6	32934808	32942916	1	8109	62512.68	1841.3268	550	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	2.6637000000000004	550	1
3_MACS_peak_25310_lociStitched	chrX	118815401	118827896	3	8107	12762.393	1067.073	551	SEPT6	MIR766	SEPT6	SEPT6	0.24830000000000002	551	1
4_MACS_peak_23994_lociStitched	chr9	71251262	71269237	4	8107	9010.8675	2820.2775	552			PIP5K1B	PIP5K1B	NONE	552	1
4_MACS_peak_14197_lociStitched	chr20	5092639	5109128	4	8097	22820.776	2272.1842	553	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.9465	553	1
4_MACS_peak_7763_lociStitched	chr15	63765788	63780115	4	8096	10677.9131	2000.0492	554		USP3	USP3	USP3	0.0881	554	1
3_MACS_peak_20312_lociStitched	chr6	35264681	35280183	3	8089	19699.9416	2367.1554	555	DEF6	ZNF76,PPARD	DEF6	DEF6	0.5161	555	1
3_MACS_peak_9173_lociStitched	chr16	87798438	87815037	3	8082	12665.037	1248.2448	556	KLHDC4		KLHDC4	KLHDC4	0.0218	556	1
5_MACS_peak_4363_lociStitched	chr11	77148889	77171424	5	8081	12299.603	3513.2065	557	PAK1		PAK1	PAK1	0.04480000000000002	557	1
4_MACS_peak_3624_lociStitched	chr11	3874403	3893314	4	8075	18067.5694	3090.0574	558	STIM1	PGAP2,RHOG	STIM1	RHOG	0.2943	558	1
2_MACS_peak_11828_lociStitched	chr19	44257460	44271751	2	8074	25049.2648	2553.8017	559	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.35719999999999996	559	1
3_MACS_peak_7620_lociStitched	chr15	46994695	47008559	3	8072	20302.4416	2011.6664	560			SEMA6D	SEMA6D	NONE	560	1
2_MACS_peak_14423_lociStitched	chr20	32461921	32473630	2	8064	51435.2952	2547.8784	561			CHMP4B	CHMP4B	1.3581	561	1
2_MACS_peak_14072_lociStitched	chr2	239167307	239176550	2	8063	7817.7294	846.6588	562	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.0829	562	1
3_MACS_peak_4018_lociStitched	chr11	60672331	60684024	3	8052	25288.4511	2526.8573	563	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.7559	563	1
1_MACS_peak_16586_lociStitched	chr3	113460683	113468726	1	8044	18773.9706	1680.987	564	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.46820000000000006	564	1
2_MACS_peak_20148_lociStitched	chr6	27857496	27871546	2	8043	17903.915	2319.655	565	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	1.3545	565	1
3_MACS_peak_13082_lociStitched	chr2	109829394	109842966	3	8028	25094.628	2471.4612	566	SH3RF3		MIR4265	MIR4265	NONE	566	1
2_MACS_peak_16750_lociStitched	chr3	128994315	129002982	2	8025	17096.5242	1294.8498	567	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.7647	567	1
2_MACS_peak_11662_lociStitched	chr19	35695309	35706045	2	8023	45293.0368	2264.2224	568		FXYD5,LSR,FAM187B	FAM187B	LSR	0.9866	568	1
1_MACS_peak_14624_lociStitched	chr20	45979290	45987311	1	8022	30598.5108	1688.4205	569	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.21399999999999997	569	1
3_MACS_peak_4685_lociStitched	chr11	120368221	120382989	3	8018	20238.0672	1745.5776	570			GRIK4	GRIK4	NONE	570	1
1_MACS_peak_12046_lociStitched	chr19	55764231	55772241	1	8011	21832.056	1689.309	571	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.5887	571	1
1_MACS_peak_16910_lociStitched	chr3	150315429	150323434	1	8006	18797.341	1360.85	572	SELT		SELT	SELT	0.471	572	1
3_MACS_peak_701_lociStitched	chr1	46790158	46807386	3	8005	22799.5352	2484.2776	573	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.9245	573	1
1_MACS_peak_21076_lociStitched	chr6	138187010	138195009	1	8000	21215.7477	1759.78	574	TNFAIP3		TNFAIP3	TNFAIP3	0.7924	574	1
3_MACS_peak_17608_lociStitched	chr4	38124314	38136037	3	7995	24951.2332	2263.7113	575	TBC1D1		PTTG2	PTTG2	NONE	575	1
2_MACS_peak_10395_lociStitched	chr17	74721355	74735074	2	7993	30897.9318	2266.3788	576	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.4634	576	1
2_MACS_peak_20506_lociStitched	chr6	52527997	52536581	2	7991	12408.172	1709.0744	577	LOC730101,TMEM14A		LOC730101	LOC730101	0.6950000000000001	577	1
3_MACS_peak_17427_lociStitched	chr4	5705297	5715604	3	7990	15554.2937	2056.2465	578	EVC,EVC2		EVC2	EVC2	0.065	578	1
2_MACS_peak_17892_lociStitched	chr4	84132773	84143939	2	7989	18191.6472	2117.0736	579			COQ2	COQ2	NONE	579	1
1_MACS_peak_2900_lociStitched	chr10	63656374	63664359	1	7986	17113.452	1309.54	580	ARID5B		ARID5B	ARID5B	0.2263	580	1
3_MACS_peak_15490_lociStitched	chr22	38067787	38083506	3	7984	15373.182	2636.0763	581	LGALS1,NOL12	SH3BP1,PDXP,TRIOBP	LGALS1	LGALS1	0.5548	581	1
2_MACS_peak_8731_lociStitched	chr16	30661207	30673341	2	7983	26601.3682	2328.5146	582	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.5323000000000002	582	1
3_MACS_peak_7253_lociStitched	chr14	103271022	103286871	3	7982	7509.2562	1399.4667	583	TRAF3		TRAF3	TRAF3	0.09749999999999999	583	1
2_MACS_peak_10489_lociStitched	chr17	78873549	78887011	2	7942	42604.5376	2209.1142	584	RPTOR		CHMP6	CHMP6	NONE	584	1
2_MACS_peak_17108_lociStitched	chr3	177068732	177079815	2	7933	24794.8876	3089.9404	585			TBL1XR1	TBL1XR1	0.19790000000000002	585	1
3_MACS_peak_22943_lociStitched	chr8	38613727	38628865	3	7933	12728.0304	2241.9378	586	TACC1	TACC1	TACC1	TACC1	0.15039999999999998	586	1
4_MACS_peak_4888_lociStitched	chr12	6432252	6451932	4	7933	14037.744	3016.944	587	PLEKHG6,TNFRSF1A	LTBR,SCNN1A	TNFRSF1A	SCNN1A	0.4504	587	1
4_MACS_peak_6294_lociStitched	chr13	42061902	42077695	4	7929	6699.3906	1247.647	588		C13orf15	C13orf15	NONE	NONE	588	1
2_MACS_peak_1275_lociStitched	chr1	145427148	145440995	2	7920	13628.2174	2841.4044	589	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	POLR3GL	0.8172999999999999	589	1
2_MACS_peak_13997_lociStitched	chr2	232570666	232578919	2	7919	26804.9187	1071.2394	590	PTMA,MIR1244-1		PTMA	PTMA	1.7143	590	1
2_MACS_peak_11723_lociStitched	chr19	39338578	39348934	2	7918	27401.976	2058.7728	591	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.9651	591	1
4_MACS_peak_9416_lociStitched	chr17	8053770	8067229	4	7916	12205.9671	2441.4626	592	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	TMEM107	1.13	592	1
3_MACS_peak_12854_lociStitched	chr2	85150901	85168188	3	7902	14374.1405	2783.207	593		TMSB10,KCMF1,C2orf89	TMSB10	TMSB10	0.48719999999999997	593	1
4_MACS_peak_24349_lociStitched	chr9	116162818	116179301	4	7899	20705.9446	2507.0643	594	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	1.2159	594	1
4_MACS_peak_12255_lociStitched	chr2	20615742	20630314	4	7897	17025.9248	2376.6932	595		RHOB	RHOB	RHOB	0.2519	595	1
2_MACS_peak_22212_lociStitched	chr7	106504235	106513578	2	7881	20878.8021	2253.5316	596	PIK3CG		PIK3CG	PIK3CG	0.3958	596	1
3_MACS_peak_12699_lociStitched	chr2	65609315	65622535	3	7881	12896.11	2186.588	597	SPRED2	SPRED2	SPRED2	SPRED2	0.1382	597	1
1_MACS_peak_17855_lociStitched	chr4	78735896	78743775	1	7880	16278.8019	1278.7617	598	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.1166	598	1
2_MACS_peak_15303_lociStitched	chr22	24822625	24831852	2	7869	25041.1553	1684.8502	599	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.9654	599	1
2_MACS_peak_17377_lociStitched	chr4	1712285	1725175	2	7864	32704.508	1939.945	600	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	2.0035	600	1
1_MACS_peak_18509_lociStitched	chr5	217175	225030	1	7856	14567.883	1373.8395	601	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	LRRC14B	1.1692	601	1
2_MACS_peak_3391_lociStitched	chr10	112216440	112226137	2	7848	48351.1814	2067.4004	602		DUSP5	DUSP5	DUSP5	1.1218000000000001	602	1
4_MACS_peak_307_lociStitched	chr1	25558129	25575077	4	7843	17441.1868	2876.0756	603	SYF2,C1orf63	RHD	C1orf63	C1orf63	0.6809999999999999	603	1
2_MACS_peak_5783_lociStitched	chr12	102871006	102879278	2	7832	25613.4208	1703.2048	604	IGF1		IGF1	IGF1	0.23600000000000002	604	1
4_MACS_peak_12726_lociStitched	chr2	68941479	68963214	4	7826	17164.1295	3851.442	605	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.10649999999999998	605	1
1_MACS_peak_22939_lociStitched	chr8	38237267	38245091	1	7825	22918.0608	1408.32	606	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.2683	606	1
3_MACS_peak_11793_lociStitched	chr19	42362971	42376936	3	7823	16146.333	2389.4115	607	RPS19	DMRTC2,CD79A,ARHGEF1,LYPD4	RPS19	RPS19	0.6412	607	1
3_MACS_peak_15296_lociStitched	chr22	24536625	24553966	3	7821	10059.5141	2921.9585	608	CABIN1	SUSD2	SUSD2	NONE	NONE	608	1
3_MACS_peak_8274_lociStitched	chr16	685199	700570	3	7819	18325.3062	2219.5724	609	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.7575999999999999	609	1
2_MACS_peak_19286_lociStitched	chr5	130709029	130718932	2	7811	14614.8474	1820.1714	610	CDC42SE2		CDC42SE2	CDC42SE2	0.1271	610	1
3_MACS_peak_24367_lociStitched	chr9	117263296	117281587	3	7811	11592.8358	2974.1166	611	DFNB31		DFNB31	DFNB31	0.3387	611	1
3_MACS_peak_17999_lociStitched	chr4	103532510	103542757	3	7803	17621.7659	1812.6943	612	NFKB1		NFKB1	NFKB1	0.18000000000000002	612	1
3_MACS_peak_22844_lociStitched	chr8	28195302	28207396	3	7791	17928.1456	2043.886	613	PNOC,ZNF395		PNOC	PNOC	0.3156	613	1
