GENE_ID	locusLine	bin_1_RPMI8226_jia.bam
NM_001100619	chr18(.):20710726-20845434	0.5096
NR_023359	chr18(.):20709527-20845434	0.5062
NM_138375	chr18(.):20730788-20845434	0.329
NM_005904	chr18(.):46441222-46482081	1.3931
NM_001190823	chr18(.):46441222-46474177	0.8036
NM_001190822	chr18(.):46441222-46480703	1.4377
NM_002035	chr18(.):60989970-61039506	0.1371
NM_000657	chr18(.):60980186-60991613	2.1474
NM_001039846	chr19(.):2091867-2104583	0.7372
NM_019112	chr19(.):1035101-1070570	0.9207
NM_003331	chr19(.):10456203-10496248	0.2336
NM_144685	chr19(.):40880177-40901094	0.0944
NM_001079881	chr19(.):47172572-47225384	0.5241
NM_001079882	chr19(.):47172572-47222577	0.5427
NM_032551	chr19(.):912341-926015	2.4942
NM_020695	chr19(.):1810244-1853452	0.3277
NM_052847	chr19(.):2506217-2707746	0.2898
NM_015898	chr19(.):4040215-4071816	0.7576
NM_205843	chr19(.):3354615-3468603	0.3689
NM_005597	chr19(.):3361572-3468603	0.2825
NM_152784	chr19(.):5715687-5783742	0.4325
NM_024038	chr19(.):12836453-12850529	0.5374
NM_014975	chr19(.):12944258-12990766	0.0863
NM_006387	chr19(.):16623699-16658263	0.2043
NM_001398	chr19(.):39301061-39327497	0.3146
NM_020971	chr19(.):40968125-41087365	0.1681
NM_182573	chr19(.):44295078-44329808	0.0949
NM_001031749	chr19(.):44295078-44311613	0.1071
NM_001161440	chr19(.):55687614-55725874	0.1741
NM_138774	chr19(.):891502-918225	0.5772
NM_005481	chr19(.):862961-898218	0.2644
NM_001928	chr19(.):854664-868610	0.1229
NM_024100	chr19(.):979327-999569	0.3778
NM_005224	chr19(.):921036-977803	0.5534
NM_004368	chr19(.):1021297-1044064	1.0976
NM_033420	chr19(.):1004649-1026141	0.4247
NM_138690	chr19(.):995436-1014723	0.1211
NM_001039848	chr19(.):1099648-1111787	0.8202
NM_012292	chr19(.):1062173-1091627	0.835
NM_002085	chr19(.):1098935-1111787	0.7839
NM_002695	chr19(.):1081577-1100391	0.3724
NM_001280	chr19(.):1264266-1278171	1.7415
NM_017914	chr19(.):1270519-1284243	0.9567
NM_177401	chr19(.):1243551-1264142	1.6564
NM_001001975	chr19(.):1236748-1249824	1.7041
NM_001405	chr19(.):1281167-1304944	0.134
NM_152769	chr19(.):1224946-1242990	0.5517
NM_000455	chr19(.):1200797-1233434	0.419
NR_027271	chr19(.):1262469-1275259	1.154
NR_023313	chr19(.):1264266-1279809	1.5742
NM_170711	chr19(.):1402583-1440682	0.655
NM_001018	chr19(.):1433362-1445492	0.5721
NM_024407	chr19(.):1378882-1400588	0.3194
NM_000156	chr19(.):1392087-1406552	0.3995
NM_138924	chr19(.):1393605-1406552	0.436
NR_024247	chr19(.):1351322-1383430	0.2283
NM_032853	chr19(.):1349975-1383430	0.2218
NM_005883	chr19(.):1445147-1478243	0.6027
NM_138813	chr19(.):1777073-1817270	0.1335
NM_001178002	chr19(.):1777073-1817199	0.1336
NR_031730	chr19(.):1811157-1821237	0.2469
NR_034114	chr19(.):1817087-1829542	0.1069
NM_031918	chr19(.):1847397-1868564	2.0539
NM_138422	chr19(.):1900416-1918446	0.4119
NM_001130111	chr19(.):1871974-1890518	0.4737
NM_079834	chr19(.):1900372-1931012	0.2842
NM_017572	chr19(.):2032469-2056243	1.303
NM_017797	chr19(.):1980446-2020702	0.1461
NM_130807	chr19(.):2066034-2101269	1.0487
NM_004152	chr19(.):2264519-2278487	1.8909
NM_018049	chr19(.):2228154-2241328	1.2952
NM_000479	chr19(.):2244112-2257072	0.7534
NM_198532	chr19(.):2269630-2287181	1.1332
NR_031596	chr19(.):2229060-2239148	1.5262
NM_007165	chr19(.):2231815-2253678	0.789
NM_144616	chr19(.):2247249-2261422	0.9299
NM_001101391	chr19(.):2284773-2313156	0.3417
NR_036207	chr19(.):2245637-2255717	0.2582
NM_032737	chr19(.):2423163-2461958	0.4571
NM_012458	chr19(.):2420621-2432875	0.6536
NM_015675	chr19(.):2471122-2483257	1.7154
NM_015414	chr19(.):5685345-5696678	0.7587
NM_004793	chr19(.):5686844-5725176	0.8858
NM_033643	chr19(.):5685271-5696678	0.755
NM_198708	chr19(.):5676074-5693533	0.7603
NM_198707	chr19(.):5676051-5693533	0.7597
NM_198704	chr19(.):5676034-5693533	0.7591
NM_198533	chr19(.):5676046-5693533	0.7595
NM_205767	chr19(.):5673432-5685911	0.4343
NM_004230	chr19(.):10327108-10346948	0.6099
NR_036206	chr19(.):10336088-10346161	0.5565
NM_001544	chr19(.):10392649-10404198	0.8932
NM_001031734	chr19(.):10415890-10431691	0.2019
NM_015956	chr19(.):10357639-10375721	0.482
NM_001103167	chr19(.):10410478-10425233	0.1109
NM_003259	chr19(.):10395654-10412454	0.6431
NM_000201	chr19(.):10376516-10402291	1.5229
NM_007065	chr19(.):10496808-10519271	0.3458
NM_001111307	chr19(.):10526332-10585307	0.4684
NM_001111309	chr19(.):10538110-10585307	0.0975
NM_001111308	chr19(.):10536520-10585307	0.0997
NR_031592	chr19(.):10509133-10519214	0.4438
NM_006202	chr19(.):10558632-10585307	0.091
NM_001080997	chr19(.):12931296-12946207	0.0845
NM_013312	chr19(.):12868816-12891434	0.3902
NM_004317	chr19(.):12843305-12864137	0.3632
NM_181738	chr19(.):12906426-12917694	0.3911
NM_017682	chr19(.):12858406-12874271	0.0661
NM_002229	chr19(.):12897309-12909125	2.4123
NM_031429	chr19(.):12931295-12951230	0.1067
NM_006397	chr19(.):12912427-12929462	0.2164
NM_005809	chr19(.):12902633-12917694	1.0477
NM_023072	chr19(.):13901273-13948044	0.143
NR_029613	chr19(.):13980512-13990622	0.0803
NR_036515	chr19(.):13940329-13952103	0.8621
NM_001098622	chr19(.):13982949-13996571	0.516
NR_030179	chr19(.):13980688-13990825	0.0818
NR_029497	chr19(.):13942100-13952173	1.0234
NR_029495	chr19(.):13942400-13952473	1.1665
NR_029501	chr19(.):13942253-13952331	1.1054
NM_024881	chr19(.):16655647-16688193	0.1665
NM_004831	chr19(.):16680717-16744015	0.7015
NM_006149	chr19(.):39287310-39308740	0.0769
NM_012237	chr19(.):39364194-39395463	0.3063
NM_001005335	chr19(.):39322027-39347979	1.2921
NM_001001716	chr19(.):39385614-39404534	0.3535
NM_001533	chr19(.):39322027-39345617	1.4003
NM_001193286	chr19(.):39364194-39395502	0.306
NR_034146	chr19(.):39364194-39389795	0.1673
NM_001195833	chr19(.):39353471-39373919	0.2019
NM_003407	chr19(.):39892486-39905045	4.691
NM_003169	chr19(.):39931287-39972308	0.2941
NM_001130825	chr19(.):39931185-39972308	0.2947
NM_019088	chr19(.):39871269-39886679	0.6061
NM_017592	chr19(.):39876962-39896203	2.1901
NM_001020	chr19(.):39918846-39931618	0.3794
NM_022835	chr19(.):39898749-39924055	0.8063
NM_203344	chr19(.):40941747-40955282	0.7012
NM_000713	chr19(.):40948690-40976725	0.5836
NM_181882	chr19(.):40894670-40924271	0.2893
NM_013368	chr19(.):40941747-40953505	0.7917
NM_013376	chr19(.):40923408-40936932	1.1329
NM_019612	chr19(.):44215213-44229169	0.096
NM_019108	chr19(.):44230300-44264142	0.6799
NM_002250	chr19(.):44265684-44290409	1.3865
NM_181845	chr19(.):44326472-44358050	0.0963
NM_001127893	chr19(.):45169723-45192627	0.1336
NM_001039213	chr19(.):45197420-45218986	0.1603
NM_012116	chr19(.):45276125-45308903	0.135
NM_005178	chr19(.):45246977-45268301	1.5139
NM_005628	chr19(.):47273139-47296842	1.7733
NM_001145144	chr19(.):47273139-47295545	1.8701
NM_013403	chr19(.):47217767-47254720	0.8396
NM_001039885	chr19(.):47244302-47266832	0.51
NM_001145145	chr19(.):47273139-47293134	2.0798
NR_036157	chr19(.):47207549-47217602	0.4443
NR_024258	chr19(.):47328841-47338961	0.0905
NM_178511	chr19(.):47773141-47783980	0.4668
NM_001127240	chr19(.):47719080-47741023	1.4338
NM_014417	chr19(.):47719078-47739451	1.5376
NM_015603	chr19(.):47754730-47780210	0.4191
NR_036159	chr19(.):47725200-47735276	3.0071
NR_036158	chr19(.):47725198-47735278	3.0059
NM_144577	chr19(.):48794708-48828332	0.2887
NM_018273	chr19(.):48830615-48872186	0.4901
NM_012451	chr19(.):48862650-48884634	0.5523
NM_001425	chr19(.):48823628-48838810	1.5966
NM_153608	chr19(.):48769653-48795863	0.0681
NM_001161587	chr19(.):49466381-49501610	0.7322
NM_000146	chr19(.):49463565-49475136	1.8038
NR_027882	chr19(.):49453116-49470055	1.2223
NM_000894	chr19(.):49514236-49525347	0.0918
NM_014475	chr19(.):49431938-49453226	0.0688
NM_006666	chr19(.):49492155-49524182	0.2558
NM_002287	chr19(.):54860234-54881721	1.2424
NM_012276	chr19(.):54839691-54855421	0.1097
NM_021250	chr19(.):54813352-54829409	0.0982
NM_181879	chr19(.):54817552-54829368	0.1079
NM_001005367	chr19(.):54921634-54953054	0.0953
NM_032430	chr19(.):55790533-55828903	0.3489
NM_173804	chr19(.):55733001-55745632	0.1019
NM_001130106	chr19(.):55768590-55796751	1.1628
NM_014931	chr19(.):55736146-55775038	0.892
NM_032836	chr19(.):56097736-56115893	0.6791
NM_007279	chr19(.):56160415-56191082	1.2597
NM_207115	chr19(.):56147391-56159836	2.1074
NM_153219	chr19(.):56106729-56119504	1.4974
NM_203374	chr19(.):56127106-56140941	0.2544
NM_016535	chr19(.):56149985-56161989	2.2629
NM_013301	chr19(.):56153953-56169526	1.8385
NM_001163423	chr19(.):56148462-56159836	2.2821
NM_016202	chr19(.):56148417-56159836	2.2738
NM_001130072	chr19(.):56181560-56212133	0.7072
NM_001130071	chr19(.):56182990-56212133	0.732
NM_001195605	chr19(.):56119958-56134907	0.1188
NM_198458	chr19(.):58860724-58879120	0.4026
NM_001129730	chr19(.):58873989-58897389	0.7063
NR_015380	chr19(.):58858335-58871549	0.2162
NM_001195135	chr19(.):58902456-58913446	0.2416
NM_173548	chr19(.):58915062-58934692	0.3239
NM_130786	chr19(.):58853171-58869865	0.1846
NM_001009	chr19(.):58893635-58911171	1.07
NM_005762	chr19(.):59050835-59067082	1.0757
NR_027334	chr19(.):59065552-59091164	1.3361
NM_014453	chr19(.):59057932-59071486	1.6822
NM_003422	chr19(.):59068283-59089942	1.3257
NM_198426	chr19(.):59057932-59071355	1.6828
NM_003969	chr19(.):59062078-59075343	1.7343
NM_012254	chr19(.):59004699-59028432	0.3262
NR_026052	chr19(.):59081765-59100762	0.6384
NM_032792	chr19(.):59019896-59035921	0.7561
NM_031229	chr20(.):383708-416610	0.7896
NM_052865	chr20(.):17944761-17976762	0.6811
NM_001042472	chr20(.):25275849-25376477	0.4726
NM_015600	chr20(.):25270378-25376477	0.4913
NM_183048	chr20(.):45833380-45990474	0.2084
NM_021158	chr20(.):356307-383203	0.9821
NM_000214	chr20(.):10613331-10659694	0.502
NR_003045	chr20(.):17938352-17948589	0.512
NM_152227	chr20(.):17917243-17954490	0.6018
NM_014426	chr20(.):17917243-17954154	0.6028
NM_002862	chr20(.):25223705-25283648	0.6721
NR_024594	chr20(.):45942245-45954498	0.0646
NM_006526	chr20(.):52178609-52204636	0.4165
NM_130436	chr21(.):38786206-38892679	0.0764
NM_101395	chr21(.):38734858-38892679	0.2279
NM_173568	chr21(.):43486425-43568105	0.1766
NM_001199527	chr21(.):43478067-43568105	0.404
NR_027273	chr21(.):43437112-43450060	0.1397
NR_027243	chr21(.):43517243-43533644	0.2958
NM_005049	chr21(.):45522207-45556063	0.4524
NM_198155	chr21(.):45548493-45570605	1.7227
NM_000383	chr21(.):45700762-45723102	0.7533
NM_175867	chr21(.):45661222-45687099	0.8738
NM_015259	chr21(.):45641721-45665834	1.2716
NM_000658	chr21(.):45705273-45723110	0.9107
NM_002473	chr22(.):36672322-36789063	0.469
NM_007194	chr22(.):29078730-29142822	0.1525
NM_001002880	chr22(.):39047657-39074855	0.2824
NM_001003406	chr22(.):39961757-40090740	0.0859
NM_024821	chr22(.):42191677-42227303	0.3485
NM_138433	chr22(.):50981461-50994452	0.2501
NM_001178126	chr22(.):23224959-23243013	0.1037
NM_000675	chr22(.):24818529-24843325	0.8568
NR_028484	chr22(.):24820177-24895783	0.3394
NM_172002	chr22(.):29133042-29158496	0.3147
NM_173510	chr22(.):29163661-29190283	0.3811
NM_001079539	chr22(.):29185547-29201560	1.8239
NM_030643	chr22(.):36580175-36605879	0.1093
NM_145637	chr22(.):36617254-36641000	0.4411
NM_145343	chr22(.):36644116-36668577	0.959
NM_030882	chr22(.):36617254-36640689	0.4451
NM_031910	chr22(.):37571205-37589330	0.0977
NM_001051	chr22(.):37597244-37613353	0.374
NM_002872	chr22(.):37616309-37645305	0.7139
NR_002821	chr22(.):38735669-38799931	0.6861
NM_004981	chr22(.):38817332-38845033	0.1201
NM_001013647	chr22(.):38969124-39057634	0.1553
NM_004286	chr22(.):39096806-39134592	0.4701
NM_020243	chr22(.):39072953-39085766	0.2871
NM_014876	chr22(.):39076547-39101459	0.673
NM_015374	chr22(.):39125734-39156947	0.6841
NM_175709	chr22(.):39521778-39553538	1.1491
NM_181773	chr22(.):39488228-39505072	0.3733
NM_002608	chr22(.):39614684-39645957	1.0693
NM_033016	chr22(.):39614684-39641914	1.1629
NM_006116	chr22(.):39790758-39832887	0.1836
NM_153497	chr22(.):39790758-39838132	0.2463
NM_194326	chr22(.):39920097-39933860	1.1231
NM_002409	chr22(.):39848324-39893199	0.3481
NM_019008	chr22(.):39893283-39919137	0.8778
NM_182810	chr22(.):39911568-39923691	1.5277
NM_001098270	chr22(.):39878228-39893199	0.1647
NM_016272	chr22(.):41824491-41848027	0.9901
NM_032758	chr22(.):41850720-41869708	0.3956
NM_001098	chr22(.):41860128-41929993	0.183
NM_004599	chr22(.):42224105-42307375	0.3072
NM_018280	chr22(.):46441338-46455024	2.0368
NR_027036	chr22(.):46430786-46445748	0.3768
NR_027034	chr22(.):46444725-46459402	1.9147
NR_027033	chr22(.):46476876-46514808	0.0977
NR_027240	chr22(.):46397495-46411657	0.4985
NR_029479	chr22(.):46504565-46514648	0.1153
NR_029478	chr22(.):46503628-46513702	0.1158
NR_037413	chr22(.):46481923-46492006	0.0981
NM_001135101	chr22(.):50307282-50326186	0.4472
NM_024105	chr22(.):50291853-50317106	0.3205
NM_001001852	chr22(.):50349142-50362720	2.1221
NM_001169111	chr22(.):50956996-50969033	2.4622
NM_024866	chr22(.):50915011-50929866	0.6199
NM_002972	chr22(.):50878430-50918464	0.4638
NM_001185011	chr22(.):50941644-50968209	1.2176
NM_001113756	chr22(.):50959181-50973258	3.7881
NM_001113755	chr22(.):50959181-50973514	3.7376
NM_001169109	chr22(.):50956996-50969868	2.958
NM_001169110	chr22(.):50956996-50969574	2.7589
NM_001014440	chr22(.):50963837-50976008	4.2134
NM_005138	chr22(.):50956996-50969034	2.4629
NM_017584	chr22(.):50920212-50933750	0.424
NM_033200	chr22(.):50936375-50951135	0.5508
NM_001145134	chr22(.):51002289-51022096	0.5314
NR_021492	chr22(.):51016454-51027355	0.8793
NM_004377	chr22(.):51002289-51021894	0.526
NM_001123225	chr22(.):50984540-51006328	0.1737
NM_001145137	chr22(.):51002289-51021506	0.4555
NM_005198	chr22(.):51012386-51026428	0.7135
