GENE_ID	locusLine	bin_1_U266_jia.bam
NM_145648	chr12(.):129272738-129313541	0.6892
NM_001032296	chr13(.):99097454-99234396	0.3442
NM_003291	chr13(.):103244285-103336523	0.2045
NM_015205	chr13(.):113339642-113546482	0.1785
NM_003576	chr13(.):99097454-99179341	0.3922
NM_198217	chr13(.):111360082-111378421	0.7069
NM_024537	chr13(.):111288756-111363480	0.1199
NM_198218	chr13(.):111360609-111378421	0.7239
NM_198219	chr13(.):111360624-111378421	0.7244
NM_005537	chr13(.):111362358-111378421	0.7939
NM_207440	chr13(.):113296357-113343811	0.431
NM_001164749	chr14(.):33403458-34278382	0.1411
NM_022060	chr14(.):23062146-23086265	0.5542
NR_027004	chr14(.):94366075-94397718	0.0802
NM_183004	chr14(.):103796235-103816361	1.5217
NM_001969	chr14(.):103795492-103816361	1.4761
NM_001048205	chr14(.):24636233-24654463	0.1153
NM_152329	chr14(.):50060414-50086390	0.4051
NM_001012706	chr14(.):50443429-50479238	0.6748
NM_001043318	chr14(.):74176824-74258896	0.6959
NM_194278	chr14(.):74176824-74232001	0.6567
NM_015859	chr14(.):81641393-81692294	0.4024
NM_201595	chr14(.):81641393-81692575	0.4004
NM_005197	chr14(.):89617515-89888454	0.208
NM_001085471	chr14(.):89617515-90090494	0.2035
NM_001080414	chr14(.):91732666-91889133	0.9814
NM_178586	chr14(.):102271139-102399328	0.4352
NM_001161725	chr14(.):102223134-102399328	0.3692
NM_178587	chr14(.):102271139-102383962	0.4825
NM_006035	chr14(.):103393715-103528742	0.103
NM_003300	chr14(.):103238815-103382837	0.3058
NM_001128920	chr14(.):103846700-103975166	0.2166
NM_001344	chr14(.):23028806-23063143	0.7997
NM_016609	chr14(.):23810538-23827080	0.0992
NM_004050	chr14(.):23771011-23785968	0.63
NM_020834	chr14(.):23737843-23760309	0.3253
NM_020372	chr14(.):23810526-23826479	0.0995
NR_026862	chr14(.):23760111-23777057	0.8722
NM_004643	chr14(.):23784396-23800369	0.6072
NR_028100	chr14(.):24579491-24599451	0.4856
NM_002818	chr14(.):24607573-24620855	1.0324
NM_006263	chr14(.):24600377-24613176	0.9823
NM_001163484	chr14(.):24578905-24599451	0.4803
NM_016049	chr14(.):24603173-24615797	1.1711
NM_203402	chr14(.):24595674-24607058	0.589
NM_181357	chr14(.):24579493-24599451	0.4856
NR_028099	chr14(.):24578985-24599451	0.4817
NM_004563	chr14(.):24558482-24578339	0.7537
NM_017999	chr14(.):24611658-24634870	0.7149
NM_006084	chr14(.):24625421-24640774	0.606
NM_006405	chr14(.):24653352-24669882	0.6889
NM_024658	chr14(.):24644424-24663124	0.2506
NM_020529	chr14(.):35865715-35878960	1.508
NM_001032	chr14(.):50045289-50058094	0.4356
NM_001001	chr14(.):50080406-50092349	1.062
NM_001083908	chr14(.):50086891-50106948	1.1729
NM_002408	chr14(.):50082488-50095199	1.0226
NM_004713	chr14(.):50245531-50324539	0.1203
NM_001663	chr14(.):50354735-50368772	0.9367
NM_024558	chr14(.):50570349-50588297	0.4108
NM_001014830	chr14(.):50545368-50564361	1.2232
NM_006029	chr14(.):74173485-74186128	0.4998
NM_024496	chr14(.):77485885-77500034	1.5804
NR_003021	chr14(.):81664038-81674178	0.091
NM_005065	chr14(.):81934238-82005205	0.668
NR_036500	chr14(.):89878697-89891137	0.8768
NM_016150	chr14(.):94395512-94428767	0.675
NR_024182	chr14(.):94458615-94478898	0.5
NR_024183	chr14(.):94458641-94483041	0.4619
NM_138344	chr14(.):94380257-94400944	0.0814
NM_152592	chr14(.):95878830-95947173	0.1028
NR_003002	chr14(.):95994691-96004966	0.5778
NR_001459	chr14(.):95994248-96006209	0.518
NM_016417	chr14(.):95996322-96016055	0.3426
NM_006291	chr14(.):103587663-103608776	0.3208
NM_001077594	chr14(.):103561480-103581894	1.724
NR_002964	chr14(.):103799185-103809311	1.8978
NM_017955	chr14(.):105470909-105492425	0.7864
NM_174891	chr14(.):105447615-105466855	0.1413
NM_138420	chr14(.):105398590-105449694	0.0717
NM_013345	chr14(.):105510736-105536754	0.4221
NM_025268	chr14(.):105987952-106001539	0.203
NR_002224	chr14(.):106430818-106443358	0.0047
NM_015492	chr15(.):75489220-75509510	1.0922
NM_002943	chr15(.):60775482-60924729	1.2407
NM_001144823	chr15(.):65947956-66089631	0.1947
NM_134262	chr15(.):60775482-60889707	1.5813
NM_134261	chr15(.):60775482-61526502	0.3844
NR_031680	chr15(.):69111302-69494862	0.1297
NM_152597	chr15(.):39887231-40080039	0.209
NM_001211	chr15(.):40448209-40518337	0.1797
NM_001128608	chr15(.):42061631-42125053	0.7319
NM_138356	chr15(.):45454411-45498373	0.5845
NM_005254	chr15(.):50564388-50652605	0.263
NM_016655	chr15(.):50573076-50652605	0.2829
NM_007347	chr15(.):51195945-51303097	0.2092
NM_000259	chr15(.):52594479-52826247	0.3124
NM_001198784	chr15(.):55695722-55715910	1.0262
NM_006537	chr15(.):63791809-63888663	0.2649
NM_014326	chr15(.):64194234-64343521	0.1385
NM_025201	chr15(.):65129081-65165201	0.8181
NM_002755	chr15(.):66674210-66788882	0.3262
NM_006305	chr15(.):69065874-69118261	0.81
NM_016166	chr15(.):68341571-68485404	0.2191
NM_004856	chr15(.):69701687-69745764	0.4092
NM_020908	chr15(.):70335542-70395256	0.594
NM_001012642	chr15(.):72447146-72495136	0.1639
NM_001142443	chr15(.):74917898-74993386	0.3186
NM_172217	chr15(.):81512639-81610104	0.245
NM_001172128	chr15(.):81484218-81610104	0.2066
NM_001080435	chr15(.):83472972-83508613	0.64
NM_014630	chr15(.):85286817-85354663	0.365
NM_173454	chr15(.):85520204-85687372	0.2965
NM_018671	chr15(.):91473214-91502323	1.0408
NM_001039675	chr15(.):91468409-91502323	0.9997
NM_001145044	chr15(.):92391937-92720665	0.2635
NM_013272	chr15(.):92391937-92714137	0.2668
NM_001042572	chr15(.):93438550-93497463	0.5041
NM_001271	chr15(.):93438550-93576237	0.2787
NM_000875	chr15(.):99187760-99512759	0.2933
NM_000693	chr15(.):101415008-101461830	0.8566
NM_024652	chr15(.):101454459-101615317	0.6008
NM_015995	chr15(.):31614082-31675102	0.8639
NM_003246	chr15(.):39868279-39894668	0.1763
NM_003134	chr15(.):40322890-40336389	0.5308
NM_001003942	chr15(.):40375091-40403287	1.4463
NM_033503	chr15(.):40375091-40403639	1.4404
NM_001003940	chr15(.):40375091-40406075	1.4274
NM_001142776	chr15(.):41240635-41253717	1.6406
NM_019074	chr15(.):41216530-41236258	0.6757
NM_005090	chr15(.):42115282-42145346	0.2127
NM_001114633	chr15(.):42126010-42145346	0.1482
NM_001160227	chr15(.):44849893-44960876	0.2202
NM_001145112	chr15(.):44952929-44974086	0.6528
NM_182985	chr15(.):45023559-45065025	0.1817
NM_004048	chr15(.):44998684-45015357	1.3406
NM_004212	chr15(.):45539427-45573132	0.1545
NR_024490	chr15(.):50641370-50655503	1.1813
NR_026891	chr15(.):50636134-50652076	1.0583
NM_138792	chr15(.):52225221-52268958	0.2693
NM_002748	chr15(.):52306410-52363462	0.3926
NM_004748	chr15(.):55642437-55705542	0.444
NM_020739	chr15(.):55642437-55705574	0.4439
NR_030358	chr15(.):55660137-55670232	0.1086
NM_003099	chr15(.):64383176-64441433	0.3476
NM_032231	chr15(.):64359760-64391207	0.6014
NM_000942	chr15(.):64443013-64460354	1.2582
NM_024798	chr15(.):64438915-64454680	0.9692
NM_025049	chr15(.):65102832-65122838	0.3883
NM_182703	chr15(.):65199100-65256041	0.435
NR_004388	chr15(.):66634543-66644680	0.1117
NM_017858	chr15(.):66624007-66654054	0.2754
NM_000968	chr15(.):66786652-66802184	0.9859
NR_002440	chr15(.):66790148-66800248	1.1009
NR_002441	chr15(.):66790582-66800652	1.0682
NR_002442	chr15(.):66789359-66799429	1.3922
NR_002443	chr15(.):66788589-66798656	1.4235
NM_017975	chr15(.):66792430-66846822	0.2649
NM_006049	chr15(.):66777665-66795146	0.4219
NM_017882	chr15(.):68494329-68527080	1.6761
NM_033429	chr15(.):68478042-68503448	1.5756
NM_015322	chr15(.):68565140-68588640	0.8517
NR_026808	chr15(.):69091159-69104440	0.1417
NR_036197	chr15(.):69089188-69099264	0.1354
NM_213725	chr15(.):69740158-69752884	1.084
NR_030714	chr15(.):70366710-70376807	0.1885
NM_182470	chr15(.):72486369-72528684	0.7498
NM_020214	chr15(.):72528521-72568628	0.4923
NM_031284	chr15(.):73038707-73081126	0.5481
NM_003992	chr15(.):74895712-74927542	0.9447
NM_001130028	chr15(.):74902334-74927542	1.1521
NM_001127190	chr15(.):75069424-75100539	1.3372
NM_000761	chr15(.):75036183-75053941	0.0962
NM_000499	chr15(.):75006882-75022877	0.1738
NM_020447	chr15(.):75187327-75204462	0.64
NM_004255	chr15(.):75207616-75235495	0.6056
NM_001099436	chr15(.):75123458-75140552	0.6007
NM_021819	chr15(.):75100193-75123099	0.3695
NM_002435	chr15(.):75177409-75195565	0.3531
NM_001030005	chr15(.):75113950-75129136	0.1852
NM_021823	chr15(.):75310926-75348067	1.4497
NM_138967	chr15(.):75282875-75318836	0.2427
NM_017793	chr15(.):75242442-75254775	0.1926
NM_015477	chr15(.):75656719-75748926	0.4255
NM_001145358	chr15(.):75656719-75749087	0.4271
NM_001145357	chr15(.):75656719-75753124	0.4178
NM_003978	chr15(.):77282464-77334671	0.527
NR_026998	chr15(.):78280574-78291567	0.1802
NM_015079	chr15(.):78282326-78374994	0.46
NM_001101404	chr15(.):78379926-78401393	0.3253
NM_006383	chr15(.):78391990-78428878	0.2771
NM_015154	chr15(.):81263094-81287205	0.298
NM_022566	chr15(.):81288294-81301345	1.4033
NM_004513	chr15(.):81584253-81610104	0.6577
NM_181900	chr15(.):81600006-81621524	0.3723
NR_003011	chr15(.):83419696-83429823	0.2303
NM_001007122	chr15(.):83423023-83479806	0.4352
NM_014300	chr15(.):85207774-85264674	0.2818
NM_022767	chr15(.):89159526-89180512	0.7747
NR_029606	chr15(.):89150055-89160165	0.1008
NM_002201	chr15(.):89177038-89203879	0.8904
NR_031590	chr15(.):89146337-89156428	0.0776
NM_198925	chr15(.):90739561-90777892	0.3811
NM_001013657	chr15(.):90772486-90790312	0.3965
NM_020210	chr15(.):90723151-90777892	0.6827
NM_006384	chr15(.):90768476-90782279	0.4912
NM_001143785	chr15(.):91422664-91444006	0.1413
NM_198527	chr15(.):91469154-91480774	1.814
NM_001143784	chr15(.):91423275-91444006	0.1411
NM_006122	chr15(.):91442419-91470815	0.7936
NM_002005	chr15(.):91422687-91444006	0.1414
NM_018668	chr15(.):91536773-91570833	0.409
NM_003981	chr15(.):91504267-91542804	0.5117
NM_001017919	chr15(.):91493105-91511355	0.6583
NR_033769	chr15(.):93333713-93345338	0.1711
NR_036136	chr15(.):93442628-93452705	1.8299
NR_037600	chr15(.):93421072-93446977	1.132
NR_037602	chr15(.):93421525-93446977	1.1492
NM_001102612	chr15(.):99506458-99553885	0.1001
NM_003090	chr15(.):101816714-101840460	0.6646
NM_203472	chr15(.):101806213-101822700	0.6605
NM_014918	chr15(.):101710927-101797137	0.5783
NM_152652	chr16(.):30402056-30415715	0.2923
NM_001172666	chr16(.):635076-684273	0.3121
NM_021168	chr16(.):635172-684273	0.3125
NM_001172663	chr16(.):634356-684273	0.3086
NM_001172664	chr16(.):634668-684273	0.3099
NM_002613	chr16(.):2582969-2658189	0.2025
NM_020764	chr16(.):2222183-2251465	0.1025
NM_003470	chr16(.):8980950-9062341	0.6655
NM_015914	chr16(.):11767942-11841648	0.557
NM_004862	chr16(.):11636577-11685229	0.5323
NM_001136472	chr16(.):11636577-11685806	0.5266
NR_024320	chr16(.):11636577-11686322	0.5213
NM_022166	chr16(.):17191180-17569738	0.2152
NR_027155	chr16(.):21453003-21518552	0.2439
NM_013302	chr16(.):22212591-22305066	0.125
NM_148415	chr16(.):28829413-28853558	0.8814
NM_145714	chr16(.):28829413-28853553	0.8815
NM_001142466	chr16(.):46914101-46970201	0.3696
NM_133443	chr16(.):46913307-46970201	0.3664
NM_025134	chr16(.):53083944-53366414	0.1737
NM_000078	chr16(.):56990834-57022756	0.1679
NM_005796	chr16(.):67875818-67910219	0.6057
NM_001191022	chr16(.):67591309-67678088	0.2984
NM_020850	chr16(.):67752004-67845555	0.2309
NM_012320	chr16(.):68274246-68299961	1.1244
NM_030581	chr16(.):74902470-75024017	0.2266
NM_032268	chr16(.):75027914-75149892	0.4052
NM_030629	chr16(.):81523953-81750367	0.2605
NM_198390	chr16(.):81473774-81750367	0.253
NM_002661	chr16(.):81807929-81996899	0.4201
NR_024568	chr16(.):87357941-87430708	0.3082
NR_024402	chr16(.):88724780-88746914	0.3552
NR_024399	chr16(.):88724780-88758594	0.4014
NM_004933	chr16(.):89233162-89266900	0.1213
NM_032259	chr16(.):729701-745400	0.748
NM_001040162	chr16(.):679428-691347	0.5819
NM_138418	chr16(.):686848-703474	0.9274
NM_138769	chr16(.):713132-729171	0.3133
NM_005861	chr16(.):725114-737768	0.7858
NM_003961	chr16(.):721074-733267	0.6032
NM_053284	chr16(.):676011-689116	0.4558
NM_145294	chr16(.):694362-722829	0.5428
NM_001005920	chr16(.):726666-739439	0.7913
NM_012217	chr16(.):1301272-1313494	0.123
NM_003345	chr16(.):1354637-1380390	0.5085
NM_194261	chr16(.):1354179-1380390	0.5267
NM_194260	chr16(.):1354360-1380390	0.5185
NM_032520	chr16(.):1396899-1418352	0.214
NM_001001410	chr16(.):1394240-1406873	0.2934
NM_001199097	chr16(.):1378605-1404442	0.217
NM_003933	chr16(.):1379504-1404442	0.2218
NM_001199096	chr16(.):1381197-1404442	0.23
NR_030646	chr16(.):2135195-2145285	0.089
NM_014353	chr16(.):2193650-2209141	0.7387
NR_002736	chr16(.):2200023-2210106	0.9025
NM_000296	chr16(.):2133710-2190899	0.3036
NM_032271	chr16(.):2200798-2233130	0.3423
NR_037467	chr16(.):2180977-2191130	1.0283
NM_022372	chr16(.):2250177-2264418	0.7124
NM_001199174	chr16(.):2250731-2264418	0.7398
NM_025108	chr16(.):2505114-2519964	0.2743
NM_001199107	chr16(.):2520146-2560734	0.4869
NM_006181	chr16(.):2516499-2529146	0.4606
NM_015944	chr16(.):2565362-2584732	0.7659
NM_001145815	chr16(.):2565362-2585955	0.7308
NM_001048212	chr16(.):2575035-2586409	0.7701
NR_036139	chr16(.):2576922-2587006	0.875
NM_001198569	chr16(.):2558726-2575224	1.6631
NM_001694	chr16(.):2558870-2575224	1.6626
NM_001098814	chr16(.):4234374-4297081	0.0842
NM_003223	chr16(.):4302186-4328001	0.706
NM_014117	chr16(.):9180536-9218555	0.533
NM_003498	chr16(.):11757288-11778015	0.5885
NM_001130007	chr16(.):11956984-12015519	0.2446
NM_001130006	chr16(.):11956984-12014825	0.2467
NM_001192	chr16(.):12053963-12066925	2.6201
NM_032167	chr16(.):12065601-12152141	0.2889
NR_029854	chr16(.):14398141-14408228	0.8282
NR_030177	chr16(.):14392823-14402906	1.1281
NR_002594	chr16(.):21524229-21536765	1.3167
NM_003321	chr16(.):28848731-28862729	0.4656
NM_001145795	chr16(.):28870077-28890534	0.4383
NM_015503	chr16(.):28870313-28890534	0.4422
NM_001145812	chr16(.):28870295-28890534	0.4419
NM_001039182	chr16(.):29459913-29471285	1.1151
NM_001017389	chr16(.):29462126-29481280	1.2934
NM_003166	chr16(.):29462126-29481301	1.2957
NM_178044	chr16(.):29460821-29474545	1.4071
NR_002454	chr16(.):29455665-29466236	0.7407
NR_002556	chr16(.):29471288-29483899	1.3786
NR_037608	chr16(.):29461411-29481301	1.2562
NM_001017390	chr16(.):29466206-29481301	1.1604
NR_002473	chr16(.):29533928-29582540	0.0859
NR_002593	chr16(.):29619423-29630038	0.7386
NM_003123	chr16(.):29669579-29686823	0.1202
NM_001030288	chr16(.):29669299-29686823	0.1204
NR_024370	chr16(.):29870003-29884374	0.2954
NM_002383	chr16(.):29812854-29827504	1.7679
NR_015396	chr16(.):29870154-29884374	0.2975
NM_145239	chr16(.):29818408-29832202	1.4979
NM_007317	chr16(.):29797057-29821706	1.0714
NM_006319	chr16(.):29864677-29879578	0.2981
NM_024516	chr16(.):29822527-29838816	1.0534
NM_152338	chr16(.):29784560-29796840	0.0894
NM_005115	chr16(.):29826714-29864360	0.4161
NM_001039182	chr16(.):30199255-30210627	1.1595
NM_178044	chr16(.):30200163-30213887	1.3928
NM_003166	chr16(.):30201468-30220650	1.2734
NM_001017389	chr16(.):30201468-30220620	1.2696
NM_001193333	chr16(.):30189730-30205396	1.9877
NR_002454	chr16(.):30195004-30205575	2.7159
NR_037608	chr16(.):30200753-30220650	1.2364
NR_002556	chr16(.):30210637-30223248	1.3011
NR_002555	chr16(.):30229349-30261932	0.1688
NM_001017390	chr16(.):30205548-30220650	1.1221
NR_002453	chr16(.):30273913-30351695	0.161
NM_006110	chr16(.):30357086-30371682	0.7015
NR_002473	chr16(.):30273913-30322244	0.0859
NM_052838	chr16(.):30384455-30399171	0.6785
NM_013292	chr16(.):30381122-30394310	1.0961
NM_015527	chr16(.):30363421-30386522	0.7248
NR_024465	chr16(.):30357086-30371255	0.7206
NM_016643	chr16(.):30413734-30434916	0.3705
NM_024096	chr16(.):30430018-30446373	0.2559
NM_024671	chr16(.):30530321-30542910	0.6463
NM_138447	chr16(.):30609699-30626682	0.4973
NM_152458	chr16(.):30586993-30602092	0.2306
NM_001024683	chr16(.):30576018-30588728	0.8919
NM_024031	chr16(.):30657240-30672734	1.2139
NM_023931	chr16(.):30537778-30551194	1.0916
NM_001172679	chr16(.):30560084-30574642	0.8512
NM_001105079	chr16(.):30670777-30687131	0.3377
NR_002966	chr16(.):30716857-30726986	0.0795
NM_006662	chr16(.):30705461-30756450	0.2391
NR_034106	chr16(.):54947777-54967690	0.8135
NM_005853	chr16(.):54960110-54973395	1.135
NR_034105	chr16(.):54947777-54968079	0.7994
NM_001126108	chr16(.):56894118-56954762	0.531
NM_001010989	chr16(.):56960747-56982793	1.1132
NR_029680	chr16(.):56887429-56897513	1.0573
NM_032206	chr16(.):57018409-57122436	0.3201
NM_001172643	chr16(.):66536905-66589194	0.7235
NM_001172644	chr16(.):66536905-66589315	0.7224
NM_052999	chr16(.):66595349-66618038	0.0761
NM_181641	chr16(.):66581471-66604971	0.5992
NM_181271	chr16(.):66595293-66618038	0.076
NM_001040138	chr16(.):66581465-66605154	0.595
NM_001185057	chr16(.):67202764-67214643	0.9742
NM_003946	chr16(.):67202755-67214643	0.9736
NM_001040715	chr16(.):67204504-67222883	0.6521
NM_001950	chr16(.):67221067-67237821	0.2935
NM_024712	chr16(.):67228027-67242927	0.107
NM_033309	chr16(.):67177004-67189902	0.1179
NM_025187	chr16(.):67138914-67187442	0.1341
NM_178516	chr16(.):67213281-67229107	0.4942
NM_003789	chr16(.):67183088-67198812	0.6157
NM_001538	chr16(.):67192287-67208848	1.1648
NM_001185058	chr16(.):67199404-67214643	0.7997
NM_018378	chr16(.):67188890-67203077	0.7506
NR_029887	chr16(.):67231223-67241298	0.0932
NM_001129727	chr16(.):67307075-67328403	0.364
NM_001129729	chr16(.):67308488-67328403	0.383
NM_004594	chr16(.):67277854-67311094	0.5273
NM_014187	chr16(.):67256015-67268182	0.3861
NM_001129728	chr16(.):67308049-67328403	0.3761
NM_015432	chr16(.):67306412-67328403	0.3548
NM_013241	chr16(.):67258291-67286425	0.7962
NM_012163	chr16(.):67236041-67265721	0.2099
NM_001004055	chr16(.):67236041-67265901	0.2092
NM_001129731	chr16(.):67308491-67328403	0.3831
NM_001193524	chr16(.):67566364-67585691	0.6582
NM_001193523	chr16(.):67558539-67585691	0.6008
NM_001193522	chr16(.):67557719-67585691	0.5867
NM_024519	chr16(.):67557716-67585691	0.5867
NM_018430	chr16(.):67836009-67866971	0.2186
NM_025082	chr16(.):67857059-67886361	0.6417
NM_020457	chr16(.):67871212-67883098	1.298
NM_198443	chr16(.):67913780-67925271	0.0872
NM_006742	chr16(.):67922174-67968581	0.1588
NM_014329	chr16(.):67901998-67923406	0.2666
NM_024939	chr16(.):68257449-68275136	0.3408
NM_001184824	chr16(.):68339876-68396169	0.2781
NM_003983	chr16(.):68293422-68340722	0.427
NM_032178	chr16(.):68329517-68349868	0.3475
NM_194436	chr16(.):75140757-75155670	0.8763
NM_153688	chr16(.):75177420-75211132	0.1537
NM_001134473	chr16(.):85640028-85714812	0.2984
NM_014615	chr16(.):85641923-85714812	0.2611
NM_024735	chr16(.):87357941-87422394	0.1973
NM_022818	chr16(.):87420800-87443380	0.6019
NM_001184854	chr16(.):87736417-87804598	0.1731
NM_003486	chr16(.):87858628-87908100	1.1273
NM_000101	chr16(.):88704696-88722457	0.4729
NM_013278	chr16(.):88700000-88711882	0.3847
NM_144604	chr16(.):88631788-88703372	0.1772
NM_002461	chr16(.):88713347-88734495	0.6425
NM_178841	chr16(.):88757902-88777829	0.7713
NM_001012759	chr16(.):88767890-88786786	0.3634
NM_001171815	chr16(.):88757902-88777800	0.7722
NM_178310	chr16(.):88739089-88757882	0.3558
NM_001171816	chr16(.):88757902-88775025	0.8841
NM_001142864	chr16(.):88776745-88856372	0.3143
NM_000512	chr16(.):88875141-88928374	0.2848
NM_030928	chr16(.):88865185-88880666	0.9626
NM_000485	chr16(.):88870876-88883342	0.8596
NM_016209	chr16(.):88918505-88932520	0.274
NR_024347	chr16(.):89220627-89235083	0.1212
NM_001127214	chr16(.):89155253-89225997	0.3801
NM_174917	chr16(.):89155253-89227169	0.3754
NR_023316	chr16(.):89155253-89225996	0.3801
NM_020889	chr17(.):27234161-27283508	0.6398
NM_001033561	chr17(.):27227270-27283508	0.6306
NM_003204	chr17(.):46120685-46143907	2.3277
NM_138962	chr17(.):55328930-55762299	0.2892
NM_170721	chr17(.):55329373-55715544	0.304
NM_022066	chr17(.):74380612-74454288	0.1957
NM_203506	chr17(.):73309156-73406790	0.3815
NM_002086	chr17(.):73309156-73406789	0.3815
NM_005022	chr17(.):4843946-4856825	1.111
NM_017748	chr17(.):36952445-36986589	0.3337
NM_183232	chr17(.):37916198-38025441	0.4972
NM_001070	chr17(.):40756357-40772256	1.3106
NM_000342	chr17(.):42320757-42350502	0.1638
NR_027774	chr17(.):43508265-43573146	0.4699
NM_003954	chr17(.):43335487-43399414	0.3818
NM_001193466	chr17(.):44102281-44275166	0.3033
NM_015443	chr17(.):44102281-44275272	0.3033
NM_001193465	chr17(.):44102281-44307740	0.2811
NM_002265	chr17(.):45722274-45766004	0.6256
NM_030802	chr17(.):47782686-47846518	0.9741
NM_001130528	chr17(.):49034534-49203226	0.1946
NM_030938	chr17(.):57779862-57922952	0.2943
NM_001433	chr17(.):62115389-62212502	1.1443
NM_018469	chr17(.):62219794-62345653	0.2789
NM_181671	chr17(.):65368923-65694647	0.2492
NM_017983	chr17(.):66412421-66458653	0.6084
NM_014960	chr17(.):66250322-66422000	0.2351
NR_036520	chr17(.):73262379-73274976	0.8211
NM_004252	chr17(.):72739762-72770499	1.275
NM_001126122	chr17(.):73264060-73290530	0.7215
NM_052916	chr17(.):74133533-74241390	0.5467
NM_001081461	chr17(.):74703913-74727881	0.9944
NM_024419	chr17(.):76369734-76425639	0.1956
NM_001163075	chr17(.):76137433-76167364	0.491
NM_017456	chr17(.):76665129-76783376	0.7035
NM_020914	chr17(.):78229666-78375086	0.1968
NM_019020	chr17(.):77908818-78014647	0.3432
NM_020954	chr17(.):78229666-78300262	0.3147
NM_024648	chr17(.):80342085-80381513	0.3767
NM_001893	chr17(.):80197239-80236573	0.2174
NM_004514	chr17(.):80472593-80567483	0.3116
NM_000080	chr17(.):4796063-4811369	0.1224
NM_001145536	chr17(.):4797947-4811227	0.1354
NM_001165417	chr17(.):4835425-4848462	0.3975
NM_000173	chr17(.):4830591-4843325	0.1907
NM_015528	chr17(.):4838629-4853517	0.9359
NM_006612	chr17(.):4896242-4936694	0.1513
NM_015099	chr17(.):4866286-4895960	0.2501
NM_001171168	chr17(.):4866286-4895665	0.2523
NM_053013	chr17(.):4849383-4865426	0.756
NM_001167985	chr17(.):4886424-4905905	0.2824
NM_004890	chr17(.):4857520-4876132	0.2848
NM_018019	chr17(.):17375299-17401534	0.77
NM_016084	chr17(.):17392752-17404707	0.8791
NR_000010	chr17(.):27044599-27054671	1.336
NR_000009	chr17(.):27045698-27055772	1.7719
NM_031934	chr17(.):27036298-27049908	0.702
NM_001142625	chr17(.):27036298-27050286	0.6925
NM_000984	chr17(.):27041999-27056374	1.3875
NM_138463	chr17(.):27046365-27058230	1.6403
NR_000014	chr17(.):27045446-27055509	1.6599
NR_000013	chr17(.):27042567-27052634	0.7186
NM_004295	chr17(.):27066022-27082976	0.4685
NM_152465	chr17(.):27025533-27043872	0.2576
NR_024579	chr17(.):27036298-27050251	0.6937
NM_001160407	chr17(.):27046365-27058949	1.5509
NM_178170	chr17(.):27050831-27074784	0.8843
NM_004475	chr17(.):27201356-27229715	0.344
NM_144683	chr17(.):27219798-27235089	0.6634
NM_078471	chr17(.):27395527-27512407	0.3786
NM_001085454	chr17(.):27895486-27921610	0.6359
NM_198147	chr17(.):27882688-27899042	0.6891
NM_138349	chr17(.):27890738-27905175	0.8088
NM_152345	chr17(.):27915526-27946779	0.5431
NM_032854	chr17(.):27936773-27953441	0.4045
NM_002981	chr17(.):32682398-32695252	0.4139
NM_005408	chr17(.):32678470-32690629	0.1583
NM_005623	chr17(.):32641065-32653421	0.0498
NM_001017368	chr17(.):33331130-33395759	0.2015
NM_057178	chr17(.):33331130-33421294	0.3516
NM_017559	chr17(.):33443630-33462751	0.2403
NM_001142571	chr17(.):33421810-33451888	0.1964
NM_002983	chr17(.):34410602-34422506	1.7777
NM_002988	chr17(.):34386642-34403841	0.1893
NM_002984	chr17(.):34426219-34438014	0.4306
NM_021006	chr17(.):34517267-34529156	0.7406
NM_001001435	chr17(.):34533467-34545274	0.3668
NM_001001437	chr17(.):34517267-34529147	0.7407
NM_001001417	chr17(.):34488060-34508988	0.1505
NM_021006	chr17(.):34618841-34630730	0.5306
NM_001001437	chr17(.):34618841-34630721	0.5302
NM_001001435	chr17(.):34635033-34646840	0.3191
NM_001130677	chr17(.):36822958-36836187	0.3624
NM_005937	chr17(.):36856872-36891056	1.0405
NM_007144	chr17(.):36885149-36909558	0.5704
NM_002795	chr17(.):36904001-36925478	0.4459
NM_001136498	chr17(.):36881509-36896858	0.337
NM_001080465	chr17(.):36986340-37002642	0.1324
NR_002576	chr17(.):37004115-37014248	0.5441
NM_006148	chr17(.):37021111-37083023	0.4004
NM_000978	chr17(.):37001320-37015053	0.4345
NM_005310	chr17(.):37889186-37908538	0.1753
NM_001030002	chr17(.):37889589-37908538	0.177
NM_032339	chr17(.):37880408-37891788	0.4069
NM_021724	chr17(.):38244036-38261973	1.4405
NM_001190919	chr17(.):38213445-38255120	0.4465
NM_001190918	chr17(.):38214067-38255120	0.4515
NM_014815	chr17(.):38170349-38215889	0.1208
NM_007359	chr17(.):38291506-38333431	0.2383
NM_001012241	chr17(.):38273789-38298045	0.7731
NM_001145301	chr17(.):38469472-38518895	0.4383
NM_152219	chr17(.):38511904-38525945	0.1093
NM_000964	chr17(.):38460422-38518895	0.4621
NM_001024809	chr17(.):38493270-38518895	0.1604
NM_001254	chr17(.):38439145-38464413	0.183
NM_004583	chr17(.):40271996-40312022	0.2658
NM_024119	chr17(.):40248421-40269751	0.548
NM_021078	chr17(.):40260128-40278382	0.7719
NM_033194	chr17(.):40269755-40280371	0.4458
NM_001042531	chr17(.):40709091-40723295	0.8231
NR_026697	chr17(.):40726525-40766445	0.7254
NM_198204	chr17(.):40714077-40730221	0.8872
NM_013290	chr17(.):40719328-40734747	1.0222
NM_000413	chr17(.):40698983-40712232	0.6134
NM_000263	chr17(.):40682950-40701466	1.2792
