GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
1_MACS_peak_21883_lociStitched	chr7(.):154719259-154720982	0.688
1_MACS_peak_21884_lociStitched	chr7(.):154793494-154796622	6.1459
1_MACS_peak_21885_lociStitched	chr7(.):154905720-154906773	0.6162
1_MACS_peak_21886_lociStitched	chr7(.):154996193-154999233	2.5843
1_MACS_peak_21887_lociStitched	chr7(.):155087978-155092102	4.0156
1_MACS_peak_21888_lociStitched	chr7(.):155136892-155138156	0.8629
2_MACS_peak_21889_lociStitched	chr7(.):155430409-155438473	1.3247
3_MACS_peak_21891_lociStitched	chr7(.):155532850-155547443	1.0409
1_MACS_peak_21894_lociStitched	chr7(.):156194111-156195575	0.8366
1_MACS_peak_21895_lociStitched	chr7(.):156432384-156434534	3.2699
1_MACS_peak_21896_lociStitched	chr7(.):156495703-156497242	0.648
1_MACS_peak_21897_lociStitched	chr7(.):156684335-156687197	1.7046
1_MACS_peak_21898_lociStitched	chr7(.):156714832-156717159	2.0098
1_MACS_peak_21899_lociStitched	chr7(.):156741355-156744584	1.7037
1_MACS_peak_21900_lociStitched	chr7(.):156791946-156793006	0.4625
2_MACS_peak_21901_lociStitched	chr7(.):156802785-156810458	0.8428
1_MACS_peak_21903_lociStitched	chr7(.):156930506-156933369	2.901
1_MACS_peak_21904_lociStitched	chr7(.):157094669-157096065	0.7265
1_MACS_peak_21905_lociStitched	chr7(.):157128803-157130967	1.2307
1_MACS_peak_21906_lociStitched	chr7(.):157795991-157799768	1.5948
2_MACS_peak_21907_lociStitched	chr7(.):157808657-157818246	0.5997
1_MACS_peak_21909_lociStitched	chr7(.):157902452-157905462	1.756
1_MACS_peak_21910_lociStitched	chr7(.):158448583-158450875	0.6235
1_MACS_peak_21911_lociStitched	chr7(.):158496095-158498573	4.8833
2_MACS_peak_21912_lociStitched	chr7(.):158610675-158623536	0.8326
1_MACS_peak_21914_lociStitched	chr7(.):158648307-158650136	0.9324
2_MACS_peak_21915_lociStitched	chr7(.):158841809-158845719	0.645
2_MACS_peak_21917_lociStitched	chr7(.):158988271-158990838	0.5325
1_MACS_peak_21919_lociStitched	chr8(.):181392-183592	1.3504
1_MACS_peak_21920_lociStitched	chr8(.):223950-224949	0.5889
1_MACS_peak_21921_lociStitched	chr8(.):356050-357973	0.7823
1_MACS_peak_21922_lociStitched	chr8(.):579459-581392	0.6055
1_MACS_peak_21923_lociStitched	chr8(.):680280-681646	0.6555
1_MACS_peak_21924_lociStitched	chr8(.):1038914-1039883	0.4584
1_MACS_peak_21925_lociStitched	chr8(.):1693496-1694918	0.9376
2_MACS_peak_21926_lociStitched	chr8(.):1710740-1713318	1.0352
2_MACS_peak_21928_lociStitched	chr8(.):1990820-2000106	3.6492
2_MACS_peak_21930_lociStitched	chr8(.):2027405-2050911	4.3326
1_MACS_peak_21932_lociStitched	chr8(.):2074073-2076836	1.8942
5_MACS_peak_21933_lociStitched	chr8(.):2098063-2124404	0.5649
1_MACS_peak_21938_lociStitched	chr8(.):2145288-2146500	0.7254
1_MACS_peak_21939_lociStitched	chr8(.):2590591-2591678	0.6173
1_MACS_peak_21940_lociStitched	chr8(.):3981793-3983188	0.5533
1_MACS_peak_21941_lociStitched	chr8(.):4711520-4712909	1.1862
1_MACS_peak_21942_lociStitched	chr8(.):6262984-6265178	1.8795
1_MACS_peak_21943_lociStitched	chr8(.):6274529-6276009	0.5526
1_MACS_peak_21944_lociStitched	chr8(.):6547252-6548889	1.0309
1_MACS_peak_21945_lociStitched	chr8(.):6564895-6567318	2.6474
1_MACS_peak_21946_lociStitched	chr8(.):6949170-6950258	0.4505
1_MACS_peak_21947_lociStitched	chr8(.):7065227-7066065	0.371
1_MACS_peak_21948_lociStitched	chr8(.):7078923-7079675	0.4428
1_MACS_peak_21949_lociStitched	chr8(.):7212052-7213359	1.5283
1_MACS_peak_21950_lociStitched	chr8(.):7468451-7469443	0.5847
1_MACS_peak_21951_lociStitched	chr8(.):7537287-7538208	0.6148
1_MACS_peak_21952_lociStitched	chr8(.):7812120-7813268	0.5619
2_MACS_peak_21953_lociStitched	chr8(.):7922505-7932337	0.5105
2_MACS_peak_21955_lociStitched	chr8(.):7998672-8005536	1.4309
1_MACS_peak_21957_lociStitched	chr8(.):8087736-8089206	0.4308
1_MACS_peak_21958_lociStitched	chr8(.):8203221-8204885	0.7738
1_MACS_peak_21959_lociStitched	chr8(.):8558783-8559944	0.5347
1_MACS_peak_21960_lociStitched	chr8(.):8609988-8610951	0.413
1_MACS_peak_21961_lociStitched	chr8(.):8749870-8752013	0.7195
1_MACS_peak_21962_lociStitched	chr8(.):8859902-8861455	1.204
1_MACS_peak_21963_lociStitched	chr8(.):8923270-8924792	0.5766
1_MACS_peak_21964_lociStitched	chr8(.):8992837-8994714	0.6579
1_MACS_peak_21965_lociStitched	chr8(.):9007396-9009674	0.9143
1_MACS_peak_21966_lociStitched	chr8(.):9412731-9414679	2.3611
1_MACS_peak_21967_lociStitched	chr8(.):9638486-9640631	0.5674
1_MACS_peak_21968_lociStitched	chr8(.):9910985-9913406	1.1862
1_MACS_peak_21969_lociStitched	chr8(.):10190008-10193326	1.0711
1_MACS_peak_21970_lociStitched	chr8(.):10367469-10369258	0.7621
2_MACS_peak_21971_lociStitched	chr8(.):10402343-10414296	0.3533
1_MACS_peak_21973_lociStitched	chr8(.):10436675-10438284	0.4852
1_MACS_peak_21974_lociStitched	chr8(.):10696169-10698323	1.5674
1_MACS_peak_21975_lociStitched	chr8(.):10707824-10708966	0.7656
1_MACS_peak_21976_lociStitched	chr8(.):10733645-10735370	0.6683
1_MACS_peak_21977_lociStitched	chr8(.):10748433-10749960	0.524
2_MACS_peak_21978_lociStitched	chr8(.):10763056-10769113	1.2337
1_MACS_peak_21980_lociStitched	chr8(.):10799937-10803203	1.4084
1_MACS_peak_21981_lociStitched	chr8(.):10821236-10827191	4.1114
1_MACS_peak_21982_lociStitched	chr8(.):10848832-10850278	0.4537
1_MACS_peak_21983_lociStitched	chr8(.):10871608-10874788	1.9943
1_MACS_peak_21984_lociStitched	chr8(.):10904985-10907000	0.7257
2_MACS_peak_21985_lociStitched	chr8(.):10916290-10925382	0.2079
1_MACS_peak_21987_lociStitched	chr8(.):11056400-11059851	1.3838
1_MACS_peak_21988_lociStitched	chr8(.):11107549-11109517	0.9173
1_MACS_peak_21989_lociStitched	chr8(.):11141044-11143248	1.5003
1_MACS_peak_21990_lociStitched	chr8(.):11154811-11156134	0.8642
1_MACS_peak_21991_lociStitched	chr8(.):11204218-11205729	0.6575
1_MACS_peak_21992_lociStitched	chr8(.):11323238-11325915	2.0303
1_MACS_peak_21993_lociStitched	chr8(.):11349060-11350107	0.468
2_MACS_peak_21994_lociStitched	chr8(.):11386775-11396723	1.0259
2_MACS_peak_21996_lociStitched	chr8(.):11414233-11422612	0.651
1_MACS_peak_21998_lociStitched	chr8(.):11626167-11627833	0.8393
1_MACS_peak_21999_lociStitched	chr8(.):11659126-11661460	1.6756
2_MACS_peak_22000_lociStitched	chr8(.):11724242-11736800	0.7074
2_MACS_peak_22002_lociStitched	chr8(.):11753655-11760596	0.919
1_MACS_peak_22004_lociStitched	chr8(.):11824693-11826868	0.9988
1_MACS_peak_22005_lociStitched	chr8(.):11973027-11974158	0.4456
1_MACS_peak_22006_lociStitched	chr8(.):12050442-12053044	1.3284
1_MACS_peak_22007_lociStitched	chr8(.):12219216-12220325	1.087
2_MACS_peak_22008_lociStitched	chr8(.):12290925-12295484	0.808
2_MACS_peak_22010_lociStitched	chr8(.):12375318-12381484	1.4038
3_MACS_peak_22012_lociStitched	chr8(.):12441615-12459521	0.9273
1_MACS_peak_22015_lociStitched	chr8(.):12516226-12517459	0.6065
1_MACS_peak_22016_lociStitched	chr8(.):12610874-12614156	1.4031
1_MACS_peak_22017_lociStitched	chr8(.):12623389-12625360	0.7071
1_MACS_peak_22018_lociStitched	chr8(.):12808451-12810274	1.1405
1_MACS_peak_22019_lociStitched	chr8(.):12922135-12923373	0.7562
1_MACS_peak_22020_lociStitched	chr8(.):12989862-12990907	0.7309
1_MACS_peak_22021_lociStitched	chr8(.):13133436-13134450	0.485
1_MACS_peak_22022_lociStitched	chr8(.):13346174-13347157	0.4909
2_MACS_peak_22023_lociStitched	chr8(.):13423588-13430030	0.3176
1_MACS_peak_22025_lociStitched	chr8(.):16313634-16315433	0.8937
1_MACS_peak_22026_lociStitched	chr8(.):16404284-16406724	0.9451
1_MACS_peak_22027_lociStitched	chr8(.):16883926-16885505	0.9057
1_MACS_peak_22028_lociStitched	chr8(.):17012897-17015267	2.138
1_MACS_peak_22029_lociStitched	chr8(.):17103231-17105651	1.483
1_MACS_peak_22030_lociStitched	chr8(.):17185317-17188089	1.3923
1_MACS_peak_22031_lociStitched	chr8(.):17488063-17488962	0.394
1_MACS_peak_22032_lociStitched	chr8(.):17657370-17660032	1.3592
2_MACS_peak_22033_lociStitched	chr8(.):17779399-17786405	0.9645
1_MACS_peak_22035_lociStitched	chr8(.):17940410-17943084	5.686
1_MACS_peak_22036_lociStitched	chr8(.):18285496-18287712	0.9596
1_MACS_peak_22037_lociStitched	chr8(.):18588047-18590368	1.1288
2_MACS_peak_22038_lociStitched	chr8(.):18604380-18614563	0.5513
1_MACS_peak_22040_lociStitched	chr8(.):18702058-18703333	0.646
1_MACS_peak_22041_lociStitched	chr8(.):19065364-19066406	6.5643
1_MACS_peak_22042_lociStitched	chr8(.):19170742-19172430	0.899
1_MACS_peak_22043_lociStitched	chr8(.):19202305-19206368	0.8184
1_MACS_peak_22044_lociStitched	chr8(.):19242357-19248120	1.8358
2_MACS_peak_22045_lociStitched	chr8(.):19316823-19325474	0.3386
2_MACS_peak_22047_lociStitched	chr8(.):19370962-19374498	1.1024
4_MACS_peak_22049_lociStitched	chr8(.):19519563-19540308	0.5888
2_MACS_peak_22053_lociStitched	chr8(.):19553265-19558619	0.7717
1_MACS_peak_22055_lociStitched	chr8(.):19613834-19615623	0.7064
1_MACS_peak_22056_lociStitched	chr8(.):19673924-19676068	1.2646
1_MACS_peak_22057_lociStitched	chr8(.):20054423-20055848	1.2542
1_MACS_peak_22058_lociStitched	chr8(.):20160890-20161749	0.5315
1_MACS_peak_22059_lociStitched	chr8(.):21027794-21029085	0.5631
1_MACS_peak_22060_lociStitched	chr8(.):21227660-21228894	0.4233
2_MACS_peak_22061_lociStitched	chr8(.):21770088-21778471	0.7352
1_MACS_peak_22063_lociStitched	chr8(.):21867165-21868685	1.0506
1_MACS_peak_22064_lociStitched	chr8(.):21923786-21924509	0.3964
1_MACS_peak_22065_lociStitched	chr8(.):21965911-21967891	1.5201
2_MACS_peak_22066_lociStitched	chr8(.):21995247-22000155	0.8152
1_MACS_peak_22068_lociStitched	chr8(.):22021742-22023635	0.7427
1_MACS_peak_22069_lociStitched	chr8(.):22091130-22092673	0.667
1_MACS_peak_22070_lociStitched	chr8(.):22101840-22104323	1.8535
1_MACS_peak_22071_lociStitched	chr8(.):22224255-22226056	1.2588
1_MACS_peak_22072_lociStitched	chr8(.):22297421-22302186	2.0608
1_MACS_peak_22073_lociStitched	chr8(.):22331136-22332446	0.5874
1_MACS_peak_22074_lociStitched	chr8(.):22422486-22424050	0.5764
2_MACS_peak_22075_lociStitched	chr8(.):22437103-22447352	0.2185
2_MACS_peak_22077_lociStitched	chr8(.):22457098-22463260	0.6085
1_MACS_peak_22079_lociStitched	chr8(.):22525766-22527459	1.2912
2_MACS_peak_22080_lociStitched	chr8(.):22551561-22563545	0.3937
1_MACS_peak_22082_lociStitched	chr8(.):22572340-22574334	1.0171
1_MACS_peak_22083_lociStitched	chr8(.):22672771-22674918	0.5831
1_MACS_peak_22084_lociStitched	chr8(.):22830886-22833574	1.6171
1_MACS_peak_22085_lociStitched	chr8(.):22857059-22858294	0.88
1_MACS_peak_22086_lociStitched	chr8(.):22875161-22877314	1.2234
2_MACS_peak_22087_lociStitched	chr8(.):22925433-22932841	0.5396
1_MACS_peak_22089_lociStitched	chr8(.):22941499-22942629	0.721
1_MACS_peak_22090_lociStitched	chr8(.):22972328-22973806	0.8716
1_MACS_peak_22091_lociStitched	chr8(.):23020005-23021996	1.0751
2_MACS_peak_22092_lociStitched	chr8(.):23075130-23083596	1.0583
2_MACS_peak_22094_lociStitched	chr8(.):23100570-23105067	0.569
1_MACS_peak_22096_lociStitched	chr8(.):23145000-23146684	0.9909
1_MACS_peak_22097_lociStitched	chr8(.):23314308-23315891	1.1525
1_MACS_peak_22098_lociStitched	chr8(.):23385690-23387727	1.0686
1_MACS_peak_22099_lociStitched	chr8(.):23539588-23540611	0.6098
1_MACS_peak_22100_lociStitched	chr8(.):23618486-23620212	0.5095
1_MACS_peak_22101_lociStitched	chr8(.):23889674-23891653	0.7675
2_MACS_peak_22102_lociStitched	chr8(.):24224117-24229563	0.647
1_MACS_peak_22104_lociStitched	chr8(.):24243718-24245738	1.4567
1_MACS_peak_22105_lociStitched	chr8(.):24424818-24427076	0.7157
1_MACS_peak_22106_lociStitched	chr8(.):24857357-24858712	1.0502
1_MACS_peak_22107_lociStitched	chr8(.):25041350-25043190	0.9922
1_MACS_peak_22108_lociStitched	chr8(.):25314547-25317590	1.1978
1_MACS_peak_22109_lociStitched	chr8(.):25517335-25518723	0.5874
1_MACS_peak_22110_lociStitched	chr8(.):26058403-26060802	0.531
1_MACS_peak_22111_lociStitched	chr8(.):26071643-26073572	0.6736
1_MACS_peak_22112_lociStitched	chr8(.):26114942-26116389	0.5677
1_MACS_peak_22113_lociStitched	chr8(.):26148070-26150972	0.6668
1_MACS_peak_22114_lociStitched	chr8(.):26160311-26162631	0.6074
1_MACS_peak_22115_lociStitched	chr8(.):26239711-26241480	0.9904
1_MACS_peak_22116_lociStitched	chr8(.):26306654-26307897	0.7696
2_MACS_peak_22117_lociStitched	chr8(.):26428318-26437451	2.5731
1_MACS_peak_22119_lociStitched	chr8(.):26713623-26715248	0.5512
1_MACS_peak_22120_lociStitched	chr8(.):26724032-26725156	0.5389
1_MACS_peak_22121_lociStitched	chr8(.):27131773-27132780	0.4192
1_MACS_peak_22122_lociStitched	chr8(.):27167535-27169983	1.8113
1_MACS_peak_22123_lociStitched	chr8(.):27182622-27184989	0.9297
5_MACS_peak_22124_lociStitched	chr8(.):27208534-27239002	0.8086
1_MACS_peak_22129_lociStitched	chr8(.):27249823-27252494	1.5482
1_MACS_peak_22130_lociStitched	chr8(.):27261440-27264738	0.978
1_MACS_peak_22131_lociStitched	chr8(.):27277331-27281889	1.2033
1_MACS_peak_22132_lociStitched	chr8(.):27348205-27349593	1.2705
1_MACS_peak_22133_lociStitched	chr8(.):27471206-27472618	0.8168
2_MACS_peak_22134_lociStitched	chr8(.):27629327-27632960	0.7619
1_MACS_peak_22136_lociStitched	chr8(.):27694269-27696023	1.272
1_MACS_peak_22137_lociStitched	chr8(.):27900765-27904090	1.857
4_MACS_peak_22138_lociStitched	chr8(.):27934604-27951478	0.617
2_MACS_peak_22142_lociStitched	chr8(.):28195121-28207121	1.0554
1_MACS_peak_22144_lociStitched	chr8(.):28220566-28221808	0.6689
1_MACS_peak_22145_lociStitched	chr8(.):28242738-28244673	0.5801
2_MACS_peak_22146_lociStitched	chr8(.):28258359-28270423	0.4563
1_MACS_peak_22148_lociStitched	chr8(.):28299561-28301348	0.7479
1_MACS_peak_22149_lociStitched	chr8(.):28346935-28353193	2.7687
2_MACS_peak_22150_lociStitched	chr8(.):28479231-28481218	0.6417
1_MACS_peak_22152_lociStitched	chr8(.):28558179-28560260	1.7404
1_MACS_peak_22153_lociStitched	chr8(.):28746665-28749559	1.5256
1_MACS_peak_22154_lociStitched	chr8(.):28843932-28845765	0.7681
1_MACS_peak_22155_lociStitched	chr8(.):28917406-28919403	0.8553
2_MACS_peak_22156_lociStitched	chr8(.):29083445-29088831	0.6314
1_MACS_peak_22158_lociStitched	chr8(.):29119620-29121400	0.6003
1_MACS_peak_22159_lociStitched	chr8(.):29204289-29210474	2.4002
1_MACS_peak_22160_lociStitched	chr8(.):29264429-29266967	0.9445
2_MACS_peak_22161_lociStitched	chr8(.):29339045-29349400	0.6295
1_MACS_peak_22163_lociStitched	chr8(.):29385773-29389990	2.8923
1_MACS_peak_22164_lociStitched	chr8(.):29410094-29416798	3.2395
1_MACS_peak_22165_lociStitched	chr8(.):29449703-29453752	0.8411
2_MACS_peak_22166_lociStitched	chr8(.):29465194-29474910	1.4833
3_MACS_peak_22168_lociStitched	chr8(.):29490702-29506197	0.5917
1_MACS_peak_22171_lociStitched	chr8(.):29521698-29523872	1.3858
1_MACS_peak_22172_lociStitched	chr8(.):29537643-29539501	0.8595
1_MACS_peak_22173_lociStitched	chr8(.):29579808-29581262	0.7065
3_MACS_peak_22174_lociStitched	chr8(.):29592515-29598582	1.3363
1_MACS_peak_22177_lociStitched	chr8(.):29629174-29635430	4.8064
2_MACS_peak_22178_lociStitched	chr8(.):29653760-29664038	0.5184
1_MACS_peak_22180_lociStitched	chr8(.):29903224-29904786	0.8584
1_MACS_peak_22181_lociStitched	chr8(.):29939219-29941492	2.1192
1_MACS_peak_22182_lociStitched	chr8(.):29951918-29953963	1.5244
1_MACS_peak_22183_lociStitched	chr8(.):30012668-30014915	1.0772
1_MACS_peak_22184_lociStitched	chr8(.):30180740-30182932	0.6047
1_MACS_peak_22185_lociStitched	chr8(.):30357861-30359689	0.6011
1_MACS_peak_22186_lociStitched	chr8(.):30487326-30489809	0.7108
1_MACS_peak_22187_lociStitched	chr8(.):30513473-30516218	1.1289
2_MACS_peak_22188_lociStitched	chr8(.):30579546-30585958	0.8034
1_MACS_peak_22190_lociStitched	chr8(.):30600743-30602739	1.3406
1_MACS_peak_22191_lociStitched	chr8(.):30669064-30670825	0.9853
1_MACS_peak_22192_lociStitched	chr8(.):30781786-30783793	0.4956
1_MACS_peak_22193_lociStitched	chr8(.):30823046-30825001	0.483
1_MACS_peak_22194_lociStitched	chr8(.):30890954-30892286	1.2642
1_MACS_peak_22195_lociStitched	chr8(.):31971424-31973141	0.7748
1_MACS_peak_22196_lociStitched	chr8(.):32077582-32078517	0.4947
1_MACS_peak_22197_lociStitched	chr8(.):32316878-32318759	0.7206
1_MACS_peak_22198_lociStitched	chr8(.):32404461-32406788	0.5379
1_MACS_peak_22199_lociStitched	chr8(.):33329154-33331106	1.0751
1_MACS_peak_22200_lociStitched	chr8(.):33341754-33343568	1.7072
1_MACS_peak_22201_lociStitched	chr8(.):33369763-33372789	2.3839
2_MACS_peak_22202_lociStitched	chr8(.):33409809-33425399	1.7537
1_MACS_peak_22204_lociStitched	chr8(.):33456579-33457661	0.5756
1_MACS_peak_22205_lociStitched	chr8(.):35401185-35403267	1.0571
1_MACS_peak_22206_lociStitched	chr8(.):35448368-35451378	1.0128
1_MACS_peak_22207_lociStitched	chr8(.):35485318-35486343	0.4407
1_MACS_peak_22208_lociStitched	chr8(.):35522142-35523454	0.6185
2_MACS_peak_22209_lociStitched	chr8(.):35550916-35562315	0.2493
1_MACS_peak_22211_lociStitched	chr8(.):35717779-35719531	0.7109
1_MACS_peak_22212_lociStitched	chr8(.):35754515-35756334	0.6852
1_MACS_peak_22213_lociStitched	chr8(.):36522242-36526005	1.382
1_MACS_peak_22214_lociStitched	chr8(.):37001174-37004159	0.8685
1_MACS_peak_22215_lociStitched	chr8(.):37103659-37104842	0.6342
1_MACS_peak_22216_lociStitched	chr8(.):37258819-37260681	1.1284
1_MACS_peak_22217_lociStitched	chr8(.):37273279-37275422	0.9893
1_MACS_peak_22218_lociStitched	chr8(.):37430655-37433125	0.654
1_MACS_peak_22219_lociStitched	chr8(.):37551912-37554565	0.7039
1_MACS_peak_22220_lociStitched	chr8(.):37593333-37595957	1.6888
1_MACS_peak_22221_lociStitched	chr8(.):37619441-37621149	1.6287
1_MACS_peak_22222_lociStitched	chr8(.):37643166-37644736	1.1552
1_MACS_peak_22223_lociStitched	chr8(.):37706493-37708304	1.0202
4_MACS_peak_22224_lociStitched	chr8(.):37737442-37762574	0.6737
1_MACS_peak_22228_lociStitched	chr8(.):37887167-37889940	1.7109
1_MACS_peak_22229_lociStitched	chr8(.):37961862-37964105	3.0565
1_MACS_peak_22230_lociStitched	chr8(.):38033060-38035533	1.5308
1_MACS_peak_22231_lociStitched	chr8(.):38088171-38090308	1.7641
1_MACS_peak_22232_lociStitched	chr8(.):38125035-38127532	2.3723
2_MACS_peak_22233_lociStitched	chr8(.):38216722-38222248	1.2941
1_MACS_peak_22235_lociStitched	chr8(.):38237438-38245065	2.2561
2_MACS_peak_22236_lociStitched	chr8(.):38323425-38326151	0.5415
1_MACS_peak_22238_lociStitched	chr8(.):38430971-38432347	0.5321
1_MACS_peak_22239_lociStitched	chr8(.):38554288-38556217	1.1828
2_MACS_peak_22240_lociStitched	chr8(.):38591660-38600483	0.3499
3_MACS_peak_22242_lociStitched	chr8(.):38613888-38628961	0.6617
1_MACS_peak_22245_lociStitched	chr8(.):38643769-38646306	2.0061
1_MACS_peak_22246_lociStitched	chr8(.):38662032-38665288	0.8355
1_MACS_peak_22247_lociStitched	chr8(.):38691192-38692581	0.6403
1_MACS_peak_22248_lociStitched	chr8(.):38756238-38760968	1.7805
2_MACS_peak_22249_lociStitched	chr8(.):38792793-38802086	1.9581
3_MACS_peak_22251_lociStitched	chr8(.):38812458-38823480	1.0347
1_MACS_peak_22254_lociStitched	chr8(.):38853184-38855599	1.5277
1_MACS_peak_22255_lociStitched	chr8(.):39214471-39215982	0.4706
1_MACS_peak_22256_lociStitched	chr8(.):41347260-41348977	0.793
1_MACS_peak_22257_lociStitched	chr8(.):41385972-41387718	1.0547
1_MACS_peak_22258_lociStitched	chr8(.):41434842-41436777	2.3228
1_MACS_peak_22259_lociStitched	chr8(.):41478977-41481833	1.2158
1_MACS_peak_22260_lociStitched	chr8(.):41522395-41523102	0.3988
1_MACS_peak_22261_lociStitched	chr8(.):41685117-41687052	2.3331
2_MACS_peak_22262_lociStitched	chr8(.):41908212-41910642	1.2468
1_MACS_peak_22264_lociStitched	chr8(.):41997222-41998657	0.8406
1_MACS_peak_22265_lociStitched	chr8(.):42009335-42011547	1.8058
1_MACS_peak_22266_lociStitched	chr8(.):42127972-42129941	1.206
1_MACS_peak_22267_lociStitched	chr8(.):42194909-42196969	1.5906
1_MACS_peak_22268_lociStitched	chr8(.):42248442-42250598	2.4966
1_MACS_peak_22269_lociStitched	chr8(.):42359735-42361078	0.7274
1_MACS_peak_22270_lociStitched	chr8(.):42395607-42397804	1.9784
1_MACS_peak_22271_lociStitched	chr8(.):42623074-42624541	0.4615
1_MACS_peak_22272_lociStitched	chr8(.):42697217-42699318	1.8415
1_MACS_peak_22273_lociStitched	chr8(.):42711458-42713097	0.6213
1_MACS_peak_22274_lociStitched	chr8(.):42751075-42753531	1.4846
1_MACS_peak_22275_lociStitched	chr8(.):42875888-42877016	0.6466
1_MACS_peak_22276_lociStitched	chr8(.):42910223-42912919	2.3338
1_MACS_peak_22277_lociStitched	chr8(.):42945381-42949989	1.686
1_MACS_peak_22278_lociStitched	chr8(.):42994799-42997183	1.671
2_MACS_peak_22279_lociStitched	chr8(.):43101351-43110472	0.2511
1_MACS_peak_22281_lociStitched	chr8(.):43131753-43132838	0.7363
1_MACS_peak_22282_lociStitched	chr8(.):47597284-47598334	0.4599
1_MACS_peak_22283_lociStitched	chr8(.):47829126-47830445	1.32
1_MACS_peak_22284_lociStitched	chr8(.):47867057-47868981	0.6648
1_MACS_peak_22285_lociStitched	chr8(.):48172809-48174443	1.2448
1_MACS_peak_22286_lociStitched	chr8(.):48425716-48427529	0.7164
1_MACS_peak_22287_lociStitched	chr8(.):48650866-48651753	0.4443
1_MACS_peak_22288_lociStitched	chr8(.):48832156-48833254	0.5776
1_MACS_peak_22289_lociStitched	chr8(.):48871422-48874992	3.0127
1_MACS_peak_22290_lociStitched	chr8(.):48920045-48921919	1.8703
1_MACS_peak_22291_lociStitched	chr8(.):49426419-49428123	1.0846
1_MACS_peak_22292_lociStitched	chr8(.):49861279-49864041	1.0087
1_MACS_peak_22293_lociStitched	chr8(.):50323442-50325690	0.8289
1_MACS_peak_22294_lociStitched	chr8(.):50551270-50552729	0.5011
1_MACS_peak_22295_lociStitched	chr8(.):50968516-50969834	0.5016
1_MACS_peak_22296_lociStitched	chr8(.):51470455-51471208	0.4273
1_MACS_peak_22297_lociStitched	chr8(.):51933372-51934356	0.4474
1_MACS_peak_22298_lociStitched	chr8(.):52033883-52035010	0.5816
1_MACS_peak_22299_lociStitched	chr8(.):52635606-52636508	0.4418
1_MACS_peak_22300_lociStitched	chr8(.):52810279-52813835	2.1383
2_MACS_peak_22301_lociStitched	chr8(.):52849465-52852659	0.7164
1_MACS_peak_22303_lociStitched	chr8(.):52873530-52876410	1.5721
1_MACS_peak_22304_lociStitched	chr8(.):53206259-53207660	0.7016
1_MACS_peak_22305_lociStitched	chr8(.):53245043-53247045	0.7095
1_MACS_peak_22306_lociStitched	chr8(.):53625673-53628878	1.1635
1_MACS_peak_22307_lociStitched	chr8(.):53882569-53884064	0.7749
1_MACS_peak_22308_lociStitched	chr8(.):53960874-53962554	0.783
1_MACS_peak_22309_lociStitched	chr8(.):54256243-54257210	0.3895
1_MACS_peak_22310_lociStitched	chr8(.):54383357-54385209	0.6596
1_MACS_peak_22311_lociStitched	chr8(.):54569654-54571673	0.7736
2_MACS_peak_22312_lociStitched	chr8(.):54754875-54757849	1.0782
1_MACS_peak_22314_lociStitched	chr8(.):54792121-54794421	0.6391
1_MACS_peak_22315_lociStitched	chr8(.):54811169-54813365	1.1217
1_MACS_peak_22316_lociStitched	chr8(.):54932242-54935834	0.9682
1_MACS_peak_22317_lociStitched	chr8(.):55013405-55014915	1.1317
1_MACS_peak_22318_lociStitched	chr8(.):55047071-55048853	1.9737
1_MACS_peak_22319_lociStitched	chr8(.):55420174-55421869	0.6847
1_MACS_peak_22320_lociStitched	chr8(.):55579164-55580816	0.6306
1_MACS_peak_22321_lociStitched	chr8(.):56684585-56686946	2.3133
1_MACS_peak_22322_lociStitched	chr8(.):56756445-56757532	0.6085
1_MACS_peak_22323_lociStitched	chr8(.):56792027-56793703	0.8328
1_MACS_peak_22324_lociStitched	chr8(.):56885187-56886620	0.5957
1_MACS_peak_22325_lociStitched	chr8(.):56902271-56905576	0.99
1_MACS_peak_22326_lociStitched	chr8(.):56986044-56987904	1.2381
2_MACS_peak_22327_lociStitched	chr8(.):57122254-57125385	1.1817
1_MACS_peak_22329_lociStitched	chr8(.):57471779-57473129	0.5032
1_MACS_peak_22330_lociStitched	chr8(.):57905039-57906819	0.7952
1_MACS_peak_22331_lociStitched	chr8(.):58499226-58501464	0.66
1_MACS_peak_22332_lociStitched	chr8(.):58906924-58908144	0.6274
1_MACS_peak_22333_lociStitched	chr8(.):59101481-59103736	0.7289
1_MACS_peak_22334_lociStitched	chr8(.):59222340-59223485	0.476
1_MACS_peak_22335_lociStitched	chr8(.):59323358-59324836	1.3668
1_MACS_peak_22336_lociStitched	chr8(.):59465107-59466772	0.7419
1_MACS_peak_22337_lociStitched	chr8(.):59507642-59509747	1.1488
1_MACS_peak_22338_lociStitched	chr8(.):59571000-59573212	1.9217
1_MACS_peak_22339_lociStitched	chr8(.):59903041-59904907	0.7208
1_MACS_peak_22340_lociStitched	chr8(.):60121579-60122854	0.5604
1_MACS_peak_22341_lociStitched	chr8(.):60528654-60530716	0.8118
1_MACS_peak_22342_lociStitched	chr8(.):60742400-60743425	0.4398
2_MACS_peak_22343_lociStitched	chr8(.):60963657-60970652	0.5232
1_MACS_peak_22345_lociStitched	chr8(.):61393293-61394319	0.5687
1_MACS_peak_22346_lociStitched	chr8(.):61428720-61430957	2.1183
