REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_17202_lociStitched	chr20	61273070	61291004	3	11397	37184.3556	2537.661	489	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.8711	489	1
3_MACS_peak_6195_lociStitched	chr12	46776295	46787291	3	10395	36673.8592	2065.0488	490		SLC38A2	SLC38A2	SLC38A2	0.6055999999999999	490	1
3_MACS_peak_3540_lociStitched	chr10	74006724	74024472	3	9751	37400.3604	2816.6076	491		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.29290000000000005	491	1
3_MACS_peak_1719_lociStitched	chr1	154942227	154957814	3	10290	38708.7558	4127.4376	492	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.8572999999999995	492	1
3_MACS_peak_18047_lociStitched	chr22	39409138	39422161	3	8534	36640.2105	2069.3547	493	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	1.2231999999999998	493	1
1_MACS_peak_24979_lociStitched	chr7	2393033	2396046	1	3014	34974.0001	501.9658	494	EIF3B	CHST12,SNX8	EIF3B	EIF3B	0.9457	494	1
3_MACS_peak_24096_lociStitched	chr6	74220362	74234460	3	11246	37352.651	2885.8606	495	EEF1A1	MTO1	EEF1A1	EEF1A1	2.2601999999999998	495	1
2_MACS_peak_29975_lociStitched	chrX	153189263	153200752	2	7320	35451.6073	996.0963	496	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.9043	496	1
4_MACS_peak_24402_lociStitched	chr6	109214215	109228492	4	12807	36844.6539	2418.5238	497	ARMC2		ARMC2	ARMC2	0.4749	497	1
4_MACS_peak_12936_lociStitched	chr19	1258401	1277520	4	10887	37934.0079	3540.8388	498	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.4782	498	1
4_MACS_peak_16950_lociStitched	chr20	43583355	43609218	4	14897	38287.5852	3933.7623	499	STK4,TOMM34	PABPC1L	STK4	STK4	0.5023	499	1
2_MACS_peak_26037_lociStitched	chr7	106503992	106513650	2	7869	36986.2768	2769.9144	500	PIK3CG		PIK3CG	PIK3CG	0.6978	500	1
3_MACS_peak_24745_lociStitched	chr6	143162764	143180102	3	10881	35756.1574	1612.434	501	HIVEP2		HIVEP2	HIVEP2	0.2404	501	1
1_MACS_peak_9280_lociStitched	chr15	69108788	69114909	1	6122	35013.3442	871.6304	502	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.6768000000000001	502	1
2_MACS_peak_26454_lociStitched	chr7	150125157	150134034	2	6389	36535.0689	2403.0039	503	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	4.0068	503	1
1_MACS_peak_15840_lociStitched	chr2	187810861	187817569	1	6709	35198.8884	1106.1492	504			ZSWIM2	ZSWIM2	NONE	504	1
2_MACS_peak_7839_lociStitched	chr13	115039342	115048695	2	8081	35889.3316	1844.4116	505	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.9840000000000001	505	1
2_MACS_peak_28630_lociStitched	chr9	117127865	117136805	2	8772	35479.284	1449.174	506	AKNA	ORM1,ORM2	AKNA	AKNA	0.9465000000000001	506	1
1_MACS_peak_4430_lociStitched	chr11	16979520	16986693	1	7174	35421.7086	1392.2793	507	PLEKHA7		PLEKHA7	PLEKHA7	0.22870000000000001	507	1
1_MACS_peak_16918_lociStitched	chr20	42308232	42312451	1	4220	34886.911	858.5665	508	MYBL2	GTSF1L	MYBL2	MYBL2	0.5926	508	1
4_MACS_peak_21627_lociStitched	chr5	1327869	1346220	4	12526	36830.457	2827.8891	509	CLPTM1L	TERT	CLPTM1L	CLPTM1L	4.1376	509	1
1_MACS_peak_2908_lociStitched	chr10	3824269	3829062	1	4794	34915.0878	946.1382	510	KLF6		KLF6	KLF6	1.7522000000000002	510	1
2_MACS_peak_17813_lociStitched	chr22	27005334	27014843	2	7074	35717.7058	1759.165	511	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.3608	511	1
2_MACS_peak_17729_lociStitched	chr22	23088106	23102022	2	11600	36362.508	2418.6008	512			MIR650	MIR650	2.0283	512	1
3_MACS_peak_2263_lociStitched	chr1	200851046	200863621	3	7247	36402.11	2706.14	513	C1orf106	GPR25,C1orf106	C1orf106	C1orf106	0.958	513	1
1_MACS_peak_19212_lociStitched	chr3	108787607	108793211	1	5605	34946.544	1334.8728	514	MORC1		MORC1	MORC1	0.1604	514	1
1_MACS_peak_1464_lociStitched	chr1	143741993	143746068	1	4076	34815.985	1287.2925	515	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.39790000000000003	515	1
2_MACS_peak_22404_lociStitched	chr5	109189925	109201812	2	7269	35576.6023	2062.3945	516	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	516	1
1_MACS_peak_21531_lociStitched	chr4	185454500	185460916	1	6417	34745.2064	1322.3376	517			IRF2	IRF2	2.7134	517	1
3_MACS_peak_1871_lociStitched	chr1	161122694	161137591	3	7573	37109.9167	3691.4766	518	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	2.5578	518	1
2_MACS_peak_6027_lociStitched	chr12	27329963	27340216	2	7331	35256.9911	1900.9062	519			STK38L	STK38L	NONE	519	1
6_MACS_peak_15990_lociStitched	chr2	202072964	202102124	6	18509	38628.252	5275.044	520	CASP10,CASP8	CASP8	CASP8	CASP8	1.524	520	1
2_MACS_peak_3267_lociStitched	chr10	43890460	43906061	2	12087	35604.6022	2335.4697	521	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.7010000000000001	521	1
8_MACS_peak_10663_lociStitched	chr16	78763280	78804943	8	33335	37475.8685	4216.2956	522	WWOX		WWOX	WWOX	0.017599999999999998	522	1
1_MACS_peak_17161_lociStitched	chr20	56252970	56259047	1	6078	34491.8366	1243.3542	523	PMEPA1		PMEPA1	PMEPA1	0.43520000000000003	523	1
2_MACS_peak_6533_lociStitched	chr12	68751964	68760620	2	6232	34769.4208	1648.968	524		MDM1	MDM1	NONE	NONE	524	1
2_MACS_peak_22569_lociStitched	chr5	130708670	130719210	2	9364	34990.692	1981.52	525	CDC42SE2		CDC42SE2	CDC42SE2	0.2773	525	1
6_MACS_peak_26805_lociStitched	chr8	27930127	27951599	6	13436	36395.04	3407.6064	526	ELP3,C8orf80		C8orf80	C8orf80	0.5291	526	1
2_MACS_peak_2075_lociStitched	chr1	179048821	179058942	2	7986	35319.2537	2343.0115	527	TOR3A		TOR3A	TOR3A	1.3697000000000001	527	1
3_MACS_peak_14428_lociStitched	chr2	37615230	37625044	3	7400	34882.8816	1915.6928	528		QPCT	QPCT	QPCT	4.2553	528	1
2_MACS_peak_6008_lociStitched	chr12	26306188	26312355	2	6147	34325.522	1368.4573	529		SSPN,BHLHE41	BHLHE41	BHLHE41	2.656	529	1
1_MACS_peak_27636_lociStitched	chr8	134508291	134515642	1	7352	34688.6339	1736.3062	530	ST3GAL1		ST3GAL1	ST3GAL1	0.6313000000000001	530	1
4_MACS_peak_4989_lociStitched	chr11	67760487	67778519	4	12521	35759.2592	2825.6144	531	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	1.1869999999999998	531	1
3_MACS_peak_23275_lociStitched	chr6	7135209	7147980	3	11089	35253.0684	2326.8762	532	RREB1		RREB1	RREB1	0.2703	532	1
1_MACS_peak_6695_lociStitched	chr12	92601054	92604946	1	3893	33784.8952	890.8788	533			BTG1	BTG1	NONE	533	1
1_MACS_peak_18030_lociStitched	chr22	38900369	38903791	1	3423	33553.0522	747.3648	534	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.9793000000000001	534	1
2_MACS_peak_6186_lociStitched	chr12	46119431	46132163	2	9832	34828.386	2034.5736	535	ARID2,LOC400027		ARID2	ARID2	0.14539999999999997	535	1
2_MACS_peak_20523_lociStitched	chr4	40302740	40312514	2	9140	34732.8864	1960.6644	536		CHRNA9	CHRNA9	NONE	NONE	536	1
1_MACS_peak_11628_lociStitched	chr17	43660592	43664621	1	4030	33605.4861	884.7684	537		MGC57346,LOC644172	LOC644172	NONE	NONE	537	1
2_MACS_peak_3913_lociStitched	chr10	104401184	104413223	2	10580	34401.4425	1763.7135	538	TRIM8		TRIM8	TRIM8	1.4979	538	1
1_MACS_peak_18234_lociStitched	chr22	48492006	48496063	1	4058	33438.1997	880.7747	539			MIR3201	MIR3201	NONE	539	1
2_MACS_peak_23177_lociStitched	chr6	389082	404174	2	13178	35662.396	3114.9888	540	IRF4		IRF4	IRF4	1.1113	540	1
2_MACS_peak_29783_lociStitched	chrX	119434989	119445669	2	10114	33353.64	843.72	541	FAM70A		FAM70A	FAM70A	0.5326	541	1
1_MACS_peak_16610_lociStitched	chr20	17945774	17952889	1	7116	33888.0335	1432.961	542	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.8914	542	1
1_MACS_peak_5833_lociStitched	chr12	9799515	9804764	1	5250	33581.0024	1173.6764	543	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	1.55	543	1
4_MACS_peak_12972_lociStitched	chr19	2040927	2062801	4	11072	36523.0178	4191.0584	544	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	4.3989	544	1
3_MACS_peak_10711_lociStitched	chr16	81841537	81857636	3	10948	33944.7415	1682.3455	545	PLCG2		PLCG2	PLCG2	0.19269999999999998	545	1
1_MACS_peak_18027_lociStitched	chr22	38700810	38714984	1	14175	34377.6196	2136.0218	546	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.8949	546	1
4_MACS_peak_24632_lociStitched	chr6	135322733	135344061	4	11017	35756.392	3516.9872	547	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.3387	547	1
1_MACS_peak_18123_lociStitched	chr22	41839646	41845265	1	5620	33284.7084	1078.848	548	TOB2	ACO2,PHF5A	TOB2	TOB2	1.3569	548	1
2_MACS_peak_20152_lociStitched	chr3	195631895	195642663	2	7118	34713.8784	2527.2496	549	TNK2	TNK2	TNK2	TNK2	0.6799000000000001	549	1
1_MACS_peak_222_lociStitched	chr1	16160020	16163550	1	3531	32894.305	710.942	550	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.07749999999999999	550	1
3_MACS_peak_18720_lociStitched	chr3	46130294	46141418	3	7887	34390.9584	2228.1372	551			XCR1	XCR1	NONE	551	1
6_MACS_peak_14543_lociStitched	chr2	46785696	46804514	6	13427	35447.4666	3295.0318	552	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.71	552	1
1_MACS_peak_1610_lociStitched	chr1	150335216	150339342	1	4127	33406.9842	1269.5702	553	RPRD2	PRPF3	RPRD2	RPRD2	0.2057	553	1
3_MACS_peak_27216_lociStitched	chr8	81046365	81061752	3	14475	34854.6324	2717.3442	554	TPD52		TPD52	TPD52	0.48179999999999995	554	1
1_MACS_peak_9625_lociStitched	chr15	90637530	90646621	1	9092	33866.7023	1741.8356	555	IDH2		IDH2	IDH2	1.1571	555	1
1_MACS_peak_2465_lociStitched	chr1	211430957	211435029	1	4073	32719.3344	664.5504	556	RCOR3		RCOR3	RCOR3	0.4308	556	1
5_MACS_peak_29816_lociStitched	chrX	128902431	128921397	5	13001	33734.8242	1720.2162	557	XPNPEP2,SASH3		SASH3	SASH3	0.8412	557	1
2_MACS_peak_2125_lociStitched	chr1	183438801	183451278	2	8740	34825.8024	2829.7836	558	SMG7		SMG7	SMG7	0.3023	558	1
1_MACS_peak_9373_lociStitched	chr15	75299076	75303363	1	4288	32869.2864	882.6933	559	SCAMP5	PPCDC,RPP25	SCAMP5	PPCDC	1.7297	559	1
3_MACS_peak_29262_lociStitched	chrX	39953163	39969576	3	13066	32958.9453	1088.1819	560	BCOR		BCOR	BCOR	0.4766	560	1
4_MACS_peak_6906_lociStitched	chr12	109161832	109181241	4	9666	34909.0274	3049.1539	561	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6628999999999999	561	1
5_MACS_peak_1200_lociStitched	chr1	93408855	93428661	5	17130	33783.0942	1935.0462	562	FAM69A		FAM69A	FAM69A	0.3146	562	1
1_MACS_peak_14387_lociStitched	chr2	33716929	33724117	1	7189	33041.0796	1298.1528	563	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.6224000000000001	563	1
1_MACS_peak_14000_lociStitched	chr19	55763889	55772316	1	8428	33242.8296	1531.1859	564	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.8180000000000001	564	1
2_MACS_peak_10900_lociStitched	chr17	3459479	3467000	2	5035	32932.9548	1247.7339	565	TRPV3	TRPV1	TRPV3	TRPV3	0.5522	565	1
1_MACS_peak_15719_lociStitched	chr2	174826455	174831688	1	5234	32351.4526	732.0967	566	SP3		SP3	SP3	0.4065	566	1
1_MACS_peak_19660_lociStitched	chr3	150315320	150323639	1	8320	33151.215	1563.1401	567	SELT		SELT	SELT	0.7955	567	1
2_MACS_peak_19386_lociStitched	chr3	124501972	124512088	2	8701	33132.9348	1618.56	568	ITGB5		UMPS	UMPS	NONE	568	1
2_MACS_peak_29266_lociStitched	chrX	40028221	40037099	2	6576	32268.8666	797.2444	569	BCOR		BCOR	BCOR	0.4766	569	1
1_MACS_peak_20618_lociStitched	chr4	56812399	56817077	1	4679	32474.2082	1024.482	570	CEP135		CEP135	CEP135	0.2963	570	1
2_MACS_peak_26938_lociStitched	chr8	38792521	38802009	2	6198	32940.4384	1516.1824	571	PLEKHA2	HTRA4	HTRA4	NONE	NONE	571	1
3_MACS_peak_2905_lociStitched	chr10	3798738	3808443	3	7130	33144.516	1735.254	572		KLF6	KLF6	KLF6	1.7522000000000002	572	1
4_MACS_peak_28781_lociStitched	chr9	130532006	130550922	4	11927	34107.4396	2716.3376	573	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.5678000000000001	573	1
4_MACS_peak_5905_lociStitched	chr12	13242161	13255968	4	10303	33927.9411	2551.5336	574	GSG1	KIAA1467	GSG1	GSG1	0.8280000000000001	574	1
1_MACS_peak_1980_lociStitched	chr1	167596378	167601982	1	5605	32838.8796	1518.684	575	RCSD1		RCSD1	RCSD1	0.3385	575	1
3_MACS_peak_2101_lociStitched	chr1	181095788	181105414	3	9417	33900.8468	2622.1224	576		IER5	IER5	IER5	1.0752000000000002	576	1
1_MACS_peak_6904_lociStitched	chr12	109082712	109087989	1	5278	32364.8964	1115.5578	577	CORO1C		CORO1C	CORO1C	0.6628999999999999	577	1
2_MACS_peak_12125_lociStitched	chr17	74721276	74735057	2	8623	33595.3218	2370.332	578	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.8904	578	1
2_MACS_peak_15552_lociStitched	chr2	153914532	153929038	2	9427	33671.3272	2496.4826	579			ARL6IP6	ARL6IP6	NONE	579	1
2_MACS_peak_3722_lociStitched	chr10	90143999	90152807	2	5685	32682.9648	1587.2016	580	RNLS		RNLS	RNLS	0.11989999999999999	580	1
5_MACS_peak_8675_lociStitched	chr15	21976481	22002418	5	16027	34843.7658	3779.0209	581		LOC646214,CXADRP2	CXADRP2	LOC646214	0.039099999999999996	581	1
3_MACS_peak_23719_lociStitched	chr6	33279559	33292518	3	9047	33408.302	2357.2421	582	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.7248	582	1
2_MACS_peak_12150_lociStitched	chr17	75361662	75369755	2	6138	32424.6045	1375.81	583	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.4202	583	1
1_MACS_peak_20078_lociStitched	chr3	187084708	187087746	1	3039	31923.6078	879.501	584	RTP4		RTP4	RTP4	2.3214	584	1
1_MACS_peak_26241_lociStitched	chr7	128761030	128764668	1	3639	32243.594	1269.2982	585		LOC407835,TSPAN33	LOC407835	LOC407835	2.6141	585	1
2_MACS_peak_806_lociStitched	chr1	46790207	46799693	2	6503	32662.1952	1703.6856	586		UQCRH,NSUN4,LRRC41	NSUN4	UQCRH	0.6392	586	1
1_MACS_peak_22969_lociStitched	chr5	159893188	159898711	1	5524	32035.6092	1080.2988	587		PTTG1,MIR3142,MIR146A,SLU7	MIR3142	MIR3142	0.49050000000000005	587	1
2_MACS_peak_11937_lociStitched	chr17	62980159	62986061	2	5229	32092.7152	1165.645	588		AMZ2P1	AMZ2P1	AMZ2P1	0.6718000000000001	588	1
2_MACS_peak_20789_lociStitched	chr4	78735993	78749433	2	9574	32971.008	2097.984	589	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.22119999999999998	589	1
2_MACS_peak_18800_lociStitched	chr3	49054603	49067712	2	8543	33034.68	2180.0267	590	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	2.0571	590	1
2_MACS_peak_20212_lociStitched	chr4	1712478	1725359	2	7976	32643.0302	1796.8995	591	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	2.0015	591	1
1_MACS_peak_27478_lociStitched	chr8	120885367	120890805	1	5439	32155.9816	1326.3282	592	DEPDC6	TAF2,DSCC1	DEPDC6	DEPDC6	0.754	592	1
2_MACS_peak_16736_lociStitched	chr20	31257643	31270357	2	7807	32631.7524	1816.8306	593		C20orf203	C20orf203	NONE	NONE	593	1
1_MACS_peak_15850_lociStitched	chr2	188731662	188735189	1	3528	31531.0273	716.3337	594			TFPI	TFPI	NONE	594	1
1_MACS_peak_9269_lociStitched	chr15	68478638	68485688	1	7051	31883.625	1102.62	595	PIAS1,CALML4	CLN6	CALML4	CALML4	1.529	595	1
1_MACS_peak_20628_lociStitched	chr4	57622507	57626175	1	3669	31610.824	847.308	596			SPINK2	SPINK2	NONE	596	1
3_MACS_peak_13865_lociStitched	chr19	48824065	48838017	3	10448	33388.5312	2675.9936	597	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.0184	597	1
2_MACS_peak_9379_lociStitched	chr15	75352982	75363321	2	8094	32736.3757	2067.8	598		PPCDC	PPCDC	PPCDC	1.7297	598	1
1_MACS_peak_19319_lociStitched	chr3	119810560	119815710	1	5151	31722.455	1112.915	599	GSK3B		GSK3B	GSK3B	0.05840000000000001	599	1
1_MACS_peak_13002_lociStitched	chr19	2594906	2600339	1	5434	32078.0619	1515.2637	600	GNG7		GNG7	GNG7	0.777	600	1
4_MACS_peak_4950_lociStitched	chr11	67030029	67046958	4	10062	32911.6689	2358.2097	601	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.7385000000000002	601	1
1_MACS_peak_28887_lociStitched	chr9	134550865	134555674	1	4810	31641.7773	1105.1082	602	RAPGEF1		RAPGEF1	RAPGEF1	0.2414	602	1
3_MACS_peak_23649_lociStitched	chr6	31157778	31173032	3	7930	32840.3366	2338.4382	603	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.8536	603	1
2_MACS_peak_23291_lociStitched	chr6	7958392	7965264	2	6358	32115.6048	1652.0288	604	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	5.9895000000000005	604	1
4_MACS_peak_27385_lociStitched	chr8	103816023	103827343	4	9124	31336.024	902.204	605		AZIN1	AZIN1	AZIN1	0.1131	605	1
1_MACS_peak_23752_lociStitched	chr6	34622941	34627230	1	4290	31256.0875	864.6624	606	C6orf106		C6orf106	C6orf106	0.2811	606	1
1_MACS_peak_10557_lociStitched	chr16	68502237	68505957	1	3721	31152.396	800.544	607		SMPD3	SMPD3	SMPD3	0.3921	607	1
3_MACS_peak_19810_lociStitched	chr3	169481380	169492409	3	6488	32641.4284	2316.09	608	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	ARPM1	2.3288	608	1
3_MACS_peak_16987_lociStitched	chr20	45172871	45191626	3	8586	33123.2055	2839.507	609	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4201	609	1
2_MACS_peak_12921_lociStitched	chr19	1015282	1030085	2	11690	33216.4517	2936.9152	610	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	ABCA7	1.0425	610	1
1_MACS_peak_2050_lociStitched	chr1	174966895	174970821	1	3927	31688.709	1423.175	611	CACYBP	MRPS14	CACYBP	CACYBP	1.3023	611	1
1_MACS_peak_5054_lociStitched	chr11	72523206	72527410	1	4205	31164.252	906.3824	612	ATG16L2	STARD10	ATG16L2	ATG16L2	1.5902	612	1
2_MACS_peak_18931_lociStitched	chr3	56948451	56956769	2	6597	31675.7758	1435.6868	613	ARHGEF3		ARHGEF3	ARHGEF3	0.07629999999999999	613	1
2_MACS_peak_21998_lociStitched	chr5	58853035	58861154	2	5213	31550.434	1345.3183	614	PDE4D		PDE4D	PDE4D	0.015899999999999997	614	1
3_MACS_peak_25986_lociStitched	chr7	104576351	104586594	3	7449	32074.9302	1910.3195	615		LOC723809	LOC723809	LOC723809	0.14070000000000002	615	1
1_MACS_peak_3420_lociStitched	chr10	63656376	63665201	1	8826	31783.2375	1628.2125	616	ARID5B		ARID5B	ARID5B	0.4087	616	1
4_MACS_peak_21525_lociStitched	chr4	185366815	185381647	4	10477	32993.784	2850.7104	617	IRF2		IRF2	IRF2	2.7134	617	1
1_MACS_peak_3212_lociStitched	chr10	32634484	32637174	1	2691	30576.961	440.353	618	EPC1		EPC1	EPC1	0.2996	618	1
2_MACS_peak_23328_lociStitched	chr6	11722106	11733639	2	8845	31927.9572	1801.4546	619	C6orf105		C6orf105	C6orf105	0.41290000000000004	619	1
1_MACS_peak_3814_lociStitched	chr10	98028910	98034384	1	5475	31311.8274	1228.3656	620	BLNK	DNTT	BLNK	BLNK	0.35329999999999995	620	1
1_MACS_peak_29364_lociStitched	chrX	48768074	48779446	1	11373	31166.1032	1115.5932	621	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.905	621	1
1_MACS_peak_5729_lociStitched	chr12	4377736	4388573	1	10838	31725.3175	1702.4927	622	CCND2	C12orf5	CCND2	CCND2	0.7552	622	1
2_MACS_peak_2797_lociStitched	chr1	240074583	240082474	2	6464	32069.8131	2068.2311	623			RPS7P5	RPS7P5	NONE	623	1
3_MACS_peak_19174_lociStitched	chr3	101495513	101513342	3	11475	33076.3608	3145.0356	624	FAM55C	NFKBIZ	FAM55C	FAM55C	0.6036	624	1
1_MACS_peak_8271_lociStitched	chr14	69258057	69263788	1	5732	30389.7737	528.9713	625	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.9411	625	1
2_MACS_peak_11230_lociStitched	chr17	27046078	27056621	2	8001	31924.204	2065.3737	626	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.2719	626	1
2_MACS_peak_3742_lociStitched	chr10	91805461	91813138	2	7519	31233.8745	1382.6277	627			KIF20B	KIF20B	NONE	627	1
4_MACS_peak_9097_lociStitched	chr15	52959465	52977157	4	10998	32609.8944	2777.644	628	KIAA1370		KIAA1370	KIAA1370	0.24290000000000003	628	1
1_MACS_peak_23511_lociStitched	chr6	26248918	26253946	1	5029	30727.1136	938.7276	629	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	HIST1H2BF	4.069699999999999	629	1
1_MACS_peak_6798_lociStitched	chr12	98907899	98913246	1	5348	30530.8353	803.6541	630	TMPO,LOC100128191		LOC100128191	LOC100128191	2.2420999999999998	630	1
2_MACS_peak_17456_lociStitched	chr21	37906395	37915646	2	4725	31680.0495	1968.6128	631	CLDN14		CLDN14	CLDN14	0.28259999999999996	631	1
2_MACS_peak_6739_lociStitched	chr12	94541191	94552997	2	8608	31557.438	1877.154	632	PLXNC1		PLXNC1	PLXNC1	0.9511000000000001	632	1
1_MACS_peak_5661_lociStitched	chr11	132226326	132231587	1	5262	30798.4201	1201.6124	633			NTM	NTM	NONE	633	1
1_MACS_peak_8848_lociStitched	chr15	38375781	38380370	1	4590	30584.7672	995.813	634			TMCO5A	TMCO5A	NONE	634	1
2_MACS_peak_23565_lociStitched	chr6	27774537	27784219	2	9200	31388.0758	1826.9934	635	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	3.1151	635	1
3_MACS_peak_1355_lociStitched	chr1	112134605	112148179	3	10059	30984.0124	1444.2736	636	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.2159	636	1
3_MACS_peak_5626_lociStitched	chr11	129233582	129249642	3	10301	32211.542	2720.564	637	BARX2		BARX2	BARX2	0.5659000000000001	637	1
3_MACS_peak_1685_lociStitched	chr1	153929344	153941564	3	8449	32673.836	3218.748	638	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.1539	638	1
1_MACS_peak_19732_lociStitched	chr3	156875168	156879783	1	4616	30568.3755	1119.1375	639	CCNL1	LOC339894	CCNL1	CCNL1	1.2834	639	1
1_MACS_peak_8643_lociStitched	chr14	106206440	106212054	1	5615	29864.7958	430.5938	640			KIAA0125	KIAA0125	NONE	640	1
1_MACS_peak_13889_lociStitched	chr19	49375006	49380567	1	5562	30583.8317	1171.1466	641	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	2.1357	641	1
2_MACS_peak_12082_lociStitched	chr17	73774268	73782397	2	6397	30952.7933	1576.2131	642	UNK,H3F3B	GALK1	UNK	UNK	0.4999	642	1
3_MACS_peak_5753_lociStitched	chr12	6552133	6562914	3	6205	31143.0747	1784.2555	643	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	LOC678655	1.2734999999999999	643	1
2_MACS_peak_17153_lociStitched	chr20	55957819	55975863	2	14351	32154.408	2805.842	644	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.9335000000000001	644	1
3_MACS_peak_9678_lociStitched	chr15	93373663	93389391	3	6647	31646.3088	2312.016	645		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.8619	645	1
3_MACS_peak_26811_lociStitched	chr8	28195146	28207391	3	8032	31530.875	2220.0185	646	PNOC,ZNF395		PNOC	PNOC	0.5882000000000001	646	1
4_MACS_peak_13869_lociStitched	chr19	48880438	48902353	4	11738	32320.242	3037.419	647	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.4784	647	1
2_MACS_peak_27375_lociStitched	chr8	103541790	103549567	2	7468	29996.6667	726.3718	648		ODF1	ODF1	NONE	NONE	648	1
