REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_11690_lociStitched	chr17	46544797	46562035	4	9070	10906.4826	2425.3866	469		SKAP1,HOXB1	SKAP1	NONE	NONE	469	1
1_MACS_peak_9134_lociStitched	chr15	58582586	58591652	1	9067	50429.625	1735.2324	470			LIPC	LIPC	NONE	470	1
3_MACS_peak_23719_lociStitched	chr6	33279559	33292518	3	9047	33408.302	2357.2421	471	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.7248	471	1
2_MACS_peak_20839_lociStitched	chr4	84132486	84144278	2	9045	49206.8368	2227.5088	472			COQ2	COQ2	NONE	472	1
2_MACS_peak_27637_lociStitched	chr8	134576715	134585889	2	9013	49133.1918	1883.4222	473	ST3GAL1		ST3GAL1	ST3GAL1	0.6313000000000001	473	1
1_MACS_peak_16997_lociStitched	chr20	45978274	45987284	1	9011	61277.911	1846.149	474	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3935	474	1
3_MACS_peak_578_lociStitched	chr1	36614129	36627610	3	9011	25559.976	2161.0043	475	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.395	475	1
2_MACS_peak_10596_lociStitched	chr16	70461127	70474154	2	8979	19728.0888	1856.3475	476	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.4818	476	1
3_MACS_peak_20319_lociStitched	chr4	9599032	9610806	3	8971	29001.7168	2008.6444	477		MIR548I2	MIR548I2	NONE	NONE	477	1
2_MACS_peak_25947_lociStitched	chr7	101921668	101935990	2	8960	26243.6328	1993.6224	478	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.3215000000000001	478	1
4_MACS_peak_4842_lociStitched	chr11	64611284	64634223	4	8943	26519.7779	3099.0589	479	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.1371	479	1
2_MACS_peak_5547_lociStitched	chr11	122929033	122941781	2	8939	41668.1128	2572.5464	480	HSPA8	LOC341056	HSPA8	HSPA8	2.409	480	1
3_MACS_peak_23871_lociStitched	chr6	42737925	42752189	3	8939	42137.2824	2128.1888	481		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.8171	481	1
2_MACS_peak_16768_lociStitched	chr20	32461603	32473789	2	8932	92172.4668	2241.0054	482			CHMP4B	CHMP4B	2.5751999999999997	482	1
2_MACS_peak_28439_lociStitched	chr9	98267145	98279600	2	8895	24949.856	1565.5935	483	PTCH1		PTCH1	PTCH1	0.6393	483	1
4_MACS_peak_2313_lociStitched	chr1	203236315	203248405	4	8877	43070.625	3356.184	484		BTG2,CHIT1,LOC730227	LOC730227	LOC730227	7.1023	484	1
3_MACS_peak_13338_lociStitched	chr19	16180538	16198102	3	8875	37925.9452	2703.0996	485	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.8334	485	1
2_MACS_peak_20488_lociStitched	chr4	38124286	38136231	2	8871	39475.836	2121.432	486	TBC1D1		PTTG2	PTTG2	NONE	486	1
1_MACS_peak_23332_lociStitched	chr6	11827867	11836718	1	8852	77685.227	2106.538	487		C6orf105	C6orf105	C6orf105	0.41290000000000004	487	1
1_MACS_peak_4572_lociStitched	chr11	35159878	35168727	1	8850	36836.6172	2084.8244	488	CD44		CD44	CD44	0.5504	488	1
3_MACS_peak_22237_lociStitched	chr5	86408411	86420325	3	8849	42786.7482	2308.9332	489	MIR4280		MIR4280	MIR4280	0.46720000000000006	489	1
2_MACS_peak_23328_lociStitched	chr6	11722106	11733639	2	8845	31927.9572	1801.4546	490	C6orf105		C6orf105	C6orf105	0.41290000000000004	490	1
3_MACS_peak_17393_lociStitched	chr21	34695937	34712529	3	8843	44811.6736	4045.1296	491	IFNAR1		IFNAR1	IFNAR1	0.9472999999999999	491	1
1_MACS_peak_5514_lociStitched	chr11	119591852	119600687	1	8836	11043.75	1205.9775	492	PVRL1		PVRL1	PVRL1	0.4618	492	1
1_MACS_peak_3420_lociStitched	chr10	63656376	63665201	1	8826	31783.2375	1628.2125	493	ARID5B		ARID5B	ARID5B	0.4087	493	1
1_MACS_peak_22718_lociStitched	chr5	140886057	140894881	1	8825	16139.096	1400.3688	494	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.4286	494	1
2_MACS_peak_11472_lociStitched	chr17	38251456	38261385	2	8825	17419.4376	1935.1621	495	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.8618	495	1
3_MACS_peak_7113_lociStitched	chr12	123355186	123364905	3	8812	16768.1907	934.9678	496	VPS37B	HIP1R	VPS37B	VPS37B	1.1399	496	1
2_MACS_peak_3998_lociStitched	chr10	112216110	112226066	2	8810	89947.482	2291.8712	497		DUSP5	DUSP5	DUSP5	1.6462999999999999	497	1
1_MACS_peak_1335_lociStitched	chr1	111172681	111181479	1	8799	61637.0284	1153.4178	498		KCNA2,KCNA3	KCNA2	KCNA3	1.0111	498	1
5_MACS_peak_11656_lociStitched	chr17	45681796	45702652	5	8795	7843.9416	2700.852	499	NPEPPS	KPNB1	KPNB1	KPNB1	0.3358	499	1
3_MACS_peak_10239_lociStitched	chr16	30379544	30394840	3	8794	21259.9104	2328.0512	500	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	1.2422	500	1
2_MACS_peak_13341_lociStitched	chr19	16221383	16231851	2	8786	36953.0868	2079.9916	501	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.8334	501	1
3_MACS_peak_606_lociStitched	chr1	38140962	38158904	3	8781	19617.7828	2890.4562	502	CDCA8,C1orf109	RSPO1	C1orf109	C1orf109	0.7021999999999999	502	1
5_MACS_peak_1736_lociStitched	chr1	155210144	155232998	5	8777	19677.294	4774.2006	503	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.8427	503	1
3_MACS_peak_16368_lociStitched	chr2	239167371	239176495	3	8775	11070.1492	884.1156	504	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.08500000000000002	504	1
3_MACS_peak_28675_lociStitched	chr9	123630346	123641526	3	8775	39733.72	1846.936	505	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.1981	505	1
2_MACS_peak_28630_lociStitched	chr9	117127865	117136805	2	8772	35479.284	1449.174	506	AKNA	ORM1,ORM2	AKNA	AKNA	0.9465000000000001	506	1
5_MACS_peak_10604_lociStitched	chr16	70827162	70850365	5	8755	13142.1792	3266.9824	507	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.1145	507	1
2_MACS_peak_19906_lociStitched	chr3	177068562	177079792	2	8753	76868.227	3214.026	508			TBL1XR1	TBL1XR1	0.4349	508	1
3_MACS_peak_13779_lociStitched	chr19	45541498	45553835	3	8748	18937.295	2019.5669	509	CLASRP	RELB,GEMIN7,ZNF296	CLASRP	GEMIN7	1.0616999999999999	509	1
2_MACS_peak_18264_lociStitched	chr22	50906835	50920881	2	8744	14371.8672	1693.9476	510	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP	SBF1	SCO2	1.1612	510	1
1_MACS_peak_6831_lociStitched	chr12	102870787	102879529	1	8743	62260.524	1874.2848	511	IGF1		IGF1	IGF1	0.5977	511	1
2_MACS_peak_2125_lociStitched	chr1	183438801	183451278	2	8740	34825.8024	2829.7836	512	SMG7		SMG7	SMG7	0.3023	512	1
3_MACS_peak_28398_lociStitched	chr9	95514539	95528986	3	8722	16017.3889	2119.3749	513	BICD2	ANKRD19	BICD2	BICD2	0.40369999999999995	513	1
2_MACS_peak_11588_lociStitched	chr17	42287142	42299848	2	8712	24911.3836	1838.5582	514	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.1259	514	1
3_MACS_peak_27305_lociStitched	chr8	95998102	96010478	3	8709	10210.2	1136.1168	515		C8orf38,TP53INP1	C8orf38	TP53INP1	0.7086	515	1
3_MACS_peak_5492_lociStitched	chr11	118887955	118901993	3	8707	24973.602	2479.1108	516	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	SLC37A4	SLC37A4	0.8448	516	1
2_MACS_peak_19386_lociStitched	chr3	124501972	124512088	2	8701	33132.9348	1618.56	517	ITGB5		UMPS	UMPS	NONE	517	1
2_MACS_peak_9296_lociStitched	chr15	70385361	70394061	2	8698	16121.97	1445.07	518	TLE3	MIR629	TLE3	TLE3	0.2544	518	1
1_MACS_peak_13211_lociStitched	chr19	11199490	11208180	1	8691	26521.88	1512.929	519	LDLR		LDLR	LDLR	0.4832	519	1
1_MACS_peak_1853_lociStitched	chr1	160676429	160685117	1	8689	47479.92	2751.4896	520	CD48	SLAMF7	CD48	CD48	2.1679999999999997	520	1
2_MACS_peak_14814_lociStitched	chr2	70310216	70323345	2	8688	82851.8674	2348.7781	521	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	6.6178	521	1
2_MACS_peak_17103_lociStitched	chr20	52345442	52358573	2	8679	38254.5423	2397.7206	522			SUMO1P1	SUMO1P1	1.4533	522	1
2_MACS_peak_23986_lociStitched	chr6	52527667	52536624	2	8674	25094.8269	2004.5766	523	LOC730101,TMEM14A		LOC730101	LOC730101	1.5417	523	1
2_MACS_peak_25517_lociStitched	chr7	52774498	52788436	2	8673	31246.2084	1995.9216	524			POM121L12	POM121L12	NONE	524	1
1_MACS_peak_2228_lociStitched	chr1	197739993	197748645	1	8653	60091.6008	2471.8764	525	DENND1B		DENND1B	DENND1B	0.1771	525	1
1_MACS_peak_2438_lociStitched	chr1	209275292	209283933	1	8642	90096.2506	2366.7699	526			LOC642587	LOC642587	NONE	526	1
3_MACS_peak_6450_lociStitched	chr12	58225018	58241259	3	8636	18168.8067	2471.8802	527	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.4034	527	1
2_MACS_peak_8988_lociStitched	chr15	45016110	45029260	2	8633	24798.27	2397.245	528	TRIM69	B2M,PATL2	TRIM69	B2M	1.0574999999999999	528	1
2_MACS_peak_458_lociStitched	chr1	28903316	28914539	2	8631	18599.8779	2117.7801	529	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	SNHG12	1.1320999999999999	529	1
4_MACS_peak_22735_lociStitched	chr5	141386414	141396811	4	8627	19441.3503	2055.4869	530	GNPDA1	RNF14,PCDH12	GNPDA1	GNPDA1	0.7775	530	1
2_MACS_peak_12125_lociStitched	chr17	74721276	74735057	2	8623	33595.3218	2370.332	531	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.8904	531	1
1_MACS_peak_15569_lociStitched	chr2	158293859	158302480	1	8622	65300.6266	1956.1049	532	CYTIP		CYTIP	CYTIP	1.5991	532	1
2_MACS_peak_6739_lociStitched	chr12	94541191	94552997	2	8608	31557.438	1877.154	533	PLXNC1		PLXNC1	PLXNC1	0.9511000000000001	533	1
5_MACS_peak_3936_lociStitched	chr10	105249991	105268065	5	8588	10828.1334	2732.7888	534	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	2.448	534	1
3_MACS_peak_16987_lociStitched	chr20	45172871	45191626	3	8586	33123.2055	2839.507	535	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4201	535	1
1_MACS_peak_11462_lociStitched	chr17	38016449	38025023	1	8575	39316.077	1755.0978	536	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9529000000000001	536	1
3_MACS_peak_28357_lociStitched	chr9	93670963	93688434	3	8570	56483.743	2557.7544	537			SYK	SYK	NONE	537	1
2_MACS_peak_18800_lociStitched	chr3	49054603	49067712	2	8543	33034.68	2180.0267	538	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	2.0571	538	1
1_MACS_peak_14973_lociStitched	chr2	86220234	86228775	1	8542	71909.2413	1721.0115	539		LOC90784	LOC90784	LOC90784	0.004699999999999996	539	1
3_MACS_peak_18047_lociStitched	chr22	39409138	39422161	3	8534	36640.2105	2069.3547	540	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	1.2231999999999998	540	1
2_MACS_peak_19667_lociStitched	chr3	151911064	151919837	2	8533	30191.4022	1500.183	541			MBNL1	MBNL1	0.1478	541	1
4_MACS_peak_4299_lociStitched	chr11	6623648	6641226	4	8533	16569.0228	2664.8248	542	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	TAF10	0.6575	542	1
3_MACS_peak_11237_lociStitched	chr17	27219536	27230774	3	8531	28053.4194	2232.9906	543	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.8251000000000001	543	1
5_MACS_peak_5385_lociStitched	chr11	111280027	111294287	5	8527	24343.246	2602.45	544		POU2AF1	POU2AF1	POU2AF1	1.938	544	1
3_MACS_peak_12278_lociStitched	chr17	80405809	80423934	3	8521	38841.875	2867.375	545	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.35419999999999996	545	1
3_MACS_peak_25447_lociStitched	chr7	45033689	45047810	3	8507	23782.5882	2410.4547	546	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	CCM2	0.516	546	1
3_MACS_peak_6701_lociStitched	chr12	92854455	92866289	3	8504	47711.1378	2209.4078	547		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.0733	547	1
1_MACS_peak_14760_lociStitched	chr2	66659650	66668148	1	8499	36112.251	1257.704	548	MEIS1		MEIS1	MEIS1	0.19520000000000004	548	1
2_MACS_peak_25236_lociStitched	chr7	26002348	26011622	2	8497	70634.4936	2072.739	549		MIR148A	MIR148A	MIR148A	2.011	549	1
3_MACS_peak_22859_lociStitched	chr5	150590494	150604551	3	8491	16889.4855	2287.0739	550	CCDC69	GM2A	CCDC69	CCDC69	0.28700000000000003	550	1
3_MACS_peak_13357_lociStitched	chr19	16545238	16561419	3	8473	15216.6124	2220.0332	551	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.3569	551	1
3_MACS_peak_3918_lociStitched	chr10	104531649	104543116	3	8468	27628.5898	2369.0822	552	C10orf26		C10orf26	C10orf26	0.4207	552	1
4_MACS_peak_5140_lociStitched	chr11	78127304	78139955	4	8468	11396.0208	1952.0493	553	GAB2		GAB2	NONE	NONE	553	1
3_MACS_peak_16143_lociStitched	chr2	219148478	219160724	3	8452	20646.756	2229.9966	554	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.7785	554	1
3_MACS_peak_1685_lociStitched	chr1	153929344	153941564	3	8449	32673.836	3218.748	555	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.1539	555	1
4_MACS_peak_352_lociStitched	chr1	25558030	25575003	4	8449	23164.7504	2736.0476	556	SYF2,C1orf63	RHD	C1orf63	C1orf63	1.0324	556	1
1_MACS_peak_14000_lociStitched	chr19	55763889	55772316	1	8428	33242.8296	1531.1859	557	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.8180000000000001	557	1
3_MACS_peak_14751_lociStitched	chr2	65609204	65622458	3	8428	18169.9086	1992.0762	558	SPRED2	SPRED2	SPRED2	SPRED2	0.23450000000000001	558	1
1_MACS_peak_23708_lociStitched	chr6	32934588	32943006	1	8419	76633.263	1778.7234	559	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	3.2832000000000003	559	1
2_MACS_peak_2619_lociStitched	chr1	226062637	226071662	2	8413	42277.6125	2387.1125	560	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	2.0330999999999997	560	1
2_MACS_peak_334_lociStitched	chr1	24710273	24720536	2	8409	20358.7131	2212.7028	561	C1orf201	NIPAL3	C1orf201	C1orf201	0.30789999999999995	561	1
2_MACS_peak_1722_lociStitched	chr1	154971127	154979633	2	8407	28781.7522	1836.4454	562	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	3.8572999999999995	562	1
2_MACS_peak_10116_lociStitched	chr16	23343656	23354224	2	8406	106608.9272	2172.7808	563	SCNN1B		SCNN1B	SCNN1B	1.5128000000000001	563	1
3_MACS_peak_21185_lociStitched	chr4	129724325	129741427	3	8399	27014.3192	2515.7042	564	PHF17		PHF17	PHF17	0.38150000000000006	564	1
1_MACS_peak_27555_lociStitched	chr8	126441063	126449452	1	8390	24651.0765	1723.1006	565	TRIB1		TRIB1	TRIB1	1.2514	565	1
2_MACS_peak_8313_lociStitched	chr14	72980400	72989843	2	8388	39979.7734	932.0241	566	RGS6		DPF3	DPF3	0.0415	566	1
3_MACS_peak_24345_lociStitched	chr6	106585627	106595660	3	8380	42798.7714	1959.4449	567		PRDM1	PRDM1	PRDM1	4.5849	567	1
2_MACS_peak_17110_lociStitched	chr20	52481578	52490654	2	8368	38308.8884	1718.9944	568		SUMO1P1	SUMO1P1	SUMO1P1	1.4533	568	1
3_MACS_peak_19401_lociStitched	chr3	125548772	125560494	3	8360	21826.364	2279.929	569		MIR548I1	MIR548I1	NONE	NONE	569	1
3_MACS_peak_11687_lociStitched	chr17	46528244	46537758	3	8352	18648.3914	1759.1386	570		SKAP1	SKAP1	NONE	NONE	570	1
1_MACS_peak_1796_lociStitched	chr1	156626931	156635272	1	8342	31043.5338	2376.3509	571	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.9758	571	1
1_MACS_peak_19660_lociStitched	chr3	150315320	150323639	1	8320	33151.215	1563.1401	572	SELT		SELT	SELT	0.7955	572	1
1_MACS_peak_25828_lociStitched	chr7	92437316	92445632	1	8317	22557.15	1555.9236	573	CDK6		CDK6	CDK6	0.21119999999999997	573	1
3_MACS_peak_28563_lociStitched	chr9	112668834	112683223	3	8291	70458.6163	2548.2919	574	PALM2,PALM2-AKAP2		PALM2	PALM2	0.3341	574	1
3_MACS_peak_8204_lociStitched	chr14	63937025	63952001	3	8290	10125.2736	1187.5968	575	PPP2R5E		PPP2R5E	PPP2R5E	0.052899999999999996	575	1
3_MACS_peak_18751_lociStitched	chr3	46578142	46589484	3	8275	67493.9736	2142.5038	576	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.0884	576	1
2_MACS_peak_13615_lociStitched	chr19	39338549	39349034	2	8273	28975.2975	1512.9855	577	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.0539	577	1
3_MACS_peak_9011_lociStitched	chr15	46994643	47008377	3	8272	24182.8272	2146.6242	578			SEMA6D	SEMA6D	NONE	578	1
4_MACS_peak_28889_lociStitched	chr9	134602297	134615307	4	8261	22806.53	1753.748	579	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.33190000000000003	579	1
1_MACS_peak_12717_lociStitched	chr18	52983262	52991520	1	8259	18978.5356	1075.1916	580	TCF4		TCF4	TCF4	0.11399999999999999	580	1
3_MACS_peak_14367_lociStitched	chr2	31430286	31443326	3	8252	12951.328	2034.24	581	CAPN14	EHD3	CAPN14	CAPN14	0.16920000000000002	581	1
1_MACS_peak_19268_lociStitched	chr3	113460601	113468849	1	8249	22828.8144	1666.096	582	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.5437	582	1
3_MACS_peak_12110_lociStitched	chr17	74257728	74268606	3	8248	28105.4886	1517.481	583	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.6645	583	1
2_MACS_peak_10621_lociStitched	chr16	71876757	71888683	2	8241	19970.087	1892.6562	584	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.48889999999999995	584	1
5_MACS_peak_4881_lociStitched	chr11	65306905	65326772	5	8226	12214.2316	2688.0051	585	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	3.4032	585	1
3_MACS_peak_29993_lociStitched	chrX	153596559	153608906	3	8225	10551.7462	876.637	586	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	0.8513000000000001	586	1
3_MACS_peak_2254_lociStitched	chr1	200588792	200598466	3	8223	18413.4916	2625.5236	587	KIF14	DDX59	KIF14	DDX59	0.3117	587	1
2_MACS_peak_28733_lociStitched	chr9	127622740	127635883	2	8220	21600.5205	2013.5076	588	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.7103999999999999	588	1
3_MACS_peak_17818_lociStitched	chr22	27053170	27071071	3	8219	21576.0753	2683.3599	589	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	1.3608	589	1
2_MACS_peak_23383_lociStitched	chr6	15244671	15257614	2	8218	11445.4949	1814.6086	590	JARID2		JARID2	JARID2	0.01709999999999999	590	1
3_MACS_peak_13925_lociStitched	chr19	50369584	50382033	3	8217	38716.39	2208.4526	591	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.9818000000000002	591	1
3_MACS_peak_14788_lociStitched	chr2	68988967	69003742	3	8212	29096.4075	2634.3825	592	ARHGAP25		ARHGAP25	ARHGAP25	0.3055	592	1
2_MACS_peak_24670_lociStitched	chr6	137973914	137983665	2	8199	15190.1078	1591.3632	593			OLIG3	OLIG3	NONE	593	1
2_MACS_peak_14734_lociStitched	chr2	65139917	65151158	2	8197	43955.6823	2040.2415	594	LOC400958		LOC400958	LOC400958	2.4126	594	1
3_MACS_peak_16389_lociStitched	chr2	241499487	241509554	3	8192	20877.9513	867.7754	595	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	0.6277	595	1
3_MACS_peak_4858_lociStitched	chr11	64877540	64890877	3	8191	14523.993	2444.6721	596	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	SYVN1	1.2212999999999998	596	1
3_MACS_peak_8246_lociStitched	chr14	65813194	65825660	3	8188	12186.7616	1077.0624	597			FUT8	FUT8	NONE	597	1
2_MACS_peak_1887_lociStitched	chr1	161416798	161428093	2	8184	5179.887	4171.2435	598		FCGR2A	FCGR2A	FCGR2A	0.055499999999999994	598	1
3_MACS_peak_22885_lociStitched	chr5	153651658	153665255	3	8163	11507.1411	2058.5858	599	GALNT10		GALNT10	GALNT10	0.0519	599	1
4_MACS_peak_28392_lociStitched	chr9	95468364	95485964	4	8163	11112.64	2449.92	600	BICD2	IPPK	IPPK	IPPK	0.03660000000000001	600	1
3_MACS_peak_16502_lociStitched	chr20	5092497	5109082	3	8159	21437.771	2718.2815	601	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.8594999999999999	601	1
3_MACS_peak_16323_lociStitched	chr2	235390697	235406003	3	8156	12215.7186	1230.6024	602	ARL4C		ARL4C	ARL4C	0.42619999999999997	602	1
2_MACS_peak_6546_lociStitched	chr12	69195516	69207131	2	8148	39283.0915	1669.0755	603	MDM2		MDM2	MDM2	0.788	603	1
1_MACS_peak_25798_lociStitched	chr7	90337233	90345379	1	8147	38482.5186	1405.185	604	CDK14		CDK14	CDK14	0.13269999999999998	604	1
4_MACS_peak_26221_lociStitched	chr7	128162741	128178123	4	8128	28921.2364	2817.9824	605		METTL2B	METTL2B	METTL2B	0.6373	605	1
3_MACS_peak_28681_lociStitched	chr9	123688982	123699374	3	8116	27130.3944	1824.8352	606	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.1981	606	1
2_MACS_peak_22435_lociStitched	chr5	112256292	112266853	2	8100	46527.5416	1859.7921	607	REEP5	DCP2	REEP5	REEP5	0.3424	607	1
2_MACS_peak_17490_lociStitched	chr21	41295760	41309237	2	8099	48143.8871	3381.3793	608	PCP4		PCP4	PCP4	0.21300000000000002	608	1
3_MACS_peak_15364_lociStitched	chr2	127413153	127424839	3	8098	20686.5572	1700.313	609	GYPC		GYPC	GYPC	0.34440000000000004	609	1
2_MACS_peak_23694_lociStitched	chr6	32156531	32165849	2	8097	18827.9508	1572.8784	610	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.1663	610	1
2_MACS_peak_27581_lociStitched	chr8	129278209	129287416	2	8094	22892.2848	1853.3691	611			MIR1208	MIR1208	NONE	611	1
2_MACS_peak_9379_lociStitched	chr15	75352982	75363321	2	8094	32736.3757	2067.8	612		PPCDC	PPCDC	PPCDC	1.7297	612	1
2_MACS_peak_11550_lociStitched	chr17	40827020	40835192	2	8085	22040.7012	1399.0464	613	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	1.0563	613	1
2_MACS_peak_7839_lociStitched	chr13	115039342	115048695	2	8081	35889.3316	1844.4116	614	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.9840000000000001	614	1
2_MACS_peak_15250_lociStitched	chr2	112231424	112242389	2	8081	9565.866	1480.275	615	LOC541471		LOC541471	LOC541471	0.4142	615	1
3_MACS_peak_15197_lociStitched	chr2	109829601	109843133	3	8081	30562.022	2431.7004	616	SH3RF3		MIR4265	MIR4265	NONE	616	1
2_MACS_peak_14562_lociStitched	chr2	47526679	47539614	2	8080	52441.077	2065.7195	617			EPCAM	EPCAM	NONE	617	1
2_MACS_peak_25164_lociStitched	chr7	20476769	20489867	2	8073	24680.5614	2009.2332	618			ITGB8	ITGB8	NONE	618	1
5_MACS_peak_8982_lociStitched	chr15	44954498	44976418	5	8069	18362.384	3382.256	619	SPG11,PATL2	B2M	PATL2	B2M	1.0574999999999999	619	1
2_MACS_peak_28856_lociStitched	chr9	132646203	132657791	2	8064	38775.7656	1883.05	620	FNBP1	USP20,C9orf78	USP20	USP20	0.2685	620	1
2_MACS_peak_17538_lociStitched	chr21	44725935	44734435	2	8046	41422.2	2032.35	621			SIK1	SIK1	NONE	621	1
4_MACS_peak_306_lociStitched	chr1	23937798	23954532	4	8045	19393.0326	2444.8374	622	MDS2		MDS2	MDS2	0.1023	622	1
3_MACS_peak_2632_lociStitched	chr1	226308582	226317047	3	8044	58353.4775	2569.974	623			ACBD3	ACBD3	0.1523	623	1
3_MACS_peak_5725_lociStitched	chr12	4251324	4263645	3	8039	14583.1356	1920.8439	624			CCND2	CCND2	0.7552	624	1
2_MACS_peak_21550_lociStitched	chr4	186225319	186233589	2	8034	27596.163	1539.047	625	SNX25		LRP2BP	LRP2BP	0.2539	625	1
3_MACS_peak_26811_lociStitched	chr8	28195146	28207391	3	8032	31530.875	2220.0185	626	PNOC,ZNF395		PNOC	PNOC	0.5882000000000001	626	1
