REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_1504_lociStitched	chr1	145434045	145441176	1	7132	45399.5115	2363.2134	563	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	3.0298	563	1
3_MACS_peak_16987_lociStitched	chr20	45172871	45191626	3	8586	33123.2055	2839.507	564	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4201	564	1
2_MACS_peak_25517_lociStitched	chr7	52774498	52788436	2	8673	31246.2084	1995.9216	565			POM121L12	POM121L12	NONE	565	1
3_MACS_peak_28678_lociStitched	chr9	123653430	123667560	3	7992	38302.191	2178.846	567	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.1981	567	1
2_MACS_peak_6739_lociStitched	chr12	94541191	94552997	2	8608	31557.438	1877.154	569	PLXNC1		PLXNC1	PLXNC1	0.9511000000000001	569	1
1_MACS_peak_14000_lociStitched	chr19	55763889	55772316	1	8428	33242.8296	1531.1859	570	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.8180000000000001	570	1
2_MACS_peak_25947_lociStitched	chr7	101921668	101935990	2	8960	26243.6328	1993.6224	576	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.3215000000000001	576	1
2_MACS_peak_7839_lociStitched	chr13	115039342	115048695	2	8081	35889.3316	1844.4116	582	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.9840000000000001	582	1
1_MACS_peak_19660_lociStitched	chr3	150315320	150323639	1	8320	33151.215	1563.1401	583	SELT		SELT	SELT	0.7955	583	1
2_MACS_peak_16603_lociStitched	chr20	17827697	17838763	2	7401	41291.6724	1757.2808	585			SNORD17	SNORD17	0.4612	585	1
2_MACS_peak_19667_lociStitched	chr3	151911064	151919837	2	8533	30191.4022	1500.183	586			MBNL1	MBNL1	0.1478	586	1
2_MACS_peak_17786_lociStitched	chr22	24822592	24832072	2	7944	36520.752	1644.78	587	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.4125999999999999	587	1
2_MACS_peak_2067_lociStitched	chr1	178544420	178552008	2	6804	45882.3596	2285.5056	588		C1orf220	C1orf220	C1orf220	0.3538	588	1
3_MACS_peak_1685_lociStitched	chr1	153929344	153941564	3	8449	32673.836	3218.748	590	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.1539	590	1
1_MACS_peak_18398_lociStitched	chr3	13371460	13378188	1	6729	45078.9456	1159.9072	591	NUP210		NUP210	NUP210	0.5714	591	1
1_MACS_peak_13211_lociStitched	chr19	11199490	11208180	1	8691	26521.88	1512.929	600	LDLR		LDLR	LDLR	0.4832	600	1
2_MACS_peak_1864_lociStitched	chr1	161007770	161018289	2	7065	43411.913	2564.5322	601	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	2.4403	601	1
2_MACS_peak_26037_lociStitched	chr7	106503992	106513650	2	7869	36986.2768	2769.9144	602	PIK3CG		PIK3CG	PIK3CG	0.6978	602	1
2_MACS_peak_2075_lociStitched	chr1	179048821	179058942	2	7986	35319.2537	2343.0115	604	TOR3A		TOR3A	TOR3A	1.3697000000000001	604	1
3_MACS_peak_9628_lociStitched	chr15	90721467	90736252	3	7650	38177.827	2377.428	609	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.7145	609	1
1_MACS_peak_1796_lociStitched	chr1	156626931	156635272	1	8342	31043.5338	2376.3509	610	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.9758	610	1
3_MACS_peak_11237_lociStitched	chr17	27219536	27230774	3	8531	28053.4194	2232.9906	611	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.8251000000000001	611	1
2_MACS_peak_12152_lociStitched	chr17	75434576	75442947	2	7158	40534.0562	1431.441	614	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.4202	614	1
2_MACS_peak_8701_lociStitched	chr15	23660154	23669486	2	7400	38888.3104	1672.2944	615			MKRN3	MKRN3	NONE	615	1
2_MACS_peak_9379_lociStitched	chr15	75352982	75363321	2	8094	32736.3757	2067.8	616		PPCDC	PPCDC	PPCDC	1.7297	616	1
2_MACS_peak_1824_lociStitched	chr1	159036095	159048304	2	7085	42622.8399	3096.2024	617	AIM2		AIM2	AIM2	1.5792	617	1
2_MACS_peak_1722_lociStitched	chr1	154971127	154979633	2	8407	28781.7522	1836.4454	618	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	3.8572999999999995	618	1
2_MACS_peak_6395_lociStitched	chr12	56726388	56734300	2	7414	37957.0288	1407.5448	623	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	2.5144	623	1
3_MACS_peak_18720_lociStitched	chr3	46130294	46141418	3	7887	34390.9584	2228.1372	624			XCR1	XCR1	NONE	624	1
3_MACS_peak_3918_lociStitched	chr10	104531649	104543116	3	8468	27628.5898	2369.0822	625	C10orf26		C10orf26	C10orf26	0.4207	625	1
2_MACS_peak_1697_lociStitched	chr1	154296825	154308087	2	7124	41233.5606	2682.6084	626	AQP10,ATP8B2		ATP8B2	ATP8B2	1.7198	626	1
2_MACS_peak_1338_lociStitched	chr1	111323374	111331698	2	7262	38377.802	965.584	627			CD53	CD53	NONE	627	1
2_MACS_peak_20212_lociStitched	chr4	1712478	1725359	2	7976	32643.0302	1796.8995	628	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	2.0015	628	1
2_MACS_peak_13615_lociStitched	chr19	39338549	39349034	2	8273	28975.2975	1512.9855	629	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.0539	629	1
2_MACS_peak_11230_lociStitched	chr17	27046078	27056621	2	8001	31924.204	2065.3737	633	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.2719	633	1
3_MACS_peak_23649_lociStitched	chr6	31157778	31173032	3	7930	32840.3366	2338.4382	635	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.8536	635	1
3_MACS_peak_26811_lociStitched	chr8	28195146	28207391	3	8032	31530.875	2220.0185	636	PNOC,ZNF395		PNOC	PNOC	0.5882000000000001	636	1
3_MACS_peak_12110_lociStitched	chr17	74257728	74268606	3	8248	28105.4886	1517.481	637	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.6645	637	1
3_MACS_peak_21185_lociStitched	chr4	129724325	129741427	3	8399	27014.3192	2515.7042	638	PHF17		PHF17	PHF17	0.38150000000000006	638	1
2_MACS_peak_1711_lociStitched	chr1	154755725	154765719	2	7157	39851.075	2742.3536	639	KCNN3		KCNN3	KCNN3	0.47009999999999996	639	1
2_MACS_peak_27464_lociStitched	chr8	118450459	118457555	2	6853	40789.9368	1546.2184	642			MED30	MED30	NONE	642	1
3_MACS_peak_1871_lociStitched	chr1	161122694	161137591	3	7573	37109.9167	3691.4766	643	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	2.5578	643	1
3_MACS_peak_15197_lociStitched	chr2	109829601	109843133	3	8081	30562.022	2431.7004	644	SH3RF3		MIR4265	MIR4265	NONE	644	1
3_MACS_peak_14788_lociStitched	chr2	68988967	69003742	3	8212	29096.4075	2634.3825	645	ARHGAP25		ARHGAP25	ARHGAP25	0.3055	645	1
1_MACS_peak_22360_lociStitched	chr5	100235029	100241752	1	6724	41464.1025	1407.7962	646	ST8SIA4		ST8SIA4	ST8SIA4	0.5236999999999999	646	1
1_MACS_peak_6408_lociStitched	chr12	57076549	57083804	1	7256	37376.309	1310.9785	647	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.1148	647	1
2_MACS_peak_26780_lociStitched	chr8	26428292	26437491	2	7976	30848.8465	1749.6498	648	DPYSL2		DPYSL2	DPYSL2	0.15650000000000003	648	1
2_MACS_peak_16736_lociStitched	chr20	31257643	31270357	2	7807	32631.7524	1816.8306	650		C20orf203	C20orf203	NONE	NONE	650	1
1_MACS_peak_18498_lociStitched	chr3	23846899	23854856	1	7958	29980.3846	1278.6899	659	UBE2E1		UBE2E1	UBE2E1	0.2856	659	1
2_MACS_peak_12995_lociStitched	chr19	2468773	2480336	2	7968	30550.6023	2350.7579	665	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	2.0619	665	1
4_MACS_peak_26221_lociStitched	chr7	128162741	128178123	4	8128	28921.2364	2817.9824	666		METTL2B	METTL2B	METTL2B	0.6373	666	1
2_MACS_peak_29975_lociStitched	chrX	153189263	153200752	2	7320	35451.6073	996.0963	667	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.9043	667	1
2_MACS_peak_10257_lociStitched	chr16	30661222	30673209	2	7848	31203.3597	1989.842	668	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.8754	668	1
1_MACS_peak_15735_lociStitched	chr2	175457431	175464206	1	6776	39635.7825	1134.135	670	WIPF1		WIPF1	WIPF1	0.41759999999999997	670	1
1_MACS_peak_15454_lociStitched	chr2	135162772	135170657	1	7886	29860.495	1434.2815	671	MGAT5	LOC151162	LOC151162	NONE	NONE	671	1
1_MACS_peak_23572_lociStitched	chr6	27857219	27864307	1	7089	37501.8992	1663.5536	673	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	3.402	673	1
2_MACS_peak_361_lociStitched	chr1	25869655	25877966	2	7956	28808.4193	1499.3044	675	LDLRAP1		LDLRAP1	LDLRAP1	1.0293	675	1
3_MACS_peak_28681_lociStitched	chr9	123688982	123699374	3	8116	27130.3944	1824.8352	676	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.1981	676	1
3_MACS_peak_14428_lociStitched	chr2	37615230	37625044	3	7400	34882.8816	1915.6928	677		QPCT	QPCT	QPCT	4.2553	677	1
2_MACS_peak_21550_lociStitched	chr4	186225319	186233589	2	8034	27596.163	1539.047	678	SNX25		LRP2BP	LRP2BP	NONE	678	1
2_MACS_peak_6027_lociStitched	chr12	27329963	27340216	2	7331	35256.9911	1900.9062	680			STK38L	STK38L	NONE	680	1
1_MACS_peak_27636_lociStitched	chr8	134508291	134515642	1	7352	34688.6339	1736.3062	683	ST3GAL1		ST3GAL1	ST3GAL1	0.6313000000000001	683	1
2_MACS_peak_22404_lociStitched	chr5	109189925	109201812	2	7269	35576.6023	2062.3945	686	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	686	1
3_MACS_peak_2263_lociStitched	chr1	200851046	200863621	3	7247	36402.11	2706.14	688	C1orf106	GPR25,C1orf106	C1orf106	C1orf106	0.958	688	1
2_MACS_peak_2266_lociStitched	chr1	200986850	200996585	2	8006	28082.5545	2470.743	690	KIF21B		KIF21B	KIF21B	0.39230000000000004	690	1
2_MACS_peak_6842_lociStitched	chr12	104318532	104326461	2	6728	39032.8812	1453.3857	692	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.4382999999999999	692	1
1_MACS_peak_4430_lociStitched	chr11	16979520	16986693	1	7174	35421.7086	1392.2793	693	PLEKHA7		PLEKHA7	PLEKHA7	0.22870000000000001	693	1
2_MACS_peak_12791_lociStitched	chr18	60798240	60811496	2	7976	27754.0872	2269.4272	695	BCL2		BCL2	BCL2	0.8160999999999999	695	1
2_MACS_peak_3742_lociStitched	chr10	91805461	91813138	2	7519	31233.8745	1382.6277	702			KIF20B	KIF20B	NONE	702	1
2_MACS_peak_17813_lociStitched	chr22	27005334	27014843	2	7074	35717.7058	1759.165	703	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.3608	703	1
1_MACS_peak_12715_lociStitched	chr18	52930556	52938262	1	7707	28774.204	1372.4386	706	TCF4		CCDC68	CCDC68	NONE	706	1
3_MACS_peak_25986_lociStitched	chr7	104576351	104586594	3	7449	32074.9302	1910.3195	707		LOC723809	LOC723809	LOC723809	0.14070000000000002	707	1
1_MACS_peak_18889_lociStitched	chr3	52737973	52745691	1	7719	28292.6444	1313.6036	711	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	1.3340999999999998	711	1
1_MACS_peak_13843_lociStitched	chr19	47728720	47736418	1	7699	28099.2396	1163.9376	713	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.2059	713	1
2_MACS_peak_27375_lociStitched	chr8	103541790	103549567	2	7468	29996.6667	726.3718	716		ODF1	ODF1	NONE	NONE	716	1
1_MACS_peak_14109_lociStitched	chr2	5834605	5842283	1	7679	27831.2144	925.9668	718	SOX11		SOX11	SOX11	1.4161	718	1
1_MACS_peak_16610_lociStitched	chr20	17945774	17952889	1	7116	33888.0335	1432.961	719	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.8914	719	1
2_MACS_peak_20530_lociStitched	chr4	40622407	40634228	2	7455	30943.8317	1806.2488	720	RBM47		RBM47	RBM47	0.18450000000000003	720	1
1_MACS_peak_14387_lociStitched	chr2	33716929	33724117	1	7189	33041.0796	1298.1528	721	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.6224000000000001	721	1
2_MACS_peak_20152_lociStitched	chr3	195631895	195642663	2	7118	34713.8784	2527.2496	725	TNK2	TNK2	TNK2	TNK2	0.6799000000000001	725	1
3_MACS_peak_6329_lociStitched	chr12	53763890	53776586	3	7625	29063.6832	2299.2456	732	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.6547	732	1
3_MACS_peak_24442_lociStitched	chr6	113946377	113956756	3	7373	30862.9944	1711.4971	737			MARCKS	MARCKS	NONE	737	1
3_MACS_peak_2905_lociStitched	chr10	3798738	3808443	3	7130	33144.516	1735.254	739		KLF6	KLF6	KLF6	1.7522000000000002	739	1
3_MACS_peak_4189_lociStitched	chr10	135201311	135215635	3	7364	30309.584	1776.176	747	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5363	747	1
2_MACS_peak_4799_lociStitched	chr11	62598041	62610674	2	7348	30272.4579	2013.7002	754	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.641	754	1
1_MACS_peak_15840_lociStitched	chr2	187810861	187817569	1	6709	35198.8884	1106.1492	755			ZSWIM2	ZSWIM2	NONE	755	1
1_MACS_peak_20867_lociStitched	chr4	87854930	87862372	1	7443	28571.3264	1475.0044	756	AFF1	C4orf36	AFF1	AFF1	0.2974	756	1
1_MACS_peak_9269_lociStitched	chr15	68478638	68485688	1	7051	31883.625	1102.62	758	PIAS1,CALML4	CLN6	CALML4	CALML4	1.529	758	1
1_MACS_peak_24719_lociStitched	chr6	139690495	139698000	1	7506	27350.4715	1412.441	760	CITED2		CITED2	CITED2	2.0886	760	1
2_MACS_peak_2705_lociStitched	chr1	230238383	230247325	2	7650	26174.1282	2225.6638	764	GALNT2		GALNT2	GALNT2	0.38960000000000006	764	1
2_MACS_peak_19535_lociStitched	chr3	135910046	135917430	2	7234	28734.836	1402.2216	782	MSL2		MSL2	MSL2	0.4534	782	1
1_MACS_peak_26159_lociStitched	chr7	121944277	121951641	1	7365	27297.6116	1561.9044	785	LOC154860,FEZF1		FEZF1	FEZF1	0.8158	785	1
2_MACS_peak_6818_lociStitched	chr12	102129347	102140223	2	7376	27265.0444	1793.4524	789	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.9348000000000001	789	1
2_MACS_peak_23917_lociStitched	chr6	44223123	44233781	2	7392	26949.8188	1679.7008	790	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	1.0113	790	1
2_MACS_peak_26312_lociStitched	chr7	136036481	136046917	2	7158	30388.5884	2609	792			LUZP6	LUZP6	NONE	792	1
1_MACS_peak_25243_lociStitched	chr7	26190995	26198074	1	7080	29723.3052	1324.4809	799	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.2903000000000002	799	1
2_MACS_peak_3801_lociStitched	chr10	97049173	97056287	2	7111	28695.0304	1202.266	808	PDLIM1		PDLIM1	PDLIM1	0.5366	808	1
1_MACS_peak_29979_lociStitched	chrX	153232592	153239592	1	7001	29062.6	466.2	809	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	2.1583	809	1
2_MACS_peak_15161_lociStitched	chr2	106405996	106416370	2	7096	29399.916	1846.572	810	NCK2		NCK2	NCK2	0.1871	810	1
2_MACS_peak_28816_lociStitched	chr9	131445488	131453355	2	7409	25162.5995	1488.4364	813	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.0044	813	1
1_MACS_peak_275_lociStitched	chr1	21615704	21622617	1	6914	30291.3834	1313.47	819	ECE1	ECE1	ECE1	ECE1	0.21789999999999998	819	1
2_MACS_peak_28229_lociStitched	chr9	73026770	73036663	2	6879	30823.6201	1558.1475	820	KLF9		KLF9	KLF9	0.3597	820	1
3_MACS_peak_25911_lociStitched	chr7	100020428	100034977	3	7050	29118.3686	2279.8283	827	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.7277	827	1
3_MACS_peak_55_lociStitched	chr1	2476990	2489244	3	6904	30022.3	1680.0234	828	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.1989	828	1
2_MACS_peak_26544_lociStitched	chr8	1991106	2000460	2	6922	29161.095	1462.9656	837	MYOM2		MYOM2	MYOM2	1.4683	837	1
2_MACS_peak_9651_lociStitched	chr15	91472137	91479778	2	6989	28228.1463	1605.3741	846	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	HDDC3	2.2828999999999997	846	1
1_MACS_peak_15895_lociStitched	chr2	192539160	192545917	1	6758	30153.1125	1350.0486	849	OBFC2A		OBFC2A	OBFC2A	1.4193	849	1
2_MACS_peak_24980_lociStitched	chr7	2438776	2447642	2	7084	26102.3906	1446.9312	863	CHST12	EIF3B	CHST12	EIF3B	0.9457	863	1
1_MACS_peak_16278_lociStitched	chr2	232570682	232577721	1	7040	25584.6533	656.7387	866	PTMA	MIR1244-1	PTMA	PTMA	1.6833	866	1
3_MACS_peak_10380_lociStitched	chr16	53124051	53134670	3	6847	28676.6095	1691.6067	868	CHD9		CHD9	CHD9	0.09869999999999998	868	1
2_MACS_peak_6707_lociStitched	chr12	92930889	92938898	2	6765	29171.1807	1401.575	869			CLLU1OS	CLLU1OS	0.040199999999999986	869	1
1_MACS_peak_14552_lociStitched	chr2	47166759	47173778	1	7020	26288.2607	1270.439	872	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.5296	872	1
3_MACS_peak_4869_lociStitched	chr11	65148383	65157287	3	6820	28669.9896	1738.9512	879	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	12.0858	879	1
2_MACS_peak_6145_lociStitched	chr12	41154450	41166209	2	7026	26289.5963	1844.9871	883	CNTN1		CNTN1	CNTN1	0.030000000000000013	883	1
2_MACS_peak_11312_lociStitched	chr17	31154245	31164399	2	7038	25584.0184	1764.7652	889	MYO1D		MYO1D	MYO1D	0.05010000000000002	889	1
2_MACS_peak_6129_lociStitched	chr12	38931997	38939657	2	6989	25233.572	1476.848	896			ALG10B	ALG10B	NONE	896	1
1_MACS_peak_14152_lociStitched	chr2	10259655	10266372	1	6718	27759.3459	1274.8866	903	RRM2	C2orf48,CYS1	RRM2	RRM2	1.4448999999999999	903	1
1_MACS_peak_25077_lociStitched	chr7	8006652	8013525	1	6874	25885.0926	1272.8796	909	GLCCI1		GLCCI1	GLCCI1	0.1475	909	1
3_MACS_peak_3303_lociStitched	chr10	45949812	45961086	3	6820	26495.0274	1742.9604	924	MARCH8		MARCH8	MARCH8	0.1599	924	1
2_MACS_peak_17952_lociStitched	chr22	36552499	36560186	2	6849	26018.1889	1606.583	925	APOL3	APOL4	APOL3	APOL3	0.7669	925	1
2_MACS_peak_23636_lociStitched	chr6	30684008	30690943	2	6785	26395.3035	1517.378	931	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	NRM	2.0054000000000003	931	1
2_MACS_peak_6386_lociStitched	chr12	56544547	56554671	2	6733	27117.134	1706.9064	933	MYL6B,MYL6	PA2G4,RPL41,ZC3H10,ESYT1,SMARCC2	MYL6	ZC3H10	1.3236	933	1
2_MACS_peak_21031_lociStitched	chr4	108950746	108958783	2	6831	24912.2889	1266.6312	944	HADH		HADH	HADH	0.5209	944	1
2_MACS_peak_4322_lociStitched	chr11	8703018	8711470	2	6746	25428.6872	1556.8584	957	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.3384	957	1
