#17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_ROSE/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam
#Using cutoff of 23455.9689 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isStretch
1_MACS_peak_6408_lociStitched	chr12	57076549	57083804	1	7256	37376.309	1310.9785	796	1
2_MACS_peak_5586_lociStitched	chr11	126056725	126069080	2	7252	50303.3825	2193.0125	797	1
1_MACS_peak_18702_lociStitched	chr3	45604658	45611905	1	7248	15002.7394	1328.3751	798	1
3_MACS_peak_2263_lociStitched	chr1	200851046	200863621	3	7247	36402.11	2706.14	799	1
1_MACS_peak_19663_lociStitched	chr3	150477779	150485024	1	7246	20591.739	1325.835	800	1
4_MACS_peak_2635_lociStitched	chr1	226335349	226348995	4	7241	6116.1372	2858.837	801	1
1_MACS_peak_6600_lociStitched	chr12	77453330	77460567	1	7238	24740.4082	1578.3897	802	1
2_MACS_peak_19535_lociStitched	chr3	135910046	135917430	2	7234	28734.836	1402.2216	803	1
3_MACS_peak_14126_lociStitched	chr2	8817773	8826367	3	7233	6996.3754	1248.7082	804	1
3_MACS_peak_30039_lociStitched	chrY	1274828	1285584	3	7228	15439.1624	503.3808	805	1
1_MACS_peak_11986_lociStitched	chr17	66452361	66459581	1	7221	13761.32	1390.572	806	1
4_MACS_peak_4785_lociStitched	chr11	62431655	62449096	4	7220	16016.0703	2680.6817	807	1
2_MACS_peak_26723_lociStitched	chr8	22297306	22306246	2	7218	20761.362	1643.172	808	1
1_MACS_peak_7637_lociStitched	chr13	78689146	78696347	1	7202	44308.4731	1404.195	809	1
3_MACS_peak_26467_lociStitched	chr7	150776530	150785415	3	7201	16947.249	1791.216	810	1
1_MACS_peak_8318_lociStitched	chr14	73354573	73361772	1	7200	11599.0288	549.2837	811	1
3_MACS_peak_7940_lociStitched	chr14	24604360	24617533	3	7198	11360.3952	1027.494	812	1
3_MACS_peak_18400_lociStitched	chr3	13455189	13470758	3	7193	25302.7388	2058.2218	813	1
1_MACS_peak_14387_lociStitched	chr2	33716929	33724117	1	7189	33041.0796	1298.1528	814	1
3_MACS_peak_2003_lociStitched	chr1	169873447	169885912	3	7189	12709.314	2403.252	815	1
4_MACS_peak_27513_lociStitched	chr8	124546162	124560301	4	7188	15233.3586	2093.9859	816	1
3_MACS_peak_12247_lociStitched	chr17	79874981	79886582	3	7183	13384.0737	1502.3295	817	1
2_MACS_peak_19230_lociStitched	chr3	111392488	111403134	2	7179	11191.0752	1906.6986	818	1
1_MACS_peak_4430_lociStitched	chr11	16979520	16986693	1	7174	35421.7086	1392.2793	819	1
4_MACS_peak_10376_lociStitched	chr16	53086017	53103385	4	7170	10552.7968	2561.78	820	1
3_MACS_peak_855_lociStitched	chr1	52418176	52430537	3	7163	17221.3452	2414.1033	821	1
1_MACS_peak_2191_lociStitched	chr1	192543926	192551086	1	7161	18878.772	2126.52	822	1
3_MACS_peak_24641_lociStitched	chr6	135543835	135556330	3	7161	12237.603	2001.699	823	1
2_MACS_peak_12152_lociStitched	chr17	75434576	75442947	2	7158	40534.0562	1431.441	824	1
3_MACS_peak_1804_lociStitched	chr1	157142581	157152851	3	7158	12659.829	2281.994	825	1
2_MACS_peak_26312_lociStitched	chr7	136036481	136046917	2	7158	30388.5884	2609	826	1
2_MACS_peak_1711_lociStitched	chr1	154755725	154765719	2	7157	39851.075	2742.3536	827	1
2_MACS_peak_11716_lociStitched	chr17	47434868	47443922	2	7153	14445.657	1356.2892	828	1
3_MACS_peak_27165_lociStitched	chr8	72165243	72177309	3	7151	20801.784	1853.3376	829	1
4_MACS_peak_9374_lociStitched	chr15	75315433	75324994	4	7145	13239.1167	1562.2674	830	1
2_MACS_peak_25966_lociStitched	chr7	102250602	102258017	2	7141	9331.7775	2888.1425	831	1
4_MACS_peak_2406_lociStitched	chr1	206989537	207007528	4	7140	11895.6492	3887.8551	832	1
1_MACS_peak_18409_lociStitched	chr3	14161240	14168377	1	7138	21364.6095	1451.6658	833	1
1_MACS_peak_11455_lociStitched	chr17	37909237	37916370	1	7134	67465.3406	1575.6797	834	1
2_MACS_peak_10978_lociStitched	chr17	6915025	6926051	2	7134	60055.3142	1617.5142	835	1
2_MACS_peak_3040_lociStitched	chr10	14776272	14785821	2	7133	14589.9171	1656.7515	836	1
1_MACS_peak_1504_lociStitched	chr1	145434045	145441176	1	7132	45399.5115	2363.2134	837	1
3_MACS_peak_2905_lociStitched	chr10	3798738	3808443	3	7130	33144.516	1735.254	838	1
3_MACS_peak_23253_lociStitched	chr6	5996344	6009973	3	7129	10138.6131	1857.6327	839	1
3_MACS_peak_21554_lociStitched	chr4	186261508	186275177	3	7125	16275.6783	2032.5803	840	1
1_MACS_peak_6020_lociStitched	chr12	27088280	27095403	1	7124	19370.9985	1436.7091	841	1
2_MACS_peak_1697_lociStitched	chr1	154296825	154308087	2	7124	41233.5606	2682.6084	842	1
2_MACS_peak_153_lociStitched	chr1	11623117	11631768	2	7122	14208.4024	1382.4298	843	1
2_MACS_peak_3607_lociStitched	chr10	77159245	77170079	2	7122	14968.2544	1392.169	844	1
1_MACS_peak_449_lociStitched	chr1	28570129	28577248	1	7120	17356.122	1511.3637	845	1
2_MACS_peak_20152_lociStitched	chr3	195631895	195642663	2	7118	34713.8784	2527.2496	846	1
1_MACS_peak_16610_lociStitched	chr20	17945774	17952889	1	7116	33888.0335	1432.961	847	1
2_MACS_peak_3801_lociStitched	chr10	97049173	97056287	2	7111	28695.0304	1202.266	848	1
3_MACS_peak_27498_lociStitched	chr8	124046588	124055405	3	7110	14138.0595	1705.2078	849	1
2_MACS_peak_2963_lociStitched	chr10	6961663	6972968	2	7100	63686.7175	2025.856	850	1
3_MACS_peak_1592_lociStitched	chr1	149898769	149912104	3	7097	21165.312	2809.6845	851	1
2_MACS_peak_15161_lociStitched	chr2	106405996	106416370	2	7096	29399.916	1846.572	852	1
1_MACS_peak_23572_lociStitched	chr6	27857219	27864307	1	7089	37501.8992	1663.5536	853	1
2_MACS_peak_1824_lociStitched	chr1	159036095	159048304	2	7085	42622.8399	3096.2024	854	1
2_MACS_peak_24980_lociStitched	chr7	2438776	2447642	2	7084	26102.3906	1446.9312	855	1
1_MACS_peak_25243_lociStitched	chr7	26190995	26198074	1	7080	29723.3052	1324.4809	856	1
2_MACS_peak_17813_lociStitched	chr22	27005334	27014843	2	7074	35717.7058	1759.165	857	1
2_MACS_peak_15963_lociStitched	chr2	201237352	201246882	2	7073	10511.59	1610.57	858	1
3_MACS_peak_24583_lociStitched	chr6	130833667	130847435	3	7073	13803.7968	1942.6648	859	1
4_MACS_peak_5896_lociStitched	chr12	12949982	12967084	4	7071	11795.2494	2587.5326	860	1
3_MACS_peak_25476_lociStitched	chr7	47610155	47622346	3	7069	11288.866	1739.6557	861	1
2_MACS_peak_22864_lociStitched	chr5	150630179	150637759	2	7068	8541.144	1406.848	862	1
2_MACS_peak_1864_lociStitched	chr1	161007770	161018289	2	7065	43411.913	2564.5322	863	1
2_MACS_peak_4999_lociStitched	chr11	68032627	68041976	2	7063	18892.4592	1845.4926	864	1
2_MACS_peak_19187_lociStitched	chr3	104237771	104246817	2	7062	18151.7036	1440.1232	865	1
3_MACS_peak_9200_lociStitched	chr15	64381645	64389416	3	7054	14768.0084	1521.5618	866	1
3_MACS_peak_4392_lociStitched	chr11	12828704	12838567	3	7053	11226.0666	1276.2722	867	1
1_MACS_peak_9269_lociStitched	chr15	68478638	68485688	1	7051	31883.625	1102.62	868	1
2_MACS_peak_25234_lociStitched	chr7	25979838	25992238	2	7051	23723.68	1748.4	869	1
3_MACS_peak_25911_lociStitched	chr7	100020428	100034977	3	7050	29118.3686	2279.8283	870	1
2_MACS_peak_242_lociStitched	chr1	17221342	17233202	2	7047	77896.48	4139.14	871	1
3_MACS_peak_29003_lociStitched	chrX	1324759	1335355	3	7046	15241.2864	384.6348	872	1
3_MACS_peak_12086_lociStitched	chr17	73850363	73862150	3	7041	21092.8365	1782.1944	873	1
1_MACS_peak_16278_lociStitched	chr2	232570682	232577721	1	7040	25584.6533	656.7387	874	1
3_MACS_peak_21070_lociStitched	chr4	113199937	113210387	3	7039	12374.89	1563.32	875	1
2_MACS_peak_11312_lociStitched	chr17	31154245	31164399	2	7038	25584.0184	1764.7652	876	1
4_MACS_peak_29834_lociStitched	chrX	129298915	129311209	4	7038	9916.3404	1180.224	877	1
3_MACS_peak_6669_lociStitched	chr12	89855176	89869814	3	7036	15059.5744	2189.8448	878	1
1_MACS_peak_9378_lociStitched	chr15	75334182	75341210	1	7029	53988.3932	1672.664	879	1
1_MACS_peak_2134_lociStitched	chr1	183808910	183815938	1	7029	71152.8776	2168.138	880	1
4_MACS_peak_11440_lociStitched	chr17	37351389	37366512	4	7027	18850.8195	2103.6093	881	1
2_MACS_peak_6145_lociStitched	chr12	41154450	41166209	2	7026	26289.5963	1844.9871	882	1
3_MACS_peak_18317_lociStitched	chr3	5018459	5029324	3	7021	12779.413	1608.02	883	1
1_MACS_peak_14552_lociStitched	chr2	47166759	47173778	1	7020	26288.2607	1270.439	884	1
2_MACS_peak_21343_lociStitched	chr4	153580343	153588040	2	7020	17207.4132	1347.7447	885	1
3_MACS_peak_19454_lociStitched	chr3	128900755	128915427	3	7018	18706.8	2165.5872	886	1
2_MACS_peak_20761_lociStitched	chr4	77129278	77136466	2	7012	17609.1624	1551.1704	887	1
1_MACS_peak_8947_lociStitched	chr15	42894675	42901681	1	7007	16838.921	1038.2892	888	1
2_MACS_peak_9967_lociStitched	chr16	11712483	11719528	2	7005	14809.999	956.0065	889	1
1_MACS_peak_29979_lociStitched	chrX	153232592	153239592	1	7001	29062.6	466.2	890	1
2_MACS_peak_29209_lociStitched	chrX	30590228	30597277	2	6996	20521.7537	847.2898	891	1
3_MACS_peak_29082_lociStitched	chrX	11440842	11448452	3	6995	12325.917	764.805	892	1
2_MACS_peak_4778_lociStitched	chr11	62358074	62370333	2	6994	17972.9199	1923.4371	893	1
1_MACS_peak_344_lociStitched	chr1	25069527	25076515	1	6989	18824.2744	991.5972	894	1
2_MACS_peak_9651_lociStitched	chr15	91472137	91479778	2	6989	28228.1463	1605.3741	895	1
2_MACS_peak_6129_lociStitched	chr12	38931997	38939657	2	6989	25233.572	1476.848	896	1
2_MACS_peak_1822_lociStitched	chr1	158978565	158986806	2	6984	18266.1765	2262.1545	897	1
2_MACS_peak_8593_lociStitched	chr14	103270794	103278769	2	6979	12007.16	652.355	898	1
3_MACS_peak_1346_lociStitched	chr1	111756693	111765727	3	6971	9788.339	956.7006	899	1
2_MACS_peak_20294_lociStitched	chr4	6987620	6995985	2	6968	20547.786	1527.449	900	1
2_MACS_peak_4252_lociStitched	chr11	3004675	3014765	2	6968	12155.423	1469.104	901	1
3_MACS_peak_27084_lociStitched	chr8	61820824	61830251	3	6967	16037.2124	1620.5013	902	1
3_MACS_peak_9828_lociStitched	chr16	2556642	2572012	3	6960	14609.185	1938.157	903	1
2_MACS_peak_28333_lociStitched	chr9	91924787	91935167	2	6955	18826.206	1490.568	904	1
3_MACS_peak_4710_lociStitched	chr11	58864791	58876939	3	6950	16288.0384	1954.6132	905	1
1_MACS_peak_3992_lociStitched	chr10	112112630	112119566	1	6937	121493.0568	2198.712	906	1
4_MACS_peak_4719_lociStitched	chr11	59316909	59334363	4	6932	14060.9424	2677.4436	907	1
3_MACS_peak_5909_lociStitched	chr12	13317742	13333879	3	6931	17934.6618	2736.8352	908	1
2_MACS_peak_17362_lociStitched	chr21	32924768	32932859	2	6929	13393.8414	2100.4236	909	1
2_MACS_peak_23437_lociStitched	chr6	20401076	20410847	2	6927	15724.4703	1674.7494	910	1
2_MACS_peak_26544_lociStitched	chr8	1991106	2000460	2	6922	29161.095	1462.9656	911	1
1_MACS_peak_8224_lociStitched	chr14	64967682	64974600	1	6919	19459.6422	615.702	912	1
3_MACS_peak_5183_lociStitched	chr11	82866517	82874238	3	6916	15082.9735	1299.4443	913	1
1_MACS_peak_275_lociStitched	chr1	21615704	21622617	1	6914	30291.3834	1313.47	914	1
3_MACS_peak_55_lociStitched	chr1	2476990	2489244	3	6904	30022.3	1680.0234	915	1
2_MACS_peak_2626_lociStitched	chr1	226177689	226188814	2	6896	16258.075	2601.025	916	1
2_MACS_peak_2377_lociStitched	chr1	206132390	206139899	2	6894	20144.3943	2377.3494	917	1
2_MACS_peak_28574_lociStitched	chr9	112862475	112873470	2	6886	10636.563	1808.6775	918	1
3_MACS_peak_18205_lociStitched	chr22	46683065	46694232	3	6885	21967.7224	1566.7301	919	1
2_MACS_peak_14609_lociStitched	chr2	54777231	54788853	2	6882	23227.7292	2131.4748	920	1
2_MACS_peak_28229_lociStitched	chr9	73026770	73036663	2	6879	30823.6201	1558.1475	921	1
3_MACS_peak_29588_lociStitched	chrX	77577216	77585711	3	6875	9412.46	943.7945	922	1
1_MACS_peak_25077_lociStitched	chr7	8006652	8013525	1	6874	25885.0926	1272.8796	923	1
4_MACS_peak_11811_lociStitched	chr17	55553483	55565435	4	6871	8679.5424	1954.152	924	1
2_MACS_peak_17387_lociStitched	chr21	34633119	34642670	2	6866	17169.8327	2285.5543	925	1
1_MACS_peak_9393_lociStitched	chr15	75742328	75749187	1	6860	21642.2027	1499.3774	926	1
1_MACS_peak_21263_lociStitched	chr4	144256508	144263360	1	6853	20919.8412	1128.5244	927	1
2_MACS_peak_27464_lociStitched	chr8	118450459	118457555	2	6853	40789.9368	1546.2184	928	1
2_MACS_peak_17952_lociStitched	chr22	36552499	36560186	2	6849	26018.1889	1606.583	929	1
2_MACS_peak_10841_lociStitched	chr17	977770	985325	2	6848	15015.5625	1069.0325	930	1
3_MACS_peak_10380_lociStitched	chr16	53124051	53134670	3	6847	28676.6095	1691.6067	931	1
2_MACS_peak_21031_lociStitched	chr4	108950746	108958783	2	6831	24912.2889	1266.6312	932	1
3_MACS_peak_4869_lociStitched	chr11	65148383	65157287	3	6820	28669.9896	1738.9512	933	1
3_MACS_peak_3303_lociStitched	chr10	45949812	45961086	3	6820	26495.0274	1742.9604	934	1
2_MACS_peak_25423_lociStitched	chr7	44078017	44087201	2	6818	9627.5872	1440.9696	935	1
2_MACS_peak_2067_lociStitched	chr1	178544420	178552008	2	6804	45882.3596	2285.5056	936	1
2_MACS_peak_24413_lociStitched	chr6	109774957	109782880	2	6804	14170.2855	1109.22	937	1
2_MACS_peak_4636_lociStitched	chr11	46137160	46144431	2	6802	14019.9422	961.2262	938	1
3_MACS_peak_1267_lociStitched	chr1	107900909	107909678	3	6802	9953.6919	705.0276	939	1
2_MACS_peak_28791_lociStitched	chr9	130688850	130700905	2	6796	8194.989	2071.049	940	1
4_MACS_peak_27425_lociStitched	chr8	107669155	107682616	4	6796	9930.1797	1106.4942	941	1
2_MACS_peak_19819_lociStitched	chr3	169755033	169765379	2	6795	15599.6988	2406.4796	942	1
1_MACS_peak_26758_lociStitched	chr8	24150899	24157690	1	6792	6088.1315	995.5606	943	1
2_MACS_peak_23636_lociStitched	chr6	30684008	30690943	2	6785	26395.3035	1517.378	944	1
1_MACS_peak_15735_lociStitched	chr2	175457431	175464206	1	6776	39635.7825	1134.135	945	1
1_MACS_peak_28960_lociStitched	chr9	139791704	139798468	1	6765	48325.398	1389.3256	946	1
2_MACS_peak_6707_lociStitched	chr12	92930889	92938898	2	6765	29171.1807	1401.575	947	1
3_MACS_peak_4244_lociStitched	chr11	2792944	2801057	3	6762	22136.3205	1384.8891	948	1
2_MACS_peak_16336_lociStitched	chr2	236403257	236412333	2	6759	19510.6772	1051.9084	949	1
1_MACS_peak_15895_lociStitched	chr2	192539160	192545917	1	6758	30153.1125	1350.0486	950	1
2_MACS_peak_26747_lociStitched	chr8	23075179	23083621	2	6758	17609.1678	1870.7472	951	1
3_MACS_peak_13057_lociStitched	chr19	5679258	5692484	3	6756	18318.01	3252.2734	952	1
2_MACS_peak_7510_lociStitched	chr13	50697299	50705458	2	6754	15936.1588	536.0463	953	1
3_MACS_peak_6864_lociStitched	chr12	105618944	105630822	3	6750	9218.5158	1969.3724	954	1
2_MACS_peak_4322_lociStitched	chr11	8703018	8711470	2	6746	25428.6872	1556.8584	955	1
3_MACS_peak_15921_lociStitched	chr2	197089099	197105564	3	6743	15661.508	2471.3965	956	1
2_MACS_peak_9623_lociStitched	chr15	90613332	90620327	2	6740	12911.371	1194.746	957	1
2_MACS_peak_18919_lociStitched	chr3	55687489	55696702	2	6740	11009.535	1610.4324	958	1
3_MACS_peak_25301_lociStitched	chr7	32766726	32779279	3	6740	12922.0582	1773.7389	959	1
3_MACS_peak_8971_lociStitched	chr15	44579402	44593466	3	6740	15034.416	1998.4944	960	1
3_MACS_peak_20019_lociStitched	chr3	184660026	184671749	3	6738	17809.5816	2576.7154	961	1
2_MACS_peak_6386_lociStitched	chr12	56544547	56554671	2	6733	27117.134	1706.9064	962	1
1_MACS_peak_19482_lociStitched	chr3	130567366	130574096	1	6731	15757.622	1296.871	963	1
2_MACS_peak_18252_lociStitched	chr22	50623504	50630770	2	6730	13641.915	1051.3902	964	1
4_MACS_peak_1990_lociStitched	chr1	168302517	168318132	4	6730	7443.6705	3190.1445	965	1
1_MACS_peak_18398_lociStitched	chr3	13371460	13378188	1	6729	45078.9456	1159.9072	966	1
2_MACS_peak_6842_lociStitched	chr12	104318532	104326461	2	6728	39032.8812	1453.3857	967	1
2_MACS_peak_15968_lociStitched	chr2	201312653	201321880	2	6726	9578.5487	1764.2024	968	1
4_MACS_peak_12208_lociStitched	chr17	78227900	78238705	4	6725	15195.0715	1407.8915	969	1
1_MACS_peak_22360_lociStitched	chr5	100235029	100241752	1	6724	41464.1025	1407.7962	970	1
1_MACS_peak_14152_lociStitched	chr2	10259655	10266372	1	6718	27759.3459	1274.8866	971	1
1_MACS_peak_21879_lociStitched	chr5	43036994	43043708	1	6715	25025.7636	1639.5588	972	1
3_MACS_peak_23809_lociStitched	chr6	37136435	37144367	3	6714	21696.3996	1415.0688	973	1
1_MACS_peak_15840_lociStitched	chr2	187810861	187817569	1	6709	35198.8884	1106.1492	974	1
2_MACS_peak_26710_lociStitched	chr8	21770264	21778417	2	6705	11404.4164	1277.5751	975	1
2_MACS_peak_18677_lociStitched	chr3	44036430	44046307	2	6705	7883.8214	1514.1441	976	1
2_MACS_peak_12855_lociStitched	chr18	72162629	72169821	2	6702	17333.4392	1401.0016	977	1
2_MACS_peak_10789_lociStitched	chr16	88846674	88857575	2	6689	15015.0374	783.7819	978	1
1_MACS_peak_25010_lociStitched	chr7	5460385	5467070	1	6686	18913.202	578.2525	979	1
