GENE_ID	locusLine	bin_1_06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam
NM_002250	chr19(.):44265684-44290409	0.8125
NM_178511	chr19(.):47773141-47783980	0.6502
NM_001127240	chr19(.):47719080-47741023	0.885
NM_014417	chr19(.):47719078-47739451	0.9428
NM_015603	chr19(.):47754730-47780210	0.5575
NR_036159	chr19(.):47725200-47735276	1.7327
NR_036158	chr19(.):47725198-47735278	1.7322
NM_144577	chr19(.):48794708-48828332	0.3133
NM_018273	chr19(.):48830615-48872186	0.6182
NM_012451	chr19(.):48862650-48884634	1.0459
NM_001425	chr19(.):48823628-48838810	1.5196
NM_153608	chr19(.):48769653-48795863	0.0664
NM_031485	chr19(.):48944029-48962164	0.2437
NM_000836	chr19(.):48893131-48953188	0.329
NM_001098632	chr19(.):50367296-50385644	1.4011
NM_032375	chr19(.):50367296-50385578	1.4062
NM_001098633	chr19(.):50367296-50385612	1.4036
NM_017432	chr19(.):50349415-50368999	0.3644
NM_001168222	chr19(.):50375681-50397007	0.9882
NM_007254	chr19(.):50359459-50375822	0.37
NM_152899	chr19(.):50387913-50405147	0.3086
NM_012068	chr19(.):50426958-50442193	0.5439
NM_032836	chr19(.):56097736-56115893	0.6927
NM_007279	chr19(.):56160415-56191082	0.5872
NM_207115	chr19(.):56147391-56159836	0.4899
NM_153219	chr19(.):56106729-56119504	1.1897
NM_203374	chr19(.):56127106-56140941	0.1466
NM_016535	chr19(.):56149985-56161989	0.5116
NM_013301	chr19(.):56153953-56169526	1.0675
NM_001163423	chr19(.):56148462-56159836	0.5234
NM_016202	chr19(.):56148417-56159836	0.5213
NM_001130072	chr19(.):56181560-56212133	0.1749
NM_001130071	chr19(.):56182990-56212133	0.1815
NM_001195605	chr19(.):56119958-56134907	0.0534
NM_145007	chr19(.):56291762-56353128	0.6903
NM_007050	chr20(.):40696391-41823557	0.1062
NM_052865	chr20(.):17944761-17976762	0.7187
NM_001042472	chr20(.):25275849-25376477	0.8312
NM_015600	chr20(.):25270378-25376477	0.8423
NM_001191	chr20(.):30247260-30315656	1.8667
NM_015568	chr20(.):37429347-37556667	0.9325
NM_032883	chr20(.):42539781-42703254	0.6059
NM_002466	chr20(.):42290708-42350122	0.4926
NM_001098798	chr20(.):42569535-42703254	0.6719
NM_001098797	chr20(.):42538491-42703254	0.6051
NM_000022	chr20(.):43243162-43285376	0.6464
NM_006282	chr20(.):43590119-43713593	0.3853
NM_183048	chr20(.):45833380-45990474	0.3474
NM_080618	chr20(.):56067223-56105154	0.1692
NM_199170	chr20(.):56218451-56290625	0.3772
NM_020182	chr20(.):56218451-56290031	0.38
NM_199171	chr20(.):56218451-56291541	0.3749
NM_002531	chr20(.):61335188-61399123	0.1168
NM_019593	chr20(.):5520079-5596672	0.373
NM_012261	chr20(.):9490270-9516171	0.8456
NR_003045	chr20(.):17938352-17948589	0.4273
NM_152227	chr20(.):17917243-17954490	0.6903
NM_014426	chr20(.):17917243-17954154	0.6954
NM_002862	chr20(.):25223705-25283648	0.8673
NM_032609	chr20(.):30220690-30237800	0.0742
NM_012112	chr20(.):30321903-30394603	0.1569
NM_176812	chr20(.):32394109-32447173	1.565
NM_030919	chr20(.):37549954-37586703	0.1189
NM_001008901	chr20(.):42349800-42360642	0.1305
NR_034104	chr20(.):43280091-43305380	0.2393
NM_006809	chr20(.):43565770-43594114	0.2159
NM_001124756	chr20(.):43533702-43572962	0.0823
NR_024594	chr20(.):45942245-45954498	0.0628
NM_006526	chr20(.):52178609-52204636	0.9234
NR_002189	chr20(.):52486039-52497248	0.8032
NM_003657	chr20(.):52555078-52692304	0.2716
NM_001160419	chr20(.):56182946-56200632	1.4908
NM_001160418	chr20(.):56173901-56200632	1.0149
NM_175573	chr20(.):60873026-60888918	0.3973
NM_005560	chr20(.):60879120-60947368	0.3623
NM_001024	chr20(.):60957120-60968576	0.4463
NR_024470	chr20(.):61289378-61302973	0.1302
NM_016354	chr20(.):61268796-61308647	0.6269
NM_001389	chr21(.):41379342-42224039	0.1354
NM_000874	chr21(.):34597230-34640062	1.0789
NM_207585	chr21(.):34597230-34641820	1.0802
NM_001033515	chr21(.):9902193-9973585	0.4809
NM_001754	chr21(.):36155097-36426595	0.3101
NM_001001890	chr21(.):36155097-36265987	0.4821
NM_001146078	chr21(.):37827919-37919898	0.4446
NM_001146077	chr21(.):37827919-37953867	0.3585
NM_006198	chr21(.):41234346-41306322	0.4038
NM_016818	chr21(.):43634266-43722354	0.387
NM_173568	chr21(.):43486425-43568105	0.4047
NM_207174	chr21(.):43635007-43722354	0.3894
NM_207629	chr21(.):43631186-43722354	0.3775
NM_207627	chr21(.):43614798-43722354	0.3445
NM_207628	chr21(.):43614921-43722354	0.3448
NM_001199527	chr21(.):43478067-43568105	1.0212
NM_003683	chr21(.):45204417-45228983	0.3156
NM_001100421	chr21(.):19156283-19196703	0.6348
NM_000629	chr21(.):34692213-34737128	0.6999
NM_000628	chr21(.):34633671-34674520	0.4636
NM_005534	chr21(.):34770201-34814828	0.3912
NM_001040192	chr21(.):34855237-34869023	0.2127
NM_017833	chr21(.):34855237-34868790	0.2111
NM_138927	chr21(.):34910349-34954812	0.5089
NM_000819	chr21(.):34871237-34919464	0.4611
NM_175085	chr21(.):34891315-34919464	0.7308
NM_001136005	chr21(.):34871237-34920195	0.4559
NM_001136006	chr21(.):34871237-34920198	0.4558
NM_032195	chr21(.):34910349-34937973	0.7619
NM_017613	chr21(.):34945210-34966014	0.4497
NM_001122607	chr21(.):36188573-36265987	0.6288
NM_020727	chr21(.):43401939-43435496	0.5114
NR_027273	chr21(.):43437112-43450060	0.1494
NR_027243	chr21(.):43517243-43533644	0.5592
NM_000100	chr21(.):45188830-45201259	0.9492
NR_026961	chr21(.):45220638-45237448	0.1052
NM_005049	chr21(.):45522207-45556063	0.2429
NM_198155	chr21(.):45548493-45570605	1.1789
NM_002473	chr22(.):36672322-36789063	0.4528
NM_004327	chr22(.):23517551-23665224	0.1943
NM_014433	chr22(.):23396592-23489241	0.3189
NM_001887	chr22(.):26990361-27018991	1.2529
NM_007194	chr22(.):29078730-29142822	0.125
NM_001003406	chr22(.):39961757-40090740	0.0708
NM_024821	chr22(.):42191677-42227303	0.2396
NM_138433	chr22(.):50981461-50994452	0.1124
NR_030755	chr22(.):23160269-23170365	1.1146
NM_001178126	chr22(.):23224959-23243013	6.264
NM_004914	chr22(.):23482512-23511531	0.6592
NM_001024938	chr22(.):24194058-24232725	0.1799
NM_002415	chr22(.):24231564-24242409	0.5597
NM_001024939	chr22(.):24195040-24232725	0.182
NM_001007468	chr22(.):24124149-24181705	0.3029
NM_001002862	chr22(.):24171689-24186199	1.0175
NM_000675	chr22(.):24818529-24843325	0.8758
NR_028484	chr22(.):24820177-24895783	0.3567
NM_001008566	chr22(.):26916713-26966370	0.212
NM_003595	chr22(.):26916713-26991089	0.4578
NR_031615	chr22(.):26946177-26956289	0.4728
NR_003491	chr22(.):27048445-27077440	0.6543
NM_001886	chr22(.):27012927-27031636	0.4963
NM_172002	chr22(.):29133042-29158496	0.3599
NM_173510	chr22(.):29163661-29190283	0.7055
NM_001079539	chr22(.):29185547-29201560	3.1953
NM_012265	chr22(.):29650843-29668914	1.0518
NM_006478	chr22(.):29697996-29713774	0.1277
NM_001163285	chr22(.):29658997-29701515	0.4829
NM_001163287	chr22(.):29658997-29691672	0.6108
NM_006477	chr22(.):29703921-29716748	0.0597
NM_031910	chr22(.):37571205-37589330	0.0987
NM_001051	chr22(.):37597244-37613353	0.4343
NM_013385	chr22(.):37673494-37716389	0.1915
NM_002872	chr22(.):37616309-37645305	1.3191
NR_002821	chr22(.):38735669-38799931	0.4934
NM_016657	chr22(.):38859082-38882637	0.0892
NM_004981	chr22(.):38817332-38845033	0.0792
NM_001098505	chr22(.):38874442-38889535	0.0914
NM_001098504	chr22(.):38874442-38907345	0.7897
NM_152868	chr22(.):38817332-38856203	0.079
NM_004286	chr22(.):39096806-39134592	0.439
NM_005740	chr22(.):39169512-39195161	0.0984
NM_014876	chr22(.):39076547-39101459	0.5488
NM_015374	chr22(.):39125734-39156947	0.7368
NM_001006666	chr22(.):39431672-39445428	0.5678
NM_004900	chr22(.):39373404-39393783	1.1297
NM_001193289	chr22(.):39348526-39393783	0.881
NM_152426	chr22(.):39412117-39434256	0.5462
NM_014508	chr22(.):39405264-39419825	1.1617
NM_021822	chr22(.):39468009-39488748	0.8411
NM_181773	chr22(.):39488228-39505072	0.5392
NM_006116	chr22(.):39790758-39832887	0.3954
NM_153497	chr22(.):39790758-39838132	0.5711
NM_194326	chr22(.):39920097-39933860	0.6019
NM_002409	chr22(.):39848324-39893199	0.4
NM_019008	chr22(.):39893283-39919137	0.6522
NM_182810	chr22(.):39911568-39923691	1.1319
NM_001098270	chr22(.):39878228-39893199	0.137
NM_152513	chr22(.):42090517-42200459	0.3448
NM_001169111	chr22(.):50956996-50969033	0.7843
NM_024866	chr22(.):50915011-50929866	0.2017
NM_002972	chr22(.):50878430-50918464	0.2317
NM_001185011	chr22(.):50941644-50968209	0.5545
NM_001113756	chr22(.):50959181-50973258	0.8489
NM_001113755	chr22(.):50959181-50973514	0.8354
NM_001169109	chr22(.):50956996-50969868	0.8824
NM_001169110	chr22(.):50956996-50969574	0.8444
NM_001014440	chr22(.):50963837-50976008	0.8839
NM_005138	chr22(.):50956996-50969034	0.7843
NM_017584	chr22(.):50920212-50933750	0.1436
NM_033200	chr22(.):50936375-50951135	0.4212
NM_001145134	chr22(.):51002289-51022096	0.3071
NR_021492	chr22(.):51016454-51027355	0.5314
NM_004377	chr22(.):51002289-51021894	0.302
NM_001123225	chr22(.):50984540-51006328	0.0977
NM_001145137	chr22(.):51002289-51021506	0.2917
NM_005198	chr22(.):51012386-51026428	0.4227
