#25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_ROSE/25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam
#Using cutoff of 21334.4067 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
6_MACS_peak_29574_lociStitched	chr4	3748472	3764112	6	14960	19695.452	1349.732	798	1
3_MACS_peak_21038_lociStitched	chr19	45734877	45750450	3	14925	21216.6552	1538.6124	799	1
7_MACS_peak_18025_lociStitched	chr19	5769172	5786227	7	14920	24905.4165	2348.4735	800	1
16_MACS_peak_12885_lociStitched	chr16	85168698	85189859	16	14895	19271.3227	969.1738	801	1
9_MACS_peak_12639_lociStitched	chr16	66944007	66960767	9	14889	20167.308	1580.468	802	1
12_MACS_peak_27923_lociStitched	chr22	45838520	45855759	12	14881	18314.7136	1568.749	803	1
8_MACS_peak_3520_lociStitched	chr1	29563051	29579453	8	14852	23589.3564	1551.6292	804	1
15_MACS_peak_34430_lociStitched	chr8	7135037	7155561	15	14847	15505.882	1332.0076	805	1
3_MACS_peak_29929_lociStitched	chr4	7423223	7438641	3	14788	22703.005	1139.3902	806	1
17_MACS_peak_23852_lociStitched	chr20	31860475	31879268	17	14774	17522.5932	1460.2161	807	1
3_MACS_peak_18242_lociStitched	chr19	7018627	7033659	3	14752	20861.4096	3111.624	808	1
9_MACS_peak_32969_lociStitched	chr7	100703157	100719837	9	14731	20084.388	1262.676	809	1
9_MACS_peak_28674_lociStitched	chr3	13693071	13709319	9	14714	19219.7592	1465.5696	810	1
