REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
8_MACS_peak_25289_lociStitched	chr20	61713499	61733598	8	19235	33697.9834	1451.1478	518	LOC63930,HAR1A,HAR1B	LOC100144597,NCRNA00029	HAR1A	518	1
2_MACS_peak_17772_lociStitched	chr19	3728268	3746996	2	18639	35792.9536	2494.5696	519	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	519	1
8_MACS_peak_16770_lociStitched	chr17	77305812	77328824	8	21459	28824.8312	1843.2612	520	RBFOX3		RBFOX3	520	1
8_MACS_peak_20240_lociStitched	chr19	36287179	36311401	8	21717	27891.633	2228.424	521	PRODH2	LIN37,C19orf55,ARHGAP33,KIRREL2,APLP1,HSPB6,NPHS1	PRODH2	521	1
2_MACS_peak_16642_lociStitched	chr17	76353067	76372264	2	18631	34566.1182	2011.8456	522	SOCS3	PGS1	SOCS3	522	1
10_MACS_peak_32340_lociStitched	chr7	2508642	2530837	10	20414	30487.052	1786.6975	523		LFNG	LFNG	523	1
9_MACS_peak_11654_lociStitched	chr15	91193796	91216722	9	19875	33288.552	3429.7296	524		BLM	BLM	524	1
7_MACS_peak_8051_lociStitched	chr11	69687964	69710041	7	20655	29452.9257	1666.8135	525			FGF3	525	1
19_MACS_peak_18473_lociStitched	chr19	8602501	8629582	19	22043	26655.8283	2835.3807	526	MYO1F	PRAM1,ZNF414,ADAMTS10	MYO1F	526	1
7_MACS_peak_22305_lociStitched	chr19	55995232	56014779	7	18392	34381.2183	1831.5539	527	ZNF628,NAT14,SSC5D	SHISA7,ISOC2,SBK2	SSC5D	527	1
5_MACS_peak_23146_lociStitched	chr2	220298596	220318921	5	19275	32654.145	1884.1275	528	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	528	1
4_MACS_peak_3095_lociStitched	chr1	21040961	21058602	4	17499	35978.8195	1831.1358	529	KIF17,SH2D5		KIF17	529	1
5_MACS_peak_25301_lociStitched	chr20	61745134	61765524	5	20119	30487.128	1643.434	530		HAR1A,MIR124-3,HAR1B	HAR1B	530	1
4_MACS_peak_36492_lociStitched	chr9	134997196	135019215	4	20318	30234.2889	2036.7575	531		NTNG2,MED27	NTNG2	531	1
6_MACS_peak_13960_lociStitched	chr17	1193048	1214801	6	20952	29296.9404	2849.643	532	TUSC5	BHLHA9	TUSC5	532	1
7_MACS_peak_21908_lociStitched	chr19	51048086	51070228	7	20076	29860.7012	1510.0844	533	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	533	1
9_MACS_peak_17654_lociStitched	chr19	3079528	3104446	9	20374	30088.485	2576.5212	534	GNA11	GNA15,TLE2,AES	GNA11	534	1
4_MACS_peak_18450_lociStitched	chr19	8390588	8410516	4	19034	33451.1408	2915.4664	535	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	535	1
8_MACS_peak_4986_lociStitched	chr1	202154028	202173519	8	17689	35914.1166	2867.1261	536	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	536	1
5_MACS_peak_12162_lociStitched	chr16	4363382	4385558	5	19714	31017.5712	2084.544	537	GLIS2	VASN,TFAP4,PAM16	GLIS2	537	1
6_MACS_peak_36814_lociStitched	chr9	136587648	136609332	6	20362	29284.242	1932.0444	538	SARDH		SARDH	538	1
8_MACS_peak_21327_lociStitched	chr19	47956823	47978523	8	20649	28531.16	1998.57	539	SLC8A2,KPTN	MEIS3,NAPA	SLC8A2	539	1
5_MACS_peak_243_lociStitched	chr1	2297915	2316645	5	17666	34721.674	1822.429	540	MORN1	RER1,LOC100129534,PEX10	MORN1	540	1
18_MACS_peak_19533_lociStitched	chr19	17903421	17928305	18	20854	27964.6392	2237.0716	541	B3GNT3,INSL3	FCHO1,RPL18AP3,RPL18A,SNORA68,JAK3	B3GNT3	541	1
11_MACS_peak_2257_lociStitched	chr1	17839794	17862553	11	21255	26302.5763	1970.9294	543		ARHGEF10L	ARHGEF10L	543	1
17_MACS_peak_31626_lociStitched	chr6	33709914	33734713	17	20987	27430.1739	2412.9427	544	IP6K3	C6orf125,LEMD2,MLN	IP6K3	544	1
6_MACS_peak_21251_lociStitched	chr19	46986977	47006720	6	18065	33683.5323	1960.4799	545	PNMAL2	PNMAL1	PNMAL2	545	1
6_MACS_peak_16980_lociStitched	chr17	78078226	78099455	6	20127	28773.7866	1558.2086	546	GAA	EIF4A3	GAA	546	1
12_MACS_peak_35090_lociStitched	chr8	143002689	143026536	12	20619	27459.8205	1614.4419	547			NCRNA00051	547	1
3_MACS_peak_31138_lociStitched	chr5	176299362	176317073	3	17665	33866.9742	1498.3506	548	UNC5A,HK3		HK3	548	1
6_MACS_peak_31652_lociStitched	chr6	33781175	33802692	6	20295	28436.8672	1764.394	549		LEMD2,MLN	MLN	549	1
12_MACS_peak_20105_lociStitched	chr19	35520616	35544705	12	20138	29313.9041	2310.1351	550	SCN1B,HPN	GRAMD1A	HPN	550	1
9_MACS_peak_29017_lociStitched	chr3	50564393	50586502	9	18821	31923.1851	1996.4427	551		HEMK1,CACNA2D2,C3orf18	C3orf18	551	1
3_MACS_peak_26076_lociStitched	chr21	47468838	47488576	3	19086	31505.7956	2295.5294	552		COL6A2	COL6A2	552	1
6_MACS_peak_19622_lociStitched	chr19	18145412	18168636	6	20312	28855.82	2584.8312	553		ARRDC2,MAST3,IL12RB1	ARRDC2	553	1
7_MACS_peak_29051_lociStitched	chr3	52530806	52552460	7	19429	30475.8396	2063.6262	554	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	554	1
9_MACS_peak_20555_lociStitched	chr19	39986400	40009031	9	19826	29741.6602	2297.0465	555	DLL3,SELV	TIMM50,EID2B,EID2	SELV	555	1
13_MACS_peak_3213_lociStitched	chr1	22636841	22660393	13	21032	26312.2944	2206.8224	556			ZBTB40	556	1
12_MACS_peak_21610_lociStitched	chr19	49253478	49277489	12	20349	28205.7217	2225.8197	557	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	557	1
7_MACS_peak_4302_lociStitched	chr1	37306042	37328508	7	19788	29086.7302	1974.7614	558	GRIK3		GRIK3	558	1
5_MACS_peak_15541_lociStitched	chr17	46690848	46710581	5	18211	32399.6127	2071.965	559	HOXB8,HOXB9,MIR196A1	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7	HOXB9	559	1
8_MACS_peak_37471_lociStitched	chr9	140022361	140043583	8	18866	30914.0874	2035.1898	560	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	560	1
8_MACS_peak_27725_lociStitched	chr22	45093911	45115986	8	20224	27150.0425	1607.06	561	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	561	1
7_MACS_peak_25616_lociStitched	chr21	43178569	43198751	7	19639	29667.54	2637.7874	562	RIPK4	NCRNA00112,C21orf129	RIPK4	562	1
5_MACS_peak_17529_lociStitched	chr19	2299215	2318053	5	17842	33465.707	2595.8764	563	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	563	1
6_MACS_peak_35608_lociStitched	chr8	145093574	145113340	6	19203	29554.1232	1577.3268	564	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,KIAA1875,PLEC,PARP10,SHARPIN	OPLAH	564	1
11_MACS_peak_26446_lociStitched	chr22	23859920	23882109	11	19869	28639.3423	2283.2481	565		IGLL1	IGLL1	565	1
7_MACS_peak_36786_lociStitched	chr9	136465808	136487992	7	20250	27071.1352	1830.18	566		DBH,FAM163B	DBH	566	1
11_MACS_peak_34545_lociStitched	chr8	7869734	7892402	11	20214	27743.3652	2486.6796	567			MIR548I3	567	1
19_MACS_peak_1364_lociStitched	chr1	7632822	7657276	19	20645	25593.5564	1758.2426	568	CAMTA1		VAMP3	568	1
3_MACS_peak_14923_lociStitched	chr17	34742090	34759389	3	16863	36556.2468	4271.1231	569	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	569	1
4_MACS_peak_26811_lociStitched	chr22	30103077	30123388	4	18536	30681.7966	1718.3106	570	CABP7	UQCR10,ZMAT5	CABP7	570	1
10_MACS_peak_17716_lociStitched	chr19	3287473	3310029	10	19502	29618.2836	2936.7912	571	CELF5	NFIC	NFIC	571	1
11_MACS_peak_37505_lociStitched	chr9	140225326	140248813	11	19221	29323.5195	1996.395	572	EXD3	NRARP	NRARP	572	1
9_MACS_peak_19174_lociStitched	chr19	15294514	15317265	9	20423	26397.9853	2225.0478	573	NOTCH3	EPHX3	NOTCH3	573	1
8_MACS_peak_9584_lociStitched	chr12	52695131	52717382	8	20450	26140.4748	2198.3988	574	KRT86,KRT83	KRT81,KRT85	KRT83	574	1
6_MACS_peak_5526_lociStitched	chr10	71408322	71429532	6	19828	27324.843	1696.8	575		C10orf35	C10orf35	575	1
4_MACS_peak_34654_lociStitched	chr8	22004075	22022193	4	17989	31634.028	1860.7186	576	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	576	1
3_MACS_peak_11645_lociStitched	chr15	89898207	89916555	3	17770	31910.8416	1717.3728	577	MIR9-3	LOC254559,POLG	MIR9-3	577	1
9_MACS_peak_17875_lociStitched	chr19	5174510	5196388	9	20119	27728.1772	3051.981	578			PTPRS	578	1
15_MACS_peak_13098_lociStitched	chr16	85485366	85509125	15	20818	23450.133	900.4661	579			KIAA0182	579	1
4_MACS_peak_25906_lociStitched	chr21	46247213	46266350	4	16953	33619.8816	2216.0646	580		UBE2G2,SUMO3,PTTG1IP	SUMO3	580	1
1_MACS_peak_7102_lociStitched	chr11	3209508	3227128	1	17621	31936.25	1811.336	581		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	581	1
3_MACS_peak_25525_lociStitched	chr21	38064147	38082464	3	17561	31970.4918	1839.0268	582	SIM2		SIM2	582	1
15_MACS_peak_8023_lociStitched	chr11	69619723	69643453	15	20023	25901.295	1599.402	583	FGF3	FGF4	FGF3	583	1
7_MACS_peak_7574_lociStitched	chr11	64320983	64341179	7	18656	29516.454	1892.3652	584	SLC22A11	SLC22A12	SLC22A11	584	1
3_MACS_peak_16397_lociStitched	chr17	73604567	73620958	3	15518	35088.2137	1744.0024	585	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	585	1
8_MACS_peak_11802_lociStitched	chr16	954665	975261	8	18665	28815.8636	1503.508	586	LMF1		LMF1	586	1
7_MACS_peak_16573_lociStitched	chr17	75848482	75870414	7	19620	27485.1824	2723.9544	587		FLJ45079	FLJ45079	587	1
8_MACS_peak_16909_lociStitched	chr17	77870911	77892549	8	19670	26426.4894	1917.1268	588			CBX4	588	1
5_MACS_peak_1003_lociStitched	chr1	5800904	5820039	5	18621	28553.247	1450.433	589			NPHP4	589	1
13_MACS_peak_6917_lociStitched	chr11	1744519	1768088	13	19754	26442.0611	2189.5601	590	MOB2,LOC402778	KRTAP5-6,FAM99B,CTSD	LOC402778	590	1
2_MACS_peak_4744_lociStitched	chr1	155088967	155104381	2	15350	35635.6266	2495.5266	591	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	591	1
10_MACS_peak_29895_lociStitched	chr4	7323724	7346584	10	19516	26147.268	1860.804	592	SORCS2		PSAPL1	592	1
7_MACS_peak_11893_lociStitched	chr16	1955499	1975296	7	17870	29762.8098	1561.9833	593	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	593	1
5_MACS_peak_36473_lociStitched	chr9	134705775	134724917	5	18286	29072.8696	1807.0048	594			RAPGEF1	594	1
5_MACS_peak_32377_lociStitched	chr7	2714012	2733581	5	18454	28560.9555	1749.4686	595	AMZ1	TTYH3	AMZ1	595	1
4_MACS_peak_314_lociStitched	chr1	2715397	2734618	4	18050	29000.6448	1339.7037	596			MMEL1	596	1
13_MACS_peak_4426_lociStitched	chr1	37762409	37786104	13	19577	25979.198	2201.2655	597			MIR4255	597	1
8_MACS_peak_17384_lociStitched	chr19	356835	376557	8	18703	28086.1002	2372.5566	598	THEG	MIER2,C2CD4C	THEG	598	1
12_MACS_peak_34469_lociStitched	chr8	7423466	7444364	12	19188	26596.8846	2135.7756	599	FAM90A7		FAM90A7	599	1
7_MACS_peak_20198_lociStitched	chr19	36008244	36028408	7	19601	24920.6876	1645.3824	600	GAPDHS,SBSN	TMEM147,KRTDAP,DMKN,ATP4A	SBSN	600	1
13_MACS_peak_318_lociStitched	chr1	2736007	2758778	13	19620	24904.6427	1782.9693	601			MMEL1	601	1
12_MACS_peak_35542_lociStitched	chr8	144742080	144764081	12	18058	28944.5156	1911.8869	602		ZNF623,ZNF707,BREA2,MAPK15,TSTA3,LOC100130274	ZNF707	602	1
4_MACS_peak_14406_lociStitched	chr17	7718040	7736982	4	17924	29430.1854	2117.7156	603	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	603	1
10_MACS_peak_16653_lociStitched	chr17	76443358	76465240	10	18488	27805.4574	1846.8408	604	DNAH17		PGS1	604	1
8_MACS_peak_21357_lociStitched	chr19	48214537	48234014	8	18641	27287.277	1858.1058	606	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	606	1
10_MACS_peak_27029_lociStitched	chr22	37114496	37136129	10	19301	25516.1235	2124.3606	607		CACNG2,IFT27	CACNG2	607	1
5_MACS_peak_11332_lociStitched	chr15	74559282	74579201	5	18719	26484.3024	1639.3337	608	CCDC33	CCDC33	CCDC33	608	1
5_MACS_peak_21554_lociStitched	chr19	49092367	49111163	5	17969	28162.0468	1612.6968	609	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	609	1
4_MACS_peak_15524_lociStitched	chr17	45922041	45940738	4	17396	29896.503	2138.9368	610	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	610	1
10_MACS_peak_35020_lociStitched	chr8	142728984	142749820	10	18957	25411.5856	1435.6004	611			FLJ43860	611	1
4_MACS_peak_27428_lociStitched	chr22	43593410	43612273	4	17956	27821.0387	1546.766	612	SCUBE1	TSPO,TTLL12	TTLL12	612	1
8_MACS_peak_36575_lociStitched	chr9	135411485	135432867	8	19066	25418.9216	1960.7294	613	C9orf171	BARHL1	BARHL1	613	1
11_MACS_peak_5080_lociStitched	chr1	204950231	204972036	11	19227	25985.0185	3153.003	614	NFASC	CNTN2	NFASC	614	1
6_MACS_peak_28482_lociStitched	chr22	51035289	51052884	6	15790	31892.697	1504.3725	615	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	615	1
12_MACS_peak_33568_lociStitched	chr7	155307718	155330534	12	19397	24962.9856	2687.7248	616	CNPY1		CNPY1	616	1
1_MACS_peak_14921_lociStitched	chr17	34576941	34592478	1	15538	34687.9062	3881.1426	617	TBC1D3C	CCL4L1	TBC1D3C	617	1
8_MACS_peak_35618_lociStitched	chr8	145551886	145571752	8	17894	27615.7266	1617.0924	618	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	618	1
8_MACS_peak_5096_lociStitched	chr1	205009576	205029308	8	18319	27632.6928	2717.0964	619	CNTN2	TMEM81	CNTN2	619	1
12_MACS_peak_6120_lociStitched	chr10	114735217	114757394	12	19306	24816.063	2605.7975	620	TCF7L2		TCF7L2	620	1
3_MACS_peak_17769_lociStitched	chr19	3708064	3726438	3	17678	29185.2616	2860.8318	621		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	621	1
9_MACS_peak_3960_lociStitched	chr1	30841107	30862262	9	18807	25366.9605	1918.7585	622			LOC100129196	622	1
11_MACS_peak_1665_lociStitched	chr1	9707648	9729851	11	18555	26041.8987	1942.7625	623	PIK3CD,C1orf200		C1orf200	623	1
9_MACS_peak_28180_lociStitched	chr22	49284749	49305426	9	18259	26627.8406	1780.2897	624			FAM19A5	624	1
6_MACS_peak_25073_lociStitched	chr20	60268122	60288213	6	18677	25316.6691	1717.7805	625	CDH4		MIR1257	625	1
6_MACS_peak_23106_lociStitched	chr2	219877791	219897885	6	18229	26777.2644	2073.7008	626	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	626	1
8_MACS_peak_4787_lociStitched	chr1	156584891	156604632	8	17082	30458.3889	3205.9384	628	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4,NES	HAPLN2	628	1
8_MACS_peak_13794_lociStitched	chr17	169040	189882	8	18598	25339.7036	1675.6968	630	RPH3AL		RPH3AL	630	1
5_MACS_peak_26103_lociStitched	chr22	18756768	18775903	5	18466	27016.7065	3044.3785	631	GGT3P		GGT3P	631	1
4_MACS_peak_5550_lociStitched	chr10	71486341	71505071	4	17632	27986.366	1987.253	632			COL13A1	632	1
11_MACS_peak_27620_lociStitched	chr22	44831147	44851256	11	18825	24575.2089	1620.7854	633		LDOC1L	LDOC1L	633	1
6_MACS_peak_25693_lociStitched	chr21	44010802	44030209	6	17483	29085.2709	2821.7778	634		PDE9A	PDE9A	634	1
8_MACS_peak_9507_lociStitched	chr12	52397736	52417339	8	17708	27763.7289	2019.109	635	GRASP	NR4A1,C12orf44	GRASP	635	1
11_MACS_peak_17670_lociStitched	chr19	3130585	3152152	11	18959	25166.5323	2678.6214	636	GNA15	GNA11,S1PR4,NCLN	GNA15	636	1
7_MACS_peak_32154_lociStitched	chr7	1278148	1297542	7	18388	25183.109	1153.943	637		UNCX	UNCX	637	1
17_MACS_peak_9277_lociStitched	chr12	3291841	3317124	17	18734	25343.6792	2320.9794	638	TSPAN9		TSPAN9	638	1
12_MACS_peak_2979_lociStitched	chr1	20674469	20696628	12	18790	24674.0465	1870.2196	639	VWA5B1,LOC339505		VWA5B1	639	1
11_MACS_peak_34940_lociStitched	chr8	142538861	142560116	11	18668	24823.7145	1859.8125	640		FLJ43860	FLJ43860	640	1
7_MACS_peak_37494_lociStitched	chr9	140199489	140217160	7	16778	28600.5135	1277.6133	641	EXD3	COBRA1,C9orf167,NRARP	NRARP	641	1
12_MACS_peak_32504_lociStitched	chr7	5625090	5645258	12	16864	28757.5512	1621.5072	642	FSCN1		FSCN1	642	1
8_MACS_peak_9463_lociStitched	chr12	50347632	50367511	8	17800	27073.2101	2079.3434	643	AQP2,AQP5,AQP6	FAIM2,LOC283332	AQP5	643	1
8_MACS_peak_35198_lociStitched	chr8	143245551	143265666	8	18711	23834.2635	1355.751	644		NCRNA00051	NCRNA00051	644	1
9_MACS_peak_36453_lociStitched	chr9	134653148	134674001	9	18697	24604.4547	2179.1385	645		RAPGEF1	RAPGEF1	645	1
3_MACS_peak_18346_lociStitched	chr19	7949758	7967816	3	17944	26924.478	2522.7026	646	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	646	1
6_MACS_peak_32913_lociStitched	chr7	100416102	100434273	6	17351	27201.987	1428.2406	647	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	647	1
3_MACS_peak_11795_lociStitched	chr16	916942	934045	3	16659	28430.3169	1229.7057	649	LMF1		PRR25	649	1
9_MACS_peak_12344_lociStitched	chr16	29186154	29206005	9	18810	23503.584	1574.1843	650			RUNDC2C	650	1
9_MACS_peak_8345_lociStitched	chr11	70662415	70682573	9	18565	24028.336	1439.2812	651	SHANK2	MIR3664	MIR3664	651	1
6_MACS_peak_33935_lociStitched	chr7	157632963	157650919	6	17486	27307.4848	2095.4652	652	PTPRN2		MIR153-2	652	1
13_MACS_peak_3556_lociStitched	chr1	29628834	29650859	13	18035	25813.3	1984.4525	653	PTPRU		PTPRU	653	1
4_MACS_peak_262_lociStitched	chr1	2458330	2474695	4	15555	30335.8005	1394.298	656	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	656	1
10_MACS_peak_6551_lociStitched	chr10	134901667	134921383	10	18182	24532.6188	1356.4608	657	GPR123		GPR123	657	1
11_MACS_peak_25383_lociStitched	chr20	62384112	62405328	11	17635	26203.8816	1665.456	658	ZBTB46	ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	658	1
1_MACS_peak_33199_lociStitched	chr7	128482594	128497989	1	15396	31368.852	2209.1825	659	FLNC	ATP6V1F,LOC100130705	ATP6V1F	659	1
4_MACS_peak_2020_lociStitched	chr1	16383325	16400045	4	16275	28803.544	1389.432	662	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	662	1
10_MACS_peak_12419_lociStitched	chr16	31007516	31027162	10	18026	25056.5084	1860.4762	663	STX1B	ORAI3,SETD1A,HSD3B7,STX4,ZNF668	STX1B	663	1
3_MACS_peak_12002_lociStitched	chr16	3054934	3071807	3	15866	29723.4768	1737.919	664	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	664	1
11_MACS_peak_7205_lociStitched	chr11	44322443	44343211	11	17592	26020.2272	1794.3552	665	ALX4		ALX4	665	1
1_MACS_peak_25147_lociStitched	chr20	60446766	60463999	1	17234	26345.8104	1271.7954	666	CDH4		MIR1257	666	1
3_MACS_peak_14326_lociStitched	chr17	7185016	7200930	3	15560	30077.46	1564.3462	667	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	667	1
5_MACS_peak_11788_lociStitched	chr16	888244	907311	5	17814	25223.7343	1565.4007	668	LMF1	CHTF18,PRR25,RPUSD1,GNG13	PRR25	668	1
7_MACS_peak_7592_lociStitched	chr11	64363447	64381801	7	17343	26051.6676	1292.1216	669	SLC22A12,NRXN2	SLC22A11	SLC22A12	669	1
9_MACS_peak_9113_lociStitched	chr12	146826	167161	9	18466	26268.753	4557.0735	670	FAM138D	IQSEC3	FAM138D	670	1
6_MACS_peak_36201_lociStitched	chr9	132405490	132423304	6	17133	26606.9904	1560.5064	671		METTL11A,PRRX2,C9orf50,ASB6	ASB6	671	1
10_MACS_peak_29295_lociStitched	chr3	195483952	195505952	10	17309	27482.4	3009.6	672	MUC4	MUC20	MUC20	672	1
6_MACS_peak_3283_lociStitched	chr1	22938969	22957945	6	17667	25086.272	1616.7552	673		EPHA8,C1QA,C1QC,C1QB	C1QA	673	1
4_MACS_peak_11798_lociStitched	chr16	935820	953498	4	16334	27510.5036	1230.3888	676	LMF1		LMF1	676	1
6_MACS_peak_16674_lociStitched	chr17	76518412	76536393	6	17446	25419.7397	1706.3969	677	DNAH17		DNAH17	677	1
5_MACS_peak_32133_lociStitched	chr7	1216993	1235660	5	17546	25252.7176	1855.4998	678		UNCX,C7orf50,ZFAND2A	ZFAND2A	678	1
9_MACS_peak_37295_lociStitched	chr9	138545566	138564612	9	17895	23632.2768	1253.2268	680	LCN9	KCNT1,GLT6D1,SOHLH1	LCN9	680	1
6_MACS_peak_7095_lociStitched	chr11	2934506	2951652	6	15604	28951.021	1447.1224	681	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	681	1
6_MACS_peak_11316_lociStitched	chr15	74509398	74527685	6	17682	24398.5154	1550.7376	682		ISLR,CCDC33,STRA6	CCDC33	682	1
8_MACS_peak_31644_lociStitched	chr6	33760263	33779740	8	18117	23740.5153	2124.9407	683	MLN	IP6K3,LEMD2	MLN	683	1
13_MACS_peak_21202_lociStitched	chr19	46900413	46921128	13	17580	24708.852	1731.774	685	CCDC8		CCDC8	685	1
10_MACS_peak_16249_lociStitched	chr17	72413692	72433224	10	17319	25225.578	1677.7988	686	GPRC5C	CD300A	GPRC5C	686	1
8_MACS_peak_35525_lociStitched	chr8	144493827	144511849	8	15084	29813.7946	1591.3426	687	MAFA	RHPN1,C8orf51	MAFA	687	1
3_MACS_peak_15049_lociStitched	chr17	37751010	37766587	3	14986	29738.0507	1345.8528	688	NEUROD2	PPP1R1B,STARD3	NEUROD2	688	1
12_MACS_peak_10997_lociStitched	chr14	106081076	106101388	12	17349	25024.384	1614.804	689			TMEM121	689	1
3_MACS_peak_5408_lociStitched	chr10	11743832	11759704	3	15229	29204.48	2110.976	692		ECHDC3	ECHDC3	692	1
6_MACS_peak_21032_lociStitched	chr19	45714097	45732149	6	17379	23783.51	1556.0824	694	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	694	1
3_MACS_peak_11563_lociStitched	chr15	79054425	79071785	3	16536	25460.176	1291.584	695	ADAMTS7	LOC646938	LOC646938	695	1
6_MACS_peak_6735_lociStitched	chr11	403358	420092	6	15688	27130.8342	1168.0332	696	PKP3,SIGIRR,ANO9	B4GALNT4,PTDSS2	SIGIRR	696	1
7_MACS_peak_1221_lociStitched	chr1	7279311	7297814	7	17373	23382.2411	1385.8747	698	CAMTA1		CAMTA1	698	1
8_MACS_peak_36733_lociStitched	chr9	136175405	136194773	8	16772	25077.6864	1690.8264	699		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,C9orf96,ABO,SURF6,MED22,SURF1,SURF4	SURF6	699	1
4_MACS_peak_31154_lociStitched	chr5	176885184	176902453	4	15570	27414.5375	1388.4276	700	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	700	1
3_MACS_peak_9258_lociStitched	chr12	3234934	3252334	3	16269	26381.88	1847.88	701	TSPAN9		TSPAN9	701	1
3_MACS_peak_5701_lociStitched	chr10	73045675	73062680	3	16920	24446.388	1567.861	702	UNC5B	SLC29A3	SLC29A3	702	1
7_MACS_peak_14447_lociStitched	chr17	7983538	8001351	7	16913	24859.8228	1968.3365	703	MIR4314,ALOX12B,ALOXE3	ALOX15B,HES7	MIR4314	703	1
8_MACS_peak_36600_lociStitched	chr9	135615546	135633697	8	17139	23932.0935	1684.4128	704	C9orf98		DDX31	704	1
7_MACS_peak_37119_lociStitched	chr9	137992090	138009789	7	16783	24058.2507	1061.94	705	OLFM1	OLFM1	OLFM1	705	1
7_MACS_peak_37518_lociStitched	chr9	140256802	140274562	7	16394	25082.448	1582.416	707	EXD3	NOXA1	EXD3	707	1
5_MACS_peak_25284_lociStitched	chr20	61689551	61707779	5	16243	24926.79	1164.7692	708	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	LOC100144597	708	1
5_MACS_peak_25418_lociStitched	chr20	62463138	62480450	5	16352	24744.0416	1357.2608	709		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	709	1
2_MACS_peak_32253_lociStitched	chr7	1586522	1602898	2	15917	25592.4128	1218.3744	710	TMEM184A	MAFK,KIAA1908,INTS1,PSMG3	TMEM184A	710	1
7_MACS_peak_22282_lociStitched	chr19	55872567	55888404	7	15434	26693.2635	1373.0679	711	TMEM190,FAM71E2,IL11	SUV420H2,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	711	1
7_MACS_peak_15569_lociStitched	chr17	47034004	47052178	7	16634	24202.3158	1652.0166	712	GIP	UBE2Z,IGF2BP1,SNF8	GIP	712	1
9_MACS_peak_6831_lociStitched	chr11	1387157	1405070	9	16186	24945.6438	1427.6661	715		BRSK2	BRSK2	715	1
