GENE_ID	locusLine	bin_1_29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam
10_MACS_peak_25453_lociStitched	chr22(.):46020175-46048865	1.0906
4_MACS_peak_25463_lociStitched	chr22(.):46271707-46285534	1.4391
12_MACS_peak_25467_lociStitched	chr22(.):46288108-46374772	1.5216
4_MACS_peak_25479_lociStitched	chr22(.):46377216-46389551	1.1492
2_MACS_peak_25483_lociStitched	chr22(.):46390635-46402338	1.2858
2_MACS_peak_25485_lociStitched	chr22(.):46403345-46407439	0.9367
3_MACS_peak_25487_lociStitched	chr22(.):46418955-46423402	0.8759
1_MACS_peak_25490_lociStitched	chr22(.):46424667-46425262	0.7248
1_MACS_peak_25491_lociStitched	chr22(.):46439981-46440538	0.816
3_MACS_peak_25492_lociStitched	chr22(.):46513126-46517466	0.9141
5_MACS_peak_25495_lociStitched	chr22(.):46519170-46525768	0.8518
1_MACS_peak_25500_lociStitched	chr22(.):46529062-46529570	0.7481
2_MACS_peak_25501_lociStitched	chr22(.):46530803-46531701	0.7016
2_MACS_peak_25503_lociStitched	chr22(.):46542080-46544399	0.8277
2_MACS_peak_25505_lociStitched	chr22(.):46772148-46774605	0.7889
1_MACS_peak_25507_lociStitched	chr22(.):46775903-46777787	0.9782
6_MACS_peak_25508_lociStitched	chr22(.):46782157-46788302	0.9067
1_MACS_peak_25514_lociStitched	chr22(.):46789410-46790388	0.8865
6_MACS_peak_25515_lociStitched	chr22(.):46804077-46810679	0.7826
2_MACS_peak_25521_lociStitched	chr22(.):46811732-46812578	0.6171
8_MACS_peak_25523_lociStitched	chr22(.):46832464-46841896	0.7425
13_MACS_peak_25531_lociStitched	chr22(.):46843670-46864690	0.9355
2_MACS_peak_25544_lociStitched	chr22(.):46867734-46870322	0.9359
1_MACS_peak_25546_lociStitched	chr22(.):46875495-46875925	0.7822
1_MACS_peak_25547_lociStitched	chr22(.):46879595-46880175	0.7837
1_MACS_peak_25548_lociStitched	chr22(.):46900323-46900687	0.5687
1_MACS_peak_25549_lociStitched	chr22(.):46902613-46902979	0.6216
1_MACS_peak_25550_lociStitched	chr22(.):46907415-46907980	0.8971
1_MACS_peak_25551_lociStitched	chr22(.):46912951-46913458	0.9801
3_MACS_peak_25552_lociStitched	chr22(.):46919643-46923905	0.9869
2_MACS_peak_25555_lociStitched	chr22(.):46928417-46930194	0.7845
1_MACS_peak_25557_lociStitched	chr22(.):46933902-46934952	0.9083
3_MACS_peak_25558_lociStitched	chr22(.):46942165-46948697	1.022
1_MACS_peak_25561_lociStitched	chr22(.):46950943-46951399	0.8918
2_MACS_peak_25562_lociStitched	chr22(.):46965129-46967389	0.7036
1_MACS_peak_25564_lociStitched	chr22(.):46968643-46969262	0.8353
1_MACS_peak_25565_lociStitched	chr22(.):46972427-46972763	0.7333
2_MACS_peak_25566_lociStitched	chr22(.):47143282-47145842	0.7921
2_MACS_peak_25568_lociStitched	chr22(.):47147038-47148269	0.6378
4_MACS_peak_25570_lociStitched	chr22(.):47597378-47601272	0.8516
1_MACS_peak_25574_lociStitched	chr22(.):47642089-47642438	0.6599
1_MACS_peak_25575_lociStitched	chr22(.):47671064-47671419	0.6085
1_MACS_peak_25576_lociStitched	chr22(.):47674542-47674870	0.547
2_MACS_peak_25577_lociStitched	chr22(.):47678713-47680153	0.7947
1_MACS_peak_25579_lociStitched	chr22(.):47681197-47681981	0.7664
3_MACS_peak_25580_lociStitched	chr22(.):47689805-47691699	0.7788
2_MACS_peak_25583_lociStitched	chr22(.):47766350-47767462	0.624
1_MACS_peak_25585_lociStitched	chr22(.):47782920-47783254	0.5455
2_MACS_peak_25586_lociStitched	chr22(.):47798068-47800118	0.7787
1_MACS_peak_25588_lociStitched	chr22(.):48478432-48479392	0.8848
2_MACS_peak_25589_lociStitched	chr22(.):48736471-48737557	0.7131
1_MACS_peak_25591_lociStitched	chr22(.):48826096-48826460	0.6123
1_MACS_peak_25592_lociStitched	chr22(.):48828743-48829562	0.7322
1_MACS_peak_25593_lociStitched	chr22(.):48830987-48831360	0.6905
1_MACS_peak_25594_lociStitched	chr22(.):48833729-48834058	0.5612
1_MACS_peak_25595_lociStitched	chr22(.):49246189-49246527	0.7018
1_MACS_peak_25596_lociStitched	chr22(.):49247564-49248019	0.66
4_MACS_peak_25597_lociStitched	chr22(.):49253752-49258544	0.8415
1_MACS_peak_25601_lociStitched	chr22(.):49259907-49260243	0.674
2_MACS_peak_25602_lociStitched	chr22(.):49261903-49263695	0.8761
1_MACS_peak_25604_lociStitched	chr22(.):49278799-49279259	0.8534
1_MACS_peak_25605_lociStitched	chr22(.):49280443-49282689	0.7661
3_MACS_peak_25606_lociStitched	chr22(.):49284044-49286842	0.6087
9_MACS_peak_25609_lociStitched	chr22(.):49289363-49307379	0.9058
6_MACS_peak_25618_lociStitched	chr22(.):49309719-49316897	0.9031
3_MACS_peak_25624_lociStitched	chr22(.):49317981-49319719	0.7714
4_MACS_peak_25627_lociStitched	chr22(.):49332399-49336935	0.7575
2_MACS_peak_25631_lociStitched	chr22(.):49339377-49341880	0.9565
1_MACS_peak_25633_lociStitched	chr22(.):49344390-49344758	0.5822
1_MACS_peak_25634_lociStitched	chr22(.):49346525-49346883	0.5757
1_MACS_peak_25635_lociStitched	chr22(.):49368797-49369157	0.5976
2_MACS_peak_25636_lociStitched	chr22(.):49404421-49406797	0.8566
1_MACS_peak_25638_lociStitched	chr22(.):49408564-49408956	0.8275
5_MACS_peak_25639_lociStitched	chr22(.):49410432-49414802	0.7076
1_MACS_peak_25644_lociStitched	chr22(.):49416964-49417555	0.8288
2_MACS_peak_25645_lociStitched	chr22(.):49418654-49420333	0.6126
1_MACS_peak_25647_lociStitched	chr22(.):49428622-49428958	0.5406
1_MACS_peak_25648_lociStitched	chr22(.):49436956-49437292	0.6339
1_MACS_peak_25649_lociStitched	chr22(.):49440962-49441385	0.6147
1_MACS_peak_25650_lociStitched	chr22(.):49457869-49458318	0.7874
1_MACS_peak_25651_lociStitched	chr22(.):49479254-49479664	0.6203
1_MACS_peak_25652_lociStitched	chr22(.):49482727-49483124	0.4753
1_MACS_peak_25653_lociStitched	chr22(.):49487194-49487816	0.79
1_MACS_peak_25654_lociStitched	chr22(.):49488836-49489238	0.631
1_MACS_peak_25655_lociStitched	chr22(.):49498056-49498400	0.6191
1_MACS_peak_25656_lociStitched	chr22(.):49501357-49501805	0.6612
1_MACS_peak_25657_lociStitched	chr22(.):49511298-49512161	0.7998
1_MACS_peak_25658_lociStitched	chr22(.):49513691-49514810	0.7068
2_MACS_peak_25659_lociStitched	chr22(.):49559053-49560264	0.5599
1_MACS_peak_25661_lociStitched	chr22(.):49578826-49579207	0.4992
1_MACS_peak_25662_lociStitched	chr22(.):49591707-49592023	0.5685
1_MACS_peak_25663_lociStitched	chr22(.):49599014-49599875	0.7816
1_MACS_peak_25664_lociStitched	chr22(.):49629754-49630118	0.6531
1_MACS_peak_25665_lociStitched	chr22(.):49661691-49662138	0.4337
5_MACS_peak_25666_lociStitched	chr22(.):49677933-49682899	0.9664
1_MACS_peak_25671_lociStitched	chr22(.):49684114-49684516	0.5901
2_MACS_peak_25672_lociStitched	chr22(.):49686436-49687601	0.5972
1_MACS_peak_25674_lociStitched	chr22(.):49691062-49691609	0.8152
5_MACS_peak_25675_lociStitched	chr22(.):49693222-49698398	0.8895
1_MACS_peak_25680_lociStitched	chr22(.):49700355-49700738	0.8184
1_MACS_peak_25681_lociStitched	chr22(.):49723680-49723999	0.6625
1_MACS_peak_25682_lociStitched	chr22(.):49726508-49727036	0.5044
1_MACS_peak_25683_lociStitched	chr22(.):49729042-49729983	0.9426
1_MACS_peak_25684_lociStitched	chr22(.):49765989-49766553	0.7957
1_MACS_peak_25685_lociStitched	chr22(.):49800367-49800709	0.649
1_MACS_peak_25686_lociStitched	chr22(.):50054758-50055366	0.895
3_MACS_peak_25687_lociStitched	chr22(.):50056371-50058240	0.8635
1_MACS_peak_25690_lociStitched	chr22(.):50062170-50064167	1.1434
3_MACS_peak_25691_lociStitched	chr22(.):50066456-50068944	0.6127
1_MACS_peak_25694_lociStitched	chr22(.):50071105-50071483	0.6129
1_MACS_peak_25695_lociStitched	chr22(.):50073234-50073579	0.6747
2_MACS_peak_25696_lociStitched	chr22(.):50081044-50084816	1.0204
2_MACS_peak_25698_lociStitched	chr22(.):50092545-50094022	0.7963
3_MACS_peak_25700_lociStitched	chr22(.):50095631-50099191	0.9316
6_MACS_peak_25703_lociStitched	chr22(.):50106320-50115137	0.9006
3_MACS_peak_25709_lociStitched	chr22(.):50116291-50125145	1.3178
1_MACS_peak_25712_lociStitched	chr22(.):50126789-50127419	0.6388
2_MACS_peak_25713_lociStitched	chr22(.):50128435-50129949	0.8484
2_MACS_peak_25715_lociStitched	chr22(.):50130952-50132519	0.6778
5_MACS_peak_25717_lociStitched	chr22(.):50144646-50150919	0.9409
1_MACS_peak_25722_lociStitched	chr22(.):50160251-50160826	0.8965
1_MACS_peak_25723_lociStitched	chr22(.):50239238-50240039	0.9104
3_MACS_peak_25724_lociStitched	chr22(.):50241129-50244186	0.6989
5_MACS_peak_25727_lociStitched	chr22(.):50339981-50349695	0.993
1_MACS_peak_25732_lociStitched	chr22(.):50415059-50415385	0.5456
1_MACS_peak_25733_lociStitched	chr22(.):50418848-50419258	0.5464
3_MACS_peak_25734_lociStitched	chr22(.):50420855-50424702	0.8
7_MACS_peak_25737_lociStitched	chr22(.):50425861-50437061	0.8353
8_MACS_peak_25744_lociStitched	chr22(.):50438798-50458939	1.2984
1_MACS_peak_25752_lociStitched	chr22(.):50460152-50460691	0.7723
6_MACS_peak_25753_lociStitched	chr22(.):50461768-50492429	1.1979
14_MACS_peak_25759_lociStitched	chr22(.):50493562-50526976	1.1829
2_MACS_peak_25773_lociStitched	chr22(.):50529277-50530947	0.9279
1_MACS_peak_25775_lociStitched	chr22(.):50532148-50532662	0.6574
12_MACS_peak_25776_lociStitched	chr22(.):50546459-50566270	0.8785
2_MACS_peak_25788_lociStitched	chr22(.):50567992-50568652	0.6718
1_MACS_peak_25790_lociStitched	chr22(.):50582057-50582547	0.7053
3_MACS_peak_25791_lociStitched	chr22(.):50583596-50592869	1.1198
5_MACS_peak_25794_lociStitched	chr22(.):50594927-50608139	1.0302
1_MACS_peak_25799_lociStitched	chr22(.):50609624-50610915	0.9904
3_MACS_peak_25800_lociStitched	chr22(.):50612562-50615069	0.7538
4_MACS_peak_25803_lociStitched	chr22(.):50617480-50621765	0.8649
3_MACS_peak_25807_lociStitched	chr22(.):50708030-50711725	0.7276
4_MACS_peak_25810_lociStitched	chr22(.):50916975-50919938	0.7733
1_MACS_peak_25814_lociStitched	chr22(.):50923937-50924638	1.037
1_MACS_peak_25815_lociStitched	chr22(.):50967743-50970406	1.1244
4_MACS_peak_25816_lociStitched	chr22(.):50984078-50987688	0.8118
2_MACS_peak_25820_lociStitched	chr22(.):51001519-51003662	0.805
7_MACS_peak_25822_lociStitched	chr22(.):51033925-51053330	1.2733
2_MACS_peak_25829_lociStitched	chr22(.):51079316-51084238	1.752
1_MACS_peak_25831_lociStitched	chr22(.):51088950-51089295	0.7475
4_MACS_peak_25832_lociStitched	chr22(.):51090410-51096338	0.878
3_MACS_peak_25836_lociStitched	chr22(.):51108903-51112508	0.9114
1_MACS_peak_25839_lociStitched	chr22(.):51113517-51117026	1.1511
1_MACS_peak_25840_lociStitched	chr22(.):51122448-51125751	1.6947
2_MACS_peak_25841_lociStitched	chr22(.):51181668-51183089	0.7808
2_MACS_peak_25843_lociStitched	chr22(.):51185961-51187443	0.4175
1_MACS_peak_25845_lociStitched	chr3(.):9903865-9904487	0.7546
3_MACS_peak_25846_lociStitched	chr3(.):10367736-10374959	0.9774
1_MACS_peak_25849_lociStitched	chr3(.):10383036-10383856	0.8913
1_MACS_peak_25850_lociStitched	chr3(.):10503615-10504042	0.806
1_MACS_peak_25851_lociStitched	chr3(.):10505226-10505740	0.6761
3_MACS_peak_25852_lociStitched	chr3(.):10524376-10527214	0.7779
1_MACS_peak_25855_lociStitched	chr3(.):10534250-10534688	0.6037
3_MACS_peak_25856_lociStitched	chr3(.):10543381-10550797	1.2361
1_MACS_peak_25859_lociStitched	chr3(.):10611851-10612329	0.6739
1_MACS_peak_25860_lociStitched	chr3(.):10622763-10623264	0.8733
2_MACS_peak_25861_lociStitched	chr3(.):10624732-10626481	0.6813
1_MACS_peak_25863_lociStitched	chr3(.):10650651-10651504	0.8257
1_MACS_peak_25864_lociStitched	chr3(.):10662449-10662794	0.6679
1_MACS_peak_25865_lociStitched	chr3(.):10705268-10705600	0.8305
1_MACS_peak_25866_lociStitched	chr3(.):10712333-10712761	0.5186
1_MACS_peak_25867_lociStitched	chr3(.):10743000-10743375	0.6294
1_MACS_peak_25868_lociStitched	chr3(.):10744598-10745245	0.7986
4_MACS_peak_25869_lociStitched	chr3(.):10748284-10752631	0.9309
1_MACS_peak_25873_lociStitched	chr3(.):10761448-10761867	0.617
1_MACS_peak_25874_lociStitched	chr3(.):10763396-10763762	0.5989
2_MACS_peak_25875_lociStitched	chr3(.):10778873-10780875	0.7584
2_MACS_peak_25877_lociStitched	chr3(.):10785304-10786270	0.7264
1_MACS_peak_25879_lociStitched	chr3(.):10792114-10792520	0.6397
1_MACS_peak_25880_lociStitched	chr3(.):10805353-10805832	0.7596
5_MACS_peak_25881_lociStitched	chr3(.):10814422-10819555	0.734
2_MACS_peak_25886_lociStitched	chr3(.):10893759-10895467	0.8101
1_MACS_peak_25888_lociStitched	chr3(.):10959960-10960383	0.834
1_MACS_peak_25889_lociStitched	chr3(.):10968118-10968611	0.7784
2_MACS_peak_25890_lociStitched	chr3(.):10970109-10971256	0.7817
2_MACS_peak_25892_lociStitched	chr3(.):10977578-10979324	0.8534
1_MACS_peak_25894_lociStitched	chr3(.):10980382-10981188	0.7123
1_MACS_peak_25895_lociStitched	chr3(.):10988488-10991133	0.8508
1_MACS_peak_25896_lociStitched	chr3(.):10997229-10997610	0.5919
1_MACS_peak_25897_lociStitched	chr3(.):11001205-11001531	0.7399
1_MACS_peak_25898_lociStitched	chr3(.):11013194-11013640	0.6314
2_MACS_peak_25899_lociStitched	chr3(.):11034683-11036103	0.7989
1_MACS_peak_25901_lociStitched	chr3(.):11040926-11041363	0.6803
4_MACS_peak_25902_lociStitched	chr3(.):11045842-11048946	0.7197
1_MACS_peak_25906_lociStitched	chr3(.):11051204-11051572	0.6938
3_MACS_peak_25907_lociStitched	chr3(.):11056081-11059429	0.8882
2_MACS_peak_25910_lociStitched	chr3(.):11078252-11079484	0.7604
2_MACS_peak_25912_lociStitched	chr3(.):11096599-11098588	0.7697
1_MACS_peak_25914_lociStitched	chr3(.):11100022-11101492	0.9743
1_MACS_peak_25915_lociStitched	chr3(.):11103368-11103768	0.6951
1_MACS_peak_25916_lociStitched	chr3(.):11133444-11134175	0.7914
2_MACS_peak_25917_lociStitched	chr3(.):11135757-11137187	0.6248
1_MACS_peak_25919_lociStitched	chr3(.):11197265-11197876	1.0319
1_MACS_peak_25920_lociStitched	chr3(.):12837389-12838252	0.8493
4_MACS_peak_25921_lociStitched	chr3(.):12891823-12897153	0.892
8_MACS_peak_25925_lociStitched	chr3(.):12902092-12933730	1.1467
1_MACS_peak_25933_lociStitched	chr3(.):13258762-13259142	0.432
1_MACS_peak_25934_lociStitched	chr3(.):13323674-13324029	0.6707
1_MACS_peak_25935_lociStitched	chr3(.):13522023-13522521	0.7396
2_MACS_peak_25936_lociStitched	chr3(.):13541562-13547802	1.1541
7_MACS_peak_25938_lociStitched	chr3(.):13549207-13566005	1.1397
8_MACS_peak_25945_lociStitched	chr3(.):13567034-13582620	0.923
3_MACS_peak_25953_lociStitched	chr3(.):13584741-13588217	0.7247
6_MACS_peak_25956_lociStitched	chr3(.):13589293-13602542	0.9777
4_MACS_peak_25962_lociStitched	chr3(.):13606515-13624898	1.0777
1_MACS_peak_25966_lociStitched	chr3(.):13635352-13636717	0.9863
1_MACS_peak_25967_lociStitched	chr3(.):13642691-13643676	0.7505
5_MACS_peak_25968_lociStitched	chr3(.):13648340-13654673	0.85
1_MACS_peak_25973_lociStitched	chr3(.):13660499-13666113	1.0916
9_MACS_peak_25974_lociStitched	chr3(.):13668281-13707021	1.2031
2_MACS_peak_25983_lociStitched	chr3(.):13709152-13710453	0.8031
2_MACS_peak_25985_lociStitched	chr3(.):13711772-13712722	0.7246
1_MACS_peak_25987_lociStitched	chr3(.):13715819-13716162	0.8786
1_MACS_peak_25988_lociStitched	chr3(.):13721436-13721923	1.0043
2_MACS_peak_25989_lociStitched	chr3(.):13726340-13728143	0.6847
1_MACS_peak_25991_lociStitched	chr3(.):13730512-13731052	0.6192
3_MACS_peak_25992_lociStitched	chr3(.):13738408-13741271	0.7748
1_MACS_peak_25995_lociStitched	chr3(.):13742381-13742990	0.7578
2_MACS_peak_25996_lociStitched	chr3(.):13812682-13815040	0.7634
8_MACS_peak_25998_lociStitched	chr3(.):13822281-13837756	1.008
1_MACS_peak_26006_lociStitched	chr3(.):13841778-13842123	0.7475
4_MACS_peak_26007_lociStitched	chr3(.):13870684-13873234	0.7782
2_MACS_peak_26011_lociStitched	chr3(.):13875783-13877447	0.9068
1_MACS_peak_26013_lociStitched	chr3(.):13879800-13880292	0.9628
2_MACS_peak_26014_lociStitched	chr3(.):13891149-13892871	0.72
1_MACS_peak_26016_lociStitched	chr3(.):13893945-13894349	0.7472
1_MACS_peak_26017_lociStitched	chr3(.):13896911-13897364	0.5865
1_MACS_peak_26018_lociStitched	chr3(.):13899541-13899996	0.738
1_MACS_peak_26019_lociStitched	chr3(.):13903003-13904386	0.8381
4_MACS_peak_26020_lociStitched	chr3(.):13915200-13921372	1.1099
1_MACS_peak_26024_lociStitched	chr3(.):13927939-13928490	0.7437
2_MACS_peak_26025_lociStitched	chr3(.):14305594-14307158	0.8939
1_MACS_peak_26027_lociStitched	chr3(.):14349619-14349955	0.5927
3_MACS_peak_26028_lociStitched	chr3(.):14353620-14356304	0.7637
1_MACS_peak_26031_lociStitched	chr3(.):14358839-14359396	0.7601
2_MACS_peak_26032_lociStitched	chr3(.):14385296-14387103	0.7072
1_MACS_peak_26034_lociStitched	chr3(.):14388162-14388586	0.6713
2_MACS_peak_26035_lociStitched	chr3(.):14400488-14403118	0.7291
1_MACS_peak_26037_lociStitched	chr3(.):14404505-14404953	0.7574
4_MACS_peak_26038_lociStitched	chr3(.):14545918-14548757	0.8368
2_MACS_peak_26042_lociStitched	chr3(.):14550598-14556201	0.9809
4_MACS_peak_26044_lociStitched	chr3(.):14558254-14565374	0.9901
1_MACS_peak_26048_lociStitched	chr3(.):14574868-14575320	0.767
2_MACS_peak_26049_lociStitched	chr3(.):14576672-14578083	0.7331
1_MACS_peak_26051_lociStitched	chr3(.):14580706-14581346	0.7425
2_MACS_peak_26052_lociStitched	chr3(.):14582858-14584033	0.7949
2_MACS_peak_26054_lociStitched	chr3(.):14586056-14587762	0.9413
1_MACS_peak_26056_lociStitched	chr3(.):14589100-14589677	0.6577
9_MACS_peak_26057_lociStitched	chr3(.):14591686-14609648	0.9455
4_MACS_peak_26066_lociStitched	chr3(.):14610777-14618593	0.9211
1_MACS_peak_26070_lociStitched	chr3(.):14621290-14621854	0.83
2_MACS_peak_26071_lociStitched	chr3(.):14625967-14628836	0.8436
1_MACS_peak_26073_lociStitched	chr3(.):14636865-14637253	0.6078
1_MACS_peak_26074_lociStitched	chr3(.):14641419-14644412	1.0371
1_MACS_peak_26075_lociStitched	chr3(.):14650048-14650493	0.6645
3_MACS_peak_26076_lociStitched	chr3(.):14850822-14856929	1.1631
1_MACS_peak_26079_lociStitched	chr3(.):14858953-14859329	0.6498
2_MACS_peak_26080_lociStitched	chr3(.):14860390-14864701	0.9185
1_MACS_peak_26082_lociStitched	chr3(.):14874485-14875204	0.7639
3_MACS_peak_26083_lociStitched	chr3(.):14954783-14957319	0.9068
2_MACS_peak_26086_lociStitched	chr3(.):14964109-14965884	0.9243
1_MACS_peak_26088_lociStitched	chr3(.):18485057-18485986	0.8672
2_MACS_peak_26089_lociStitched	chr3(.):19189269-19190700	0.8697
1_MACS_peak_26091_lociStitched	chr3(.):24537058-24537561	0.6277
2_MACS_peak_26092_lociStitched	chr3(.):27754166-27755512	0.9595
2_MACS_peak_26094_lociStitched	chr3(.):28980150-28983370	0.9443
1_MACS_peak_26096_lociStitched	chr3(.):36985515-36986732	0.8404
2_MACS_peak_26097_lociStitched	chr3(.):38690310-38692204	0.8924
1_MACS_peak_26099_lociStitched	chr3(.):40224539-40225126	0.7754
3_MACS_peak_26100_lociStitched	chr3(.):40227376-40232852	0.9243
5_MACS_peak_26103_lociStitched	chr3(.):40364214-40372263	0.8816
1_MACS_peak_26108_lociStitched	chr3(.):42305951-42306282	0.8679
1_MACS_peak_26109_lociStitched	chr3(.):42696103-42696499	0.582
1_MACS_peak_26110_lociStitched	chr3(.):45266247-45266934	0.8517
1_MACS_peak_26111_lociStitched	chr3(.):45837897-45838349	0.6024
1_MACS_peak_26112_lociStitched	chr3(.):46720823-46721401	0.7003
1_MACS_peak_26113_lociStitched	chr3(.):46733782-46734817	0.926
2_MACS_peak_26114_lociStitched	chr3(.):46742765-46743992	0.7961
1_MACS_peak_26116_lociStitched	chr3(.):46748324-46748650	0.6832
3_MACS_peak_26117_lociStitched	chr3(.):46912683-46917786	0.8132
8_MACS_peak_26120_lociStitched	chr3(.):46921945-46931676	1.0636
1_MACS_peak_26128_lociStitched	chr3(.):46934570-46935133	0.7654
3_MACS_peak_26129_lociStitched	chr3(.):46937709-46942438	0.8489
3_MACS_peak_26132_lociStitched	chr3(.):46943502-46945916	0.9918
1_MACS_peak_26135_lociStitched	chr3(.):47620402-47621818	1.2242
3_MACS_peak_26136_lociStitched	chr3(.):48448864-48452372	0.8854
1_MACS_peak_26139_lociStitched	chr3(.):48454713-48455012	0.67
4_MACS_peak_26140_lociStitched	chr3(.):48456291-48462304	0.891
1_MACS_peak_26144_lociStitched	chr3(.):48463349-48466328	0.9675
3_MACS_peak_26145_lociStitched	chr3(.):48467931-48470728	0.9069
2_MACS_peak_26148_lociStitched	chr3(.):48540624-48543100	0.8101
3_MACS_peak_26150_lociStitched	chr3(.):48546508-48549619	0.7339
1_MACS_peak_26153_lociStitched	chr3(.):48553792-48554409	0.8026
1_MACS_peak_26154_lociStitched	chr3(.):48598589-48600883	1.0705
2_MACS_peak_26155_lociStitched	chr3(.):48606097-48609815	1.0511
2_MACS_peak_26157_lociStitched	chr3(.):48612745-48614759	0.8427
3_MACS_peak_26159_lociStitched	chr3(.):48615861-48633429	1.4098
2_MACS_peak_26162_lociStitched	chr3(.):48676762-48679228	0.9517
2_MACS_peak_26164_lociStitched	chr3(.):48694546-48696928	0.827
1_MACS_peak_26166_lociStitched	chr3(.):49208827-49209367	0.9477
1_MACS_peak_26167_lociStitched	chr3(.):49580412-49582111	0.7296
2_MACS_peak_26168_lociStitched	chr3(.):49584378-49586024	0.7511
1_MACS_peak_26170_lociStitched	chr3(.):49592117-49594816	1.2456
3_MACS_peak_26171_lociStitched	chr3(.):49693875-49696139	0.808
2_MACS_peak_26174_lociStitched	chr3(.):49697259-49702296	1.0199
1_MACS_peak_26176_lociStitched	chr3(.):49704860-49705773	0.9043
1_MACS_peak_26177_lociStitched	chr3(.):49706895-49707429	0.7369
2_MACS_peak_26178_lociStitched	chr3(.):49722988-49724285	0.5338
1_MACS_peak_26180_lociStitched	chr3(.):49839234-49840154	0.8286
1_MACS_peak_26181_lociStitched	chr3(.):49899630-49899983	0.6167
3_MACS_peak_26182_lociStitched	chr3(.):49902637-49910220	1.0768
3_MACS_peak_26185_lociStitched	chr3(.):50166246-50168814	0.6644
5_MACS_peak_26188_lociStitched	chr3(.):50169820-50179940	1.188
2_MACS_peak_26193_lociStitched	chr3(.):50183270-50184513	0.7675
13_MACS_peak_26195_lociStitched	chr3(.):50185692-50214903	1.1838
8_MACS_peak_26208_lociStitched	chr3(.):50216166-50248960	1.3709
4_MACS_peak_26216_lociStitched	chr3(.):50249999-50263706	1.3733
2_MACS_peak_26220_lociStitched	chr3(.):50302379-50317137	1.5674
1_MACS_peak_26222_lociStitched	chr3(.):50377820-50378462	0.9327
3_MACS_peak_26223_lociStitched	chr3(.):50403267-50410145	1.0988
1_MACS_peak_26226_lociStitched	chr3(.):50413545-50414034	0.6728
8_MACS_peak_26227_lociStitched	chr3(.):50416064-50440262	1.1205
22_MACS_peak_26235_lociStitched	chr3(.):50445298-50515501	1.0972
1_MACS_peak_26257_lociStitched	chr3(.):50516841-50517531	0.6059
6_MACS_peak_26258_lociStitched	chr3(.):50519406-50526873	0.9548
1_MACS_peak_26264_lociStitched	chr3(.):50527878-50528462	0.8905
7_MACS_peak_26265_lociStitched	chr3(.):50529583-50563415	1.1828
1_MACS_peak_26272_lociStitched	chr3(.):50565875-50579308	1.5112
3_MACS_peak_26273_lociStitched	chr3(.):50580962-50585291	0.9077
5_MACS_peak_26276_lociStitched	chr3(.):50587917-50596885	0.9034
1_MACS_peak_26281_lociStitched	chr3(.):50603514-50604866	0.8553
1_MACS_peak_26282_lociStitched	chr3(.):50711268-50712270	1.081
2_MACS_peak_26283_lociStitched	chr3(.):51987757-51989678	0.9014
1_MACS_peak_26285_lociStitched	chr3(.):52037810-52038269	0.8577
2_MACS_peak_26286_lociStitched	chr3(.):52070531-52071863	0.6709
2_MACS_peak_26288_lociStitched	chr3(.):52073616-52076164	0.9533
1_MACS_peak_26290_lociStitched	chr3(.):52077340-52079129	0.8778
4_MACS_peak_26291_lociStitched	chr3(.):52533283-52551961	1.2324
1_MACS_peak_26295_lociStitched	chr3(.):52554892-52555598	0.8164
1_MACS_peak_26296_lociStitched	chr3(.):52567003-52567621	0.7558
1_MACS_peak_26297_lociStitched	chr3(.):55520066-55520485	0.766
1_MACS_peak_26298_lociStitched	chr3(.):57111946-57112831	1.0165
1_MACS_peak_26299_lociStitched	chr3(.):57198070-57199401	0.8638
2_MACS_peak_26300_lociStitched	chr3(.):58025068-58027040	0.7399
2_MACS_peak_26302_lociStitched	chr3(.):58029237-58030699	0.7185
1_MACS_peak_26304_lociStitched	chr3(.):58163644-58164475	0.9524
1_MACS_peak_26305_lociStitched	chr3(.):64517043-64519454	0.7926
2_MACS_peak_26306_lociStitched	chr3(.):64520552-64522194	0.7764
1_MACS_peak_26310_lociStitched	chr3(.):87725575-87726226	0.7536
1_MACS_peak_26311_lociStitched	chr3(.):105586699-105587675	0.9495
1_MACS_peak_26312_lociStitched	chr3(.):111580235-111580816	0.8456
1_MACS_peak_26313_lociStitched	chr3(.):119673032-119673364	0.9208
1_MACS_peak_26314_lociStitched	chr3(.):122640729-122641445	0.8082
1_MACS_peak_26315_lociStitched	chr3(.):122745357-122746345	1.5416
1_MACS_peak_26316_lociStitched	chr3(.):123709809-123710334	0.5401
1_MACS_peak_26317_lociStitched	chr3(.):123752504-123753776	0.9707
1_MACS_peak_26318_lociStitched	chr3(.):124303717-124304707	0.7762
1_MACS_peak_26319_lociStitched	chr3(.):125690692-125691553	0.9382
1_MACS_peak_26320_lociStitched	chr3(.):125849645-125849981	0.6366
1_MACS_peak_26321_lociStitched	chr3(.):125985181-125985611	0.9234
2_MACS_peak_26322_lociStitched	chr3(.):126241710-126244033	0.8351
1_MACS_peak_26324_lociStitched	chr3(.):126245227-126245909	0.6988
3_MACS_peak_26325_lociStitched	chr3(.):126253159-126255637	0.7963
1_MACS_peak_26328_lociStitched	chr3(.):126269840-126270174	0.55
1_MACS_peak_26329_lociStitched	chr3(.):126381701-126382094	0.6254
1_MACS_peak_26330_lociStitched	chr3(.):126786572-126786963	0.7215
