GENE_ID	locusLine	bin_1_23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam
1_MACS_peak_25497_lociStitched	chr7(.):4140235-4140764	0.6053
4_MACS_peak_25498_lociStitched	chr7(.):4837967-4841574	0.7551
4_MACS_peak_25502_lociStitched	chr7(.):4842997-4851593	1.0192
1_MACS_peak_25506_lociStitched	chr7(.):4853048-4853813	0.7344
6_MACS_peak_25507_lociStitched	chr7(.):4854932-4865186	0.8515
1_MACS_peak_25513_lociStitched	chr7(.):4866446-4866863	0.6011
2_MACS_peak_25514_lociStitched	chr7(.):4871229-4873856	0.8235
1_MACS_peak_25516_lociStitched	chr7(.):4876636-4877067	0.647
5_MACS_peak_25517_lociStitched	chr7(.):4878379-4884564	0.7236
1_MACS_peak_25522_lociStitched	chr7(.):4901807-4902363	0.5748
2_MACS_peak_25523_lociStitched	chr7(.):4910758-4912573	0.7299
1_MACS_peak_25525_lociStitched	chr7(.):4914976-4915685	0.6381
3_MACS_peak_25526_lociStitched	chr7(.):4916939-4920290	0.7742
1_MACS_peak_25529_lociStitched	chr7(.):4921569-4922122	0.7185
2_MACS_peak_25530_lociStitched	chr7(.):4942116-4943458	0.8722
1_MACS_peak_25532_lociStitched	chr7(.):4959813-4960261	0.6063
2_MACS_peak_25533_lociStitched	chr7(.):4964062-4965996	0.7565
1_MACS_peak_25535_lociStitched	chr7(.):4967580-4968168	0.7627
2_MACS_peak_25536_lociStitched	chr7(.):4978777-4980406	0.6723
2_MACS_peak_25538_lociStitched	chr7(.):4981411-4983390	0.687
1_MACS_peak_25540_lociStitched	chr7(.):4997628-4998040	0.791
1_MACS_peak_25541_lociStitched	chr7(.):5000075-5000468	0.7374
2_MACS_peak_25542_lociStitched	chr7(.):5002159-5004084	0.7508
1_MACS_peak_25544_lociStitched	chr7(.):5115294-5116486	0.9027
1_MACS_peak_25545_lociStitched	chr7(.):5122322-5123047	0.7032
2_MACS_peak_25546_lociStitched	chr7(.):5126072-5127575	0.8726
1_MACS_peak_25548_lociStitched	chr7(.):5152269-5153434	0.7497
1_MACS_peak_25549_lociStitched	chr7(.):5156344-5156909	0.6791
1_MACS_peak_25550_lociStitched	chr7(.):5163183-5163897	0.7299
2_MACS_peak_25551_lociStitched	chr7(.):5166617-5168470	0.8118
1_MACS_peak_25553_lociStitched	chr7(.):5290359-5290919	0.6772
4_MACS_peak_25554_lociStitched	chr7(.):5300954-5306875	0.8928
1_MACS_peak_25558_lociStitched	chr7(.):5309480-5310938	0.7427
3_MACS_peak_25559_lociStitched	chr7(.):5312152-5317557	0.9342
2_MACS_peak_25562_lociStitched	chr7(.):5318865-5321708	0.796
2_MACS_peak_25564_lociStitched	chr7(.):5322839-5332038	1.1641
1_MACS_peak_25566_lociStitched	chr7(.):5333357-5335255	0.793
2_MACS_peak_25567_lociStitched	chr7(.):5336930-5342880	1.2193
1_MACS_peak_25569_lociStitched	chr7(.):5459550-5461022	0.8864
2_MACS_peak_25570_lociStitched	chr7(.):5463615-5470669	1.5253
1_MACS_peak_25572_lociStitched	chr7(.):5472724-5473199	0.6572
1_MACS_peak_25573_lociStitched	chr7(.):5485433-5486265	0.7641
1_MACS_peak_25574_lociStitched	chr7(.):5584740-5588439	0.9746
1_MACS_peak_25575_lociStitched	chr7(.):5589687-5590970	0.8163
2_MACS_peak_25576_lociStitched	chr7(.):5592696-5594685	0.6756
1_MACS_peak_25578_lociStitched	chr7(.):5598630-5603397	1.0836
5_MACS_peak_25579_lociStitched	chr7(.):5608680-5616604	0.8221
1_MACS_peak_25584_lociStitched	chr7(.):5618767-5622380	0.887
1_MACS_peak_25585_lociStitched	chr7(.):5626145-5627060	0.9118
3_MACS_peak_25586_lociStitched	chr7(.):5628088-5640322	1.542
1_MACS_peak_25589_lociStitched	chr7(.):5642098-5643000	0.8132
3_MACS_peak_25590_lociStitched	chr7(.):5644100-5648176	0.7793
2_MACS_peak_25593_lociStitched	chr7(.):6559887-6561870	0.6603
4_MACS_peak_25595_lociStitched	chr7(.):6566253-6572483	0.7997
1_MACS_peak_25599_lociStitched	chr7(.):6575557-6576200	0.9785
1_MACS_peak_25600_lociStitched	chr7(.):6653391-6654092	0.5879
1_MACS_peak_25601_lociStitched	chr7(.):8474690-8475256	0.6682
1_MACS_peak_25602_lociStitched	chr7(.):11358972-11359500	0.5582
4_MACS_peak_25603_lociStitched	chr7(.):23507367-23517059	1.071
1_MACS_peak_25607_lociStitched	chr7(.):23518098-23518605	0.7221
1_MACS_peak_25608_lociStitched	chr7(.):23519707-23520245	0.72
1_MACS_peak_25609_lociStitched	chr7(.):24323542-24324193	0.7115
1_MACS_peak_25610_lociStitched	chr7(.):24795997-24796456	0.7289
1_MACS_peak_25611_lociStitched	chr7(.):25891468-25894261	1.4106
3_MACS_peak_25612_lociStitched	chr7(.):25895422-25906477	1.1339
1_MACS_peak_25615_lociStitched	chr7(.):25908195-25908871	0.8401
1_MACS_peak_25616_lociStitched	chr7(.):26414902-26416297	0.9169
5_MACS_peak_25617_lociStitched	chr7(.):26423972-26429699	0.7303
1_MACS_peak_25622_lociStitched	chr7(.):26431137-26431617	0.7193
1_MACS_peak_25623_lociStitched	chr7(.):26437289-26438266	1.1726
1_MACS_peak_25624_lociStitched	chr7(.):27134901-27135481	0.7164
1_MACS_peak_25625_lociStitched	chr7(.):27143094-27143698	0.827
2_MACS_peak_25626_lociStitched	chr7(.):27146168-27147405	0.4936
1_MACS_peak_25628_lociStitched	chr7(.):27155053-27155447	0.7138
1_MACS_peak_25629_lociStitched	chr7(.):27186077-27188649	1.1284
1_MACS_peak_25630_lociStitched	chr7(.):27190752-27200419	1.8242
5_MACS_peak_25631_lociStitched	chr7(.):27203405-27215490	1.0195
1_MACS_peak_25636_lociStitched	chr7(.):27222366-27222988	0.731
3_MACS_peak_25637_lociStitched	chr7(.):27224117-27233117	1.074
2_MACS_peak_25640_lociStitched	chr7(.):27237630-27241690	0.8751
1_MACS_peak_25642_lociStitched	chr7(.):27280630-27281190	0.5181
2_MACS_peak_25643_lociStitched	chr7(.):27282648-27285047	0.7334
1_MACS_peak_25645_lociStitched	chr7(.):28193088-28193647	0.8639
1_MACS_peak_25646_lociStitched	chr7(.):28449930-28450595	0.7896
1_MACS_peak_25647_lociStitched	chr7(.):28965952-28966581	0.8282
2_MACS_peak_25648_lociStitched	chr7(.):29149348-29152272	0.8345
2_MACS_peak_25650_lociStitched	chr7(.):29154398-29155544	0.8489
1_MACS_peak_25652_lociStitched	chr7(.):29234063-29234899	0.7836
1_MACS_peak_25653_lociStitched	chr7(.):29846698-29847313	0.7255
1_MACS_peak_25654_lociStitched	chr7(.):31025812-31026585	0.8375
1_MACS_peak_25655_lociStitched	chr7(.):35296093-35296497	0.6297
1_MACS_peak_25656_lociStitched	chr7(.):36311355-36311777	1.5689
1_MACS_peak_25657_lociStitched	chr7(.):44063572-44064454	0.7453
6_MACS_peak_25658_lociStitched	chr7(.):44142290-44148920	0.8795
3_MACS_peak_25664_lociStitched	chr7(.):44256761-44281413	1.71
1_MACS_peak_25667_lociStitched	chr7(.):44290758-44291246	0.6324
3_MACS_peak_25668_lociStitched	chr7(.):44306201-44308831	0.9148
1_MACS_peak_25671_lociStitched	chr7(.):44310639-44311032	0.7235
6_MACS_peak_25672_lociStitched	chr7(.):44312290-44319526	0.8029
3_MACS_peak_25678_lociStitched	chr7(.):44322367-44326627	0.8527
1_MACS_peak_25681_lociStitched	chr7(.):44327686-44328710	0.7108
1_MACS_peak_25682_lociStitched	chr7(.):44347512-44348887	0.8677
2_MACS_peak_25683_lociStitched	chr7(.):44362064-44367155	1.0949
1_MACS_peak_25685_lociStitched	chr7(.):44578043-44578674	0.675
2_MACS_peak_25686_lociStitched	chr7(.):45123980-45127530	0.8734
2_MACS_peak_25688_lociStitched	chr7(.):45850516-45852500	0.3981
1_MACS_peak_25690_lociStitched	chr7(.):45960747-45961323	0.8012
1_MACS_peak_25691_lociStitched	chr7(.):53305427-53305681	15.3288
1_MACS_peak_25692_lociStitched	chr7(.):55321866-55322547	0.8998
1_MACS_peak_25693_lociStitched	chr7(.):55808972-55809457	0.5967
1_MACS_peak_25694_lociStitched	chr7(.):55811907-55812409	1.0473
4_MACS_peak_25697_lociStitched	chr7(.):56883805-56888176	0.5301
4_MACS_peak_25701_lociStitched	chr7(.):56889986-56894010	0.4324
1_MACS_peak_25705_lociStitched	chr7(.):57711125-57711693	0.5783
1_MACS_peak_25706_lociStitched	chr7(.):57713028-57713839	0.8188
12_MACS_peak_25707_lociStitched	chr7(.):63209958-63224329	0.513
1_MACS_peak_25719_lociStitched	chr7(.):64600646-64601338	0.6267
1_MACS_peak_25720_lociStitched	chr7(.):64974150-64975411	1.1384
1_MACS_peak_25721_lociStitched	chr7(.):65019382-65019923	0.5656
1_MACS_peak_25722_lociStitched	chr7(.):65112340-65113112	0.6705
2_MACS_peak_25723_lociStitched	chr7(.):72777055-72778359	0.7207
1_MACS_peak_25725_lociStitched	chr7(.):72790805-72791406	0.693
1_MACS_peak_25726_lociStitched	chr7(.):72824645-72825696	0.9696
1_MACS_peak_25727_lociStitched	chr7(.):72832481-72832871	0.5261
1_MACS_peak_25728_lociStitched	chr7(.):72837741-72839405	0.9737
6_MACS_peak_25729_lociStitched	chr7(.):73005884-73022423	1.0214
2_MACS_peak_25735_lociStitched	chr7(.):73024449-73029834	0.9484
3_MACS_peak_25737_lociStitched	chr7(.):73035391-73044155	1.1088
2_MACS_peak_25740_lociStitched	chr7(.):73052455-73053768	0.781
1_MACS_peak_25742_lociStitched	chr7(.):73055077-73056172	0.7816
5_MACS_peak_25743_lociStitched	chr7(.):73058002-73068021	0.953
3_MACS_peak_25748_lociStitched	chr7(.):73074444-73077830	0.733
1_MACS_peak_25751_lociStitched	chr7(.):73079908-73080703	0.6215
1_MACS_peak_25752_lociStitched	chr7(.):73082464-73088177	1.1294
5_MACS_peak_25753_lociStitched	chr7(.):73283985-73296112	0.9466
4_MACS_peak_25758_lociStitched	chr7(.):73297462-73302229	0.8089
1_MACS_peak_25762_lociStitched	chr7(.):73305305-73306050	0.9111
2_MACS_peak_25763_lociStitched	chr7(.):73313905-73315078	0.7715
3_MACS_peak_25765_lociStitched	chr7(.):73317092-73320875	0.8011
1_MACS_peak_25768_lociStitched	chr7(.):73322655-73323093	0.5839
1_MACS_peak_25769_lociStitched	chr7(.):73325984-73326453	0.7227
2_MACS_peak_25770_lociStitched	chr7(.):73333594-73334850	0.7007
1_MACS_peak_25772_lociStitched	chr7(.):73391484-73392230	0.7089
1_MACS_peak_25773_lociStitched	chr7(.):73399423-73400907	0.8171
1_MACS_peak_25774_lociStitched	chr7(.):73408569-73409029	0.7351
3_MACS_peak_25775_lociStitched	chr7(.):73435200-73449200	1.1114
3_MACS_peak_25778_lociStitched	chr7(.):73450528-73462319	1.0377
2_MACS_peak_25781_lociStitched	chr7(.):73465766-73467452	0.7575
1_MACS_peak_25783_lociStitched	chr7(.):73470019-73474979	0.9429
1_MACS_peak_25784_lociStitched	chr7(.):73618674-73621244	1.1243
1_MACS_peak_25785_lociStitched	chr7(.):73677020-73677464	0.6919
1_MACS_peak_25786_lociStitched	chr7(.):73683204-73683848	0.6735
1_MACS_peak_25787_lociStitched	chr7(.):73701153-73701815	0.5338
5_MACS_peak_25788_lociStitched	chr7(.):73703868-73708970	1.0646
1_MACS_peak_25793_lociStitched	chr7(.):73711119-73711783	0.7673
1_MACS_peak_25794_lociStitched	chr7(.):73720760-73721200	0.5643
1_MACS_peak_25795_lociStitched	chr7(.):73790313-73791317	0.739
1_MACS_peak_25796_lociStitched	chr7(.):73814246-73816196	0.997
1_MACS_peak_25797_lociStitched	chr7(.):73817232-73820722	0.9788
1_MACS_peak_25798_lociStitched	chr7(.):75807851-75808453	0.7325
1_MACS_peak_25799_lociStitched	chr7(.):75814396-75815494	1.0115
3_MACS_peak_25800_lociStitched	chr7(.):75824656-75828994	0.8016
2_MACS_peak_25803_lociStitched	chr7(.):75835510-75838007	0.7349
1_MACS_peak_25805_lociStitched	chr7(.):75840161-75841146	0.8132
1_MACS_peak_25806_lociStitched	chr7(.):75843283-75843807	0.6571
3_MACS_peak_25807_lociStitched	chr7(.):75845260-75851058	0.8873
1_MACS_peak_25810_lociStitched	chr7(.):75856626-75857144	0.7333
4_MACS_peak_25811_lociStitched	chr7(.):75859486-75862312	0.5935
4_MACS_peak_25815_lociStitched	chr7(.):75864850-75868719	0.6952
1_MACS_peak_25819_lociStitched	chr7(.):75877215-75878179	0.7999
1_MACS_peak_25820_lociStitched	chr7(.):75883788-75884188	0.651
3_MACS_peak_25821_lociStitched	chr7(.):75886038-75889405	0.8305
2_MACS_peak_25824_lociStitched	chr7(.):75895992-75898711	0.9021
1_MACS_peak_25826_lociStitched	chr7(.):75902698-75903835	0.8302
5_MACS_peak_25827_lociStitched	chr7(.):75905296-75917170	1.095
1_MACS_peak_25832_lociStitched	chr7(.):75928804-75929328	0.6078
1_MACS_peak_25833_lociStitched	chr7(.):75930963-75933029	1.5026
2_MACS_peak_25834_lociStitched	chr7(.):75938612-75940634	0.6959
1_MACS_peak_25836_lociStitched	chr7(.):76139551-76140223	0.6623
1_MACS_peak_25837_lociStitched	chr7(.):76141535-76141931	0.5536
1_MACS_peak_25838_lociStitched	chr7(.):92145265-92145477	0.3743
1_MACS_peak_25839_lociStitched	chr7(.):92466249-92466969	0.7437
2_MACS_peak_25840_lociStitched	chr7(.):98197246-98198673	0.6355
1_MACS_peak_25842_lociStitched	chr7(.):98248650-98249236	1.0485
1_MACS_peak_25843_lociStitched	chr7(.):98252933-98253425	0.758
2_MACS_peak_25844_lociStitched	chr7(.):98257297-98258393	0.7573
1_MACS_peak_25846_lociStitched	chr7(.):98437701-98438202	0.7943
3_MACS_peak_25847_lociStitched	chr7(.):98465692-98469037	0.9092
1_MACS_peak_25850_lociStitched	chr7(.):99524520-99527096	1.0303
1_MACS_peak_25851_lociStitched	chr7(.):99531631-99532363	0.8254
1_MACS_peak_25852_lociStitched	chr7(.):99564394-99564778	0.5067
1_MACS_peak_25853_lociStitched	chr7(.):99584253-99586451	0.8964
2_MACS_peak_25854_lociStitched	chr7(.):99589951-99591994	0.754
1_MACS_peak_25856_lociStitched	chr7(.):99594902-99595648	0.8488
3_MACS_peak_25857_lociStitched	chr7(.):99757641-99775021	1.4404
1_MACS_peak_25860_lociStitched	chr7(.):99779131-99779796	0.8773
1_MACS_peak_25861_lociStitched	chr7(.):99796694-99797332	0.8129
1_MACS_peak_25862_lociStitched	chr7(.):100049143-100049711	0.498
4_MACS_peak_25863_lociStitched	chr7(.):100080665-100094148	1.1193
1_MACS_peak_25867_lociStitched	chr7(.):100096299-100096856	0.65
1_MACS_peak_25868_lociStitched	chr7(.):100131966-100132373	0.5307
1_MACS_peak_25869_lociStitched	chr7(.):100166909-100168700	1.3793
2_MACS_peak_25870_lociStitched	chr7(.):100185430-100194750	1.0031
3_MACS_peak_25872_lociStitched	chr7(.):100196149-100209196	1.2583
1_MACS_peak_25875_lociStitched	chr7(.):100210205-100211228	1.0246
10_MACS_peak_25876_lociStitched	chr7(.):100213939-100249886	1.1372
2_MACS_peak_25886_lociStitched	chr7(.):100252074-100261114	1.0282
4_MACS_peak_25888_lociStitched	chr7(.):100262296-100268201	0.9361
1_MACS_peak_25892_lociStitched	chr7(.):100269404-100270456	0.7593
2_MACS_peak_25893_lociStitched	chr7(.):100292000-100299875	0.9987
6_MACS_peak_25895_lociStitched	chr7(.):100312579-100338026	1.268
3_MACS_peak_25901_lociStitched	chr7(.):100340673-100349325	1.0042
3_MACS_peak_25904_lociStitched	chr7(.):100350475-100367328	1.225
3_MACS_peak_25907_lociStitched	chr7(.):100370645-100377685	1.1475
1_MACS_peak_25910_lociStitched	chr7(.):100378709-100379102	0.5499
8_MACS_peak_25911_lociStitched	chr7(.):100381618-100412096	1.0742
8_MACS_peak_25919_lociStitched	chr7(.):100414785-100434462	1.1409
2_MACS_peak_25927_lociStitched	chr7(.):100487636-100496287	1.7215
1_MACS_peak_25929_lociStitched	chr7(.):100521099-100521616	0.5142
1_MACS_peak_25930_lociStitched	chr7(.):100522888-100523371	0.558
1_MACS_peak_25931_lociStitched	chr7(.):100525396-100526532	0.6349
1_MACS_peak_25932_lociStitched	chr7(.):100528778-100529654	0.7594
2_MACS_peak_25933_lociStitched	chr7(.):100531324-100533464	0.5798
1_MACS_peak_25935_lociStitched	chr7(.):100535947-100536421	0.7533
1_MACS_peak_25936_lociStitched	chr7(.):100542660-100543052	0.5534
2_MACS_peak_25937_lociStitched	chr7(.):100545838-100550247	1.1534
5_MACS_peak_25940_lociStitched	chr7(.):100607293-100613643	0.9941
2_MACS_peak_25945_lociStitched	chr7(.):100614825-100616683	0.6293
3_MACS_peak_25947_lociStitched	chr7(.):100625174-100628373	0.6319
2_MACS_peak_25950_lociStitched	chr7(.):100633187-100650162	2.5777
7_MACS_peak_25952_lociStitched	chr7(.):100652150-100665178	0.8163
5_MACS_peak_25959_lociStitched	chr7(.):100690369-100699831	0.9005
4_MACS_peak_25964_lociStitched	chr7(.):100701440-100713461	1.0542
2_MACS_peak_25968_lociStitched	chr7(.):100714479-100716227	0.9755
3_MACS_peak_25970_lociStitched	chr7(.):100717720-100721117	0.7853
1_MACS_peak_25973_lociStitched	chr7(.):100723045-100723687	0.7079
7_MACS_peak_25974_lociStitched	chr7(.):100743364-100781560	1.1501
4_MACS_peak_25981_lociStitched	chr7(.):100785882-100797028	1.0433
4_MACS_peak_25985_lociStitched	chr7(.):100805637-100825432	1.6085
1_MACS_peak_25989_lociStitched	chr7(.):100829134-100830132	0.7253
2_MACS_peak_25990_lociStitched	chr7(.):100831601-100835334	0.7232
1_MACS_peak_25992_lociStitched	chr7(.):100836416-100847875	1.2326
5_MACS_peak_25993_lociStitched	chr7(.):100896837-100904746	0.7763
3_MACS_peak_25998_lociStitched	chr7(.):100905770-100914190	0.8757
10_MACS_peak_26001_lociStitched	chr7(.):100915605-100947343	1.0946
1_MACS_peak_26011_lociStitched	chr7(.):100948624-100949944	0.9898
2_MACS_peak_26012_lociStitched	chr7(.):100968615-100970483	0.8455
3_MACS_peak_26014_lociStitched	chr7(.):100973289-100975755	0.8966
2_MACS_peak_26017_lociStitched	chr7(.):100977151-100979769	0.9142
1_MACS_peak_26019_lociStitched	chr7(.):100982734-100984938	0.9178
5_MACS_peak_26020_lociStitched	chr7(.):100986556-100993574	0.7516
5_MACS_peak_26025_lociStitched	chr7(.):100995704-101000573	0.8039
2_MACS_peak_26030_lociStitched	chr7(.):101003771-101007852	0.9163
2_MACS_peak_26032_lociStitched	chr7(.):101009730-101011247	0.592
4_MACS_peak_26034_lociStitched	chr7(.):101013254-101017765	0.8109
1_MACS_peak_26038_lociStitched	chr7(.):101019350-101021299	0.7323
2_MACS_peak_26039_lociStitched	chr7(.):101022524-101023557	0.6945
1_MACS_peak_26041_lociStitched	chr7(.):101036434-101036817	0.503
1_MACS_peak_26042_lociStitched	chr7(.):101038215-101040591	1.0006
4_MACS_peak_26043_lociStitched	chr7(.):101042670-101050071	0.9577
5_MACS_peak_26047_lociStitched	chr7(.):101054409-101059735	0.8515
1_MACS_peak_26052_lociStitched	chr7(.):101063113-101063628	0.7312
1_MACS_peak_26053_lociStitched	chr7(.):101065837-101069632	0.9184
4_MACS_peak_26054_lociStitched	chr7(.):101074919-101082163	0.8951
5_MACS_peak_26058_lociStitched	chr7(.):101087784-101093034	0.707
1_MACS_peak_26063_lociStitched	chr7(.):101099983-101100538	0.662
2_MACS_peak_26064_lociStitched	chr7(.):101110734-101113463	0.6222
1_MACS_peak_26066_lociStitched	chr7(.):101115653-101116846	0.896
2_MACS_peak_26067_lociStitched	chr7(.):101128715-101131426	1.0235
1_MACS_peak_26069_lociStitched	chr7(.):101133426-101134760	0.7431
12_MACS_peak_26070_lociStitched	chr7(.):101137615-101165092	0.8613
5_MACS_peak_26082_lociStitched	chr7(.):101169690-101182670	0.9668
2_MACS_peak_26087_lociStitched	chr7(.):101185204-101187435	0.8037
10_MACS_peak_26089_lociStitched	chr7(.):101189068-101208118	0.8762
1_MACS_peak_26099_lociStitched	chr7(.):101226624-101227881	0.8969
1_MACS_peak_26100_lociStitched	chr7(.):101233937-101234824	0.7454
1_MACS_peak_26101_lociStitched	chr7(.):101244723-101245895	0.8129
1_MACS_peak_26102_lociStitched	chr7(.):101257158-101264397	1.099
4_MACS_peak_26103_lociStitched	chr7(.):101265553-101275130	0.9522
1_MACS_peak_26107_lociStitched	chr7(.):101280001-101280516	0.6831
1_MACS_peak_26108_lociStitched	chr7(.):102158351-102167099	1.9644
2_MACS_peak_26109_lociStitched	chr7(.):102214964-102220604	0.8663
1_MACS_peak_26111_lociStitched	chr7(.):102257280-102267224	1.8732
1_MACS_peak_26112_lociStitched	chr7(.):102313166-102316224	0.7523
1_MACS_peak_26113_lociStitched	chr7(.):102317264-102318155	0.6766
1_MACS_peak_26114_lociStitched	chr7(.):102920640-102921884	0.7322
1_MACS_peak_26115_lociStitched	chr7(.):103085501-103086514	0.8187
1_MACS_peak_26116_lociStitched	chr7(.):105517507-105518223	0.6634
1_MACS_peak_26117_lociStitched	chr7(.):107277571-107278781	0.956
1_MACS_peak_26118_lociStitched	chr7(.):107280047-107281066	0.7781
1_MACS_peak_26119_lociStitched	chr7(.):107282821-107283423	0.6551
3_MACS_peak_26120_lociStitched	chr7(.):107772794-107779053	0.9331
1_MACS_peak_26123_lociStitched	chr7(.):108094847-108096902	1.7499
1_MACS_peak_26124_lociStitched	chr7(.):111166478-111167391	0.6471
1_MACS_peak_26125_lociStitched	chr7(.):111168660-111170594	0.8588
1_MACS_peak_26126_lociStitched	chr7(.):116312591-116313360	0.8828
1_MACS_peak_26127_lociStitched	chr7(.):117926460-117927069	0.7647
2_MACS_peak_26128_lociStitched	chr7(.):117929415-117931142	0.7885
1_MACS_peak_26130_lociStitched	chr7(.):123171900-123174258	1.2318
1_MACS_peak_26131_lociStitched	chr7(.):126890546-126893105	1.4161
1_MACS_peak_26132_lociStitched	chr7(.):127775033-127775886	0.7937
3_MACS_peak_26133_lociStitched	chr7(.):127805668-127812019	1.2989
2_MACS_peak_26136_lociStitched	chr7(.):127841357-127843545	0.8893
3_MACS_peak_26138_lociStitched	chr7(.):127988685-127996029	1.0673
1_MACS_peak_26141_lociStitched	chr7(.):127997315-127997953	0.7647
2_MACS_peak_26142_lociStitched	chr7(.):127999037-128004683	1.4711
1_MACS_peak_26144_lociStitched	chr7(.):128027549-128030059	0.9878
1_MACS_peak_26145_lociStitched	chr7(.):128046446-128049985	1.2658
1_MACS_peak_26146_lociStitched	chr7(.):128429395-128431288	0.9791
5_MACS_peak_26147_lociStitched	chr7(.):128467634-128498374	1.5513
1_MACS_peak_26152_lociStitched	chr7(.):128528333-128531930	1.1947
3_MACS_peak_26153_lociStitched	chr7(.):128548218-128555179	1.0622
2_MACS_peak_26156_lociStitched	chr7(.):128827847-128830625	0.7433
2_MACS_peak_26158_lociStitched	chr7(.):129420417-129427296	2.0371
3_MACS_peak_26160_lociStitched	chr7(.):131371159-131376535	0.9209
1_MACS_peak_26163_lociStitched	chr7(.):131848313-131848723	0.5751
2_MACS_peak_26164_lociStitched	chr7(.):132259702-132263212	1.2825
1_MACS_peak_26166_lociStitched	chr7(.):135663645-135664321	0.6081
4_MACS_peak_26167_lociStitched	chr7(.):137849261-137859758	1.0705
1_MACS_peak_26171_lociStitched	chr7(.):138720131-138720909	0.842
3_MACS_peak_26172_lociStitched	chr7(.):138809662-138813866	0.9338
2_MACS_peak_26175_lociStitched	chr7(.):139207458-139210350	0.6093
2_MACS_peak_26177_lociStitched	chr7(.):139877026-139879488	1.0477
1_MACS_peak_26179_lociStitched	chr7(.):139914530-139915780	0.8027
1_MACS_peak_26180_lociStitched	chr7(.):139918523-139919103	0.6995
4_MACS_peak_26181_lociStitched	chr7(.):139928518-139935300	0.9437
2_MACS_peak_26185_lociStitched	chr7(.):139936774-139940655	1.1509
3_MACS_peak_26187_lociStitched	chr7(.):140088167-140093800	0.9093
1_MACS_peak_26190_lociStitched	chr7(.):140103561-140104515	0.8874
3_MACS_peak_26191_lociStitched	chr7(.):140338259-140342197	1.2088
1_MACS_peak_26194_lociStitched	chr7(.):142494001-142495535	1.2945
1_MACS_peak_26195_lociStitched	chr7(.):142552694-142554041	1.2999
3_MACS_peak_26196_lociStitched	chr7(.):142561068-142573492	1.0948
1_MACS_peak_26199_lociStitched	chr7(.):142574985-142575684	0.6721
2_MACS_peak_26200_lociStitched	chr7(.):143056435-143060660	0.9801
1_MACS_peak_26202_lociStitched	chr7(.):143094268-143096148	0.8443
1_MACS_peak_26203_lociStitched	chr7(.):143104736-143105710	0.926
1_MACS_peak_26204_lociStitched	chr7(.):145697047-145698618	0.9106
1_MACS_peak_26205_lociStitched	chr7(.):145701075-145701868	0.7816
1_MACS_peak_26206_lociStitched	chr7(.):148678383-148679608	0.8517
2_MACS_peak_26207_lociStitched	chr7(.):149410165-149411519	0.7362
7_MACS_peak_26209_lociStitched	chr7(.):149469969-149532282	2.2218
2_MACS_peak_26216_lociStitched	chr7(.):150037762-150039585	0.9458
2_MACS_peak_26218_lociStitched	chr7(.):150496890-150499935	0.8111
1_MACS_peak_26220_lociStitched	chr7(.):150643073-150644913	0.8963
4_MACS_peak_26221_lociStitched	chr7(.):150675494-150688908	1.2993
2_MACS_peak_26225_lociStitched	chr7(.):150689977-150692351	0.8289
1_MACS_peak_26227_lociStitched	chr7(.):150693615-150696692	1.0933
4_MACS_peak_26228_lociStitched	chr7(.):150703609-150719485	1.2837
2_MACS_peak_26232_lociStitched	chr7(.):150744953-150748643	1.339
2_MACS_peak_26234_lociStitched	chr7(.):150862881-150905638	1.6363
4_MACS_peak_26236_lociStitched	chr7(.):150940800-150977616	1.9582
1_MACS_peak_26240_lociStitched	chr7(.):150979034-150979674	0.7404
2_MACS_peak_26241_lociStitched	chr7(.):150998995-151002691	0.9681
1_MACS_peak_26243_lociStitched	chr7(.):151003736-151005518	0.8805
1_MACS_peak_26244_lociStitched	chr7(.):151077349-151094636	1.7692
4_MACS_peak_26245_lociStitched	chr7(.):151096786-151109462	0.9677
4_MACS_peak_26249_lociStitched	chr7(.):151130104-151137523	0.988
3_MACS_peak_26253_lociStitched	chr7(.):151148323-151150502	0.8274
1_MACS_peak_26256_lociStitched	chr7(.):151217452-151218225	0.9366
1_MACS_peak_26257_lociStitched	chr7(.):151385864-151387124	0.93
1_MACS_peak_26258_lociStitched	chr7(.):151389797-151390385	0.7577
2_MACS_peak_26259_lociStitched	chr7(.):151397231-151399721	0.8522
1_MACS_peak_26261_lociStitched	chr7(.):151403006-151404633	0.8839
4_MACS_peak_26262_lociStitched	chr7(.):151413055-151421076	0.9221
1_MACS_peak_26266_lociStitched	chr7(.):151422602-151423241	0.6769
2_MACS_peak_26267_lociStitched	chr7(.):151432624-151435308	0.8228
1_MACS_peak_26269_lociStitched	chr7(.):151437409-151437896	0.7056
1_MACS_peak_26270_lociStitched	chr7(.):151439588-151442522	1.14
1_MACS_peak_26271_lociStitched	chr7(.):151453235-151454415	0.9696
1_MACS_peak_26272_lociStitched	chr7(.):151455653-151456592	0.8984
1_MACS_peak_26273_lociStitched	chr7(.):151459727-151461549	0.9861
5_MACS_peak_26274_lociStitched	chr7(.):151472175-151482359	0.8403
1_MACS_peak_26279_lociStitched	chr7(.):151488184-151488728	1.0125
4_MACS_peak_26280_lociStitched	chr7(.):151491160-151495062	0.6802
1_MACS_peak_26284_lociStitched	chr7(.):151496460-151496979	0.6951
1_MACS_peak_26285_lociStitched	chr7(.):151501565-151502430	0.7148
