REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
4_MACS_peak_2231_lociStitched	chr1	202433194	202455323	4	11823	34457.0659	4870.5929	586	PPP1R12B		PPP1R12B	586	1
2_MACS_peak_21307_lociStitched	chr5	86364864	86380844	2	15868	32723.844	3140.07	587		MIR4280	MIR4280	587	1
6_MACS_peak_22945_lociStitched	chr6	52148512	52173848	6	15554	34223.8688	4646.6224	588	MCM3	IL17F	MCM3	588	1
3_MACS_peak_17865_lociStitched	chr3	45592798	45618129	3	15529	33966.3379	4427.8588	589		LIMD1	LIMD1	589	1
2_MACS_peak_3688_lociStitched	chr10	94868720	94886573	2	13898	32151.4677	2649.3852	590		CYP26C1,CYP26A1	CYP26A1	590	1
2_MACS_peak_1769_lociStitched	chr1	159035740	159048454	2	8234	33543.3462	4098.9936	591	AIM2		AIM2	591	1
4_MACS_peak_16203_lociStitched	chr20	43583263	43609370	4	14986	34200.17	4785.4131	592	STK4,TOMM34	PABPC1L	STK4	592	1
4_MACS_peak_25399_lociStitched	chr7	157795347	157818651	4	13506	33499.5	4094.5128	593	PTPRN2		MIR153-2	593	1
1_MACS_peak_12547_lociStitched	chr19	6799164	6804084	1	4921	31414.692	2061.972	594	VAV1	SH2D3A	VAV1	594	1
1_MACS_peak_2152_lociStitched	chr1	193504300	193512056	1	7757	31583.2076	2239.9328	595			B3GALT2	595	1
1_MACS_peak_222_lociStitched	chr1	16991931	16994753	1	2823	31222.3258	1891.0222	596		MST1P2,CROCCP2	MST1P2	596	1
4_MACS_peak_21818_lociStitched	chr5	142952537	142975667	4	12936	33346.521	4059.315	597			NR3C1	597	1
1_MACS_peak_13767_lociStitched	chr2	33716530	33724862	1	8333	31176.6776	1908.8612	598	RASGRP3	RASGRP3	RASGRP3	598	1
2_MACS_peak_17147_lociStitched	chr22	36648138	36657110	2	8571	30967.7552	1767.484	599	APOL1	APOL4,APOL2	APOL1	599	1
2_MACS_peak_22906_lociStitched	chr6	45386609	45402272	2	11775	32063.7273	2961.8733	600	RUNX2	SUPT3H	RUNX2	600	1
1_MACS_peak_24069_lociStitched	chr7	14724419	14731710	1	7292	30365.5568	1317.4837	601	DGKB		DGKB	601	1
1_MACS_peak_17144_lociStitched	chr22	36551915	36560279	1	8365	30985.2744	1941.2844	602	APOL3	APOL4	APOL3	602	1
1_MACS_peak_19612_lociStitched	chr4	38176042	38183537	1	7496	30629.8165	1635.409	603			PTTG2	603	1
2_MACS_peak_25176_lociStitched	chr7	134670495	134682936	2	9489	32392.6317	3402.6135	604	AGBL3		AGBL3	604	1
1_MACS_peak_312_lociStitched	chr1	24709919	24720946	1	11028	31371.815	2553.8532	605	C1orf201	NIPAL3	C1orf201	605	1
2_MACS_peak_12783_lociStitched	chr19	16221414	16232511	2	10047	31170.3633	2386.9647	606	RAB8A	TPM4,HSH2D	RAB8A	606	1
2_MACS_peak_5902_lociStitched	chr12	32038775	32051763	2	7622	30949.1052	2243.0276	607			C12orf35	607	1
3_MACS_peak_6719_lociStitched	chr12	109161513	109181249	3	12902	32106.5248	3426.1696	608	SSH1	CORO1C,SSH1	CORO1C	608	1
3_MACS_peak_22566_lociStitched	chr6	27790626	27807924	3	10593	31933.8378	3264.1326	609	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	609	1
1_MACS_peak_2565_lociStitched	chr1	226127350	226133872	1	6523	30755.1432	2175.087	610	LEFTY2	PYCR2	LEFTY2	610	1
2_MACS_peak_2837_lociStitched	chr10	3798286	3809178	2	10703	30582.5576	2071.6584	611		KLF6	KLF6	611	1
2_MACS_peak_1735_lociStitched	chr1	156709412	156723012	2	10217	32316.32	3870.56	612	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	612	1
1_MACS_peak_3714_lociStitched	chr10	98027702	98034732	1	7031	30262.041	1852.405	613	BLNK	DNTT	BLNK	613	1
1_MACS_peak_20631_lociStitched	chr4	185453813	185461033	1	7221	30239.526	1919.076	614			IRF2	614	1
2_MACS_peak_11646_lociStitched	chr17	75361475	75369809	2	7571	29883.2238	1566.792	615	SEPT9	SEPT9,MIR4316	SEPT9	615	1
1_MACS_peak_26753_lociStitched	chr9	22236421	22245691	1	9271	29646.387	1362.69	616			DMRTA1	616	1
1_MACS_peak_2573_lociStitched	chr1	226296901	226301650	1	4750	29583.4206	1330.1949	617		LOC440926,H3F3A	LOC440926	617	1
1_MACS_peak_9580_lociStitched	chr16	11401153	11407682	1	6530	29549.6011	1317.5522	618		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	618	1
1_MACS_peak_17566_lociStitched	chr3	13370028	13377821	1	7794	29483.2569	1326.3686	619	NUP210		NUP210	619	1
1_MACS_peak_27182_lociStitched	chr9	93922919	93928544	1	5626	29367	1224	620			LOC100129316	620	1
1_MACS_peak_5224_lociStitched	chr11	111279808	111294292	1	14485	30824.8488	2699.8176	621		POU2AF1	POU2AF1	621	1
1_MACS_peak_2393_lociStitched	chr1	209939068	209944277	1	5210	29925.1841	1803.8767	622	TRAF3IP3	C1orf74,IRF6	TRAF3IP3	622	1
4_MACS_peak_602_lociStitched	chr1	40029959	40065685	4	20383	33893.2562	5780.4668	623	PABPC4,SNORA55	PPIEL,HEYL	PABPC4	623	1
4_MACS_peak_8185_lociStitched	chr14	93029364	93054426	4	15305	30490.4292	2390.9148	624	RIN3		RIN3	624	1
1_MACS_peak_6522_lociStitched	chr12	92793129	92804246	1	11118	30320.5058	2237.8521	625		CLLU1,CLLU1OS	CLLU1	625	1
2_MACS_peak_8770_lociStitched	chr15	52965136	52977559	2	10779	30717.1098	2663.4912	626	KIAA1370		KIAA1370	626	1
6_MACS_peak_22665_lociStitched	chr6	31773551	31804675	6	18275	33775.7648	5845.0872	627	HSPA1A,HSPA1B,C6orf48,SNORD48,LSM2,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	627	1
1_MACS_peak_14145_lociStitched	chr2	66659608	66668353	1	8746	29625.4365	1695.6555	628	MEIS1		MEIS1	628	1
2_MACS_peak_18831_lociStitched	chr3	156533588	156545027	2	8225	30378.5523	2468.5362	629	LEKR1	PA2G4P4	LEKR1	629	1
1_MACS_peak_19382_lociStitched	chr4	4029299	4037364	1	8066	29759.85	1858.176	630			LOC348926	630	1
1_MACS_peak_28651_lociStitched	chrX	135110390	135116476	1	6087	28854.3346	995.061	631	SLC9A6		SLC9A6	631	1
3_MACS_peak_23441_lociStitched	chr6	117858779	117877561	3	13200	30982.7872	3196.6964	632	DCBLD1	GOPC	GOPC	632	1
2_MACS_peak_10274_lociStitched	chr16	79629494	79640934	2	11431	29172	1409.408	633	MAF		MAF	633	1
2_MACS_peak_10522_lociStitched	chr17	4842134	4854639	2	8197	30325.8755	2594.7875	634	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	634	1
1_MACS_peak_23300_lociStitched	chr6	106439034	106446792	1	7759	29544.0156	1825.4574	635			PRDM1	635	1
1_MACS_peak_23227_lociStitched	chr6	90992449	90997422	1	4974	28874.7299	1171.6388	636	BACH2		BACH2	636	1
3_MACS_peak_18615_lociStitched	chr3	132266607	132290013	3	15596	31197.8574	3506.2188	637	ACAD11	CCRL1	CCRL1	637	1
2_MACS_peak_19296_lociStitched	chr3	196357885	196371293	2	10668	31811.8208	4152.4576	638	LRRC33		LRRC33	638	1
1_MACS_peak_12147_lociStitched	chr18	48677087	48681799	1	4713	28566.9712	1023.4464	639		MEX3C	MEX3C	639	1
3_MACS_peak_18327_lociStitched	chr3	101495306	101513644	3	10990	31082.91	3541.0678	640	FAM55C	NFKBIZ	FAM55C	640	1
2_MACS_peak_22968_lociStitched	chr6	52527207	52536944	2	9495	30108.7514	2620.2267	641	LOC730101,TMEM14A		LOC730101	641	1
5_MACS_peak_9831_lociStitched	chr16	29815634	29833773	5	12827	30740.1633	3270.4617	642	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	642	1
2_MACS_peak_12939_lociStitched	chr19	28950799	28962490	2	8802	29371.2993	1948.8897	643			LOC148145	643	1
3_MACS_peak_755_lociStitched	chr1	46790009	46807289	3	9832	30500.928	3158.784	644	NSUN4	UQCRH,LRRC41	NSUN4	644	1
3_MACS_peak_19883_lociStitched	chr4	77602338	77624663	3	17115	31266.1625	3944.8275	645	SHROOM3		ANKRD56	645	1
2_MACS_peak_25555_lociStitched	chr8	19241643	19252290	2	8089	29129.1273	1845.1251	646	SH2D4A		SH2D4A	646	1
2_MACS_peak_18774_lociStitched	chr3	151910722	151921769	2	10468	29886.5538	2605.9873	647			MBNL1	647	1
1_MACS_peak_23410_lociStitched	chr6	114175034	114180955	1	5922	28733.4288	1547.7494	648	MARCKS	FLJ34503	MARCKS	648	1
1_MACS_peak_10547_lociStitched	chr17	6062811	6071171	1	8361	28967.4	1843.38	649			WSCD1	649	1
2_MACS_peak_20613_lociStitched	chr4	185239671	185254297	2	9600	29491.8664	2395.7388	650			ENPP6	650	1
1_MACS_peak_6560_lociStitched	chr12	94563074	94570586	1	7513	28731.1464	1659.4008	651	PLXNC1		PLXNC1	651	1
5_MACS_peak_14396_lociStitched	chr2	88898877	88928608	5	20773	33257.0966	6195.9404	652	EIF2AK3		EIF2AK3	652	1
2_MACS_peak_15123_lociStitched	chr2	182025562	182036764	2	10738	29094.9546	2041.0044	653			UBE2E3	653	1
3_MACS_peak_13349_lociStitched	chr19	50369692	50382124	3	8021	29675.184	2741.256	654	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	654	1
2_MACS_peak_28077_lociStitched	chrX	40028197	40037264	2	7089	27795.7952	901.2598	655	BCOR		BCOR	655	1
2_MACS_peak_13867_lociStitched	chr2	43354290	43363444	2	8401	28414.9314	1533.295	656			ZFP36L2	656	1
2_MACS_peak_6885_lociStitched	chr12	122236749	122243871	2	7117	27342.7824	591.126	657	SETD1B,LOC338799	RHOF	LOC338799	657	1
1_MACS_peak_8618_lociStitched	chr15	42894472	42902496	1	8025	28321.5104	1587.9496	658	STARD9		STARD9	658	1
2_MACS_peak_3803_lociStitched	chr10	104401199	104413027	2	8501	28918.2772	2192.9112	659	TRIM8		TRIM8	659	1
2_MACS_peak_805_lociStitched	chr1	53100670	53107826	2	6928	28153.8508	1509.2004	660	FAM159A	GPX7	FAM159A	660	1
1_MACS_peak_27684_lociStitched	chr9	134549698	134556070	1	6373	28211.3928	1572.6096	661	RAPGEF1		RAPGEF1	661	1
3_MACS_peak_1817_lociStitched	chr1	161122611	161137612	3	7611	30413.0274	3841.7561	662	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	662	1
1_MACS_peak_6006_lociStitched	chr12	46607174	46614325	1	7152	28315.8147	1760.5762	663	SLC38A1		SLC38A1	663	1
1_MACS_peak_5517_lociStitched	chr12	1638311	1645647	1	7337	28264.1408	1734.2304	664		LOC100292680	LOC100292680	664	1
1_MACS_peak_23544_lociStitched	chr6	130579477	130584230	1	4754	27835.9445	1333.6918	665		SAMD3	SAMD3	665	1
2_MACS_peak_370_lociStitched	chr1	27018262	27030823	2	12148	29425.3986	2938.0179	666	ARID1A		ARID1A	666	1
2_MACS_peak_20234_lociStitched	chr4	121668444	121675633	2	6100	28029.911	1544.1972	667	PRDM5		PRDM5	667	1
2_MACS_peak_8814_lociStitched	chr15	59266374	59281262	2	10747	29222.1664	2758.7464	668	RNF111	SLTM	RNF111	668	1
3_MACS_peak_21947_lociStitched	chr5	156305153	156322040	3	14955	29123.3202	2683.3443	669		PPP1R2P3,LOC100286948	PPP1R2P3	669	1
6_MACS_peak_22546_lociStitched	chr6	27088241	27123680	6	15163	33092.9382	6669.6198	670	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	670	1
3_MACS_peak_13628_lociStitched	chr2	20615140	20631296	3	14006	29294.0592	2901.6176	671		RHOB	RHOB	671	1
2_MACS_peak_1698_lociStitched	chr1	155902935	155919081	2	11559	30700.0044	4359.42	672	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	672	1
1_MACS_peak_27331_lociStitched	chr9	104186830	104194175	1	7346	27740.596	1463.124	673	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	673	1
2_MACS_peak_5948_lociStitched	chr12	40010573	40023694	2	7970	28468.6337	2201.7038	674	C12orf40,ABCD2		C12orf40	674	1
3_MACS_peak_22706_lociStitched	chr6	33279711	33292868	3	8899	29248.011	2990.5861	675	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	675	1
2_MACS_peak_22893_lociStitched	chr6	44223611	44234158	2	7293	28085.6063	1855.2173	676	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	676	1
3_MACS_peak_28743_lociStitched	chrX	153232517	153252633	3	12978	27959.2284	1772.2196	677	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	677	1
1_MACS_peak_2134_lociStitched	chr1	192542093	192551366	1	9274	29362.0272	3181.5663	678	RGS1		RGS1	678	1
2_MACS_peak_25742_lociStitched	chr8	33409916	33425350	2	9830	29270.581	3100.6906	679	RNF122	C8orf41,DUSP26	RNF122	679	1
3_MACS_peak_5921_lociStitched	chr12	32664373	32679333	3	9277	28739.656	2595.56	680	FGD4		FGD4	680	1
1_MACS_peak_21003_lociStitched	chr5	53939528	53944528	1	5001	27251	1121	681			SNX18	681	1
3_MACS_peak_20088_lociStitched	chr4	103532616	103547051	3	12076	28919.079	2823.486	682	NFKB1		NFKB1	682	1
1_MACS_peak_11690_lociStitched	chr17	76884141	76889591	1	5451	27396.605	1337.43	683	TIMP2	USP36	TIMP2	683	1
3_MACS_peak_1138_lociStitched	chr1	93408468	93428888	3	18520	28340.918	2317.67	684	FAM69A		FAM69A	684	1
2_MACS_peak_412_lociStitched	chr1	28352200	28364282	2	9822	27952.9152	1939.161	685	EYA3		EYA3	685	1
2_MACS_peak_26403_lociStitched	chr8	129277638	129290128	2	11014	28527.16	2522.98	686			MIR1208	686	1
2_MACS_peak_28740_lociStitched	chrX	153189303	153200631	2	6172	27199.6608	1259.6736	687	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	687	1
4_MACS_peak_19080_lociStitched	chr3	181416898	181433251	4	11363	29229.3522	3291.8589	688	SOX2OT,SOX2		SOX2	688	1
1_MACS_peak_8336_lociStitched	chr14	106206520	106212035	1	5516	26482.4785	598.3775	689			KIAA0125	689	1
1_MACS_peak_21637_lociStitched	chr5	130708694	130719340	1	10647	28737.8124	2890.389	690	CDC42SE2		CDC42SE2	690	1
2_MACS_peak_16325_lociStitched	chr20	51615864	51627011	2	5636	27417.1612	1615.2003	691	TSHZ2		TSHZ2	691	1
1_MACS_peak_10158_lociStitched	chr16	68399586	68405704	1	6119	27028.7122	1271.9322	692	SMPD3		PRMT7	692	1
1_MACS_peak_3715_lociStitched	chr10	98045780	98053233	1	7454	27648.3941	1893.8073	693		DNTT,BLNK	DNTT	693	1
2_MACS_peak_25420_lociStitched	chr8	1990608	2000902	2	8477	27678.5072	1964.0952	694	MYOM2		MYOM2	694	1
1_MACS_peak_24108_lociStitched	chr7	20367159	20372958	1	5800	27029.139	1398.7188	695	ITGB8		ITGB8	695	1
2_MACS_peak_23692_lociStitched	chr6	139683283	139698171	2	10411	28470.3224	2840.6304	696	CITED2		CITED2	696	1
1_MACS_peak_16251_lociStitched	chr20	46095080	46104319	1	9240	27137.7147	1531.8262	697		NCOA3	NCOA3	697	1
1_MACS_peak_16170_lociStitched	chr20	42377786	42382567	1	4782	26809.9356	1216.7645	698		GTSF1L	GTSF1L	698	1
1_MACS_peak_2706_lociStitched	chr1	235242086	235247943	1	5858	27527.9	2030.6219	699		SNORA14B,TOMM20	SNORA14B	699	1
2_MACS_peak_19052_lociStitched	chr3	178677893	178690260	2	8681	28293.2226	2828.3329	700			ZMAT3	700	1
1_MACS_peak_2960_lociStitched	chr10	14775643	14786545	1	10903	27568.9776	2152.0548	701	FAM107B		FAM107B	701	1
2_MACS_peak_10492_lociStitched	chr17	3813146	3821211	2	7933	27408.096	2019.476	702	P2RX1	CAMKK1,ATP2A3	P2RX1	702	1
2_MACS_peak_22228_lociStitched	chr6	3022900	3032589	2	7417	27227.0589	1840.91	703	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	703	1
1_MACS_peak_27888_lociStitched	chrX	12904574	12912678	1	8105	26511.4256	1132.1288	704	TLR7	TLR8,LOC349408	TLR8	704	1
2_MACS_peak_6558_lociStitched	chr12	94540787	94553430	2	10138	27544.0398	2189.7676	705	PLXNC1		PLXNC1	705	1
3_MACS_peak_16391_lociStitched	chr20	55957936	55976067	3	13068	28480.1748	3160.2333	706	RBM38	RAE1,MTRNR2L3	RBM38	706	1
1_MACS_peak_5830_lociStitched	chr12	26305509	26312634	1	7126	27412.0125	2096.175	707		SSPN,BHLHE41	BHLHE41	707	1
1_MACS_peak_24920_lociStitched	chr7	106354935	106362224	1	7290	27507.9571	2199.0913	708			FLJ36031	708	1
2_MACS_peak_6365_lociStitched	chr12	68873291	68882473	2	6427	27249.4214	1941.0748	709			RAP1B	709	1
3_MACS_peak_21004_lociStitched	chr5	54031592	54050695	3	10311	28224.6825	2959.0547	710			SNX18	710	1
1_MACS_peak_18446_lociStitched	chr3	119354613	119363119	1	8507	27206.441	1957.2306	711	POPDC2	PLA1A,COX17	POPDC2	711	1
1_MACS_peak_261_lociStitched	chr1	21615310	21622313	1	7004	27147.8298	1906.9169	712	ECE1	ECE1	ECE1	712	1
3_MACS_peak_24639_lociStitched	chr7	76949929	76965849	3	9123	28022.384	2786	713	PION		PION	713	1
2_MACS_peak_27886_lociStitched	chrX	12882937	12894856	2	11384	26669.9544	1442.199	714	TLR7	TLR8	TLR7	714	1
2_MACS_peak_19122_lociStitched	chr3	183267880	183279004	2	8754	28341.7272	3195.9252	715	KLHL6		KLHL6	715	1
1_MACS_peak_27441_lociStitched	chr9	117126235	117136906	1	10672	27296.418	2167.2801	716	AKNA	ORM1,ORM2	AKNA	716	1
1_MACS_peak_17214_lociStitched	chr22	38900417	38903777	1	3361	26067.216	946.176	717	DDX17	KDELR3,KCNJ4,DDX17	DDX17	717	1
2_MACS_peak_6658_lociStitched	chr12	104318580	104325849	2	6280	26863.3164	1802.712	718	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	718	1
3_MACS_peak_17231_lociStitched	chr22	39408929	39422665	3	9163	27500.8456	2462.8648	719	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	719	1
1_MACS_peak_14787_lociStitched	chr2	134707582	134715109	1	7528	26733.6459	1698.8439	720			MIR3679	720	1
2_MACS_peak_22680_lociStitched	chr6	32156349	32165768	2	8936	26526.7297	1503.2724	721	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	721	1
2_MACS_peak_1731_lociStitched	chr1	156627034	156635929	2	8539	27672.345	2657.826	722	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	722	1
2_MACS_peak_16994_lociStitched	chr22	24535708	24553975	2	12411	28154.9271	3162.0177	723	CABIN1	SUSD2	SUSD2	723	1
2_MACS_peak_28188_lociStitched	chrX	48767983	48779465	2	11264	26420.082	1469.696	724	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	724	1
2_MACS_peak_3824_lociStitched	chr10	105229013	105237085	2	5484	26413.1984	1475.5616	725	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	725	1
2_MACS_peak_14334_lociStitched	chr2	85928107	85938385	2	8346	26771.1066	1837.7064	726		GNLY,ATOH8,SFTPB	GNLY	726	1
5_MACS_peak_9142_lociStitched	chr15	81607842	81626424	5	15960	28439.751	3593.7588	727	STARD5,TMC3	IL16	STARD5	727	1
2_MACS_peak_17210_lociStitched	chr22	38700512	38714901	2	13174	27556.3739	2759.8102	728	CSNK1E	TMEM184B	CSNK1E	728	1
3_MACS_peak_1207_lociStitched	chr1	107991865	108004306	3	9242	25976.808	1296.3522	729	NTNG1		VAV3	729	1
1_MACS_peak_19030_lociStitched	chr3	177254094	177260413	1	6320	26580.8735	1901.3871	730			TBL1XR1	730	1
1_MACS_peak_24979_lociStitched	chr7	113723503	113728616	1	5114	26206.1702	1538.5017	731	FOXP2		FOXP2	731	1
1_MACS_peak_22101_lociStitched	chr5	175076010	175086599	1	10590	26729.8127	2093.4453	732	HRH2	HRH2	HRH2	732	1
1_MACS_peak_6514_lociStitched	chr12	92533229	92542075	1	8847	26684.8436	2071.7332	733	BTG1		BTG1	733	1
1_MACS_peak_26057_lociStitched	chr8	80633950	80640372	1	6423	25730.3852	1195.7764	734		HEY1	HEY1	734	1
3_MACS_peak_9227_lociStitched	chr15	89163776	89185636	3	15675	28483.58	3958.846	735	AEN,ISG20	MIR1179,MIR7-2	ISG20	735	1
1_MACS_peak_3681_lociStitched	chr10	94513837	94521634	1	7798	26265.7539	1813.5822	736			HHEX	736	1
2_MACS_peak_25689_lociStitched	chr8	29197448	29210630	2	10555	26853.0522	2425.488	737	DUSP4		DUSP4	737	1
1_MACS_peak_15266_lociStitched	chr2	198168580	198176504	1	7925	25824.316	1419.9808	738	ANKRD44		ANKRD44	738	1
2_MACS_peak_26452_lociStitched	chr8	134221303	134233064	2	8426	26383.4513	1986.4329	739	WISP1		WISP1	739	1
1_MACS_peak_8944_lociStitched	chr15	69108914	69114802	1	5889	25569.8176	1196.4416	740	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	740	1
3_MACS_peak_15252_lociStitched	chr2	197126506	197142373	3	9669	27167.4774	2844.9531	741	HECW2		STK17B	741	1
3_MACS_peak_18520_lociStitched	chr3	125548769	125560606	3	9872	26919.7054	2626.6303	742		MIR548I1	MIR548I1	742	1
5_MACS_peak_22476_lociStitched	chr6	25162818	25187688	5	14575	28560.708	4280.127	743		CMAH	CMAH	743	1
3_MACS_peak_12780_lociStitched	chr19	16180271	16198265	3	8847	27239.3172	2996.001	744	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	744	1
3_MACS_peak_18142_lociStitched	chr3	66530454	66552495	3	17992	28144.1529	3905.6652	745	LRIG1		LRIG1	745	1
2_MACS_peak_23646_lociStitched	chr6	137973211	137988271	2	12254	26654.694	2445.744	746			OLIG3	746	1
2_MACS_peak_2418_lociStitched	chr1	211686924	211703507	2	12278	28269.0401	4067.8099	747		RD3,SLC30A1	RD3	747	1
1_MACS_peak_2178_lociStitched	chr1	198648991	198655250	1	6260	25916.6413	1801.3402	748	PTPRC		PTPRC	748	1
3_MACS_peak_546_lociStitched	chr1	36614131	36627592	3	9668	26838.5418	2740.6596	749	MAP7D1,TRAPPC3	COL8A2	MAP7D1	749	1
3_MACS_peak_7628_lociStitched	chr14	23023279	23039455	3	11910	25645.4304	1570.6896	750	DAD1	ABHD4	DAD1	750	1
1_MACS_peak_4910_lociStitched	chr11	72523414	72527951	1	4538	25304.6638	1232.7029	751	ATG16L2	STARD10	ATG16L2	751	1
2_MACS_peak_2049_lociStitched	chr1	183439121	183451633	2	8821	28255.8496	4185.264	752	SMG7		SMG7	752	1
1_MACS_peak_14776_lociStitched	chr2	133021635	133027432	1	5798	29401.2246	5350.0513	753		MIR663B,ANKRD30BL	ANKRD30BL	753	1
1_MACS_peak_9047_lociStitched	chr15	75490450	75497673	1	7224	25687.8772	1696.6827	754	C15orf39		C15orf39	754	1
1_MACS_peak_2770_lociStitched	chr1	244996236	245000608	1	4373	25293.3316	1392.9192	755	FAM36A	NCRNA00201,HNRNPU	FAM36A	755	1
7_MACS_peak_10259_lociStitched	chr16	78768985	78805255	7	24470	28348.632	4461.21	756	WWOX		WWOX	756	1
2_MACS_peak_5262_lociStitched	chr11	115125230	115137141	2	10262	25803.9904	1923.6265	757	CADM1		CADM1	757	1
2_MACS_peak_9877_lociStitched	chr16	30661099	30673188	2	7772	26553.4885	2688.5936	758	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	758	1
1_MACS_peak_21342_lociStitched	chr5	88728473	88735808	1	7336	25341.6915	1501.4745	759			MEF2C	759	1
3_MACS_peak_9306_lociStitched	chr15	93373426	93389637	3	8215	26511.4694	2673.1939	760		ASB9P1,LOC100507217	ASB9P1	760	1
1_MACS_peak_8953_lociStitched	chr15	69957621	69963554	1	5934	25118.5421	1305.8533	761			LOC145837	761	1
5_MACS_peak_5674_lociStitched	chr12	10280478	10306687	5	13548	27902.1014	4093.8458	762	CLEC7A	C12orf59,CLEC1A,OLR1	CLEC7A	762	1
2_MACS_peak_8012_lociStitched	chr14	72980523	72990249	2	9691	25145.6004	1338.2976	763	RGS6		DPF3	763	1
1_MACS_peak_11522_lociStitched	chr17	70415556	70420569	1	5014	24835.9059	1142.964	764	LOC100499467		LOC100499467	764	1
2_MACS_peak_6637_lociStitched	chr12	102129438	102140390	2	8058	25859.8624	2171.7816	765	SYCP3,GNPTAB	CHPT1	SYCP3	765	1
1_MACS_peak_4122_lociStitched	chr11	1870646	1876821	1	6176	24910.5675	1234.3825	766	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	766	1
1_MACS_peak_17261_lociStitched	chr22	39860738	39870904	1	10167	25543.0916	1933.5732	767	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	767	1
1_MACS_peak_10159_lociStitched	chr16	68414698	68420238	1	5541	25034.152	1448.156	768	SMPD3		SMPD3	768	1
3_MACS_peak_22295_lociStitched	chr6	7135125	7148273	3	11456	26301.2592	2729.5248	769	RREB1		RREB1	769	1
4_MACS_peak_11669_lociStitched	chr17	76163243	76183979	4	12794	27135.1296	3564.5184	770	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	770	1
3_MACS_peak_16638_lociStitched	chr21	34696028	34713083	3	9707	28178.271	4635.549	771	IFNAR1		IFNAR1	771	1
1_MACS_peak_24851_lociStitched	chr7	101946390	101952462	1	6073	24660.8208	1129.9992	772	SH2B2	MIR4285,SPDYE6	MIR4285	772	1
1_MACS_peak_5468_lociStitched	chr11	130047535	130053509	1	5975	25058.5404	1529.344	773	ST14		ST14	773	1
2_MACS_peak_4153_lociStitched	chr11	3528016	3536643	2	8028	25484.158	1966.956	774			TRPC2	774	1
1_MACS_peak_1848_lociStitched	chr1	161767878	161780739	1	12862	26767.5993	3255.1191	775	ATF6	DUSP12	ATF6	775	1
2_MACS_peak_21132_lociStitched	chr5	65108401	65123619	2	10197	25754.9432	2246.1768	776	NLN		NLN	776	1
4_MACS_peak_16641_lociStitched	chr21	34732919	34757377	4	11608	29308.0214	5816.1124	777		IFNAR1,IFNGR2	IFNGR2	777	1
3_MACS_peak_15664_lociStitched	chr2	238599666	238613574	3	13389	25131.756	1674.5232	778	LRRFIP1		LRRFIP1	778	1
