REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_18045_lociStitched	chr3	52730067	52746967	2	11570	35452.82	2825.68	492	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.4533	492	1
2_MACS_peak_1698_lociStitched	chr1	155902935	155919081	2	11559	30700.0044	4359.42	493	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.8341	493	1
3_MACS_peak_2299_lociStitched	chr1	205280499	205295095	3	11527	26507.7956	3954.0564	494	NUAK2	KLHDC8A	NUAK2	NUAK2	0.8170000000000001	494	1
5_MACS_peak_19265_lociStitched	chr3	194865026	194882470	5	11519	21857.332	3656.2624	495	C3orf21		C3orf21	C3orf21	0.0781	495	1
6_MACS_peak_3826_lociStitched	chr10	105244874	105268185	6	11514	12867.672	3867.2949	496	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	1.5271	496	1
2_MACS_peak_6488_lociStitched	chr12	89737830	89749731	2	11476	56667.8016	2646.7824	497	DUSP6		DUSP6	DUSP6	3.7448	497	1
2_MACS_peak_5000_lociStitched	chr11	78162408	78178702	2	11476	43557.1208	2590.746	498	NARS2	GAB2	GAB2	GAB2	0.014799999999999994	498	1
1_MACS_peak_21815_lociStitched	chr5	142774658	142786114	1	11457	32754.9952	2377.12	499	NR3C1		NR3C1	NR3C1	0.2081	499	1
3_MACS_peak_22295_lociStitched	chr6	7135125	7148273	3	11456	26301.2592	2729.5248	500	RREB1		RREB1	RREB1	0.22259999999999996	500	1
1_MACS_peak_17510_lociStitched	chr3	8697942	8709388	1	11447	31791.265	1935.5186	501		C3orf32	C3orf32	C3orf32	0.0745	501	1
2_MACS_peak_15542_lociStitched	chr2	227768793	227783189	2	11445	39043.3916	2421.4072	502	RHBDD1		RHBDD1	RHBDD1	0.3573	502	1
2_MACS_peak_10274_lociStitched	chr16	79629494	79640934	2	11431	29172	1409.408	503	MAF		MAF	MAF	1.4979	503	1
5_MACS_peak_5603_lociStitched	chr12	7022649	7038759	5	11401	19216.008	2787.03	504	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	2.2061	504	1
2_MACS_peak_10041_lociStitched	chr16	57568856	57580422	2	11398	22844.0066	2398.7884	505	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.2576	505	1
2_MACS_peak_24111_lociStitched	chr7	20476099	20490252	2	11398	21162.9809	2343.7368	506			ITGB8	ITGB8	NONE	506	1
2_MACS_peak_18598_lociStitched	chr3	130557171	130574165	2	11396	18057.8244	2946.7596	507	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.0566	507	1
2_MACS_peak_27886_lociStitched	chrX	12882937	12894856	2	11384	26669.9544	1442.199	508	TLR7	TLR8	TLR7	TLR7	1.5595	508	1
2_MACS_peak_20615_lociStitched	chr4	185263214	185278042	2	11363	50926.766	3134.6392	509			IRF2	IRF2	2.1485	509	1
3_MACS_peak_1322_lociStitched	chr1	115236276	115251325	3	11363	22450.0982	1357.4198	510	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.45100000000000007	510	1
4_MACS_peak_19080_lociStitched	chr3	181416898	181433251	4	11363	29229.3522	3291.8589	511	SOX2OT,SOX2		SOX2	SOX2	1.8076999999999999	511	1
1_MACS_peak_23343_lociStitched	chr6	108986391	108997733	1	11343	35650.1744	2090.3306	512	FOXO3		NCRNA00222	NCRNA00222	NONE	512	1
1_MACS_peak_1647_lociStitched	chr1	154754950	154766271	1	11322	44145.1074	3398.5642	513	KCNN3		KCNN3	KCNN3	0.6563	513	1
4_MACS_peak_5027_lociStitched	chr11	82666265	82689965	4	11305	24316.2	3588.18	514			C11orf82	C11orf82	NONE	514	1
2_MACS_peak_21564_lociStitched	chr5	121647055	121661038	2	11283	16258.0341	2118.4245	515	SNCAIP		SNCAIP	SNCAIP	0.0699	515	1
2_MACS_peak_28188_lociStitched	chrX	48767983	48779465	2	11264	26420.082	1469.696	516	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.5758	516	1
4_MACS_peak_27685_lociStitched	chr9	134595231	134615295	4	11242	25900.6176	3587.4432	517	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.3092	517	1
1_MACS_peak_20102_lociStitched	chr4	105406375	105417597	1	11223	50946.7578	2493.5284	518	CXXC4		CXXC4	CXXC4	1.6437000000000002	518	1
4_MACS_peak_3875_lociStitched	chr10	111966995	111986594	4	11221	20039.9775	3490.5819	519	MXI1		MXI1	MXI1	0.1588	519	1
2_MACS_peak_3893_lociStitched	chr10	112255803	112272716	2	11207	38416.1882	3123.8311	520	DUSP5		DUSP5	DUSP5	1.4989000000000001	520	1
5_MACS_peak_24624_lociStitched	chr7	76540909	76558023	5	11168	12207.4162	2365.1548	521			PMS2P11	PMS2P11	NONE	521	1
1_MACS_peak_15571_lociStitched	chr2	231728926	231740080	1	11155	52958.0766	1174.5162	522	ITM2C	GPR55	ITM2C	ITM2C	2.1603	522	1
1_MACS_peak_20612_lociStitched	chr4	185200710	185211830	1	11121	108865.912	2964.592	523			ENPP6	ENPP6	NONE	523	1
1_MACS_peak_6522_lociStitched	chr12	92793129	92804246	1	11118	30320.5058	2237.8521	524		CLLU1,CLLU1OS	CLLU1	CLLU1	0.44299999999999995	524	1
5_MACS_peak_10108_lociStitched	chr16	67184005	67209158	5	11113	18754.0768	4177.9133	525	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	HSF4	0.7406999999999999	525	1
1_MACS_peak_4605_lociStitched	chr11	60602145	60613236	1	11092	36092.3322	2274.7641	526	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.6381999999999999	526	1
5_MACS_peak_8191_lociStitched	chr14	93225183	93246500	5	11091	17403.1988	1850.3156	527		GOLGA5,LGMN	LGMN	LGMN	0.017999999999999995	527	1
3_MACS_peak_15391_lociStitched	chr2	207995979	208015052	3	11089	24592.7262	3747.8445	528	KLF7	MIR2355	KLF7	KLF7	0.40559999999999996	528	1
4_MACS_peak_17653_lociStitched	chr3	20080124	20097885	4	11083	17503.4655	2960.7587	529	KAT2B	C3orf48	KAT2B	KAT2B	0.08460000000000001	529	1
3_MACS_peak_9303_lociStitched	chr15	93346366	93364611	3	11072	39522.319	3444.656	530		ASB9P1	ASB9P1	NONE	NONE	530	1
3_MACS_peak_27452_lociStitched	chr9	117369103	117382465	3	11071	21785.4048	2534.7714	531	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.4889	531	1
2_MACS_peak_24345_lociStitched	chr7	43684696	43699573	2	11071	48313.0575	2862.3348	532	C7orf44		STK17A	STK17A	NONE	532	1
4_MACS_peak_19250_lociStitched	chr3	193847611	193860556	4	11038	19401.966	2937.2205	533	HES1		HES1	HES1	1.184	533	1
1_MACS_peak_312_lociStitched	chr1	24709919	24720946	1	11028	31371.815	2553.8532	534	C1orf201	NIPAL3	C1orf201	C1orf201	0.47850000000000004	534	1
2_MACS_peak_26403_lociStitched	chr8	129277638	129290128	2	11014	28527.16	2522.98	535			MIR1208	MIR1208	NONE	535	1
3_MACS_peak_21109_lociStitched	chr5	61910948	61925532	3	11010	17423.5048	1862.3768	536	IPO11	LRRC70	LRRC70	LRRC70	0.30469999999999997	536	1
1_MACS_peak_4843_lociStitched	chr11	67644698	67655696	1	10999	43311.2238	2455.8534	537			LOC645332	LOC645332	NONE	537	1
1_MACS_peak_19788_lociStitched	chr4	69433730	69444720	1	10991	66430.154	2530.997	538	UGT2B15,UGT2B17		UGT2B17	UGT2B17	0.4938	538	1
3_MACS_peak_18327_lociStitched	chr3	101495306	101513644	3	10990	31082.91	3541.0678	539	FAM55C	NFKBIZ	FAM55C	FAM55C	0.5262	539	1
2_MACS_peak_14907_lociStitched	chr2	158322694	158338041	2	10982	64264.0278	2829.9868	540		CYTIP	CYTIP	CYTIP	1.1037	540	1
3_MACS_peak_5454_lociStitched	chr11	129233604	129249782	3	10965	24868.8216	2724.3752	541	BARX2		BARX2	BARX2	0.41129999999999994	541	1
2_MACS_peak_28564_lociStitched	chrX	119434426	119445591	2	10956	31219.573	1268.344	542	FAM70A	ZBTB33	FAM70A	FAM70A	0.5168999999999999	542	1
2_MACS_peak_2559_lociStitched	chr1	226034112	226045223	2	10917	19676.4699	3164.4128	543	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	1.6127	543	1
1_MACS_peak_2960_lociStitched	chr10	14775643	14786545	1	10903	27568.9776	2152.0548	544	FAM107B		FAM107B	FAM107B	0.28340000000000004	544	1
5_MACS_peak_13699_lociStitched	chr2	27293481	27310872	5	10901	16076.2404	2859.0804	545	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.5964	545	1
2_MACS_peak_14136_lociStitched	chr2	65609259	65623045	2	10896	17377.253	2351.8916	546	SPRED2	SPRED2	SPRED2	SPRED2	0.19079999999999997	546	1
3_MACS_peak_22497_lociStitched	chr6	26020235	26035142	3	10886	25101.8973	2991.8349	547	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.4445000000000001	547	1
2_MACS_peak_2638_lociStitched	chr1	230238332	230249218	2	10863	26323.4366	2974.0552	548	GALNT2		GALNT2	GALNT2	0.4727	548	1
3_MACS_peak_12376_lociStitched	chr19	1015251	1030038	3	10857	24448.8258	3035.7711	549	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	ABCA7	0.8155000000000001	549	1
2_MACS_peak_27878_lociStitched	chrX	11439524	11454739	2	10825	21437.935	1602.1395	550	ARHGAP6		AMELX	AMELX	NONE	550	1
4_MACS_peak_24282_lociStitched	chr7	36982430	37002214	4	10818	11369.8648	2807.3496	551	ELMO1	MIR1200	ELMO1	ELMO1	0.029300000000000007	551	1
3_MACS_peak_3169_lociStitched	chr10	43890719	43906067	3	10817	22153.3032	2639.856	552	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.3066	552	1
3_MACS_peak_21050_lociStitched	chr5	55953999	55969834	3	10805	24294.057	2726.787	553			MAP3K1	MAP3K1	NONE	553	1
2_MACS_peak_16969_lociStitched	chr22	23477623	23488920	2	10795	49915.7945	2424.3362	554	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5143000000000001	554	1
1_MACS_peak_16972_lociStitched	chr22	23515823	23526613	1	10791	33955.051	2512.991	555	BCR	RAB36,RTDR1	BCR	RAB36	1.1640000000000001	555	1
2_MACS_peak_19624_lociStitched	chr4	38985529	39000075	2	10791	32268.8464	2567.369	556	TMEM156	KLHL5	TMEM156	TMEM156	0.3877	556	1
1_MACS_peak_4382_lociStitched	chr11	26125772	26136559	1	10788	49063.5908	1984.808	557			ANO3	ANO3	NONE	557	1
3_MACS_peak_23464_lociStitched	chr6	119774091	119789553	3	10780	14484.8016	2371.8708	558			MAN1A1	MAN1A1	NONE	558	1
2_MACS_peak_8770_lociStitched	chr15	52965136	52977559	2	10779	30717.1098	2663.4912	559	KIAA1370		KIAA1370	KIAA1370	0.20529999999999998	559	1
3_MACS_peak_13293_lociStitched	chr19	48824109	48837849	3	10770	23142.282	2734.26	560	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3502999999999998	560	1
2_MACS_peak_8814_lociStitched	chr15	59266374	59281262	2	10747	29222.1664	2758.7464	561	RNF111	SLTM	RNF111	SLTM	0.06190000000000001	561	1
3_MACS_peak_27588_lociStitched	chr9	130531937	130549572	3	10747	24763.067	3087.8885	562	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.4348000000000001	562	1
2_MACS_peak_15123_lociStitched	chr2	182025562	182036764	2	10738	29094.9546	2041.0044	563			UBE2E3	UBE2E3	NONE	563	1
4_MACS_peak_20624_lociStitched	chr4	185366575	185381383	4	10737	18992.7408	2801.6736	564	IRF2		IRF2	IRF2	2.1485	564	1
4_MACS_peak_5578_lociStitched	chr12	6552147	6572397	4	10737	44381.925	3748.275	565	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.8648999999999998	565	1
4_MACS_peak_860_lociStitched	chr1	59470587	59487177	4	10732	16782.444	2748.963	566			LOC729467	LOC729467	NONE	566	1
4_MACS_peak_12703_lociStitched	chr19	12885623	12905444	4	10730	23602.8468	2899.8123	567	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	JUNB	1.4173	567	1
3_MACS_peak_8505_lociStitched	chr15	34619088	34635815	3	10724	36769.2914	3266.7831	568	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.40399999999999997	568	1
3_MACS_peak_22094_lociStitched	chr5	173718939	173730218	3	10709	21054.5093	1988.4877	569			HMP19	HMP19	NONE	569	1
4_MACS_peak_12392_lociStitched	chr19	1258257	1277443	4	10707	35797.2388	4357.1406	570	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2948	570	1
2_MACS_peak_2837_lociStitched	chr10	3798286	3809178	2	10703	30582.5576	2071.6584	571		KLF6	KLF6	KLF6	1.7281	571	1
1_MACS_peak_1799_lociStitched	chr1	160675181	160685880	1	10700	43192.9329	4227.1749	572	CD48	SLAMF7	CD48	CD48	2.1096	572	1
1_MACS_peak_3651_lociStitched	chr10	91803442	91814137	1	10696	61206.4155	2178.5715	573			KIF20B	KIF20B	NONE	573	1
2_MACS_peak_5293_lociStitched	chr11	117873231	117884325	2	10682	36570.2616	1994.7012	574		IL10RA	IL10RA	IL10RA	0.6221000000000001	574	1
2_MACS_peak_21926_lociStitched	chr5	153651128	153665473	2	10682	15254.473	2432.912	575	GALNT10		GALNT10	GALNT10	0.0741	575	1
1_MACS_peak_27441_lociStitched	chr9	117126235	117136906	1	10672	27296.418	2167.2801	576	AKNA	ORM1,ORM2	AKNA	AKNA	0.7112	576	1
4_MACS_peak_13428_lociStitched	chr19	56145570	56167617	4	10672	25596.567	3463.5837	577	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.9984000000000001	577	1
2_MACS_peak_19296_lociStitched	chr3	196357885	196371293	2	10668	31811.8208	4152.4576	578	LRRC33		LRRC33	LRRC33	0.5306	578	1
1_MACS_peak_21637_lociStitched	chr5	130708694	130719340	1	10647	28737.8124	2890.389	579	CDC42SE2		CDC42SE2	CDC42SE2	0.2106	579	1
3_MACS_peak_24213_lociStitched	chr7	29706220	29726342	3	10647	16530.223	3241.6542	580	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.46130000000000004	580	1
1_MACS_peak_21739_lociStitched	chr5	138719781	138730423	1	10643	37647.1392	2617.932	581	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.8597	581	1
2_MACS_peak_11649_lociStitched	chr17	75433769	75447690	2	10637	35575.1155	2256.5941	582	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.4303	582	1
2_MACS_peak_11717_lociStitched	chr17	78873328	78887336	2	10624	55426.8544	2224.4704	583	RPTOR		CHMP6	CHMP6	NONE	583	1
2_MACS_peak_7555_lociStitched	chr13	114581470	114594933	2	10622	23754.1172	1979.061	584	FLJ44054	GAS6	FLJ44054	GAS6	1.5621	584	1
1_MACS_peak_1072_lociStitched	chr1	87792764	87803372	1	10609	24052.5792	2179.944	585	LMO4		LMO4	LMO4	0.6920999999999999	585	1
2_MACS_peak_5848_lociStitched	chr12	27329783	27340869	2	10608	22204.1494	2137.3808	586			STK38L	STK38L	NONE	586	1
1_MACS_peak_12258_lociStitched	chr18	60821579	60832183	1	10605	98652.1932	3217.2536	587	BCL2		BCL2	BCL2	0.8116	587	1
3_MACS_peak_1277_lociStitched	chr1	111323142	111338744	3	10605	43523.3392	1841.036	588			CD53	CD53	NONE	588	1
3_MACS_peak_22566_lociStitched	chr6	27790626	27807924	3	10593	31933.8378	3264.1326	589	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.4905	589	1
1_MACS_peak_22101_lociStitched	chr5	175076010	175086599	1	10590	26729.8127	2093.4453	590	HRH2	HRH2	HRH2	HRH2	0.3747	590	1
2_MACS_peak_9587_lociStitched	chr16	11668580	11681970	2	10568	20249.697	2628.457	591	LITAF		LITAF	LITAF	0.3557	591	1
3_MACS_peak_9260_lociStitched	chr15	90574008	90591936	3	10562	21246.4728	2497.3704	592	ZNF710		ZNF710	ZNF710	0.4701000000000001	592	1
3_MACS_peak_2530_lociStitched	chr1	223899455	223915840	3	10560	17671.2225	3621.085	593	CAPN2	CAPN8	CAPN2	CAPN2	0.1462	593	1
2_MACS_peak_25689_lociStitched	chr8	29197448	29210630	2	10555	26853.0522	2425.488	594	DUSP4		DUSP4	DUSP4	1.0692	594	1
3_MACS_peak_20333_lociStitched	chr4	140121211	140136728	3	10548	17911.2731	2478.0649	595			ELF2	ELF2	NONE	595	1
3_MACS_peak_24960_lociStitched	chr7	111711531	111727668	3	10532	22998.4524	4235.9625	596	DOCK4		DOCK4	DOCK4	0.01830000000000001	596	1
4_MACS_peak_24290_lociStitched	chr7	37375184	37393690	4	10523	19542.336	3538.3472	597	ELMO1		ELMO1	ELMO1	0.029300000000000007	597	1
5_MACS_peak_176_lociStitched	chr1	14329417	14345205	5	10509	13486.1096	2257.684	598			PRDM2	PRDM2	NONE	598	1
4_MACS_peak_24575_lociStitched	chr7	74057070	74076198	4	10492	22425.6672	2871.1128	599	GTF2I		GTF2I	GTF2I	0.089	599	1
4_MACS_peak_7181_lociStitched	chr13	42061531	42078405	4	10491	20326.4204	1717.7732	600		C13orf15	C13orf15	C13orf15	0.03839999999999999	600	1
5_MACS_peak_12411_lociStitched	chr19	1847289	1865872	5	10476	39505.5997	3530.77	601	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.6989	601	1
2_MACS_peak_18774_lociStitched	chr3	151910722	151921769	2	10468	29886.5538	2605.9873	602			MBNL1	MBNL1	0.12990000000000002	602	1
1_MACS_peak_18124_lociStitched	chr3	61614787	61625246	1	10460	22248.3848	1979.8887	603	PTPRG		PTPRG	PTPRG	0.014899999999999997	603	1
2_MACS_peak_3809_lociStitched	chr10	104531534	104543725	2	10454	18392.5617	2501.5932	604	C10orf26		C10orf26	C10orf26	0.28180000000000005	604	1
1_MACS_peak_20377_lociStitched	chr4	144272589	144283036	1	10448	43331.0219	2409.0782	605	GAB1		GAB1	GAB1	0.4317	605	1
3_MACS_peak_8855_lociStitched	chr15	63765528	63780034	3	10433	16423.6932	2545.803	606		USP3	USP3	USP3	0.07800000000000001	606	1
2_MACS_peak_5335_lociStitched	chr11	119553335	119567916	2	10429	17297.4403	1840.1222	607	PVRL1		PVRL1	PVRL1	0.41980000000000006	607	1
3_MACS_peak_18088_lociStitched	chr3	56948222	56959095	3	10420	38627.4198	2435.552	608	ARHGEF3		ARHGEF3	ARHGEF3	0.11970000000000001	608	1
2_MACS_peak_27600_lociStitched	chr9	130730996	130744392	2	10420	25359.9676	2514.4292	609	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.5785	609	1
2_MACS_peak_23692_lociStitched	chr6	139683283	139698171	2	10411	28470.3224	2840.6304	610	CITED2		CITED2	CITED2	1.8723999999999998	610	1
2_MACS_peak_282_lociStitched	chr1	23879586	23890063	2	10394	21755.4905	1955.0082	611	ID3	E2F2	ID3	ID3	1.6901	611	1
4_MACS_peak_10607_lociStitched	chr17	8088616	8104334	4	10383	13665.2292	3261.485	612	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	VAMP2	0.6757	612	1
3_MACS_peak_1591_lociStitched	chr1	151891510	151903598	3	10364	17653.3152	2828.592	613		THEM4	THEM4	THEM4	0.04819999999999999	613	1
3_MACS_peak_24848_lociStitched	chr7	101922021	101935998	3	10360	18423.0837	2204.1729	614	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	0.8652000000000001	614	1
5_MACS_peak_22716_lociStitched	chr6	33537723	33561539	5	10357	21774.9688	3927.2584	615	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.8469	615	1
2_MACS_peak_20555_lociStitched	chr4	173897134	173909869	2	10352	18694.98	2436.2055	616	GALNTL6		GALNT7	GALNT7	NONE	616	1
1_MACS_peak_4134_lociStitched	chr11	2791668	2802009	1	10342	37519.2162	1802.4363	617	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	617	1
2_MACS_peak_3204_lociStitched	chr10	45949175	45961354	2	10341	43762.8007	2119.146	618	MARCH8		MARCH8	MARCH8	0.2809	618	1
2_MACS_peak_23602_lociStitched	chr6	135190014	135204362	2	10330	64797.0028	2805.034	619			ALDH8A1	ALDH8A1	NONE	619	1
2_MACS_peak_10020_lociStitched	chr16	56893176	56906163	2	10329	14277.9078	1962.3357	620	SLC12A3	MIR138-2	SLC12A3	SLC12A3	1.4945	620	1
2_MACS_peak_14563_lociStitched	chr2	109829263	109843031	2	10320	23554.2944	2884.396	621	SH3RF3		MIR4265	MIR4265	NONE	621	1
3_MACS_peak_26313_lociStitched	chr8	120962112	120976609	3	10317	14381.024	2523.9277	622	DEPDC6		DEPDC6	DEPDC6	1.0571000000000002	622	1
3_MACS_peak_21004_lociStitched	chr5	54031592	54050695	3	10311	28224.6825	2959.0547	623			SNX18	SNX18	NONE	623	1
1_MACS_peak_1074_lociStitched	chr1	88051522	88061826	1	10305	20212.3264	1599.1808	624			LMO4	LMO4	0.6920999999999999	624	1
1_MACS_peak_6384_lociStitched	chr12	72079022	72089290	1	10269	22160.3976	2224.0488	625	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.6914	625	1
2_MACS_peak_25568_lociStitched	chr8	19551470	19566807	2	10264	36756.6542	2311.2859	626		CSGALNACT1	CSGALNACT1	CSGALNACT1	0.2404	626	1
2_MACS_peak_5262_lociStitched	chr11	115125230	115137141	2	10262	25803.9904	1923.6265	627	CADM1		CADM1	CADM1	0.3156	627	1
3_MACS_peak_6715_lociStitched	chr12	109071677	109087908	3	10256	39141.0565	2978.3885	628	CORO1C	SELPLG	CORO1C	SELPLG	5.356	628	1
1_MACS_peak_26151_lociStitched	chr8	95953142	95963390	1	10249	13458.6984	1171.3464	629	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.3632	629	1
2_MACS_peak_5548_lociStitched	chr12	4250713	4264106	2	10249	19018.06	2579.4918	630			CCND2	CCND2	0.7071	630	1
2_MACS_peak_19954_lociStitched	chr4	84171924	84182175	2	10239	14564.6208	1750.8708	631		COQ2	COQ2	COQ2	0.31779999999999997	631	1
2_MACS_peak_21504_lociStitched	chr5	112256274	112268154	2	10234	48472.776	2811.996	632	REEP5	DCP2	REEP5	REEP5	0.3303	632	1
1_MACS_peak_19015_lociStitched	chr3	176911206	176921427	1	10222	68286.501	3034.6149	633	TBL1XR1		TBL1XR1	TBL1XR1	0.4531	633	1
2_MACS_peak_1735_lociStitched	chr1	156709412	156723012	2	10217	32316.32	3870.56	634	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.38059999999999994	634	1
2_MACS_peak_21132_lociStitched	chr5	65108401	65123619	2	10197	25754.9432	2246.1768	635	NLN		NLN	NLN	0.23060000000000003	635	1
3_MACS_peak_6685_lociStitched	chr12	106528850	106543982	3	10192	20844.33	3161.0748	636	NUAK1		NUAK1	NUAK1	0.17840000000000003	636	1
4_MACS_peak_4159_lociStitched	chr11	3874457	3893431	4	10192	21036.4738	3371.6798	637	STIM1	PGAP2,RHOG	STIM1	RHOG	0.2037	637	1
2_MACS_peak_10195_lociStitched	chr16	70460711	70474116	2	10187	25257.701	2001.3665	638	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.5421	638	1
3_MACS_peak_6629_lociStitched	chr12	101624720	101640890	3	10186	24264.702	2420.649	639		UTP20,SLC5A8	SLC5A8	UTP20	0.023499999999999993	639	1
1_MACS_peak_17261_lociStitched	chr22	39860738	39870904	1	10167	25543.0916	1933.5732	640	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.0754000000000001	640	1
2_MACS_peak_15886_lociStitched	chr20	17826235	17839127	2	10157	23410.5828	2395.3336	641			SNORD17	SNORD17	NONE	641	1
3_MACS_peak_19446_lociStitched	chr4	9599204	9611111	3	10139	36399.699	2407.5954	642		MIR548I2	MIR548I2	MIR548I2	0.07089999999999999	642	1
2_MACS_peak_6558_lociStitched	chr12	94540787	94553430	2	10138	27544.0398	2189.7676	643	PLXNC1		PLXNC1	PLXNC1	0.6996	643	1
1_MACS_peak_18625_lociStitched	chr3	133159746	133169880	1	10135	32006.2122	2013.6258	644	BFSP2		BFSP2	BFSP2	1.9069000000000003	644	1
4_MACS_peak_3645_lociStitched	chr10	91704931	91720322	4	10102	9708.6428	2337.8929	645			KIF20B	KIF20B	NONE	645	1
3_MACS_peak_1791_lociStitched	chr1	160587923	160600858	3	10074	16686.15	2813.3625	646	SLAMF1	CD84	SLAMF1	SLAMF1	0.33519999999999994	646	1
3_MACS_peak_14164_lociStitched	chr2	68637544	68656166	3	10074	14173.2042	3059.5946	647		PLEK,APLF,FBXO48	FBXO48	PLEK	0.41180000000000005	647	1
2_MACS_peak_24884_lociStitched	chr7	104595133	104605395	2	10059	24317.8614	1886.1556	648		MLL5,LOC723809,LOC100216545	LOC723809	LOC100216545	4.0649999999999995	648	1
4_MACS_peak_17263_lociStitched	chr22	39910745	39929569	4	10053	25820.8808	3971.864	649	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.0754000000000001	649	1
1_MACS_peak_6120_lociStitched	chr12	51712031	51722082	1	10052	24401.8178	2325.8014	650	BIN2	SMAGP,CELA1	BIN2	CELA1	0.5415	650	1
1_MACS_peak_11146_lociStitched	chr17	43297994	43308044	1	10051	50670.09	2416.02	651	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.5255999999999998	651	1
2_MACS_peak_12783_lociStitched	chr19	16221414	16232511	2	10047	31170.3633	2386.9647	652	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.7435	652	1
5_MACS_peak_26861_lociStitched	chr9	36135974	36153256	5	10044	16016.9576	2600.941	653	GLIPR2	CCIN,CLTA	GLIPR2	GLIPR2	0.3729	653	1
3_MACS_peak_25767_lociStitched	chr8	37748010	37763264	3	10036	18066.8376	2445.2162	654	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	0.6339	654	1
