REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_27886_lociStitched	chrX	12882937	12894856	2	11384	26669.9544	1442.199	555	TLR7	TLR8	TLR7	TLR7	1.5595	555	1
2_MACS_peak_11649_lociStitched	chr17	75433769	75447690	2	10637	35575.1155	2256.5941	556	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.4303	556	1
2_MACS_peak_28564_lociStitched	chrX	119434426	119445591	2	10956	31219.573	1268.344	557	FAM70A	ZBTB33	FAM70A	FAM70A	0.5168999999999999	557	1
1_MACS_peak_4134_lociStitched	chr11	2791668	2802009	1	10342	37519.2162	1802.4363	558	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	558	1
1_MACS_peak_6522_lociStitched	chr12	92793129	92804246	1	11118	30320.5058	2237.8521	560		CLLU1,CLLU1OS	CLLU1	CLLU1	0.44299999999999995	560	1
1_MACS_peak_16972_lociStitched	chr22	23515823	23526613	1	10791	33955.051	2512.991	562	BCR	RAB36,RTDR1	BCR	RAB36	1.1640000000000001	562	1
3_MACS_peak_22295_lociStitched	chr6	7135125	7148273	3	11456	26301.2592	2729.5248	564	RREB1		RREB1	RREB1	0.22259999999999996	564	1
3_MACS_peak_6715_lociStitched	chr12	109071677	109087908	3	10256	39141.0565	2978.3885	565	CORO1C	SELPLG	CORO1C	SELPLG	5.356	565	1
1_MACS_peak_312_lociStitched	chr1	24709919	24720946	1	11028	31371.815	2553.8532	566	C1orf201	NIPAL3	C1orf201	C1orf201	0.47850000000000004	566	1
4_MACS_peak_12392_lociStitched	chr19	1258257	1277443	4	10707	35797.2388	4357.1406	568	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2948	568	1
1_MACS_peak_26461_lociStitched	chr8	134576512	134586073	1	9562	42807.4653	2123.4981	569	ST3GAL1		ST3GAL1	ST3GAL1	0.6485000000000001	569	1
2_MACS_peak_28188_lociStitched	chrX	48767983	48779465	2	11264	26420.082	1469.696	570	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.5758	570	1
3_MACS_peak_18327_lociStitched	chr3	101495306	101513644	3	10990	31082.91	3541.0678	573	FAM55C	NFKBIZ	FAM55C	FAM55C	0.5262	573	1
2_MACS_peak_19624_lociStitched	chr4	38985529	39000075	2	10791	32268.8464	2567.369	574	TMEM156	KLHL5	TMEM156	TMEM156	0.3877	574	1
2_MACS_peak_15961_lociStitched	chr20	25288986	25302584	2	9947	39808.145	2544.1858	575	ABHD12		PYGB	PYGB	0.8726	575	1
2_MACS_peak_25568_lociStitched	chr8	19551470	19566807	2	10264	36756.6542	2311.2859	577		CSGALNACT1	CSGALNACT1	CSGALNACT1	0.2404	577	1
2_MACS_peak_26403_lociStitched	chr8	129277638	129290128	2	11014	28527.16	2522.98	579			MIR1208	MIR1208	NONE	579	1
2_MACS_peak_6942_lociStitched	chr12	125398192	125412861	2	9920	38536.9299	2012.5868	581	UBC	SCARB1	UBC	UBC	2.1095	581	1
1_MACS_peak_23658_lociStitched	chr6	138186905	138196184	1	9280	43449.8454	2599.9758	584	TNFAIP3		TNFAIP3	TNFAIP3	1.612	584	1
1_MACS_peak_15063_lociStitched	chr2	175456457	175465382	1	8926	45259.5675	2251.7775	586	WIPF1		WIPF1	WIPF1	0.45320000000000005	586	1
2_MACS_peak_8770_lociStitched	chr15	52965136	52977559	2	10779	30717.1098	2663.4912	587	KIAA1370		KIAA1370	KIAA1370	0.20529999999999998	587	1
3_MACS_peak_19446_lociStitched	chr4	9599204	9611111	3	10139	36399.699	2407.5954	588		MIR548I2	MIR548I2	MIR548I2	0.07089999999999999	588	1
2_MACS_peak_2837_lociStitched	chr10	3798286	3809178	2	10703	30582.5576	2071.6584	590		KLF6	KLF6	KLF6	1.7281	590	1
1_MACS_peak_2960_lociStitched	chr10	14775643	14786545	1	10903	27568.9776	2152.0548	592	FAM107B		FAM107B	FAM107B	0.28340000000000004	592	1
3_MACS_peak_22566_lociStitched	chr6	27790626	27807924	3	10593	31933.8378	3264.1326	593	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.4905	593	1
2_MACS_peak_15123_lociStitched	chr2	182025562	182036764	2	10738	29094.9546	2041.0044	594			UBE2E3	UBE2E3	NONE	594	1
2_MACS_peak_10381_lociStitched	chr16	89033285	89046421	2	9475	39514.4016	1203.2576	595	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3317	595	1
1_MACS_peak_2981_lociStitched	chr10	15824653	15834384	1	9732	38257.4265	1919.9263	596	FAM188A		ITGA8	ITGA8	NONE	596	1
2_MACS_peak_19296_lociStitched	chr3	196357885	196371293	2	10668	31811.8208	4152.4576	597	LRRC33		LRRC33	LRRC33	0.5306	597	1
2_MACS_peak_8814_lociStitched	chr15	59266374	59281262	2	10747	29222.1664	2758.7464	598	RNF111	SLTM	RNF111	SLTM	0.06190000000000001	598	1
1_MACS_peak_26408_lociStitched	chr8	129664517	129673777	1	9261	41522.766	2031.644	599			MIR1208	MIR1208	NONE	599	1
2_MACS_peak_2638_lociStitched	chr1	230238332	230249218	2	10863	26323.4366	2974.0552	604	GALNT2		GALNT2	GALNT2	0.4727	604	1
2_MACS_peak_11666_lociStitched	chr17	76116375	76129625	2	9525	38822.5	2354.525	605	TMC8,TMC6	C17orf99,SYNGR2	TMC6	C17orf99	1.5722	605	1
1_MACS_peak_21637_lociStitched	chr5	130708694	130719340	1	10647	28737.8124	2890.389	606	CDC42SE2		CDC42SE2	CDC42SE2	0.2106	606	1
1_MACS_peak_2169_lociStitched	chr1	197739979	197749562	1	9584	38888.7723	3125.0163	607	DENND1B		DENND1B	DENND1B	0.0945	607	1
1_MACS_peak_27441_lociStitched	chr9	117126235	117136906	1	10672	27296.418	2167.2801	608	AKNA	ORM1,ORM2	AKNA	AKNA	0.7112	608	1
2_MACS_peak_18774_lociStitched	chr3	151910722	151921769	2	10468	29886.5538	2605.9873	613			MBNL1	MBNL1	NONE	613	1
1_MACS_peak_2561_lociStitched	chr1	226062449	226071766	1	9318	40232.6694	2885.4749	614	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.6127	614	1
2_MACS_peak_1596_lociStitched	chr1	152006219	152021801	2	9913	36784.4274	4520.3382	615	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.4241000000000001	615	1
1_MACS_peak_18766_lociStitched	chr3	150314183	150324165	1	9983	33961.7586	2469.5468	617	SELT	EIF2A,SERP1	SELT	SELT	0.7715	617	1
1_MACS_peak_18625_lociStitched	chr3	133159746	133169880	1	10135	32006.2122	2013.6258	618	BFSP2		BFSP2	BFSP2	1.9069000000000003	618	1
1_MACS_peak_6562_lociStitched	chr12	94595669	94604343	1	8675	42950.1784	1903.943	620	PLXNC1		PLXNC1	PLXNC1	0.6996	620	1
1_MACS_peak_22101_lociStitched	chr5	175076010	175086599	1	10590	26729.8127	2093.4453	621	HRH2	HRH2	HRH2	HRH2	0.3747	621	1
2_MACS_peak_1735_lociStitched	chr1	156709412	156723012	2	10217	32316.32	3870.56	623	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.38059999999999994	623	1
2_MACS_peak_25689_lociStitched	chr8	29197448	29210630	2	10555	26853.0522	2425.488	624	DUSP4		DUSP4	DUSP4	1.0692	624	1
2_MACS_peak_19248_lociStitched	chr3	193815313	193824104	2	8763	42428.8824	2775.3187	631		HES1	HES1	HES1	1.184	631	1
2_MACS_peak_23692_lociStitched	chr6	139683283	139698171	2	10411	28470.3224	2840.6304	632	CITED2		CITED2	CITED2	1.8723999999999998	632	1
2_MACS_peak_6419_lociStitched	chr12	77452483	77464943	2	9846	33491.234	2463.342	637	E2F7		E2F7	E2F7	0.5557000000000001	637	1
2_MACS_peak_11640_lociStitched	chr17	75228964	75244154	2	9508	36106.63	2410.653	641		SEC14L1,SEPT9	SEPT9	SEC14L1	1.5030000000000001	641	1
2_MACS_peak_12783_lociStitched	chr19	16221414	16232511	2	10047	31170.3633	2386.9647	643	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.7435	643	1
1_MACS_peak_9266_lociStitched	chr15	90637145	90646698	1	9554	35572.5061	2333.7979	644	IDH2		IDH2	IDH2	1.1858	644	1
3_MACS_peak_22067_lociStitched	chr5	172191073	172205832	3	9725	34623.1381	2945.8964	645	DUSP1		DUSP1	DUSP1	2.2028	645	1
2_MACS_peak_27174_lociStitched	chr9	93732030	93742589	2	8537	42233.8882	1897.4523	649			LOC100129316	LOC100129316	NONE	649	1
3_MACS_peak_21004_lociStitched	chr5	54031592	54050695	3	10311	28224.6825	2959.0547	651			SNX18	SNX18	NONE	651	1
1_MACS_peak_2840_lociStitched	chr10	3845984	3854862	1	8879	39776.1034	2047.2668	653		KLF6	KLF6	KLF6	1.7281	653	1
2_MACS_peak_27600_lociStitched	chr9	130730996	130744392	2	10420	25359.9676	2514.4292	655	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.5785	655	1
2_MACS_peak_25667_lociStitched	chr8	28195010	28207714	2	9495	35219.2992	2817.7472	658	PNOC,ZNF395		PNOC	PNOC	0.7384	658	1
1_MACS_peak_4449_lociStitched	chr11	35159541	35169229	1	9689	33098.0832	2551.8192	659	CD44		CD44	CD44	0.6695	659	1
1_MACS_peak_2574_lociStitched	chr1	226308050	226317218	1	9169	37690.5648	2903.5056	660			ACBD3	ACBD3	NONE	660	1
2_MACS_peak_5262_lociStitched	chr11	115125230	115137141	2	10262	25803.9904	1923.6265	661	CADM1		CADM1	CADM1	0.3156	661	1
2_MACS_peak_6558_lociStitched	chr12	94540787	94553430	2	10138	27544.0398	2189.7676	662	PLXNC1		PLXNC1	PLXNC1	0.6996	662	1
2_MACS_peak_12256_lociStitched	chr18	60798225	60811471	2	9544	33691.201	2606.8128	664	BCL2		BCL2	BCL2	0.8116	664	1
2_MACS_peak_25179_lociStitched	chr7	134842706	134857759	2	9534	34772.43	3799.3772	666	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.7677999999999998	666	1
2_MACS_peak_21132_lociStitched	chr5	65108401	65123619	2	10197	25754.9432	2246.1768	673	NLN		NLN	NLN	0.23060000000000003	673	1
1_MACS_peak_17261_lociStitched	chr22	39860738	39870904	1	10167	25543.0916	1933.5732	674	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.0754000000000001	674	1
3_MACS_peak_755_lociStitched	chr1	46790009	46807289	3	9832	30500.928	3158.784	675	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.38360000000000005	675	1
2_MACS_peak_10195_lociStitched	chr16	70460711	70474116	2	10187	25257.701	2001.3665	676	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.5421	676	1
1_MACS_peak_11000_lociStitched	chr17	38015609	38025127	1	9519	32288.8632	2271.9466	681	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9485	681	1
1_MACS_peak_5553_lociStitched	chr12	4377503	4386982	1	9480	32101.5814	1752.6671	682	CCND2	C12orf5	CCND2	CCND2	0.7071	682	1
3_MACS_peak_28106_lociStitched	chrX	42792224	42805570	3	9361	32384.069	1257.1932	687			PPP1R2P9	PPP1R2P9	NONE	687	1
1_MACS_peak_280_lociStitched	chr1	23849793	23858797	1	9005	36067.3228	2174.466	688	E2F2	ASAP3,ID3	E2F2	ID3	1.6901	688	1
2_MACS_peak_25742_lociStitched	chr8	33409916	33425350	2	9830	29270.581	3100.6906	689	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.9067	689	1
2_MACS_peak_412_lociStitched	chr1	28352200	28364282	2	9822	27952.9152	1939.161	691	EYA3		EYA3	EYA3	0.23229999999999998	691	1
2_MACS_peak_6516_lociStitched	chr12	92576978	92586571	2	9375	32314.0205	1968.4836	693		BTG1	BTG1	BTG1	1.6149	693	1
2_MACS_peak_25176_lociStitched	chr7	134670495	134682936	2	9489	32392.6317	3402.6135	701	AGBL3		AGBL3	AGBL3	0.1288	701	1
2_MACS_peak_21084_lociStitched	chr5	58951130	58962185	2	9296	32545.92	1841.763	702	PDE4D		PDE4D	PDE4D	0.0829	702	1
1_MACS_peak_3704_lociStitched	chr10	97048913	97058181	1	9269	32868.962	2077.8856	704	PDLIM1		PDLIM1	PDLIM1	0.5221	704	1
2_MACS_peak_18879_lociStitched	chr3	160115989	160129617	2	9274	34290.7736	3708.1788	708	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	MIR16-2	2.5993999999999997	708	1
3_MACS_peak_18520_lociStitched	chr3	125548769	125560606	3	9872	26919.7054	2626.6303	713		MIR548I1	MIR548I1	NONE	NONE	713	1
1_MACS_peak_7389_lociStitched	chr13	78688828	78697103	1	8276	39458.51	1678.17	714			EDNRB	EDNRB	NONE	714	1
2_MACS_peak_20613_lociStitched	chr4	185239671	185254297	2	9600	29491.8664	2395.7388	716			ENPP6	ENPP6	NONE	716	1
2_MACS_peak_5375_lociStitched	chr11	122929919	122942159	2	9169	33729.768	2893.536	718	HSPA8	LOC341056	HSPA8	HSPA8	1.7315	718	1
2_MACS_peak_22968_lociStitched	chr6	52527207	52536944	2	9495	30108.7514	2620.2267	722	LOC730101,TMEM14A		LOC730101	LOC730101	1.8812	722	1
2_MACS_peak_2266_lociStitched	chr1	203722245	203736137	2	8488	38358.5904	3504.9516	730	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2209999999999999	730	1
3_MACS_peak_15252_lociStitched	chr2	197126506	197142373	3	9669	27167.4774	2844.9531	731	HECW2		STK17B	STK17B	0.8242	731	1
1_MACS_peak_26753_lociStitched	chr9	22236421	22245691	1	9271	29646.387	1362.69	733			DMRTA1	DMRTA1	NONE	733	1
3_MACS_peak_546_lociStitched	chr1	36614131	36627592	3	9668	26838.5418	2740.6596	734	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.4824	734	1
2_MACS_peak_8012_lociStitched	chr14	72980523	72990249	2	9691	25145.6004	1338.2976	735	RGS6		DPF3	DPF3	NONE	735	1
3_MACS_peak_16638_lociStitched	chr21	34696028	34713083	3	9707	28178.271	4635.549	736	IFNAR1		IFNAR1	IFNAR1	0.5547	736	1
2_MACS_peak_20958_lociStitched	chr5	43006830	43021200	2	9024	33211.944	3171.459	737	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.8041999999999998	737	1
1_MACS_peak_16249_lociStitched	chr20	46038806	46047396	1	8591	34625.431	1894.954	744			ZMYND8	ZMYND8	0.3284	744	1
1_MACS_peak_2134_lociStitched	chr1	192542093	192551366	1	9274	29362.0272	3181.5663	748	RGS1		RGS1	RGS1	1.8725999999999998	748	1
3_MACS_peak_5921_lociStitched	chr12	32664373	32679333	3	9277	28739.656	2595.56	749	FGD4		FGD4	FGD4	0.26589999999999997	749	1
2_MACS_peak_22625_lociStitched	chr6	30648928	30659502	2	9517	25084.7002	2148.6368	755	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.1007	755	1
1_MACS_peak_16251_lociStitched	chr20	46095080	46104319	1	9240	27137.7147	1531.8262	762		NCOA3	NCOA3	NCOA3	0.0040000000000000036	762	1
3_MACS_peak_1660_lociStitched	chr1	154942254	154957673	3	9433	28008.6135	4767.5548	766	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.547	766	1
3_MACS_peak_1207_lociStitched	chr1	107991865	108004306	3	9242	25976.808	1296.3522	770	NTNG1		VAV3	VAV3	NONE	770	1
3_MACS_peak_17231_lociStitched	chr22	39408929	39422665	3	9163	27500.8456	2462.8648	773	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3F	0.7499	773	1
3_MACS_peak_566_lociStitched	chr1	37930698	37946297	3	9344	25697.7926	2890.4947	775	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.0704	775	1
3_MACS_peak_24639_lociStitched	chr7	76949929	76965849	3	9123	28022.384	2786	776	PION		PION	PION	0.2396	776	1
1_MACS_peak_14801_lociStitched	chr2	135162404	135170811	1	8408	33105.9253	1894.0971	785	MGAT5	LOC151162	LOC151162	NONE	NONE	785	1
2_MACS_peak_25790_lociStitched	chr8	38792353	38802993	2	8289	33941.6	2024.792	788	PLEKHA2	HTRA4	HTRA4	NONE	NONE	788	1
2_MACS_peak_12939_lociStitched	chr19	28950799	28962490	2	8802	29371.2993	1948.8897	791			LOC148145	LOC148145	NONE	791	1
1_MACS_peak_14145_lociStitched	chr2	66659608	66668353	1	8746	29625.4365	1695.6555	792	MEIS1		MEIS1	MEIS1	0.14679999999999999	792	1
2_MACS_peak_16998_lociStitched	chr22	24822129	24831897	2	8145	34478.1096	1748.472	795	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.3310000000000002	795	1
3_MACS_peak_22706_lociStitched	chr6	33279711	33292868	3	8899	29248.011	2990.5861	796	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2929000000000002	796	1
2_MACS_peak_17147_lociStitched	chr22	36648138	36657110	2	8571	30967.7552	1767.484	799	APOL1	APOL4,APOL2	APOL1	APOL1	1.2059	799	1
2_MACS_peak_9851_lociStitched	chr16	30193675	30206548	2	8178	34811.1666	2833.3473	803	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B		CORO1A	CORO1A	1.8653	803	1
2_MACS_peak_22680_lociStitched	chr6	32156349	32165768	2	8936	26526.7297	1503.2724	806	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.7075	806	1
1_MACS_peak_23532_lociStitched	chr6	130002636	130010980	1	8345	31777.2896	1849.8648	812	ARHGAP18		ARHGAP18	ARHGAP18	0.3134	812	1
2_MACS_peak_18343_lociStitched	chr3	104237455	104247049	2	8223	32667.57	1974.4452	814			MIR548A3	MIR548A3	NONE	814	1
1_MACS_peak_18595_lociStitched	chr3	129892581	129900811	1	8231	32109.345	1813.069	820		COL6A4P2	COL6A4P2	NONE	NONE	820	1
1_MACS_peak_6514_lociStitched	chr12	92533229	92542075	1	8847	26684.8436	2071.7332	823	BTG1		BTG1	BTG1	1.6149	823	1
1_MACS_peak_17144_lociStitched	chr22	36551915	36560279	1	8365	30985.2744	1941.2844	825	APOL3	APOL4	APOL3	APOL3	0.9345	825	1
1_MACS_peak_13767_lociStitched	chr2	33716530	33724862	1	8333	31176.6776	1908.8612	827	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5972000000000001	827	1
3_MACS_peak_12780_lociStitched	chr19	16180271	16198265	3	8847	27239.3172	2996.001	829	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.7435	829	1
2_MACS_peak_19122_lociStitched	chr3	183267880	183279004	2	8754	28341.7272	3195.9252	830	KLHL6		KLHL6	KLHL6	2.1848	830	1
2_MACS_peak_2049_lociStitched	chr1	183439121	183451633	2	8821	28255.8496	4185.264	837	SMG7		SMG7	SMG7	0.20770000000000002	837	1
2_MACS_peak_19052_lociStitched	chr3	178677893	178690260	2	8681	28293.2226	2828.3329	838			ZMAT3	ZMAT3	NONE	838	1
2_MACS_peak_1769_lociStitched	chr1	159035740	159048454	2	8234	33543.3462	4098.9936	840	AIM2		AIM2	AIM2	1.2229999999999999	840	1
2_MACS_peak_3803_lociStitched	chr10	104401199	104413027	2	8501	28918.2772	2192.9112	846	TRIM8		TRIM8	TRIM8	1.2529	846	1
2_MACS_peak_13867_lociStitched	chr2	43354290	43363444	2	8401	28414.9314	1533.295	855			ZFP36L2	ZFP36L2	4.981	855	1
1_MACS_peak_10547_lociStitched	chr17	6062811	6071171	1	8361	28967.4	1843.38	856			WSCD1	WSCD1	NONE	856	1
2_MACS_peak_25420_lociStitched	chr8	1990608	2000902	2	8477	27678.5072	1964.0952	863	MYOM2		MYOM2	MYOM2	0.892	863	1
2_MACS_peak_18831_lociStitched	chr3	156533588	156545027	2	8225	30378.5523	2468.5362	865	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.2822	865	1
2_MACS_peak_1731_lociStitched	chr1	156627034	156635929	2	8539	27672.345	2657.826	866	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.7518	866	1
1_MACS_peak_18446_lociStitched	chr3	119354613	119363119	1	8507	27206.441	1957.2306	867	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.8535	867	1
2_MACS_peak_10522_lociStitched	chr17	4842134	4854639	2	8197	30325.8755	2594.7875	873	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.7796999999999998	873	1
2_MACS_peak_23075_lociStitched	chr6	74224299	74234461	2	8629	25948.667	2504.933	876	EEF1A1		EEF1A1	EEF1A1	1.5617	876	1
2_MACS_peak_25047_lociStitched	chr7	122822626	122832909	2	8667	25350.6799	2617.0235	880	SLC13A1		SLC13A1	SLC13A1	0.2079	880	1
2_MACS_peak_26452_lociStitched	chr8	134221303	134233064	2	8426	26383.4513	1986.4329	892	WISP1		WISP1	WISP1	0.5568	892	1
2_MACS_peak_25555_lociStitched	chr8	19241643	19252290	2	8089	29129.1273	1845.1251	894	SH2D4A		SH2D4A	SH2D4A	0.3427	894	1
2_MACS_peak_14334_lociStitched	chr2	85928107	85938385	2	8346	26771.1066	1837.7064	896		GNLY,ATOH8,SFTPB	GNLY	GNLY	0.21449999999999997	896	1
1_MACS_peak_27888_lociStitched	chrX	12904574	12912678	1	8105	26511.4256	1132.1288	922	TLR7	TLR8,LOC349408	TLR8	LOC349408	0.016799999999999995	922	1
3_MACS_peak_9306_lociStitched	chr15	93373426	93389637	3	8215	26511.4694	2673.1939	930		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.7217	930	1
1_MACS_peak_24192_lociStitched	chr7	26190819	26198894	1	8076	24678.0075	1930.7325	975	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.7942	975	1
