REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_21926_lociStitched	chr5	153651128	153665473	2	10682	15254.473	2432.912	575	GALNT10		GALNT10	575	1
1_MACS_peak_27441_lociStitched	chr9	117126235	117136906	1	10672	27296.418	2167.2801	576	AKNA	ORM1,ORM2	AKNA	576	1
4_MACS_peak_13428_lociStitched	chr19	56145570	56167617	4	10672	25596.567	3463.5837	577	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	577	1
2_MACS_peak_19296_lociStitched	chr3	196357885	196371293	2	10668	31811.8208	4152.4576	578	LRRC33		LRRC33	578	1
1_MACS_peak_21637_lociStitched	chr5	130708694	130719340	1	10647	28737.8124	2890.389	579	CDC42SE2		CDC42SE2	579	1
3_MACS_peak_24213_lociStitched	chr7	29706220	29726342	3	10647	16530.223	3241.6542	580	DPY19L2P3,LOC646762,LOC100271874		LOC646762	580	1
1_MACS_peak_21739_lociStitched	chr5	138719781	138730423	1	10643	37647.1392	2617.932	581	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	581	1
2_MACS_peak_11649_lociStitched	chr17	75433769	75447690	2	10637	35575.1155	2256.5941	582	SEPT9	SEPT9,MIR4316	SEPT9	582	1
2_MACS_peak_11717_lociStitched	chr17	78873328	78887336	2	10624	55426.8544	2224.4704	583	RPTOR		CHMP6	583	1
2_MACS_peak_7555_lociStitched	chr13	114581470	114594933	2	10622	23754.1172	1979.061	584	FLJ44054	GAS6	FLJ44054	584	1
1_MACS_peak_1072_lociStitched	chr1	87792764	87803372	1	10609	24052.5792	2179.944	585	LMO4		LMO4	585	1
2_MACS_peak_5848_lociStitched	chr12	27329783	27340869	2	10608	22204.1494	2137.3808	586			STK38L	586	1
1_MACS_peak_12258_lociStitched	chr18	60821579	60832183	1	10605	98652.1932	3217.2536	587	BCL2		BCL2	587	1
3_MACS_peak_1277_lociStitched	chr1	111323142	111338744	3	10605	43523.3392	1841.036	588			CD53	588	1
3_MACS_peak_22566_lociStitched	chr6	27790626	27807924	3	10593	31933.8378	3264.1326	589	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	589	1
1_MACS_peak_22101_lociStitched	chr5	175076010	175086599	1	10590	26729.8127	2093.4453	590	HRH2	HRH2	HRH2	590	1
2_MACS_peak_9587_lociStitched	chr16	11668580	11681970	2	10568	20249.697	2628.457	591	LITAF		LITAF	591	1
3_MACS_peak_9260_lociStitched	chr15	90574008	90591936	3	10562	21246.4728	2497.3704	592	ZNF710		ZNF710	592	1
3_MACS_peak_2530_lociStitched	chr1	223899455	223915840	3	10560	17671.2225	3621.085	593	CAPN2	CAPN8	CAPN2	593	1
2_MACS_peak_25689_lociStitched	chr8	29197448	29210630	2	10555	26853.0522	2425.488	594	DUSP4		DUSP4	594	1
3_MACS_peak_20333_lociStitched	chr4	140121211	140136728	3	10548	17911.2731	2478.0649	595			ELF2	595	1
3_MACS_peak_24960_lociStitched	chr7	111711531	111727668	3	10532	22998.4524	4235.9625	596	DOCK4		DOCK4	596	1
4_MACS_peak_24290_lociStitched	chr7	37375184	37393690	4	10523	19542.336	3538.3472	597	ELMO1		ELMO1	597	1
5_MACS_peak_176_lociStitched	chr1	14329417	14345205	5	10509	13486.1096	2257.684	598			PRDM2	598	1
4_MACS_peak_24575_lociStitched	chr7	74057070	74076198	4	10492	22425.6672	2871.1128	599	GTF2I		GTF2I	599	1
4_MACS_peak_7181_lociStitched	chr13	42061531	42078405	4	10491	20326.4204	1717.7732	600		C13orf15	C13orf15	600	1
5_MACS_peak_12411_lociStitched	chr19	1847289	1865872	5	10476	39505.5997	3530.77	601	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	601	1
2_MACS_peak_18774_lociStitched	chr3	151910722	151921769	2	10468	29886.5538	2605.9873	602			MBNL1	602	1
1_MACS_peak_18124_lociStitched	chr3	61614787	61625246	1	10460	22248.3848	1979.8887	603	PTPRG		PTPRG	603	1
2_MACS_peak_3809_lociStitched	chr10	104531534	104543725	2	10454	18392.5617	2501.5932	604	C10orf26		C10orf26	604	1
1_MACS_peak_20377_lociStitched	chr4	144272589	144283036	1	10448	43331.0219	2409.0782	605	GAB1		GAB1	605	1
3_MACS_peak_8855_lociStitched	chr15	63765528	63780034	3	10433	16423.6932	2545.803	606		USP3	USP3	606	1
2_MACS_peak_5335_lociStitched	chr11	119553335	119567916	2	10429	17297.4403	1840.1222	607	PVRL1		PVRL1	607	1
3_MACS_peak_18088_lociStitched	chr3	56948222	56959095	3	10420	38627.4198	2435.552	608	ARHGEF3		ARHGEF3	608	1
2_MACS_peak_27600_lociStitched	chr9	130730996	130744392	2	10420	25359.9676	2514.4292	609	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	609	1
2_MACS_peak_23692_lociStitched	chr6	139683283	139698171	2	10411	28470.3224	2840.6304	610	CITED2		CITED2	610	1
2_MACS_peak_282_lociStitched	chr1	23879586	23890063	2	10394	21755.4905	1955.0082	611	ID3	E2F2	ID3	611	1
4_MACS_peak_10607_lociStitched	chr17	8088616	8104334	4	10383	13665.2292	3261.485	612	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	612	1
3_MACS_peak_1591_lociStitched	chr1	151891510	151903598	3	10364	17653.3152	2828.592	613		THEM4	THEM4	613	1
3_MACS_peak_24848_lociStitched	chr7	101922021	101935998	3	10360	18423.0837	2204.1729	614	CUX1,SH2B2	MIR4285	SH2B2	614	1
5_MACS_peak_22716_lociStitched	chr6	33537723	33561539	5	10357	21774.9688	3927.2584	615	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	615	1
2_MACS_peak_20555_lociStitched	chr4	173897134	173909869	2	10352	18694.98	2436.2055	616	GALNTL6		GALNT7	616	1
1_MACS_peak_4134_lociStitched	chr11	2791668	2802009	1	10342	37519.2162	1802.4363	617	KCNQ1		KCNQ1OT1	617	1
2_MACS_peak_3204_lociStitched	chr10	45949175	45961354	2	10341	43762.8007	2119.146	618	MARCH8		MARCH8	618	1
2_MACS_peak_23602_lociStitched	chr6	135190014	135204362	2	10330	64797.0028	2805.034	619			ALDH8A1	619	1
2_MACS_peak_10020_lociStitched	chr16	56893176	56906163	2	10329	14277.9078	1962.3357	620	SLC12A3	MIR138-2	SLC12A3	620	1
2_MACS_peak_14563_lociStitched	chr2	109829263	109843031	2	10320	23554.2944	2884.396	621	SH3RF3		MIR4265	621	1
3_MACS_peak_26313_lociStitched	chr8	120962112	120976609	3	10317	14381.024	2523.9277	622	DEPDC6		DEPDC6	622	1
3_MACS_peak_21004_lociStitched	chr5	54031592	54050695	3	10311	28224.6825	2959.0547	623			SNX18	623	1
1_MACS_peak_1074_lociStitched	chr1	88051522	88061826	1	10305	20212.3264	1599.1808	624			LMO4	624	1
1_MACS_peak_6384_lociStitched	chr12	72079022	72089290	1	10269	22160.3976	2224.0488	625	TMEM19	THAP2,ZFC3H1	TMEM19	625	1
2_MACS_peak_25568_lociStitched	chr8	19551470	19566807	2	10264	36756.6542	2311.2859	626		CSGALNACT1	CSGALNACT1	626	1
2_MACS_peak_5262_lociStitched	chr11	115125230	115137141	2	10262	25803.9904	1923.6265	627	CADM1		CADM1	627	1
3_MACS_peak_6715_lociStitched	chr12	109071677	109087908	3	10256	39141.0565	2978.3885	628	CORO1C	SELPLG	CORO1C	628	1
1_MACS_peak_26151_lociStitched	chr8	95953142	95963390	1	10249	13458.6984	1171.3464	629	TP53INP1	CCNE2	TP53INP1	629	1
2_MACS_peak_5548_lociStitched	chr12	4250713	4264106	2	10249	19018.06	2579.4918	630			CCND2	630	1
2_MACS_peak_19954_lociStitched	chr4	84171924	84182175	2	10239	14564.6208	1750.8708	631		COQ2	COQ2	631	1
2_MACS_peak_21504_lociStitched	chr5	112256274	112268154	2	10234	48472.776	2811.996	632	REEP5	DCP2	REEP5	632	1
1_MACS_peak_19015_lociStitched	chr3	176911206	176921427	1	10222	68286.501	3034.6149	633	TBL1XR1		TBL1XR1	633	1
2_MACS_peak_1735_lociStitched	chr1	156709412	156723012	2	10217	32316.32	3870.56	634	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	634	1
2_MACS_peak_21132_lociStitched	chr5	65108401	65123619	2	10197	25754.9432	2246.1768	635	NLN		NLN	635	1
3_MACS_peak_6685_lociStitched	chr12	106528850	106543982	3	10192	20844.33	3161.0748	636	NUAK1		NUAK1	636	1
4_MACS_peak_4159_lociStitched	chr11	3874457	3893431	4	10192	21036.4738	3371.6798	637	STIM1	PGAP2,RHOG	STIM1	637	1
2_MACS_peak_10195_lociStitched	chr16	70460711	70474116	2	10187	25257.701	2001.3665	638	ST3GAL2	FUK	ST3GAL2	638	1
3_MACS_peak_6629_lociStitched	chr12	101624720	101640890	3	10186	24264.702	2420.649	639		UTP20,SLC5A8	SLC5A8	639	1
1_MACS_peak_17261_lociStitched	chr22	39860738	39870904	1	10167	25543.0916	1933.5732	640	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	640	1
2_MACS_peak_15886_lociStitched	chr20	17826235	17839127	2	10157	23410.5828	2395.3336	641			SNORD17	641	1
3_MACS_peak_19446_lociStitched	chr4	9599204	9611111	3	10139	36399.699	2407.5954	642		MIR548I2	MIR548I2	642	1
2_MACS_peak_6558_lociStitched	chr12	94540787	94553430	2	10138	27544.0398	2189.7676	643	PLXNC1		PLXNC1	643	1
1_MACS_peak_18625_lociStitched	chr3	133159746	133169880	1	10135	32006.2122	2013.6258	644	BFSP2		BFSP2	644	1
4_MACS_peak_3645_lociStitched	chr10	91704931	91720322	4	10102	9708.6428	2337.8929	645			KIF20B	645	1
3_MACS_peak_1791_lociStitched	chr1	160587923	160600858	3	10074	16686.15	2813.3625	646	SLAMF1	CD84	SLAMF1	646	1
3_MACS_peak_14164_lociStitched	chr2	68637544	68656166	3	10074	14173.2042	3059.5946	647		PLEK,APLF,FBXO48	FBXO48	647	1
2_MACS_peak_24884_lociStitched	chr7	104595133	104605395	2	10059	24317.8614	1886.1556	648		MLL5,LOC723809,LOC100216545	LOC723809	648	1
4_MACS_peak_17263_lociStitched	chr22	39910745	39929569	4	10053	25820.8808	3971.864	649	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	649	1
1_MACS_peak_6120_lociStitched	chr12	51712031	51722082	1	10052	24401.8178	2325.8014	650	BIN2	SMAGP,CELA1	BIN2	650	1
1_MACS_peak_11146_lociStitched	chr17	43297994	43308044	1	10051	50670.09	2416.02	651	FMNL1	LOC100133991,C17orf46	FMNL1	651	1
2_MACS_peak_12783_lociStitched	chr19	16221414	16232511	2	10047	31170.3633	2386.9647	652	RAB8A	TPM4,HSH2D	RAB8A	652	1
5_MACS_peak_26861_lociStitched	chr9	36135974	36153256	5	10044	16016.9576	2600.941	653	GLIPR2	CCIN,CLTA	GLIPR2	653	1
3_MACS_peak_25767_lociStitched	chr8	37748010	37763264	3	10036	18066.8376	2445.2162	654	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	654	1
2_MACS_peak_19200_lociStitched	chr3	186779567	186792583	2	10029	56865.6024	4379.884	655	ST6GAL1		ST6GAL1	655	1
1_MACS_peak_18981_lociStitched	chr3	174863712	174873739	1	10028	78078.2436	3128.424	656	NAALADL2		NAALADL2	656	1
6_MACS_peak_4803_lociStitched	chr11	66861881	66889281	6	10014	14617.9	3751.06	657	KDM2A	RHOD	KDM2A	657	1
1_MACS_peak_18766_lociStitched	chr3	150314183	150324165	1	9983	33961.7586	2469.5468	658	SELT	EIF2A,SERP1	SELT	658	1
2_MACS_peak_11627_lociStitched	chr17	74777346	74789036	2	9975	18910.913	2030.553	659		MFSD11,MIR636,SRSF2	MFSD11	659	1
2_MACS_peak_15823_lociStitched	chr20	9388603	9402890	2	9962	19107.4338	2324.4949	660	PLCB4		C20orf103	660	1
3_MACS_peak_2079_lociStitched	chr1	184711011	184725580	3	9960	19515.1755	4402.7518	661	EDEM3		EDEM3	661	1
2_MACS_peak_26227_lociStitched	chr8	103658658	103669919	2	9950	9506.5362	1124.9739	662	KLF10		KLF10	662	1
2_MACS_peak_15961_lociStitched	chr20	25288986	25302584	2	9947	39808.145	2544.1858	663	ABHD12		PYGB	663	1
1_MACS_peak_8964_lociStitched	chr15	70386727	70396647	1	9921	19054.336	1834.208	664	TLE3	MIR629	TLE3	664	1
2_MACS_peak_6942_lociStitched	chr12	125398192	125412861	2	9920	38536.9299	2012.5868	665	UBC	SCARB1	UBC	665	1
2_MACS_peak_1596_lociStitched	chr1	152006219	152021801	2	9913	36784.4274	4520.3382	666	S100A11	S100A10,TCHHL1	S100A11	666	1
3_MACS_peak_9976_lociStitched	chr16	50298904	50318058	3	9904	22841.145	2884.5924	667		ADCY7	ADCY7	667	1
2_MACS_peak_16353_lociStitched	chr20	52480899	52491335	2	9892	54959.1068	2395.062	668	SUMO1P1		SUMO1P1	668	1
2_MACS_peak_14200_lociStitched	chr2	70309982	70323560	2	9877	70521.4164	2987.16	669	PCBP1,LOC400960	LOC100133985	PCBP1	669	1
3_MACS_peak_18520_lociStitched	chr3	125548769	125560606	3	9872	26919.7054	2626.6303	670		MIR548I1	MIR548I1	670	1
2_MACS_peak_6419_lociStitched	chr12	77452483	77464943	2	9846	33491.234	2463.342	671	E2F7		E2F7	671	1
2_MACS_peak_24952_lociStitched	chr7	110719458	110734384	2	9841	17587.3058	3558.3584	672	LRRN3,IMMP2L		LRRN3	672	1
3_MACS_peak_24377_lociStitched	chr7	45025388	45042128	3	9839	16622.82	2827.386	673	CCM2,C7orf40	CCM2,MYO1G,SNORA9	CCM2	673	1
3_MACS_peak_755_lociStitched	chr1	46790009	46807289	3	9832	30500.928	3158.784	674	NSUN4	UQCRH,LRRC41	NSUN4	674	1
2_MACS_peak_25742_lociStitched	chr8	33409916	33425350	2	9830	29270.581	3100.6906	675	RNF122	C8orf41,DUSP26	RNF122	675	1
2_MACS_peak_412_lociStitched	chr1	28352200	28364282	2	9822	27952.9152	1939.161	676	EYA3		EYA3	676	1
5_MACS_peak_17631_lociStitched	chr3	17780538	17798488	5	9803	15966.525	3074.835	677	TBC1D5	TBC1D5	TBC1D5	677	1
2_MACS_peak_1203_lociStitched	chr1	107900251	107910259	2	9801	13786.02	925.74	678	NTNG1		NTNG1	678	1
4_MACS_peak_6361_lociStitched	chr12	68840589	68857501	4	9798	16712.4384	2489.4464	679			MDM1	679	1
3_MACS_peak_17243_lociStitched	chr22	39539579	39549819	3	9795	18099.2	1847.296	680	CBX7	APOBEC3H	CBX7	680	1
3_MACS_peak_11984_lociStitched	chr18	24028134	24043534	3	9788	23780.68	2542.54	681	KCTD1		KCTD1	681	1
1_MACS_peak_9037_lociStitched	chr15	75315519	75325292	1	9774	18289.1922	1792.3682	682	PPCDC	SCAMP5	PPCDC	682	1
4_MACS_peak_15440_lociStitched	chr2	216764875	216785106	4	9768	9658.2794	3036.6731	683			LOC646324	683	1
1_MACS_peak_2060_lociStitched	chr1	183807272	183817031	1	9760	65924.9727	3121.9041	684	RGL1		APOBEC4	684	1
1_MACS_peak_2981_lociStitched	chr10	15824653	15834384	1	9732	38257.4265	1919.9263	685	FAM188A		ITGA8	685	1
3_MACS_peak_22067_lociStitched	chr5	172191073	172205832	3	9725	34623.1381	2945.8964	686	DUSP1		DUSP1	686	1
1_MACS_peak_26196_lociStitched	chr8	101503643	101513358	1	9716	21347.741	1094.8805	687			ANKRD46	687	1
3_MACS_peak_20299_lociStitched	chr4	129723850	129741485	3	9712	18797.1465	3027.9295	688	PHF17		PHF17	688	1
2_MACS_peak_19648_lociStitched	chr4	40622109	40634238	2	9709	24536.967	2445.2064	689	RBM47		RBM47	689	1
3_MACS_peak_16638_lociStitched	chr21	34696028	34713083	3	9707	28178.271	4635.549	690	IFNAR1		IFNAR1	690	1
4_MACS_peak_21227_lociStitched	chr5	75620029	75634429	4	9699	13102.56	2011.68	691	SV2C		IQGAP2	691	1
2_MACS_peak_8012_lociStitched	chr14	72980523	72990249	2	9691	25145.6004	1338.2976	692	RGS6		DPF3	692	1
1_MACS_peak_4449_lociStitched	chr11	35159541	35169229	1	9689	33098.0832	2551.8192	693	CD44		CD44	693	1
2_MACS_peak_1287_lociStitched	chr1	111756135	111766073	2	9678	20499.1126	1247.219	694		CHI3L2,DENND2D	CHI3L2	694	1
2_MACS_peak_12181_lociStitched	chr18	52983151	52996264	2	9673	17570.1087	2536.0542	695	TCF4		TCF4	695	1
3_MACS_peak_15252_lociStitched	chr2	197126506	197142373	3	9669	27167.4774	2844.9531	696	HECW2		STK17B	696	1
3_MACS_peak_546_lociStitched	chr1	36614131	36627592	3	9668	26838.5418	2740.6596	697	MAP7D1,TRAPPC3	COL8A2	MAP7D1	697	1
4_MACS_peak_372_lociStitched	chr1	27059967	27073109	4	9647	15633.7232	2558.7474	698	ARID1A	PIGV	ARID1A	698	1
4_MACS_peak_5880_lociStitched	chr12	31238495	31254828	4	9635	21858.4539	2778.2433	699	DDX11		DDX11	699	1
4_MACS_peak_4106_lociStitched	chr11	789074	811036	4	9630	16939.2906	3054.9142	700	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	700	1
2_MACS_peak_15537_lociStitched	chr2	227655595	227666880	2	9626	18791.782	2166.72	701	IRS1	RHBDD1	IRS1	701	1
3_MACS_peak_25152_lociStitched	chr7	130902694	130918033	3	9612	24513.2559	3382.2495	702	MKLN1		MKLN1	702	1
2_MACS_peak_4506_lociStitched	chr11	45837339	45848503	2	9608	24415.668	2149.07	703		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	703	1
2_MACS_peak_20613_lociStitched	chr4	185239671	185254297	2	9600	29491.8664	2395.7388	704			ENPP6	704	1
1_MACS_peak_2169_lociStitched	chr1	197739979	197749562	1	9584	38888.7723	3125.0163	705	DENND1B		DENND1B	705	1
1_MACS_peak_21648_lociStitched	chr5	131434661	131444236	1	9576	61403.5175	2239.5925	706		IL3,CSF2	CSF2	706	1
3_MACS_peak_19510_lociStitched	chr4	18204795	18218333	3	9576	24329.1398	2531.606	707			LCORL	707	1
3_MACS_peak_18535_lociStitched	chr3	126627341	126637080	3	9575	21484.234	1786.1326	708	CHCHD6		PLXNA1	708	1
2_MACS_peak_19615_lociStitched	chr4	38664280	38673939	2	9574	20233.6732	1812.9943	709	KLF3,FLJ13197		FLJ13197	709	1
2_MACS_peak_21033_lociStitched	chr5	55364251	55378118	2	9574	18773.1446	2196.5328	710			IL6ST	710	1
3_MACS_peak_329_lociStitched	chr1	25347068	25364610	3	9573	24993.8416	2410.2708	711			RUNX3	711	1
2_MACS_peak_17151_lociStitched	chr22	36772447	36785149	2	9571	24857.814	2695.3644	712	MYH9		MYH9	712	1
1_MACS_peak_26461_lociStitched	chr8	134576512	134586073	1	9562	42807.4653	2123.4981	713	ST3GAL1		ST3GAL1	713	1
2_MACS_peak_2486_lociStitched	chr1	218627241	218637542	2	9562	15873.841	2839.9857	714			TGFB2	714	1
3_MACS_peak_20053_lociStitched	chr4	100765938	100783772	3	9555	16514.284	3147.701	715	DAPP1	MAPKSP1	DAPP1	715	1
1_MACS_peak_9266_lociStitched	chr15	90637145	90646698	1	9554	35572.5061	2333.7979	716	IDH2		IDH2	716	1
1_MACS_peak_18634_lociStitched	chr3	133288647	133298193	1	9547	24409.122	2309.1774	717	CDV3		CDV3	717	1
2_MACS_peak_12256_lociStitched	chr18	60798225	60811471	2	9544	33691.201	2606.8128	718	BCL2		BCL2	718	1
4_MACS_peak_21358_lociStitched	chr5	90561450	90577793	4	9542	22535.3627	2686.7892	719			LOC100129716	719	1
4_MACS_peak_11772_lociStitched	chr17	80451028	80466091	4	9535	14297.7996	2497.4454	720		NARF,FOXK2,C17orf62	FOXK2	720	1
2_MACS_peak_15164_lociStitched	chr2	187810056	187821309	2	9534	49605.4746	2261.853	721			ZSWIM2	721	1
2_MACS_peak_25179_lociStitched	chr7	134842706	134857759	2	9534	34772.43	3799.3772	722	TMEM140,C7orf49	WDR91	C7orf49	722	1
2_MACS_peak_19901_lociStitched	chr4	78735973	78749365	2	9531	17238.1824	2856.5136	723	CNOT6L	MRPL1	CNOT6L	723	1
2_MACS_peak_16681_lociStitched	chr21	36597909	36608863	2	9530	14933.5882	2456.9822	724			RUNX1	724	1
2_MACS_peak_11666_lociStitched	chr17	76116375	76129625	2	9525	38822.5	2354.525	725	TMC8,TMC6	C17orf99,SYNGR2	TMC6	725	1
3_MACS_peak_5323_lociStitched	chr11	118963982	118980124	3	9521	20577.8216	3105.7208	726	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	726	1
1_MACS_peak_11000_lociStitched	chr17	38015609	38025127	1	9519	32288.8632	2271.9466	727	ZPBP2,IKZF3	GSDMB	IKZF3	727	1
1_MACS_peak_8802_lociStitched	chr15	58582889	58592407	1	9519	21719.1242	1903.6	728			LIPC	728	1
1_MACS_peak_1993_lociStitched	chr1	178544304	178553822	1	9519	59026.8288	2942.0138	729		C1orf220	C1orf220	729	1
2_MACS_peak_22625_lociStitched	chr6	30648928	30659502	2	9517	25084.7002	2148.6368	730	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	730	1
2_MACS_peak_11640_lociStitched	chr17	75228964	75244154	2	9508	36106.63	2410.653	731		SEC14L1,SEPT9	SEPT9	731	1
2_MACS_peak_21900_lociStitched	chr5	150590316	150605289	2	9505	17138.0958	2723.5887	732	CCDC69	GM2A	CCDC69	732	1
2_MACS_peak_22968_lociStitched	chr6	52527207	52536944	2	9495	30108.7514	2620.2267	733	LOC730101,TMEM14A		LOC730101	733	1
2_MACS_peak_25667_lociStitched	chr8	28195010	28207714	2	9495	35219.2992	2817.7472	734	PNOC,ZNF395		PNOC	734	1
2_MACS_peak_25176_lociStitched	chr7	134670495	134682936	2	9489	32392.6317	3402.6135	735	AGBL3		AGBL3	735	1
2_MACS_peak_7797_lociStitched	chr14	50465307	50476702	2	9481	47034.002	1416.3985	736	C14orf182		C14orf182	736	1
1_MACS_peak_5553_lociStitched	chr12	4377503	4386982	1	9480	32101.5814	1752.6671	737	CCND2	C12orf5	CCND2	737	1
3_MACS_peak_7142_lociStitched	chr13	36982454	36995330	3	9475	15827.1792	1136.9508	738		CCNA1,SPG20	CCNA1	738	1
2_MACS_peak_10381_lociStitched	chr16	89033285	89046421	2	9475	39514.4016	1203.2576	739	CBFA2T3	CBFA2T3	CBFA2T3	739	1
2_MACS_peak_7084_lociStitched	chr13	30943479	30957836	2	9462	15176.7847	1491.6923	740	LOC100188949		LOC100188949	740	1
2_MACS_peak_25024_lociStitched	chr7	120627592	120639925	2	9460	13674.8304	3731.9658	741	C7orf58	ING3	C7orf58	741	1
4_MACS_peak_24159_lociStitched	chr7	24859695	24878103	4	9449	23904.6288	3011.5488	742	OSBPL3		DFNA5	742	1
3_MACS_peak_1660_lociStitched	chr1	154942254	154957673	3	9433	28008.6135	4767.5548	743	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	743	1
2_MACS_peak_16630_lociStitched	chr21	34600874	34613050	2	9426	25263.9824	3563.9152	744	IFNAR2	IL10RB	IFNAR2	744	1
1_MACS_peak_16246_lociStitched	chr20	45978100	45987520	1	9421	55967.046	2209.932	745	ZMYND8	LOC100131496	ZMYND8	745	1
4_MACS_peak_16634_lociStitched	chr21	34665194	34683636	4	9414	13191.5626	3817.494	746	IL10RB	IFNAR1	IFNAR1	746	1
2_MACS_peak_6352_lociStitched	chr12	68375869	68387673	2	9411	45491.4356	2411.5572	747			IFNG	747	1
1_MACS_peak_22887_lociStitched	chr6	44076465	44085869	1	9405	23006.886	2050.072	748	MRPL14	TMEM63B,CAPN11	MRPL14	748	1
3_MACS_peak_19047_lociStitched	chr3	178422419	178434347	3	9402	10681.524	2496.5304	749	KCNMB2		KCNMB2	749	1
2_MACS_peak_5999_lociStitched	chr12	46119393	46131835	2	9400	20260.5528	2602.8664	750	ARID2,LOC400027		ARID2	750	1
2_MACS_peak_21080_lociStitched	chr5	58885468	58896200	2	9384	17409.4504	2021.9088	751	PDE4D	PDE4D	PDE4D	751	1
2_MACS_peak_6516_lociStitched	chr12	92576978	92586571	2	9375	32314.0205	1968.4836	752		BTG1	BTG1	752	1
1_MACS_peak_20731_lociStitched	chr5	1311293	1320665	1	9373	65484.9756	2212.7292	753	CLPTM1L	TERT	TERT	753	1
2_MACS_peak_4049_lociStitched	chr10	130824901	130836176	2	9364	20511.48	1581.8825	754			MGMT	754	1
5_MACS_peak_4224_lociStitched	chr11	9584300	9600060	5	9364	11886.192	2669.744	755	WEE1		WEE1	755	1
1_MACS_peak_143_lociStitched	chr1	11622813	11632174	1	9362	14780.0829	1535.204	756			FBXO44	756	1
3_MACS_peak_28106_lociStitched	chrX	42792224	42805570	3	9361	32384.069	1257.1932	757			PPP1R2P9	757	1
2_MACS_peak_14690_lociStitched	chr2	120059764	120071808	2	9351	16691.7796	2088.4296	758	C2orf76		C2orf76	758	1
2_MACS_peak_15297_lociStitched	chr2	201310717	201322153	2	9345	12801.4584	1836.6216	759	SPATS2L		KCTD18	759	1
3_MACS_peak_16004_lociStitched	chr20	31254894	31270283	3	9344	21015.2184	2556.1129	760		C20orf203	C20orf203	760	1
3_MACS_peak_566_lociStitched	chr1	37930698	37946297	3	9344	25697.7926	2890.4947	761	ZC3H12A	MEAF6	ZC3H12A	761	1
3_MACS_peak_15038_lociStitched	chr2	173348482	173361045	3	9339	8902.1418	1919.6264	762	ITGA6		ITGA6	762	1
3_MACS_peak_23854_lociStitched	chr6	160389133	160404881	3	9338	14007.846	1611.0204	763	IGF2R		IGF2R	763	1
3_MACS_peak_5587_lociStitched	chr12	6711678	6723909	3	9332	12660.3081	1873.7892	764	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	764	1
1_MACS_peak_2561_lociStitched	chr1	226062449	226071766	1	9318	40232.6694	2885.4749	765	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	765	1
2_MACS_peak_21084_lociStitched	chr5	58951130	58962185	2	9296	32545.92	1841.763	766	PDE4D		PDE4D	766	1
3_MACS_peak_26790_lociStitched	chr9	33152463	33168544	3	9296	16597.2001	2351.0422	767	B4GALT1		B4GALT1	767	1
1_MACS_peak_23658_lociStitched	chr6	138186905	138196184	1	9280	43449.8454	2599.9758	768	TNFAIP3		TNFAIP3	768	1
3_MACS_peak_5921_lociStitched	chr12	32664373	32679333	3	9277	28739.656	2595.56	769	FGD4		FGD4	769	1
1_MACS_peak_2134_lociStitched	chr1	192542093	192551366	1	9274	29362.0272	3181.5663	770	RGS1		RGS1	770	1
2_MACS_peak_18879_lociStitched	chr3	160115989	160129617	2	9274	34290.7736	3708.1788	771	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	771	1
1_MACS_peak_26753_lociStitched	chr9	22236421	22245691	1	9271	29646.387	1362.69	772			DMRTA1	772	1
