#10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_ROSE/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam
#Using cutoff of 22673.2851 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isStretch
2_MACS_peak_2206_lociStitched	chr1	200986431	200997129	2	9152	17394.948	2780.4102	796	1
2_MACS_peak_16351_lociStitched	chr20	52454543	52465393	2	9143	19751.34	1924.79	797	1
2_MACS_peak_26155_lociStitched	chr8	95998371	96010325	2	9143	7571.6636	1234.8482	798	1
1_MACS_peak_1274_lociStitched	chr1	111172666	111181807	1	9142	52477.5669	1465.3023	799	1
3_MACS_peak_5149_lociStitched	chr11	102183171	102193781	3	9142	23308.048	1937.386	800	1
4_MACS_peak_26232_lociStitched	chr8	103816787	103827361	4	9126	23186.6672	1191.6898	801	1
3_MACS_peak_24639_lociStitched	chr7	76949929	76965849	3	9123	28022.384	2786	802	1
4_MACS_peak_16029_lociStitched	chr20	32360853	32381348	4	9116	18972.2215	3010.7155	803	1
4_MACS_peak_13297_lociStitched	chr19	48880424	48902364	4	9116	15943.798	3073.794	804	1
5_MACS_peak_4922_lociStitched	chr11	73069948	73089025	5	9105	11303.1225	2815.7652	805	1
4_MACS_peak_22398_lociStitched	chr6	14654693	14665631	4	9102	10444.6962	1821.177	806	1
2_MACS_peak_16259_lociStitched	chr20	46443248	46458240	2	9080	14452.288	2358.2416	807	1
2_MACS_peak_16464_lociStitched	chr20	62358424	62371025	2	9071	19361.4365	2386.6294	808	1
4_MACS_peak_26538_lociStitched	chr8	145047472	145065760	4	9038	15650.8704	2799.8928	809	1
3_MACS_peak_14379_lociStitched	chr2	87765679	87775516	3	9033	7810.578	1503.0936	810	1
2_MACS_peak_11470_lociStitched	chr17	64432492	64443367	2	9026	21303.0375	2004.2625	811	1
2_MACS_peak_20958_lociStitched	chr5	43006830	43021200	2	9024	33211.944	3171.459	812	1
1_MACS_peak_3316_lociStitched	chr10	63656343	63665358	1	9016	22034.463	2049.1095	813	1
5_MACS_peak_20762_lociStitched	chr5	6711657	6737934	5	9015	14278.9218	4122.8613	814	1
1_MACS_peak_280_lociStitched	chr1	23849793	23858797	1	9005	36067.3228	2174.466	815	1
1_MACS_peak_14569_lociStitched	chr2	110085070	110094068	1	8999	16247.6886	1617.8404	816	1
3_MACS_peak_14177_lociStitched	chr2	68989053	69003938	3	8988	22851.452	3008.2585	817	1
3_MACS_peak_7564_lociStitched	chr13	114863424	114877944	3	8980	23995.752	2143.152	818	1
5_MACS_peak_1678_lociStitched	chr1	155210190	155232861	5	8978	15513.7653	5087.3724	819	1
3_MACS_peak_15465_lociStitched	chr2	219148530	219160762	3	8973	15485.712	2300.8392	820	1
2_MACS_peak_20269_lociStitched	chr4	124330329	124341567	2	8962	12866.3862	1801.4514	821	1
2_MACS_peak_9041_lociStitched	chr15	75396680	75407277	2	8961	11294.2826	1706.117	822	1
4_MACS_peak_5571_lociStitched	chr12	6432289	6452176	4	8955	19548.921	3215.7279	823	1
2_MACS_peak_13321_lociStitched	chr19	49457407	49471955	2	8954	19839.1076	2137.1012	824	1
2_MACS_peak_23302_lociStitched	chr6	106585455	106595710	2	8947	20763.2985	2371.9815	825	1
2_MACS_peak_22680_lociStitched	chr6	32156349	32165768	2	8936	26526.7297	1503.2724	826	1
1_MACS_peak_15063_lociStitched	chr2	175456457	175465382	1	8926	45259.5675	2251.7775	827	1
4_MACS_peak_18472_lociStitched	chr3	121739744	121755810	4	8904	15129.3522	3057.3598	828	1
3_MACS_peak_10500_lociStitched	chr17	4268213	4281057	3	8902	14129.6844	2422.3784	829	1
3_MACS_peak_22706_lociStitched	chr6	33279711	33292868	3	8899	29248.011	2990.5861	830	1
2_MACS_peak_2204_lociStitched	chr1	200850909	200864014	2	8895	23616.5205	2881.7895	831	1
5_MACS_peak_24832_lociStitched	chr7	101376385	101398508	5	8883	10360.2009	2862.7162	832	1
1_MACS_peak_2840_lociStitched	chr10	3845984	3854862	1	8879	39776.1034	2047.2668	833	1
2_MACS_peak_4487_lociStitched	chr11	44585889	44596925	2	8877	13792.7928	1767.9672	834	1
3_MACS_peak_5698_lociStitched	chr12	11974204	11990978	3	8869	14626.928	2750.936	835	1
4_MACS_peak_6266_lociStitched	chr12	58134983	58151011	4	8861	12766.302	2981.208	836	1
4_MACS_peak_378_lociStitched	chr1	27152388	27167278	4	8851	12534.402	2468.762	837	1
1_MACS_peak_6514_lociStitched	chr12	92533229	92542075	1	8847	26684.8436	2071.7332	838	1
3_MACS_peak_12780_lociStitched	chr19	16180271	16198265	3	8847	27239.3172	2996.001	839	1
1_MACS_peak_17024_lociStitched	chr22	27036821	27045652	1	8832	22430.74	1591.3462	840	1
1_MACS_peak_21778_lociStitched	chr5	140886309	140895137	1	8829	14997.8892	1396.5896	841	1
1_MACS_peak_12653_lociStitched	chr19	11199250	11208070	1	8821	20052.27	2077.11	842	1
2_MACS_peak_2049_lociStitched	chr1	183439121	183451633	2	8821	28255.8496	4185.264	843	1
2_MACS_peak_677_lociStitched	chr1	43388706	43402949	2	8819	14036.4765	2493.9493	844	1
2_MACS_peak_12939_lociStitched	chr19	28950799	28962490	2	8802	29371.2993	1948.8897	845	1
3_MACS_peak_28547_lociStitched	chrX	118815316	118828215	3	8792	13843.2068	1255.0727	846	1
2_MACS_peak_367_lociStitched	chr1	26864445	26873429	2	8788	21548.124	1821.0568	847	1
2_MACS_peak_1751_lociStitched	chr1	157474815	157485489	2	8782	20865.5352	2827.5426	848	1
3_MACS_peak_12798_lociStitched	chr19	16545129	16561322	3	8781	15969.5366	2717.1854	849	1
1_MACS_peak_3106_lociStitched	chr10	30988651	30997429	1	8779	61288.8738	1885.5144	850	1
2_MACS_peak_18470_lociStitched	chr3	121710316	121724344	2	8779	14422.1868	2098.5888	851	1
3_MACS_peak_5419_lociStitched	chr11	126172909	126189696	3	8771	13761.9826	3139.169	852	1
2_MACS_peak_14712_lociStitched	chr2	127413301	127424376	2	8770	16136.275	1857.2775	853	1
2_MACS_peak_19248_lociStitched	chr3	193815313	193824104	2	8763	42428.8824	2775.3187	854	1
2_MACS_peak_6761_lociStitched	chr12	111105932	111116343	2	8757	15677.9249	1143.1278	855	1
2_MACS_peak_19122_lociStitched	chr3	183267880	183279004	2	8754	28341.7272	3195.9252	856	1
1_MACS_peak_18418_lociStitched	chr3	113459950	113468698	1	8749	19262.2212	2035.6596	857	1
3_MACS_peak_4532_lociStitched	chr11	47413347	47431092	3	8747	16447.8405	2574.7995	858	1
1_MACS_peak_14145_lociStitched	chr2	66659608	66668353	1	8746	29625.4365	1695.6555	859	1
1_MACS_peak_9038_lociStitched	chr15	75333933	75342678	1	8746	59403.9105	2364.648	860	1
3_MACS_peak_25426_lociStitched	chr8	2103617	2115529	3	8744	15031.7528	1821.3448	861	1
5_MACS_peak_28296_lociStitched	chrX	65220630	65237399	5	8741	6957.4581	1302.9513	862	1
2_MACS_peak_5646_lociStitched	chr12	9587519	9601988	2	8733	14659.9908	2341.0842	863	1
4_MACS_peak_9368_lociStitched	chr15	101790188	101807002	4	8733	15426.845	2781.0356	864	1
2_MACS_peak_14036_lociStitched	chr2	60776160	60784895	2	8724	10551.88	1765.3435	865	1
2_MACS_peak_25201_lociStitched	chr7	137664812	137673722	2	8720	9612.108	2504.601	866	1
3_MACS_peak_20122_lociStitched	chr4	106545329	106560042	3	8720	11921.9439	2917.5879	867	1
3_MACS_peak_4494_lociStitched	chr11	45040188	45055265	3	8694	21011.3072	2433.4278	868	1
2_MACS_peak_24023_lociStitched	chr7	7998859	8012502	2	8687	24845.2673	2944.1594	869	1
4_MACS_peak_22711_lociStitched	chr6	33377196	33396739	4	8682	12570.0576	3068.251	870	1
2_MACS_peak_19052_lociStitched	chr3	178677893	178690260	2	8681	28293.2226	2828.3329	871	1
1_MACS_peak_6562_lociStitched	chr12	94595669	94604343	1	8675	42950.1784	1903.943	872	1
2_MACS_peak_25047_lociStitched	chr7	122822626	122832909	2	8667	25350.6799	2617.0235	873	1
4_MACS_peak_23289_lociStitched	chr6	105929703	105942577	4	8665	9062.0086	2037.9542	874	1
3_MACS_peak_2074_lociStitched	chr1	184526055	184538469	3	8661	9208.7052	2903.6346	875	1
3_MACS_peak_19893_lociStitched	chr4	78063148	78079982	3	8660	16483.8528	2900.4982	876	1
3_MACS_peak_7195_lociStitched	chr13	43617952	43630987	3	8658	15098.4405	1212.255	877	1
3_MACS_peak_9215_lociStitched	chr15	86744220	86759352	3	8654	18512.4888	2306.1168	878	1
2_MACS_peak_20140_lociStitched	chr4	108950578	108959281	2	8649	22458.9618	1775.412	879	1
3_MACS_peak_28123_lociStitched	chrX	45612385	45623235	3	8644	12570.81	1091.51	880	1
3_MACS_peak_24402_lociStitched	chr7	47610066	47622476	3	8644	15124.067	1837.921	881	1
2_MACS_peak_25646_lociStitched	chr8	26428288	26437446	2	8633	18159.3982	2019.339	882	1
2_MACS_peak_23075_lociStitched	chr6	74224299	74234461	2	8629	25948.667	2504.933	883	1
1_MACS_peak_21113_lociStitched	chr5	61983693	61992318	1	8626	57213.9375	1819.0125	884	1
2_MACS_peak_2359_lociStitched	chr1	207995081	208006576	2	8626	22494.5655	3479.5365	885	1
4_MACS_peak_22330_lociStitched	chr6	10403505	10427702	4	8608	15798.2213	3058.5008	886	1
2_MACS_peak_9513_lociStitched	chr16	4554266	4568790	2	8606	22457.0088	2888.8236	887	1
3_MACS_peak_7044_lociStitched	chr13	24367341	24382894	3	8605	11635.1993	1102.7077	888	1
1_MACS_peak_26379_lociStitched	chr8	126441036	126449629	1	8594	18711.2575	1946.3145	889	1
1_MACS_peak_16249_lociStitched	chr20	46038806	46047396	1	8591	34625.431	1894.954	890	1
3_MACS_peak_20050_lociStitched	chr4	100729838	100743981	3	8586	13119.0468	3073.2739	891	1
2_MACS_peak_17147_lociStitched	chr22	36648138	36657110	2	8571	30967.7552	1767.484	892	1
3_MACS_peak_13902_lociStitched	chr2	44934704	44950590	3	8559	10451.3994	2109.6608	893	1
1_MACS_peak_22781_lociStitched	chr6	36643296	36651849	1	8554	12669.5589	1485.6561	894	1
1_MACS_peak_20619_lociStitched	chr4	185300409	185308961	1	8553	98061.508	2505.736	895	1
4_MACS_peak_28365_lociStitched	chrX	75362430	75372293	4	8552	20240.8486	1322.6283	896	1
3_MACS_peak_6225_lociStitched	chr12	57022071	57031465	3	8548	17873.0244	2031.9222	897	1
2_MACS_peak_14339_lociStitched	chr2	86080201	86090866	2	8540	11558.727	1920.7665	898	1
2_MACS_peak_1731_lociStitched	chr1	156627034	156635929	2	8539	27672.345	2657.826	899	1
4_MACS_peak_4191_lociStitched	chr11	6623720	6641224	4	8538	13350.3008	3010.688	900	1
2_MACS_peak_27174_lociStitched	chr9	93732030	93742589	2	8537	42233.8882	1897.4523	901	1
1_MACS_peak_26299_lociStitched	chr8	118449952	118458487	1	8536	59737.3185	2208.0045	902	1
2_MACS_peak_6759_lociStitched	chr12	111075585	111087038	2	8536	12420.7785	979.2315	903	1
3_MACS_peak_26497_lociStitched	chr8	142126393	142140613	3	8526	19245.348	1885.572	904	1
4_MACS_peak_19737_lociStitched	chr4	57683045	57703284	4	8512	9536.6168	2649.2851	905	1
1_MACS_peak_17685_lociStitched	chr3	25871821	25880330	1	8510	18838.926	1840.4967	906	1
1_MACS_peak_18446_lociStitched	chr3	119354613	119363119	1	8507	27206.441	1957.2306	907	1
2_MACS_peak_3803_lociStitched	chr10	104401199	104413027	2	8501	28918.2772	2192.9112	908	1
3_MACS_peak_21811_lociStitched	chr5	142592637	142610694	3	8498	12890.8923	2766.3324	909	1
3_MACS_peak_15910_lociStitched	chr20	19757519	19766429	3	8489	18643.284	1423.818	910	1
2_MACS_peak_2266_lociStitched	chr1	203722245	203736137	2	8488	38358.5904	3504.9516	911	1
2_MACS_peak_25420_lociStitched	chr8	1990608	2000902	2	8477	27678.5072	1964.0952	912	1
3_MACS_peak_590_lociStitched	chr1	39657151	39672148	3	8473	16931.613	2501.4996	913	1
2_MACS_peak_10593_lociStitched	chr17	7736883	7748911	2	8471	15435.5324	2622.104	914	1
1_MACS_peak_16753_lociStitched	chr21	43478856	43487318	1	8463	108299.2146	3092.0148	915	1
2_MACS_peak_24924_lociStitched	chr7	106503721	106513592	2	8463	23775.2906	3095.5456	916	1
3_MACS_peak_9860_lociStitched	chr16	30379727	30394821	3	8459	16339.255	2985.5932	917	1
2_MACS_peak_7954_lociStitched	chr14	65813024	65825292	2	8437	10554.1604	1031.7388	918	1
3_MACS_peak_3268_lociStitched	chr10	54236258	54249005	3	8433	9063.117	2220.5274	919	1
2_MACS_peak_9589_lociStitched	chr16	11712314	11723874	2	8432	14826.856	1705.1	920	1
2_MACS_peak_26452_lociStitched	chr8	134221303	134233064	2	8426	26383.4513	1986.4329	921	1
3_MACS_peak_5435_lociStitched	chr11	128274142	128286510	3	8426	15425.3696	2274.4752	922	1
2_MACS_peak_22571_lociStitched	chr6	27857468	27871782	2	8420	19192.2112	2819.858	923	1
1_MACS_peak_14801_lociStitched	chr2	135162404	135170811	1	8408	33105.9253	1894.0971	924	1
3_MACS_peak_5337_lociStitched	chr11	119591826	119600853	3	8408	10941.6267	1703.3949	925	1
3_MACS_peak_10879_lociStitched	chr17	32760107	32774810	3	8407	13447.3638	1931.9742	926	1
3_MACS_peak_13527_lociStitched	chr2	8653421	8666878	3	8405	15658.5652	2093.9092	927	1
2_MACS_peak_13867_lociStitched	chr2	43354290	43363444	2	8401	28414.9314	1533.295	928	1
4_MACS_peak_15609_lociStitched	chr2	233939858	233952229	4	8397	10126.9006	1092.3593	929	1
1_MACS_peak_20444_lociStitched	chr4	153580145	153588538	1	8394	20111.3066	1946.3367	930	1
3_MACS_peak_23232_lociStitched	chr6	91175856	91189452	3	8383	17283.2352	2433.684	931	1
2_MACS_peak_11519_lociStitched	chr17	70376656	70389783	2	8381	12756.8186	2060.939	932	1
2_MACS_peak_3579_lociStitched	chr10	83039372	83049850	2	8380	16369.7794	1410.3388	933	1
1_MACS_peak_24100_lociStitched	chr7	20254597	20262975	1	8379	55215.209	2236.926	934	1
2_MACS_peak_25973_lociStitched	chr8	66857616	66866353	2	8372	20817.6499	1582.2707	935	1
2_MACS_peak_5476_lociStitched	chr11	130633216	130643346	2	8368	22131.011	1744.386	936	1
2_MACS_peak_19011_lociStitched	chr3	176768649	176780706	2	8367	10406.3967	2771.9043	937	1
1_MACS_peak_17144_lociStitched	chr22	36551915	36560279	1	8365	30985.2744	1941.2844	938	1
1_MACS_peak_10547_lociStitched	chr17	6062811	6071171	1	8361	28967.4	1843.38	939	1
3_MACS_peak_9674_lociStitched	chr16	17553930	17571212	3	8361	8675.564	2416.0236	940	1
3_MACS_peak_27151_lociStitched	chr9	92156290	92171816	3	8355	12296.592	2429.819	941	1
2_MACS_peak_13060_lociStitched	chr19	39338748	39349171	2	8353	24654.5642	2170.0686	942	1
1_MACS_peak_11087_lociStitched	chr17	40826801	40835149	1	8349	20697.1964	1577.772	943	1
2_MACS_peak_10218_lociStitched	chr16	71876781	71889555	2	8347	14366.9178	2529.252	944	1
2_MACS_peak_14334_lociStitched	chr2	85928107	85938385	2	8346	26771.1066	1837.7064	945	1
3_MACS_peak_5731_lociStitched	chr12	13317498	13334103	3	8346	17780.634	2734.8435	946	1
1_MACS_peak_23532_lociStitched	chr6	130002636	130010980	1	8345	31777.2896	1849.8648	947	1
4_MACS_peak_13928_lociStitched	chr2	46761597	46777481	4	8343	8729.8464	2736.8132	948	1
1_MACS_peak_11150_lociStitched	chr17	43387496	43395834	1	8339	17623.1968	2095.3394	949	1
3_MACS_peak_22689_lociStitched	chr6	32805230	32823398	3	8338	25060.9392	3441.0192	950	1
1_MACS_peak_27552_lociStitched	chr9	128391334	128399667	1	8334	16731.8307	1669.0999	951	1
1_MACS_peak_13767_lociStitched	chr2	33716530	33724862	1	8333	31176.6776	1908.8612	952	1
5_MACS_peak_10202_lociStitched	chr16	70826710	70850348	5	8323	11022.3994	3758.442	953	1
2_MACS_peak_20732_lociStitched	chr5	1335201	1345990	2	8320	20554.1239	2155.6422	954	1
2_MACS_peak_22564_lociStitched	chr6	27774745	27784203	2	8316	18795.8834	2274.649	955	1
4_MACS_peak_27738_lociStitched	chr9	139431913	139445813	4	8313	13455.2	1964.07	956	1
3_MACS_peak_17025_lociStitched	chr22	27052941	27071091	3	8309	17064.63	3208.92	957	1
2_MACS_peak_93_lociStitched	chr1	8760544	8774240	2	8301	13626.1504	2228.3392	958	1
2_MACS_peak_23708_lociStitched	chr6	141472528	141481736	2	8294	15817.5024	1500.904	959	1
2_MACS_peak_1378_lociStitched	chr1	120657835	120667085	2	8291	11387.675	2028.525	960	1
2_MACS_peak_25790_lociStitched	chr8	38792353	38802993	2	8289	33941.6	2024.792	961	1
3_MACS_peak_28401_lociStitched	chrX	78393576	78409927	3	8285	7732.3879	1432.3476	962	1
3_MACS_peak_18842_lociStitched	chr3	156845874	156855910	3	8280	18363.8728	2890.368	963	1
3_MACS_peak_14436_lociStitched	chr2	96898994	96912685	3	8277	18733.3953	2458.9036	964	1
1_MACS_peak_7389_lociStitched	chr13	78688828	78697103	1	8276	39458.51	1678.17	965	1
2_MACS_peak_27259_lociStitched	chr9	98267270	98279625	2	8275	23055.6655	1618.505	966	1
3_MACS_peak_16090_lociStitched	chr20	34726186	34742508	3	8269	14366.6244	2637.6352	967	1
1_MACS_peak_26222_lociStitched	chr8	103541919	103550175	1	8257	22778.304	1159.1424	968	1
2_MACS_peak_13394_lociStitched	chr19	54880484	54891209	2	8235	11248.38	1352.4225	969	1
2_MACS_peak_1769_lociStitched	chr1	159035740	159048454	2	8234	33543.3462	4098.9936	970	1
1_MACS_peak_18595_lociStitched	chr3	129892581	129900811	1	8231	32109.345	1813.069	971	1
3_MACS_peak_19245_lociStitched	chr3	193787745	193803841	3	8231	19443.968	3566.8736	972	1
3_MACS_peak_25544_lociStitched	chr8	18598120	18614600	3	8230	14621.056	2229.744	973	1
4_MACS_peak_9989_lociStitched	chr16	53085770	53103770	4	8230	10893.6	2880	974	1
2_MACS_peak_18831_lociStitched	chr3	156533588	156545027	2	8225	30378.5523	2468.5362	975	1
2_MACS_peak_18343_lociStitched	chr3	104237455	104247049	2	8223	32667.57	1974.4452	976	1
1_MACS_peak_10425_lociStitched	chr17	977240	985459	1	8220	21438.4396	1449.0097	977	1
3_MACS_peak_9306_lociStitched	chr15	93373426	93389637	3	8215	26511.4694	2673.1939	978	1
2_MACS_peak_15685_lociStitched	chr2	241499386	241509379	2	8214	13267.7061	1009.293	979	1
3_MACS_peak_13532_lociStitched	chr2	8817426	8826374	3	8197	13688.6504	1514.8964	980	1
2_MACS_peak_10522_lociStitched	chr17	4842134	4854639	2	8197	30325.8755	2594.7875	981	1
2_MACS_peak_17307_lociStitched	chr22	42141342	42150422	2	8191	15203.552	1919.512	982	1
3_MACS_peak_6679_lociStitched	chr12	105618768	105635084	3	8183	9512.228	2693.7716	983	1
2_MACS_peak_9851_lociStitched	chr16	30193675	30206548	2	8178	34811.1666	2833.3473	984	1
2_MACS_peak_4749_lociStitched	chr11	65336182	65345450	2	8177	13636.9352	2130.7132	985	1
1_MACS_peak_8935_lociStitched	chr15	68478009	68486184	1	8176	23521.11	1806.675	986	1
2_MACS_peak_16150_lociStitched	chr20	39631445	39642637	2	8168	20152.3152	1875.7792	987	1
3_MACS_peak_23295_lociStitched	chr6	106227518	106242062	3	8150	9815.7456	2222.3232	988	1
2_MACS_peak_20336_lociStitched	chr4	140148028	140156279	2	8147	17914.5712	1481.8796	989	1
1_MACS_peak_1423_lociStitched	chr1	144928720	144936865	1	8146	19240.119	3391.578	990	1
2_MACS_peak_16998_lociStitched	chr22	24822129	24831897	2	8145	34478.1096	1748.472	991	1
1_MACS_peak_6561_lociStitched	chr12	94581498	94589632	1	8135	21446.9178	1492.589	992	1
3_MACS_peak_15977_lociStitched	chr20	30150586	30162271	3	8134	13251.9585	1717.695	993	1
4_MACS_peak_6034_lociStitched	chr12	48134146	48153679	4	8132	12485.4936	2988.549	994	1
1_MACS_peak_15452_lociStitched	chr2	217080686	217088815	1	8130	11089.5818	1846.0959	995	1
3_MACS_peak_23164_lociStitched	chr6	87755015	87765802	3	8125	8413.86	1779.855	996	1
2_MACS_peak_28276_lociStitched	chrX	58149797	58159710	2	8124	7438.7152	847.5615	997	1
1_MACS_peak_17672_lociStitched	chr3	23846735	23854857	1	8123	20533.2282	1574.8558	998	1
2_MACS_peak_6510_lociStitched	chr12	92449337	92457633	2	8121	12125.4336	1639.2896	999	1
3_MACS_peak_23524_lociStitched	chr6	129809604	129823754	3	8115	19161.93	2283.81	1000	1
3_MACS_peak_11329_lociStitched	chr17	55553544	55565290	3	8113	7297.7898	1625.6464	1001	1
5_MACS_peak_4744_lociStitched	chr11	65306967	65326924	5	8111	11199.8684	2694.195	1002	1
2_MACS_peak_21910_lociStitched	chr5	151127702	151139090	2	8110	17774.3904	2186.496	1003	1
1_MACS_peak_9018_lociStitched	chr15	74832212	74840318	1	8107	16116.3492	1750.896	1004	1
1_MACS_peak_27888_lociStitched	chrX	12904574	12912678	1	8105	26511.4256	1132.1288	1005	1
2_MACS_peak_24912_lociStitched	chr7	106182684	106195107	2	8103	16034.3661	3129.3537	1006	1
2_MACS_peak_3643_lociStitched	chr10	91644945	91655669	2	8102	57076.3452	2141.5828	1007	1
2_MACS_peak_5489_lociStitched	chr11	132218605	132231468	2	8095	18123.967	1907.5829	1008	1
2_MACS_peak_23930_lociStitched	chr7	2438219	2447868	2	8089	16331.8974	1859.3623	1009	1
2_MACS_peak_25555_lociStitched	chr8	19241643	19252290	2	8089	29129.1273	1845.1251	1010	1
2_MACS_peak_5120_lociStitched	chr11	95940118	95950722	2	8085	16979.1248	2048.6928	1011	1
1_MACS_peak_24192_lociStitched	chr7	26190819	26198894	1	8076	24678.0075	1930.7325	1012	1
