REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_11919_lociStitched	chr17	44268763	44274088	2	5295	28223.0325	599	1	LOC644246,KIAA1267		LOC644246	599	1
4_MACS_peak_2233_lociStitched	chr1	200593042	200598711	4	5290	12656.6094	600	1		KIF14,DDX59	KIF14	600	1
1_MACS_peak_4124_lociStitched	chr11	2480098	2485384	1	5287	13692.8544	601	1	KCNQ1	TRPM5	KCNQ1	601	1
1_MACS_peak_20909_lociStitched	chr3	186703578	186708861	1	5284	12994.0668	602	1	ST6GAL1	ST6GAL1	ST6GAL1	602	1
1_MACS_peak_15565_lociStitched	chr2	47208858	47214141	1	5284	15410.511	603	1	TTC7A	MCFD2	MCFD2	603	1
3_MACS_peak_17674_lociStitched	chr20	37499961	37505369	3	5282	21381.0688	604	1	PPP1R16B	FAM83D	FAM83D	604	1
2_MACS_peak_25908_lociStitched	chr7	104581880	104587178	2	5280	39245.4648	605	1		LOC723809	LOC723809	605	1
2_MACS_peak_14488_lociStitched	chr19	40446744	40452038	2	5274	17879.9556	606	1		PSMC4,FCGBP	FCGBP	606	1
2_MACS_peak_22022_lociStitched	chr5	962007	967275	2	5269	20228.5932	607	1		NKD2	NKD2	607	1
2_MACS_peak_24033_lociStitched	chr6	41222095	41227379	2	5266	14896.1244	608	1		TREML4,TREML2P1,TREML3,TREM1	TREML2P1	608	1
1_MACS_peak_27232_lociStitched	chr8	128746245	128751509	1	5265	17012.7216	609	1	MYC		MYC	609	1
1_MACS_peak_11146_lociStitched	chr17	6915265	6920522	1	5258	21015.9089	610	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	610	1
6_MACS_peak_22817_lociStitched	chr5	138939958	138946138	6	5255	12117.744	611	1	UBE2D2		UBE2D2	611	1
1_MACS_peak_13257_lociStitched	chr19	916574	921825	1	5252	19338.3828	612	1	KISS1R	ARID3A,MED16,C19orf22	KISS1R	612	1
1_MACS_peak_7561_lociStitched	chr13	114829544	114834795	1	5252	29820.9541	613	1	RASA3		RASA3	613	1
3_MACS_peak_23820_lociStitched	chr6	32908226	32913696	3	5251	16134.312	614	1	HLA-DMB	LOC100294145,BRD2,HLA-DMA	HLA-DMB	614	1
1_MACS_peak_14359_lociStitched	chr19	36390020	36395268	1	5249	17000.3712	615	1	HCST,NFKBID	KIRREL2,APLP1,LRFN3,NPHS1,TYROBP	HCST	615	1
5_MACS_peak_24666_lociStitched	chr6	135190285	135195839	5	5248	29091.852	616	1			ALDH8A1	616	1
4_MACS_peak_5977_lociStitched	chr12	46776285	46782103	4	5245	15424.0998	617	1		SLC38A2	SLC38A2	617	1
1_MACS_peak_4592_lociStitched	chr11	62605641	62610878	1	5238	27846.1764	618	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	618	1
5_MACS_peak_3012_lociStitched	chr10	22628765	22634249	5	5234	12541.908	619	1		COMMD3,BMI1,SPAG6	SPAG6	619	1
4_MACS_peak_9648_lociStitched	chr15	93351078	93356395	4	5232	16255.1324	620	1		ASB9P1	ASB9P1	620	1
1_MACS_peak_3619_lociStitched	chr10	102129709	102134935	1	5227	18341.1696	621	1	NCRNA00263	SCD,PKD2L1	NCRNA00263	621	1
5_MACS_peak_19470_lociStitched	chr3	4545110	4550936	5	5225	9438.7026	622	1	ITPR1	SUMF1	ITPR1	622	1
4_MACS_peak_2677_lociStitched	chr1	230256219	230262169	4	5218	18799.025	623	1	GALNT2		GALNT2	623	1
1_MACS_peak_10276_lociStitched	chr16	30193264	30198480	1	5217	19430.6432	624	1	CORO1A		CORO1A	624	1
4_MACS_peak_7516_lociStitched	chr13	111363575	111368947	4	5216	24721.4068	625	1	ING1	CARS2	ING1	625	1
3_MACS_peak_15605_lociStitched	chr2	54805217	54810497	3	5214	9421.104	626	1	SPTBN1	RPL23AP32	SPTBN1	626	1
1_MACS_peak_16023_lociStitched	chr2	96809929	96815129	1	5201	20656.48	627	1	DUSP2	ADRA2B,ASTL	DUSP2	627	1
4_MACS_peak_5143_lociStitched	chr11	100550764	100556130	4	5198	11279.332	628	1		ARHGAP42	ARHGAP42	628	1
2_MACS_peak_8266_lociStitched	chr14	89894468	89899695	2	5197	19853.7141	629	1	FOXN3	LOC400236,FOXN3	LOC400236	629	1
1_MACS_peak_4237_lociStitched	chr11	9776688	9781882	1	5195	22311.3464	630	1	LOC283104,LOC440028		LOC283104	630	1
1_MACS_peak_2352_lociStitched	chr1	205280573	205285763	1	5191	20685.264	631	1	NUAK2	KLHDC8A	NUAK2	631	1
2_MACS_peak_20605_lociStitched	chr3	140441278	140446568	2	5190	12106.694	632	1		TRIM42	TRIM42	632	1
2_MACS_peak_6467_lociStitched	chr12	95222806	95228017	2	5179	20869.0128	633	1		MIR492,KRT19P2	MIR492	633	1
1_MACS_peak_17712_lociStitched	chr20	42336656	42341825	1	5170	29491.7295	634	1	MYBL2	GTSF1L	GTSF1L	634	1
3_MACS_peak_15978_lociStitched	chr2	87782587	87788042	3	5165	14654.8575	635	1	NCRNA00152		NCRNA00152	635	1
3_MACS_peak_1852_lociStitched	chr1	156123574	156129172	3	5163	12705.2208	636	1	SEMA4A	LMNA,SLC25A44	SEMA4A	636	1
4_MACS_peak_24077_lociStitched	chr6	42712026	42717299	4	5162	18806.1545	637	1	TBCC	LOC442211,PRPH2	TBCC	637	1
2_MACS_peak_656_lociStitched	chr1	28831727	28836958	2	5159	13276.278	638	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	638	1
4_MACS_peak_8293_lociStitched	chr14	91524596	91530295	4	5157	16378.3561	639	1	RPS6KA5		RPS6KA5	639	1
1_MACS_peak_28983_lociStitched	chrX	48773772	48778925	1	5154	17784.0336	640	1	PIM2	PQBP1,TIMM17B,SLC35A2,OTUD5,KCND1	PIM2	640	1
2_MACS_peak_74_lociStitched	chr1	1837703	1842872	2	5153	20036.0778	641	1		CALML6,GNB1,TMEM52	CALML6	641	1
4_MACS_peak_13091_lociStitched	chr18	56806641	56811976	4	5152	17112.546	642	1	SEC11C		SEC11C	642	1
2_MACS_peak_18929_lociStitched	chr22	36846895	36852205	2	5149	12528.945	643	1		TXN2	TXN2	643	1
3_MACS_peak_8322_lociStitched	chr14	92335960	92341191	3	5146	17943.3762	644	1	FBLN5	TC2N	TC2N	644	1
5_MACS_peak_3152_lociStitched	chr10	43946684	43952152	5	5146	12639.282	645	1	ZNF487P	HNRNPF	ZNF487P	645	1
2_MACS_peak_15982_lociStitched	chr2	87795917	87801136	2	5144	13881.4962	646	1	NCRNA00152		NCRNA00152	646	1
2_MACS_peak_2102_lociStitched	chr1	178546963	178552214	2	5143	14586.2278	647	1		C1orf220	C1orf220	647	1
3_MACS_peak_20202_lociStitched	chr3	69130472	69135885	3	5142	9945.8462	648	1	ARL6IP5	MIR3136,TMF1,UBA3,LMOD3	ARL6IP5	648	1
1_MACS_peak_4669_lociStitched	chr11	64817768	64822905	1	5138	14414.422	649	1	NAALADL1	ARL2,SNX15,SAC3D1,ZFPL1,C11orf2,CDCA5	NAALADL1	649	1
2_MACS_peak_28528_lociStitched	chr9	136006020	136011190	2	5129	17565.075	650	1	RALGDS	CELP,RALGDS,GBGT1	RALGDS	650	1
2_MACS_peak_16992_lociStitched	chr2	232570379	232575674	2	5125	45216.123	651	1	PTMA	MIR1244-1	PTMA	651	1
3_MACS_peak_25391_lociStitched	chr7	47535159	47540455	3	5125	18986.6896	652	1	TNS3		TNS3	652	1
2_MACS_peak_21226_lociStitched	chr4	6854300	6859795	2	5123	10441.0495	653	1	KIAA0232		TBC1D14	653	1
2_MACS_peak_27753_lociStitched	chr9	66697723	66702959	2	5122	22404.844	654	1			LOC442421	654	1
2_MACS_peak_8716_lociStitched	chr15	31371669	31376880	2	5121	25888.7691	655	1	TRPM1	MIR211	MIR211	655	1
2_MACS_peak_18096_lociStitched	chr20	62173189	62178331	2	5111	11965.434	656	1	SRMS	PPDPF,C20orf195,EEF1A2,PTK6,PRIC285	SRMS	656	1
4_MACS_peak_8472_lociStitched	chr14	102287854	102293230	4	5111	25501.056	657	1	PPP2R5C		PPP2R5C	657	1
2_MACS_peak_24253_lociStitched	chr6	74167623	74172883	2	5110	18710.872	658	1	MTO1	C6orf150	MTO1	658	1
3_MACS_peak_24677_lociStitched	chr6	135499735	135505349	3	5110	19445.7732	659	1	MYB		MYB	659	1
1_MACS_peak_9088_lociStitched	chr15	59977365	59982471	1	5107	19500.8352	660	1	BNIP2	GTF2A2	BNIP2	660	1
1_MACS_peak_26009_lociStitched	chr7	116592606	116597709	1	5104	29533.6125	661	1	ST7,ST7OT4,ST7OT1		ST7OT1	661	1
1_MACS_peak_23505_lociStitched	chr6	16759300	16764399	1	5100	25318.5746	662	1	ATXN1		ATXN1	662	1
1_MACS_peak_20110_lociStitched	chr3	56949074	56954171	1	5098	18361.9425	663	1	ARHGEF3		ARHGEF3	663	1
1_MACS_peak_13021_lociStitched	chr18	48676621	48681717	1	5097	33794.6336	664	1		MEX3C	MEX3C	664	1
2_MACS_peak_5973_lociStitched	chr12	46660143	46665283	2	5095	38677.986	665	1	SLC38A1		SLC38A1	665	1
1_MACS_peak_7088_lociStitched	chr12	133410287	133415370	1	5084	14949.6113	666	1		GOLGA3,CHFR	GOLGA3	666	1
3_MACS_peak_5026_lociStitched	chr11	76336563	76342005	3	5083	13162.0212	667	1		LRRC32	LRRC32	667	1
2_MACS_peak_23613_lociStitched	chr6	26520221	26525367	2	5082	24574.723	668	1	HCG11	BTN1A1,HMGN4	HCG11	668	1
3_MACS_peak_13916_lociStitched	chr19	16186281	16191486	3	5082	17987.439	669	1	TPM4	FLJ25328,RAB8A	TPM4	669	1
3_MACS_peak_15736_lociStitched	chr2	65279419	65284733	3	5082	13194.1306	670	1	CEP68		CEP68	670	1
3_MACS_peak_19027_lociStitched	chr22	38668198	38673541	3	5080	12346.0701	671	1	TMEM184B	CSNK1E	TMEM184B	671	1
2_MACS_peak_8035_lociStitched	chr14	68745686	68751058	2	5080	16496.8748	672	1	RAD51L1		RAD51L1	672	1
2_MACS_peak_11245_lociStitched	chr17	9914363	9919576	2	5073	16221.2921	673	1	GAS7		GAS7	673	1
2_MACS_peak_17505_lociStitched	chr20	31287830	31293086	2	5072	17427.3192	674	1	COMMD7	C20orf203	COMMD7	674	1
2_MACS_peak_10483_lociStitched	chr16	57072522	57077809	2	5067	19894.981	675	1	NLRC5	CPNE2	CPNE2	675	1
2_MACS_peak_5586_lociStitched	chr12	4927128	4932204	2	5064	13362.0624	676	1	KCNA6		KCNA6	676	1
2_MACS_peak_16814_lociStitched	chr2	208392697	208397947	2	5062	21902.475	677	1	CREB1		CREB1	677	1
2_MACS_peak_5963_lociStitched	chr12	46120316	46125458	2	5061	23749.8696	678	1	ARID2,LOC400027		ARID2	678	1
6_MACS_peak_12849_lociStitched	chr18	20807300	20812852	6	5061	9954.1808	679	1	CABLES1		CABLES1	679	1
1_MACS_peak_21692_lociStitched	chr4	109289677	109294734	1	5058	12568.1621	680	1			LOC641518	680	1
1_MACS_peak_11003_lociStitched	chr17	1387642	1392697	1	5056	23353.089	681	1	MYO1C	LOC100306951,CRK,INPP5K	MYO1C	681	1
2_MACS_peak_4825_lociStitched	chr11	67173350	67178422	2	5055	13791.7824	682	1	TBC1D10C	RAD9A,CARNS1,RPS6KB2,CABP4,CLCF1,PPP1CA,PTPRCAP,CORO1B,GPR152	TBC1D10C	682	1
3_MACS_peak_27547_lociStitched	chr9	26528862	26534480	3	5051	9545.5438	683	1			C9orf82	683	1
2_MACS_peak_4838_lociStitched	chr11	67249437	67254547	2	5050	15545.642	684	1	AIP	CABP4,PTPRCAP,CORO1B,GPR152,TMEM134,PITPNM1,CDK2AP2,CABP2	AIP	684	1
1_MACS_peak_23075_lociStitched	chr5	171610958	171616004	1	5047	10775.2284	685	1	STK10	EFCAB9	STK10	685	1
2_MACS_peak_4736_lociStitched	chr11	65624089	65629169	2	5043	27040.84	686	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	686	1
2_MACS_peak_5615_lociStitched	chr12	6551684	6556739	2	5041	13025.724	687	1	CD27,LOC678655	TAPBPL,NCAPD2,VAMP1,MRPL51	CD27	687	1
4_MACS_peak_12340_lociStitched	chr17	72635149	72640428	4	5036	14448.0951	688	1		RAB37,CD300LD,CD300E	CD300E	688	1
1_MACS_peak_24170_lociStitched	chr6	52392209	52397242	1	5034	16919.4361	689	1	TRAM2		TRAM2	689	1
4_MACS_peak_10711_lociStitched	chr16	71875651	71880772	4	5023	10109.8782	690	1	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	690	1
3_MACS_peak_5711_lociStitched	chr12	11881074	11886407	3	5023	11567.277	691	1	ETV6		ETV6	691	1
3_MACS_peak_14352_lociStitched	chr19	36231626	36237016	3	5022	17099.775	692	1	PSENEN,TMEM149,U2AF1L4	ZBTB32,MLL4,LIN37,C19orf55,ARHGAP33,HSPB6	TMEM149	692	1
4_MACS_peak_6826_lociStitched	chr12	120969574	120975241	4	5022	10549.6872	693	1	RNF10	DYNLL1,COQ5,POP5	RNF10	693	1
4_MACS_peak_5732_lociStitched	chr12	12045534	12050890	4	5016	16319.1964	694	1	ETV6		BCL2L14	694	1
2_MACS_peak_11296_lociStitched	chr17	16889840	16894888	2	5015	18778.0552	695	1		TNFRSF13B	TNFRSF13B	695	1
3_MACS_peak_4892_lociStitched	chr11	68819755	68825163	3	5015	14482.0832	696	1	TPCN2	MRGPRF	TPCN2	696	1
3_MACS_peak_25288_lociStitched	chr7	37380358	37385525	3	5014	15197.6971	697	1	ELMO1		ELMO1	697	1
5_MACS_peak_15891_lociStitched	chr2	85041578	85047434	5	5013	11114.1024	698	1	DNAH6		C2orf89	698	1
2_MACS_peak_17116_lociStitched	chr2	240185126	240190201	2	5009	11072.635	699	1	HDAC4	MIR4269	MIR4269	699	1
3_MACS_peak_25213_lociStitched	chr7	29693804	29699346	3	5009	16656.481	700	1	LOC646762	DPY19L2P3,LOC100271874	LOC646762	700	1
3_MACS_peak_24178_lociStitched	chr6	52458050	52463553	3	5004	11136.9714	701	1		TRAM2	TRAM2	701	1
3_MACS_peak_19336_lociStitched	chr22	48491602	48496777	3	5001	19691.91	702	1			MIR3201	702	1
2_MACS_peak_10138_lociStitched	chr16	22199421	22204765	2	5000	21859.0976	703	1		EEF2K	EEF2K	703	1
2_MACS_peak_5180_lociStitched	chr11	108091640	108096764	2	4995	36904.0728	704	1	ATM,NPAT		ATM	704	1
3_MACS_peak_27755_lociStitched	chr9	66705044	66710300	3	4995	17858.3112	705	1			LOC442421	705	1
3_MACS_peak_11691_lociStitched	chr17	37909262	37914532	3	4992	33425.502	706	1		GRB7,C17orf37	GRB7	706	1
4_MACS_peak_15660_lociStitched	chr2	61931552	61936825	4	4991	12083.6068	707	1			FAM161A	707	1
2_MACS_peak_27314_lociStitched	chr8	144105243	144110269	2	4989	20701.0888	708	1		LY6E,C8orf31,LOC100133669	LY6E	708	1
4_MACS_peak_20568_lociStitched	chr3	133192707	133197929	4	4988	14508.8048	709	1	BFSP2		BFSP2	709	1
1_MACS_peak_5693_lociStitched	chr12	9799673	9804656	1	4984	24425.6694	710	1	LOC374443	CLEC2D,KLRB1	LOC374443	710	1
2_MACS_peak_27372_lociStitched	chr8	145262288	145267412	2	4980	27204.3408	711	1	HEATR7A		SCXB	711	1
4_MACS_peak_15494_lociStitched	chr2	43173659	43178753	4	4979	14403.285	712	1			HAAO	712	1
1_MACS_peak_18803_lociStitched	chr22	29194011	29198988	1	4978	15787.044	713	1	XBP1	CCDC117	XBP1	713	1
2_MACS_peak_13176_lociStitched	chr18	72919338	72924481	2	4970	25696.4852	714	1	TSHZ1,ZADH2		ZADH2	714	1
2_MACS_peak_25812_lociStitched	chr7	100179660	100184873	2	4969	18315.3542	715	1	FBXO24,LRCH4	AGFG2,FBXO24,PCOLCE,MOSPD3,SAP25	LRCH4	715	1
2_MACS_peak_4729_lociStitched	chr11	65547506	65552468	2	4958	21681.9552	716	1	DKFZp761E198	OVOL1,SNX32	DKFZp761E198	716	1
3_MACS_peak_1618_lociStitched	chr1	149800269	149805461	3	4958	13391.7256	717	1	HIST2H4B	FCGR1A,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC	HIST2H4B	717	1
2_MACS_peak_8957_lociStitched	chr15	45016722	45022157	2	4957	14160.349	718	1		B2M,TRIM69,PATL2	TRIM69	718	1
5_MACS_peak_24559_lociStitched	chr6	114175596	114181338	5	4950	10478.5758	719	1	MARCKS	FLJ34503	MARCKS	719	1
2_MACS_peak_3737_lociStitched	chr10	112216959	112221999	2	4945	13208.832	720	1		DUSP5	DUSP5	720	1
4_MACS_peak_14818_lociStitched	chr19	49137033	49142531	4	4943	13681.2232	721	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	721	1
2_MACS_peak_25433_lociStitched	chr7	50658744	50663761	2	4940	10854.7812	722	1	GRB10	DDC	DDC	722	1
1_MACS_peak_18046_lociStitched	chr20	60911189	60916124	1	4936	23903.6595	723	1	LAMA5	ADRM1,RPS21	LAMA5	723	1
4_MACS_peak_6232_lociStitched	chr12	57851905	57857716	4	4935	11415.1284	724	1	GLI1	INHBC,INHBE,MARS,ARHGAP9	GLI1	724	1
1_MACS_peak_14413_lociStitched	chr19	38536235	38541166	1	4932	17946.3745	725	1	SIPA1L3		SIPA1L3	725	1
3_MACS_peak_14437_lociStitched	chr19	39339018	39344199	3	4929	26397.7131	726	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	726	1
3_MACS_peak_368_lociStitched	chr1	17764275	17769364	3	4928	18646.096	727	1	RCC2		RCC2	727	1
4_MACS_peak_20220_lociStitched	chr3	71175534	71180637	4	4927	11496.5487	728	1	FOXP1		MIR1284	728	1
4_MACS_peak_5349_lociStitched	chr11	118795810	118801105	4	4925	13613.9745	729	1		CXCR5,UPK2,FOXR1,BCL9L	BCL9L	729	1
3_MACS_peak_12948_lociStitched	chr18	42682184	42687251	3	4924	11327.7852	730	1			MIR4319	730	1
2_MACS_peak_26337_lociStitched	chr7	150591906	150596859	2	4920	35167.2906	731	1		ABP1	ABP1	731	1
2_MACS_peak_24046_lociStitched	chr6	41698470	41703391	2	4916	24902.7205	732	1	TFEB	PRICKLE4,PGC,FRS3	TFEB	732	1
3_MACS_peak_21002_lociStitched	chr3	195266020	195271049	3	4914	13222.7497	733	1	PPP1R2	APOD	PPP1R2	733	1
2_MACS_peak_24361_lociStitched	chr6	90661395	90666336	2	4910	9619.6329	734	1	BACH2		GJA10	734	1
4_MACS_peak_11088_lociStitched	chr17	4296372	4301555	4	4907	9789.6504	735	1		SPNS3,UBE2G1	UBE2G1	735	1
5_MACS_peak_23873_lociStitched	chr6	33871860	33876991	5	4902	9069.0425	736	1			MIR1275	736	1
4_MACS_peak_6778_lociStitched	chr12	117358915	117364025	4	4898	10652.306	737	1	FBXW8	HRK	FBXW8	737	1
5_MACS_peak_26496_lociStitched	chr8	12610804	12616304	5	4898	11767.25	738	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	738	1
1_MACS_peak_27697_lociStitched	chr9	37527970	37532863	1	4894	12756.051	739	1	FBXO10	POLR1E	POLR1E	739	1
2_MACS_peak_5071_lociStitched	chr11	82679299	82684207	2	4890	24038.4024	740	1			C11orf82	740	1
3_MACS_peak_1625_lociStitched	chr1	149831387	149836502	3	4889	13318.437	741	1	HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2BC	741	1
3_MACS_peak_17836_lociStitched	chr20	48285012	48290201	3	4886	10256.5774	742	1	B4GALT5		B4GALT5	742	1
3_MACS_peak_22029_lociStitched	chr5	1103806	1108790	3	4885	9202.4576	743	1	SLC12A7		SLC12A7	743	1
4_MACS_peak_7288_lociStitched	chr13	42073211	42078502	4	4875	9014.2767	744	1		C13orf15	C13orf15	744	1
3_MACS_peak_29531_lociStitched	chrX	152988132	152993433	3	4875	8390.4228	745	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	ABCD1	745	1
4_MACS_peak_17029_lociStitched	chr2	234426067	234431038	4	4873	11996.5143	746	1	USP40		USP40	746	1
1_MACS_peak_25772_lociStitched	chr7	98975535	98980404	1	4870	51940.5444	747	1	ARPC1B	BUD31,PDAP1	ARPC1B	747	1
1_MACS_peak_15297_lociStitched	chr2	20774975	20779842	1	4868	16888.9767	748	1			HS1BP3	748	1
4_MACS_peak_23997_lociStitched	chr6	37135841	37141083	4	4862	30843.928	749	1	PIM1		PIM1	749	1
2_MACS_peak_12438_lociStitched	chr17	74257572	74262846	2	4861	13936.545	750	1	FAM100B	RNF157,QRICH2	FAM100B	750	1
1_MACS_peak_11518_lociStitched	chr17	28702332	28707189	1	4858	13384.4349	751	1	CPD	TMIGD1	CPD	751	1
6_MACS_peak_29107_lociStitched	chrX	64060725	64066374	6	4857	12343.6299	752	1			ZC4H2	752	1
4_MACS_peak_10199_lociStitched	chr16	27412488	27417841	4	4854	13377.6823	753	1	IL21R	IL21R,LOC283888	IL21R	753	1
4_MACS_peak_6769_lociStitched	chr12	117252076	117257576	4	4854	16776.65	754	1	RNFT2		HRK	754	1
2_MACS_peak_28275_lociStitched	chr9	126439101	126443990	2	4851	23201.7273	755	1	DENND1A		DENND1A	755	1
2_MACS_peak_5329_lociStitched	chr11	118304825	118309686	2	4848	17802.4403	756	1	MLL	ATP5L	MLL	756	1
2_MACS_peak_20445_lociStitched	chr3	126628537	126633380	2	4840	22166.8953	757	1	CHCHD6		PLXNA1	757	1
3_MACS_peak_5269_lociStitched	chr11	115075927	115081019	3	4840	8228.672	758	1	CADM1		CADM1	758	1
5_MACS_peak_17824_lociStitched	chr20	47536863	47541891	5	4839	16860.3924	759	1	ARFGEF2		ARFGEF2	759	1
4_MACS_peak_17011_lociStitched	chr2	233943599	233948747	4	4836	9303.9804	760	1	INPP5D	NEU2	INPP5D	760	1
1_MACS_peak_5430_lociStitched	chr11	126056372	126061205	1	4834	24801.5061	761	1		FAM118B,RPUSD4	RPUSD4	761	1
1_MACS_peak_25159_lociStitched	chr7	25018732	25023564	1	4833	20536	762	1	OSBPL3		OSBPL3	762	1
3_MACS_peak_21343_lociStitched	chr4	38985912	38991245	3	4830	9913.5137	763	1	TMEM156		TMEM156	763	1
1_MACS_peak_5554_lociStitched	chr12	1660658	1665484	1	4827	23162.387	764	1		FBXL14	FBXL14	764	1
2_MACS_peak_27732_lociStitched	chr9	44989692	44994563	2	4826	13357.7433	765	1	FAM27C		FAM27C	765	1
2_MACS_peak_17146_lociStitched	chr2	241522392	241527234	2	4822	18145.395	766	1	CAPN10	DUSP28,RNPEPL1,GPR35,ANKMY1	CAPN10	766	1
4_MACS_peak_18123_lociStitched	chr20	62449406	62454533	4	4820	12432.975	767	1		C20orf135,TPD52L2,ZBTB46	ZBTB46	767	1
4_MACS_peak_12671_lociStitched	chr17	80820661	80825531	4	4819	10926.332	768	1	TBCD	ZNF750	ZNF750	768	1
2_MACS_peak_23480_lociStitched	chr6	16486494	16491354	2	4818	13210.452	769	1	ATXN1		GMPR	769	1
1_MACS_peak_4811_lociStitched	chr11	67033957	67038768	1	4812	22141.1842	770	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	770	1
3_MACS_peak_12855_lociStitched	chr18	20819537	20824491	3	4810	13299.013	771	1	CABLES1		CABLES1	771	1
2_MACS_peak_9094_lociStitched	chr15	60880808	60885619	2	4806	14288.67	772	1	RORA		RORA	772	1
2_MACS_peak_1940_lociStitched	chr1	161144704	161149541	2	4801	18625.3522	773	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	773	1
2_MACS_peak_18912_lociStitched	chr22	36725175	36730030	2	4800	23400.129	774	1	MYH9		MYH9	774	1
3_MACS_peak_9585_lociStitched	chr15	89671388	89676464	3	4800	15205.6656	775	1	ABHD2		ABHD2	775	1
3_MACS_peak_6210_lociStitched	chr12	57079200	57084091	3	4798	24086.7077	776	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	776	1
1_MACS_peak_2417_lociStitched	chr1	207093631	207098427	1	4797	46254.0628	777	1	FAIM3	IL24,PIGR,FCAMR	FAIM3	777	1
3_MACS_peak_29125_lociStitched	chrX	64914220	64919445	3	4793	9341.7775	778	1	MSN		MSN	778	1
4_MACS_peak_6439_lociStitched	chr12	94238900	94244085	4	4790	13393.892	779	1	CRADD		CRADD	779	1
2_MACS_peak_17986_lociStitched	chr20	56047896	56052709	2	4783	12395.8815	780	1		CTCFL	CTCFL	780	1
2_MACS_peak_18105_lociStitched	chr20	62269567	62274614	2	4777	14465.2067	781	1	STMN3	RTEL1,GMEB2	STMN3	781	1
3_MACS_peak_16315_lociStitched	chr2	128585774	128590924	3	4776	20811.15	782	1		WDR33,POLR2D	WDR33	782	1
1_MACS_peak_21_lociStitched	chr1	1077065	1081837	1	4773	32812.7492	783	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	MIR200B	783	1
4_MACS_peak_10771_lociStitched	chr16	81748172	81753029	4	4770	8672.6592	784	1			PLCG2	784	1
1_MACS_peak_1391_lociStitched	chr1	111413807	111418574	1	4768	11156.6868	785	1	CD53		CD53	785	1
1_MACS_peak_26385_lociStitched	chr7	154995250	155000015	1	4766	32739.8385	786	1			INSIG1	786	1
4_MACS_peak_8018_lociStitched	chr14	67652314	67657341	4	4756	13228.5505	787	1	FAM71D		FAM71D	787	1
1_MACS_peak_25871_lociStitched	chr7	102071042	102075796	1	4755	21319.7884	788	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	788	1
1_MACS_peak_19794_lociStitched	chr3	42254397	42259150	1	4754	14110.2311	789	1	TRAK1	CCK	CCK	789	1
2_MACS_peak_29539_lociStitched	chrX	153189677	153194646	2	4750	23426.8474	790	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	790	1
3_MACS_peak_17343_lociStitched	chr20	10650683	10655811	3	4750	9252.9632	791	1	JAG1		JAG1	791	1
2_MACS_peak_27689_lociStitched	chr9	37033007	37037824	2	4749	12452.9084	792	1	PAX5	LOC100506710	PAX5	792	1
3_MACS_peak_10641_lociStitched	chr16	68787872	68792683	3	4748	10599.1141	793	1	CDH1		CDH1	793	1
8_MACS_peak_22648_lociStitched	chr5	118673309	118678806	8	4745	9387.7766	794	1	TNFAIP8	TNFAIP8	TNFAIP8	794	1
2_MACS_peak_27984_lociStitched	chr9	96046605	96051753	2	4743	20472.0516	795	1	WNK2		C9orf129	795	1
6_MACS_peak_23120_lociStitched	chr5	173246301	173251529	6	4742	8749.5808	796	1			CPEB4	796	1
2_MACS_peak_11791_lociStitched	chr17	40607942	40612732	2	4741	15507.625	797	1	ATP6V0A1	PTRF	ATP6V0A1	797	1
3_MACS_peak_25900_lociStitched	chr7	102984145	102989362	3	4741	18290.2803	798	1	PSMC2,DNAJC2	PMPCB	PSMC2	798	1
3_MACS_peak_19194_lociStitched	chr22	42226047	42231028	3	4740	22680.9835	799	1	SREBF2	CCDC134	SREBF2	799	1
