#KMS-12-BM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS-12-BM.H3K27ac_ROSE/KMS-12-BM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS.12.BM.jin.bam
#Using cutoff of 25841.2518 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isStretch
1_MACS_peak_15795_lociStitched	chr2	70330567	70331098	1	532	693.5922	16504	0
1_MACS_peak_14152_lociStitched	chr19	23015036	23015567	1	532	989.8371	16505	0
1_MACS_peak_12528_lociStitched	chr17	76711576	76712107	1	532	530.6283	16506	0
1_MACS_peak_12260_lociStitched	chr17	64598240	64598771	1	532	521.6013	16507	0
1_MACS_peak_11594_lociStitched	chr17	34412495	34413026	1	532	741.3822	16508	0
1_MACS_peak_6394_lociStitched	chr12	80543440	80543971	1	532	1201.5468	16509	0
1_MACS_peak_5934_lociStitched	chr12	32812594	32813125	1	532	773.8794	16510	0
1_MACS_peak_29276_lociStitched	chrX	110065526	110066056	1	531	508.906	16511	0
1_MACS_peak_29203_lociStitched	chrX	78363686	78364216	1	531	613.051	16512	0
1_MACS_peak_29141_lociStitched	chrX	69880754	69881284	1	531	765.956	16513	0
1_MACS_peak_27805_lociStitched	chr9	70450600	70451130	1	531	494.702	16514	0
1_MACS_peak_27660_lociStitched	chr9	35727394	35727924	1	531	524.382	16515	0
1_MACS_peak_26365_lociStitched	chr7	151763181	151763711	1	531	650.363	16516	0
1_MACS_peak_24552_lociStitched	chr6	113024669	113025199	1	531	579.025	16517	0
1_MACS_peak_24321_lociStitched	chr6	88118295	88118825	1	531	1134.624	16518	0
1_MACS_peak_24130_lociStitched	chr6	44144545	44145075	1	531	958.505	16519	0
1_MACS_peak_23446_lociStitched	chr6	14210861	14211391	1	531	1691.813	16520	0
1_MACS_peak_20270_lociStitched	chr3	97360204	97360734	1	531	1209.566	16521	0
1_MACS_peak_15580_lociStitched	chr2	48125449	48125979	1	531	726.471	16522	0
1_MACS_peak_13069_lociStitched	chr18	54192711	54193241	1	531	566.941	16523	0
1_MACS_peak_9685_lociStitched	chr15	101667928	101668458	1	531	542.031	16524	0
1_MACS_peak_6368_lociStitched	chr12	74902854	74903384	1	531	1256.895	16525	0
1_MACS_peak_5706_lociStitched	chr12	11450605	11451135	1	531	587.399	16526	0
1_MACS_peak_525_lociStitched	chr1	24862813	24863343	1	531	518.499	16527	0
1_MACS_peak_27154_lociStitched	chr8	122068543	122069072	1	530	704.0461	16528	0
1_MACS_peak_26257_lociStitched	chr7	142349152	142349681	1	530	581.0007	16529	0
1_MACS_peak_22221_lociStitched	chr5	43402617	43403146	1	530	719.7574	16530	0
1_MACS_peak_16022_lociStitched	chr2	96782412	96782941	1	530	850.8965	16531	0
1_MACS_peak_9010_lociStitched	chr15	51917737	51918266	1	530	776.1488	16532	0
1_MACS_peak_8611_lociStitched	chr14	106358273	106358802	1	530	523.3397	16533	0
1_MACS_peak_7816_lociStitched	chr14	48370323	48370852	1	530	587.2429	16534	0
1_MACS_peak_5873_lociStitched	chr12	28015099	28015628	1	530	545.4519	16535	0
1_MACS_peak_3088_lociStitched	chr10	33284375	33284904	1	530	538.6278	16536	0
1_MACS_peak_29479_lociStitched	chrX	140178244	140178772	1	529	628.056	16537	0
1_MACS_peak_28436_lociStitched	chr9	132369498	132370026	1	529	573.8832	16538	0
1_MACS_peak_26204_lociStitched	chr7	138665508	138666036	1	529	703.6128	16539	0
1_MACS_peak_24863_lociStitched	chr6	157207381	157207909	1	529	542.0976	16540	0
1_MACS_peak_21868_lociStitched	chr4	159010870	159011398	1	529	507.6192	16541	0
1_MACS_peak_17336_lociStitched	chr20	8581227	8581755	1	529	646.4304	16542	0
1_MACS_peak_13495_lociStitched	chr19	4968174	4968702	1	529	640.2	16543	0
1_MACS_peak_12739_lociStitched	chr18	8912387	8912915	1	529	677.1072	16544	0
1_MACS_peak_12531_lociStitched	chr17	76776245	76776773	1	529	553.608	16545	0
1_MACS_peak_3094_lociStitched	chr10	35740463	35740991	1	529	720.4032	16546	0
1_MACS_peak_25729_lociStitched	chr7	95008518	95009045	1	528	666.5496	16547	0
1_MACS_peak_24880_lociStitched	chr6	157885582	157886109	1	528	551.2947	16548	0
1_MACS_peak_19479_lociStitched	chr3	5007434	5007961	1	528	853.6873	16549	0
1_MACS_peak_15399_lociStitched	chr2	30446813	30447340	1	528	517.7775	16550	0
1_MACS_peak_15087_lociStitched	chr19	58858543	58859070	1	528	924.885	16551	0
1_MACS_peak_11336_lociStitched	chr17	17875315	17875842	1	528	529.0553	16552	0
1_MACS_peak_8165_lociStitched	chr14	75713884	75714411	1	528	608.8958	16553	0
1_MACS_peak_6078_lociStitched	chr12	51712832	51713359	1	528	594.0871	16554	0
1_MACS_peak_4236_lociStitched	chr11	9767437	9767964	1	528	649.4748	16555	0
1_MACS_peak_27873_lociStitched	chr9	84825326	84825852	1	527	455.6738	16556	0
1_MACS_peak_25810_lociStitched	chr7	100143192	100143718	1	527	513.2182	16557	0
1_MACS_peak_25245_lociStitched	chr7	32504230	32504756	1	527	569.2898	16558	0
1_MACS_peak_24484_lociStitched	chr6	107810560	107811086	1	527	591.2766	16559	0
1_MACS_peak_18208_lociStitched	chr21	30451289	30451815	1	527	480.0276	16560	0
1_MACS_peak_15836_lociStitched	chr2	73874902	73875428	1	527	737.2416	16561	0
1_MACS_peak_11989_lociStitched	chr17	46528224	46528750	1	527	670.2818	16562	0
1_MACS_peak_3174_lociStitched	chr10	47395750	47396276	1	527	1016.495	16563	0
1_MACS_peak_2981_lociStitched	chr10	21999980	22000506	1	527	845.9132	16564	0
1_MACS_peak_2480_lociStitched	chr1	212606185	212606711	1	527	794.3652	16565	0
1_MACS_peak_28772_lociStitched	chrX	15900799	15901324	1	526	577.815	16566	0
1_MACS_peak_28596_lociStitched	chr9	139585832	139586357	1	526	784.8225	16567	0
1_MACS_peak_28588_lociStitched	chr9	139432774	139433299	1	526	522.0075	16568	0
1_MACS_peak_28520_lociStitched	chr9	135753724	135754249	1	526	871.815	16569	0
1_MACS_peak_25745_lociStitched	chr7	96481450	96481975	1	526	504.7875	16570	0
1_MACS_peak_25154_lociStitched	chr7	24875198	24875723	1	526	1160.1975	16571	0
1_MACS_peak_22999_lociStitched	chr5	156696183	156696708	1	526	686.175	16572	0
1_MACS_peak_22415_lociStitched	chr5	76011821	76012346	1	526	695.5725	16573	0
1_MACS_peak_21808_lociStitched	chr4	141173972	141174497	1	526	646.4325	16574	0
1_MACS_peak_21228_lociStitched	chr4	6893512	6894037	1	526	573.1425	16575	0
1_MACS_peak_20659_lociStitched	chr3	142623492	142624017	1	526	702.87	16576	0
1_MACS_peak_15701_lociStitched	chr2	64438686	64439211	1	526	833.4375	16577	0
1_MACS_peak_14456_lociStitched	chr19	39496708	39497233	1	526	515.235	16578	0
1_MACS_peak_13384_lociStitched	chr19	2610969	2611494	1	526	725.8125	16579	0
1_MACS_peak_11251_lociStitched	chr17	9924359	9924884	1	526	688.8	16580	0
1_MACS_peak_10968_lociStitched	chr16	89930528	89931053	1	526	582.12	16581	0
1_MACS_peak_8805_lociStitched	chr15	40403988	40404513	1	526	580.7025	16582	0
1_MACS_peak_8702_lociStitched	chr15	30833253	30833778	1	526	761.46	16583	0
1_MACS_peak_7330_lociStitched	chr13	46626364	46626889	1	526	1031.1	16584	0
1_MACS_peak_5683_lociStitched	chr12	8474447	8474972	1	526	543.8475	16585	0
1_MACS_peak_965_lociStitched	chr1	44820391	44820916	1	526	760.725	16586	0
1_MACS_peak_27802_lociStitched	chr9	70199655	70200179	1	525	753.6168	16587	0
1_MACS_peak_27714_lociStitched	chr9	38362679	38363203	1	525	937.2788	16588	0
1_MACS_peak_27027_lociStitched	chr8	100873706	100874230	1	525	544.174	16589	0
1_MACS_peak_26508_lociStitched	chr8	16527565	16528089	1	525	685.654	16590	0
1_MACS_peak_25101_lociStitched	chr7	7609009	7609533	1	525	920.2488	16591	0
1_MACS_peak_22300_lociStitched	chr5	62048189	62048713	1	525	563.7192	16592	0
1_MACS_peak_20723_lociStitched	chr3	157737496	157738020	1	525	618.2676	16593	0
1_MACS_peak_20597_lociStitched	chr3	138404762	138405286	1	525	664.3796	16594	0
1_MACS_peak_20140_lociStitched	chr3	58476756	58477280	1	525	535.004	16595	0
1_MACS_peak_18562_lociStitched	chr22	19409930	19410454	1	525	513.782	16596	0
1_MACS_peak_15633_lociStitched	chr2	56020867	56021391	1	525	1149.132	16597	0
1_MACS_peak_13626_lociStitched	chr19	8538698	8539222	1	525	692.204	16598	0
1_MACS_peak_13443_lociStitched	chr19	3699658	3700182	1	525	482.866	16599	0
1_MACS_peak_12700_lociStitched	chr18	976396	976920	1	525	1128.696	16600	0
1_MACS_peak_9918_lociStitched	chr16	4555586	4556110	1	525	790.7684	16601	0
1_MACS_peak_7491_lociStitched	chr13	101350176	101350700	1	525	509.0136	16602	0
1_MACS_peak_5613_lociStitched	chr12	6532823	6533347	1	525	607.0016	16603	0
1_MACS_peak_2185_lociStitched	chr1	185862046	185862570	1	525	726.8928	16604	0
1_MACS_peak_1715_lociStitched	chr1	153379502	153380026	1	525	660.7116	16605	0
1_MACS_peak_29548_lociStitched	chrX	153273574	153274097	1	524	653.8546	16606	0
1_MACS_peak_24235_lociStitched	chr6	71426761	71427284	1	524	719.4388	16607	0
1_MACS_peak_23632_lociStitched	chr6	26682414	26682937	1	524	568.501	16608	0
1_MACS_peak_21292_lociStitched	chr4	18058791	18059314	1	524	575.4569	16609	0
1_MACS_peak_19467_lociStitched	chr3	4515900	4516423	1	524	546.0643	16610	0
1_MACS_peak_16274_lociStitched	chr2	120934576	120935099	1	524	1090.6119	16611	0
1_MACS_peak_14718_lociStitched	chr19	46379611	46380134	1	524	523.7322	16612	0
1_MACS_peak_14215_lociStitched	chr19	28989862	28990385	1	524	922.9904	16613	0
1_MACS_peak_14050_lociStitched	chr19	18484823	18485346	1	524	533.7738	16614	0
1_MACS_peak_13303_lociStitched	chr19	1449311	1449834	1	524	677.7034	16615	0
1_MACS_peak_11450_lociStitched	chr17	26876459	26876982	1	524	501.8708	16616	0
1_MACS_peak_10576_lociStitched	chr16	67571388	67571911	1	524	540.8866	16617	0
1_MACS_peak_8055_lociStitched	chr14	70193471	70193994	1	524	717.5037	16618	0
1_MACS_peak_6842_lociStitched	chr12	121569116	121569639	1	524	537.7486	16619	0
1_MACS_peak_3755_lociStitched	chr10	112617427	112617950	1	524	600.0379	16620	0
1_MACS_peak_3093_lociStitched	chr10	35629881	35630404	1	524	462.7504	16621	0
1_MACS_peak_2877_lociStitched	chr10	5940380	5940903	1	524	476.4007	16622	0
1_MACS_peak_2312_lociStitched	chr1	203642661	203643184	1	524	535.552	16623	0
1_MACS_peak_28337_lociStitched	chr9	130461237	130461759	1	523	641.9556	16624	0
1_MACS_peak_23377_lociStitched	chr6	7706019	7706541	1	523	660.069	16625	0
1_MACS_peak_17776_lociStitched	chr20	44509766	44510288	1	523	1682.145	16626	0
1_MACS_peak_13211_lociStitched	chr18	77378543	77379065	1	523	560.0016	16627	0
1_MACS_peak_9217_lociStitched	chr15	67370135	67370657	1	523	544.185	16628	0
1_MACS_peak_9028_lociStitched	chr15	53832860	53833382	1	523	660.33	16629	0
1_MACS_peak_8423_lociStitched	chr14	97428392	97428914	1	523	619.614	16630	0
1_MACS_peak_8272_lociStitched	chr14	90104728	90105250	1	523	468.1296	16631	0
1_MACS_peak_6973_lociStitched	chr12	125550099	125550621	1	523	546.4296	16632	0
1_MACS_peak_5638_lociStitched	chr12	6930769	6931291	1	523	601.2396	16633	0
1_MACS_peak_5520_lociStitched	chr12	213757	214279	1	523	636.6312	16634	0
1_MACS_peak_1804_lociStitched	chr1	155025147	155025669	1	523	623.007	16635	0
1_MACS_peak_29624_lociStitched	chrX	155110906	155111427	1	522	757.6903	16636	0
1_MACS_peak_29426_lociStitched	chrX	131295743	131296264	1	522	926.5985	16637	0
1_MACS_peak_27674_lociStitched	chr9	36136744	36137265	1	522	770.1943	16638	0
1_MACS_peak_27326_lociStitched	chr8	144465466	144465987	1	522	774.7791	16639	0
1_MACS_peak_24757_lociStitched	chr6	144329112	144329633	1	522	507.454	16640	0
1_MACS_peak_23682_lociStitched	chr6	28092247	28092768	1	522	1126.2978	16641	0
1_MACS_peak_20149_lociStitched	chr3	61617592	61618113	1	522	767.0162	16642	0
1_MACS_peak_20077_lociStitched	chr3	53787282	53787803	1	522	534.4939	16643	0
1_MACS_peak_16363_lociStitched	chr2	135413591	135414112	1	522	564.9724	16644	0
1_MACS_peak_15969_lociStitched	chr2	87542642	87543163	1	522	612.0708	16645	0
1_MACS_peak_9086_lociStitched	chr15	59835510	59836031	1	522	737.3713	16646	0
1_MACS_peak_6649_lociStitched	chr12	110317703	110318224	1	522	849.8031	16647	0
1_MACS_peak_4529_lociStitched	chr11	61103387	61103908	1	522	954.1594	16648	0
1_MACS_peak_3284_lociStitched	chr10	72141811	72142332	1	522	650.3643	16649	0
1_MACS_peak_1005_lociStitched	chr1	46507554	46508075	1	522	521.9378	16650	0
1_MACS_peak_29429_lociStitched	chrX	131353412	131353932	1	521	539.396	16651	0
1_MACS_peak_26644_lociStitched	chr8	31094388	31094908	1	521	686.504	16652	0
1_MACS_peak_16676_lociStitched	chr2	194575212	194575732	1	521	545.844	16653	0
1_MACS_peak_14214_lociStitched	chr19	28983516	28984036	1	521	528.372	16654	0
1_MACS_peak_12860_lociStitched	chr18	20888076	20888596	1	521	490.932	16655	0
1_MACS_peak_9438_lociStitched	chr15	78593994	78594514	1	521	514.644	16656	0
1_MACS_peak_8348_lociStitched	chr14	93050777	93051297	1	521	487.292	16657	0
1_MACS_peak_5563_lociStitched	chr12	1900523	1901043	1	521	840.684	16658	0
1_MACS_peak_5490_lociStitched	chr11	130210158	130210678	1	521	582.816	16659	0
1_MACS_peak_4743_lociStitched	chr11	65676572	65677092	1	521	544.752	16660	0
1_MACS_peak_2825_lociStitched	chr10	81333	81853	1	521	1040.416	16661	0
1_MACS_peak_2463_lociStitched	chr1	211526908	211527428	1	521	493.116	16662	0
1_MACS_peak_24547_lociStitched	chr6	112229740	112230259	1	520	646.2588	16663	0
1_MACS_peak_21368_lociStitched	chr4	40303164	40303683	1	520	531.6636	16664	0
1_MACS_peak_20823_lociStitched	chr3	177112056	177112575	1	520	596.0196	16665	0
1_MACS_peak_18916_lociStitched	chr22	36772825	36773344	1	520	529.0167	16666	0
1_MACS_peak_17656_lociStitched	chr20	36550753	36551272	1	520	684.6648	16667	0
1_MACS_peak_16610_lociStitched	chr2	179957822	179958341	1	520	724.7835	16668	0
1_MACS_peak_12480_lociStitched	chr17	75663100	75663619	1	520	523.5672	16669	0
1_MACS_peak_8435_lociStitched	chr14	100184254	100184773	1	520	528.2901	16670	0
1_MACS_peak_6613_lociStitched	chr12	108309795	108310314	1	520	490.8702	16671	0
1_MACS_peak_1893_lociStitched	chr1	157203108	157203627	1	520	726.1329	16672	0
1_MACS_peak_1418_lociStitched	chr1	113247274	113247793	1	520	575.8305	16673	0
1_MACS_peak_24220_lociStitched	chr6	58164397	58164915	1	519	653.5088	16674	0
1_MACS_peak_15326_lociStitched	chr2	25537562	25538080	1	519	534.9386	16675	0
1_MACS_peak_15121_lociStitched	chr2	429604	430122	1	519	495.985	16676	0
1_MACS_peak_13901_lociStitched	chr19	15403963	15404481	1	519	645.3244	16677	0
1_MACS_peak_8811_lociStitched	chr15	40616139	40616657	1	519	851.6438	16678	0
1_MACS_peak_7345_lociStitched	chr13	48574954	48575472	1	519	990.2088	16679	0
1_MACS_peak_6864_lociStitched	chr12	122119569	122120087	1	519	720.8488	16680	0
1_MACS_peak_5805_lociStitched	chr12	18318800	18319318	1	519	530.0176	16681	0
1_MACS_peak_5253_lociStitched	chr11	114053678	114054196	1	519	737.4766	16682	0
1_MACS_peak_2472_lociStitched	chr1	212097767	212098285	1	519	710.5924	16683	0
1_MACS_peak_331_lociStitched	chr1	16170971	16171489	1	519	625.3296	16684	0
1_MACS_peak_26925_lociStitched	chr8	81894770	81895287	1	518	485.1011	16685	0
1_MACS_peak_22312_lociStitched	chr5	65086780	65087297	1	518	577.2305	16686	0
1_MACS_peak_18940_lociStitched	chr22	37229323	37229840	1	518	908.8343	16687	0
1_MACS_peak_17188_lociStitched	chr2	242754811	242755328	1	518	539.6446	16688	0
1_MACS_peak_16336_lociStitched	chr2	129622095	129622612	1	518	904.4398	16689	0
1_MACS_peak_16297_lociStitched	chr2	127421066	127421583	1	518	555.4648	16690	0
1_MACS_peak_14484_lociStitched	chr19	40324339	40324856	1	518	654.6771	16691	0
1_MACS_peak_13676_lociStitched	chr19	10449805	10450322	1	518	755.4404	16692	0
1_MACS_peak_6462_lociStitched	chr12	95033795	95034312	1	518	485.5147	16693	0
1_MACS_peak_5192_lociStitched	chr11	109735228	109735745	1	518	722.0939	16694	0
1_MACS_peak_4307_lociStitched	chr11	21696083	21696600	1	518	501.6451	16695	0
1_MACS_peak_4036_lociStitched	chr11	189104	189621	1	518	828.0272	16696	0
1_MACS_peak_27409_lociStitched	chr8	146030268	146030784	1	517	793.9176	16697	0
1_MACS_peak_27244_lociStitched	chr8	131054723	131055239	1	517	1018.4808	16698	0
1_MACS_peak_27024_lociStitched	chr8	100091262	100091778	1	517	703.9272	16699	0
1_MACS_peak_25904_lociStitched	chr7	104203696	104204212	1	517	572.0892	16700	0
1_MACS_peak_21801_lociStitched	chr4	140134607	140135123	1	517	661.9764	16701	0
1_MACS_peak_20546_lociStitched	chr3	130568099	130568615	1	517	523.0692	16702	0
1_MACS_peak_12914_lociStitched	chr18	33366695	33367211	1	517	514.8648	16703	0
1_MACS_peak_12633_lociStitched	chr17	80297214	80297730	1	517	533.7504	16704	0
1_MACS_peak_8179_lociStitched	chr14	75949022	75949538	1	517	475.8036	16705	0
1_MACS_peak_4168_lociStitched	chr11	3963468	3963984	1	517	562.956	16706	0
1_MACS_peak_2135_lociStitched	chr1	180881346	180881862	1	517	611.2536	16707	0
1_MACS_peak_1353_lociStitched	chr1	109918966	109919482	1	517	620.6964	16708	0
1_MACS_peak_28522_lociStitched	chr9	135858045	135858560	1	516	650.239	16709	0
1_MACS_peak_27184_lociStitched	chr8	125598622	125599137	1	516	656.934	16710	0
1_MACS_peak_26153_lociStitched	chr7	133730759	133731274	1	516	560.5775	16711	0
1_MACS_peak_24812_lociStitched	chr6	150954190	150954705	1	516	587.6665	16712	0
1_MACS_peak_24039_lociStitched	chr6	41407336	41407851	1	516	564.2855	16713	0
1_MACS_peak_22631_lociStitched	chr5	118409668	118410183	1	516	623.9225	16714	0
1_MACS_peak_21197_lociStitched	chr4	4691755	4692270	1	516	517.678	16715	0
1_MACS_peak_19708_lociStitched	chr3	29153102	29153617	1	516	617.4335	16716	0
1_MACS_peak_16952_lociStitched	chr2	231276671	231277186	1	516	807.314	16717	0
1_MACS_peak_14638_lociStitched	chr19	44848055	44848570	1	516	556.097	16718	0
1_MACS_peak_14442_lociStitched	chr19	39355627	39356142	1	516	561.7105	16719	0
1_MACS_peak_11985_lociStitched	chr17	46377440	46377955	1	516	717.0345	16720	0
1_MACS_peak_8084_lociStitched	chr14	72980455	72980970	1	516	705.035	16721	0
1_MACS_peak_7306_lociStitched	chr13	44715671	44716186	1	516	1314.3315	16722	0
1_MACS_peak_6627_lociStitched	chr12	109058211	109058726	1	516	607.8545	16723	0
1_MACS_peak_3451_lociStitched	chr10	88483089	88483604	1	516	538.1235	16724	0
1_MACS_peak_2163_lociStitched	chr1	183183719	183184234	1	516	488.9925	16725	0
1_MACS_peak_29066_lociStitched	chrX	55935165	55935679	1	515	602.0482	16726	0
1_MACS_peak_28650_lociStitched	chr9	140118104	140118618	1	515	1493.3242	16727	0
1_MACS_peak_19151_lociStitched	chr22	40795627	40796141	1	515	652.0604	16728	0
1_MACS_peak_19144_lociStitched	chr22	40605836	40606350	1	515	503.977	16729	0
1_MACS_peak_15207_lociStitched	chr2	10176241	10176755	1	515	556.5078	16730	0
1_MACS_peak_14032_lociStitched	chr19	18228873	18229387	1	515	618.342	16731	0
1_MACS_peak_12679_lociStitched	chr17	81006425	81006939	1	515	638.0796	16732	0
1_MACS_peak_10482_lociStitched	chr16	57048813	57049327	1	515	570.5914	16733	0
1_MACS_peak_9412_lociStitched	chr15	78288077	78288591	1	515	485.1646	16734	0
1_MACS_peak_7613_lociStitched	chr14	21492704	21493218	1	515	610.4778	16735	0
1_MACS_peak_6242_lociStitched	chr12	58005082	58005596	1	515	653.1398	16736	0
1_MACS_peak_5375_lociStitched	chr11	119311871	119312385	1	515	503.8742	16737	0
1_MACS_peak_3366_lociStitched	chr10	75718557	75719071	1	515	676.3726	16738	0
1_MACS_peak_29460_lociStitched	chrX	134477493	134478006	1	514	534.3921	16739	0
1_MACS_peak_26817_lociStitched	chr8	62038524	62039037	1	514	647.1495	16740	0
1_MACS_peak_24191_lociStitched	chr6	53081505	53082018	1	514	924.0669	16741	0
1_MACS_peak_21381_lociStitched	chr4	42491937	42492450	1	514	789.4557	16742	0
1_MACS_peak_20443_lociStitched	chr3	126461253	126461766	1	514	540.0351	16743	0
1_MACS_peak_18679_lociStitched	chr22	23297456	23297969	1	514	571.1742	16744	0
1_MACS_peak_17966_lociStitched	chr20	52684304	52684817	1	514	600.723	16745	0
1_MACS_peak_15639_lociStitched	chr2	60310764	60311277	1	514	565.0695	16746	0
1_MACS_peak_9357_lociStitched	chr15	75227978	75228491	1	514	485.811	16747	0
1_MACS_peak_7569_lociStitched	chr13	114920623	114921136	1	514	528.2874	16748	0
1_MACS_peak_6359_lociStitched	chr12	71825332	71825845	1	514	515.7189	16749	0
1_MACS_peak_6003_lociStitched	chr12	48282982	48283495	1	514	734.0004	16750	0
1_MACS_peak_4526_lociStitched	chr11	60988644	60989157	1	514	639.8136	16751	0
1_MACS_peak_1840_lociStitched	chr1	155951185	155951698	1	514	688.8051	16752	0
1_MACS_peak_28139_lociStitched	chr9	112675253	112675765	1	513	630.6816	16753	0
1_MACS_peak_27598_lociStitched	chr9	33225149	33225661	1	513	522.3424	16754	0
1_MACS_peak_26869_lociStitched	chr8	73793290	73793802	1	513	495.0016	16755	0
1_MACS_peak_25441_lociStitched	chr7	52774596	52775108	1	513	523.5712	16756	0
1_MACS_peak_22306_lociStitched	chr5	64459879	64460391	1	513	841.4208	16757	0
1_MACS_peak_21810_lociStitched	chr4	141641881	141642393	1	513	740.608	16758	0
1_MACS_peak_17432_lociStitched	chr20	23618129	23618641	1	513	597.9648	16759	0
1_MACS_peak_15712_lociStitched	chr2	64810477	64810989	1	513	528.2304	16760	0
1_MACS_peak_15474_lociStitched	chr2	39328112	39328624	1	513	479.9488	16761	0
1_MACS_peak_13589_lociStitched	chr19	7598456	7598968	1	513	578.7136	16762	0
1_MACS_peak_5538_lociStitched	chr12	932924	933436	1	513	485.4784	16763	0
1_MACS_peak_29500_lociStitched	chrX	149737106	149737617	1	512	701.0409	16764	0
1_MACS_peak_29175_lociStitched	chrX	72434222	72434733	1	512	540.4847	16765	0
1_MACS_peak_28690_lociStitched	chrX	1586931	1587442	1	512	641.305	16766	0
1_MACS_peak_24958_lociStitched	chr6	161653459	161653970	1	512	828.3821	16767	0
1_MACS_peak_17121_lociStitched	chr2	240215029	240215540	1	512	430.8752	16768	0
1_MACS_peak_15739_lociStitched	chr2	65292139	65292650	1	512	732.4163	16769	0
1_MACS_peak_12384_lociStitched	chr17	73452669	73453180	1	512	873.4012	16770	0
1_MACS_peak_11941_lociStitched	chr17	44675579	44676090	1	512	445.4387	16771	0
1_MACS_peak_5324_lociStitched	chr11	117921777	117922288	1	512	556.5301	16772	0
1_MACS_peak_2392_lociStitched	chr1	206669478	206669989	1	512	759.3971	16773	0
1_MACS_peak_1276_lociStitched	chr1	94158459	94158970	1	512	491.2754	16774	0
1_MACS_peak_995_lociStitched	chr1	45965889	45966400	1	512	885.4097	16775	0
1_MACS_peak_214_lociStitched	chr1	9969614	9970125	1	512	1437.8518	16776	0
1_MACS_peak_163_lociStitched	chr1	7843333	7843844	1	512	462.9149	16777	0
1_MACS_peak_29404_lociStitched	chrX	129651329	129651839	1	511	521.067	16778	0
1_MACS_peak_29235_lociStitched	chrX	102024086	102024596	1	511	982.056	16779	0
1_MACS_peak_25954_lociStitched	chr7	106470712	106471222	1	511	528.462	16780	0
1_MACS_peak_20483_lociStitched	chr3	128723648	128724158	1	511	589.05	16781	0
1_MACS_peak_20075_lociStitched	chr3	53404883	53405393	1	511	523.821	16782	0
1_MACS_peak_8241_lociStitched	chr14	81772581	81773091	1	511	583.695	16783	0
1_MACS_peak_4539_lociStitched	chr11	61539848	61540358	1	511	531.624	16784	0
1_MACS_peak_3874_lociStitched	chr10	126336037	126336547	1	511	577.524	16785	0
1_MACS_peak_3283_lociStitched	chr10	72123757	72124267	1	511	491.64	16786	0
1_MACS_peak_709_lociStitched	chr1	32061578	32062088	1	511	560.082	16787	0
1_MACS_peak_27282_lociStitched	chr8	137455875	137456384	1	510	700.893	16788	0
1_MACS_peak_18615_lociStitched	chr22	22292571	22293080	1	510	510.7306	16789	0
1_MACS_peak_17258_lociStitched	chr20	2898927	2899436	1	510	493.1701	16790	0
1_MACS_peak_16476_lociStitched	chr2	159975959	159976468	1	510	448.0727	16791	0
1_MACS_peak_14690_lociStitched	chr19	45970347	45970856	1	510	853.1349	16792	0
1_MACS_peak_12748_lociStitched	chr18	9073703	9074212	1	510	823.9692	16793	0
1_MACS_peak_8907_lociStitched	chr15	42873415	42873924	1	510	588.404	16794	0
1_MACS_peak_7928_lociStitched	chr14	58499206	58499715	1	510	454.537	16795	0
1_MACS_peak_7243_lociStitched	chr13	40229793	40230302	1	510	657.3226	16796	0
1_MACS_peak_4341_lociStitched	chr11	31342799	31343308	1	510	900.1156	16797	0
1_MACS_peak_25595_lociStitched	chr7	73703197	73703705	1	509	645.5156	16798	0
1_MACS_peak_25593_lociStitched	chr7	73679694	73680202	1	509	586.8924	16799	0
1_MACS_peak_25062_lociStitched	chr7	5862126	5862634	1	509	784.9616	16800	0
1_MACS_peak_24250_lociStitched	chr6	74078741	74079249	1	509	489.3056	16801	0
1_MACS_peak_19006_lociStitched	chr22	38203880	38204388	1	509	640.6388	16802	0
1_MACS_peak_17472_lociStitched	chr20	30295806	30296314	1	509	521.5636	16803	0
1_MACS_peak_14998_lociStitched	chr19	55812786	55813294	1	509	684.3268	16804	0
1_MACS_peak_13482_lociStitched	chr19	4472289	4472797	1	509	572.6684	16805	0
1_MACS_peak_12065_lociStitched	chr17	48840204	48840712	1	509	729.6912	16806	0
1_MACS_peak_11598_lociStitched	chr17	34427309	34427817	1	509	469.6968	16807	0
1_MACS_peak_10342_lociStitched	chr16	31295680	31296188	1	509	727.1004	16808	0
1_MACS_peak_7590_lociStitched	chr13	115105622	115106130	1	509	541.8836	16809	0
1_MACS_peak_6457_lociStitched	chr12	94800021	94800529	1	509	642.2136	16810	0
1_MACS_peak_4154_lociStitched	chr11	3534994	3535502	1	509	893.6736	16811	0
1_MACS_peak_3783_lociStitched	chr10	118893868	118894376	1	509	618.2868	16812	0
1_MACS_peak_1488_lociStitched	chr1	118228580	118229088	1	509	497.8908	16813	0
1_MACS_peak_27094_lociStitched	chr8	103991092	103991599	1	508	722.475	16814	0
1_MACS_peak_26032_lociStitched	chr7	121939833	121940340	1	508	665.184	16815	0
1_MACS_peak_22140_lociStitched	chr5	21459550	21460057	1	508	1274.4459	16816	0
1_MACS_peak_20167_lociStitched	chr3	61877792	61878299	1	508	627.1083	16817	0
